"景点POI_ID","详情业务ID","景点名称","英文名","泰文名","实体类型","范围分类","携程评分（5分制）","精确点评数","热度（非评分）","区域/商圈","地址","纬度","经度","原坐标系","联系电话","营业时间","建议游玩时长","详情采集状态","列表采集时间（UTC）","详情采集时间（UTC）","详情来源URL","携程景点目的地ID","携程目的地名称","列表来源URL","类型标签","平台榜单原文","封面图片URL（未下载）","评分来源URL","点评数来源URL","坐标来源URL","列表评分","详情评分","列表精确点评数","详情精确点评数","范围核验依据","未采集/失败说明"
"33589785","2482345","白玉兰号夜游湄南河","White Orchid River Cruise","ไวท์ ออร์คิด ริเวอร์ ครูซส์","演艺/游船/体验产品","本地","4.3","837","6.4","曼谷老城","曼谷湄南河","13.730204","100.513411","WGS84","'+6624388228；+66880880188；+66919148999","全年 17:00-21:15开放","1.5-2.5小时","ok","2026-08-31T02:25:41.000Z","2026-08-31T02:27:43.000Z","https://you.ctrip.com/sight/bangkok191/2482345.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p4.html","夜游观景；乘船游览","入选泰国中部必打卡景点榜","https://dimg04.c-ctrip.com/images/0102c12000rebdemaC574.jpg","https://you.ctrip.com/sight/bangkok191/2482345.html","https://you.ctrip.com/sight/bangkok191/2482345.html","https://you.ctrip.com/sight/bangkok191/s0-p4.html","4.3","4.3","837","837","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"36932169","2519727","王权大京都大厦","King Power Mahanakhon Tower","คิง เพาเวอร์ มหานคร","景点/场所","本地","4.7","473","7.5","是隆/沙吞","114 Naradhiwas Rajanagarindra Rd, Si Lom, Bang Rak, Bangkok 10500泰国","13.723538","100.528247","WGS84","'+6626778721","全年 10:00-次日00:00开放","1-3小时","ok","2026-08-31T02:25:33.000Z","2026-08-31T02:26:46.000Z","https://you.ctrip.com/sight/bangkok191/2519727.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p2.html","地标观景；夜游观景","泰国中部必打卡景点榜 No.9","https://dimg04.c-ctrip.com/images/0103y12000jch81ul10FD.jpg","https://you.ctrip.com/sight/bangkok191/2519727.html","https://you.ctrip.com/sight/bangkok191/2519727.html","https://you.ctrip.com/sight/bangkok191/s0-p2.html","4.7","4.7","473","473","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"56594174","5046366","王权大京都大厦玻璃观景台","King Power Mahanakhon Sky Walk","มหานคร สกายวอล์ค","景点/场所","本地","4.7","2247","7.5","是隆/沙吞","King Power MahaNakhon Tower, 114 Narathiwas Road Silom, Bangrak, Bangkok","13.723358","100.52816","WGS84","'+6626778721","全年 10:00-次日00:00开放（18:30停止入园）","1-2小时","ok","2026-08-31T02:25:33.000Z","2026-08-31T02:26:42.000Z","https://you.ctrip.com/sight/bangkok191/5046366.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p2.html","地标观景；夜游观景","2026亚洲100夜游必打卡景点","https://dimg04.c-ctrip.com/images/1lo6j12000k4pbliw2790.jpg","https://you.ctrip.com/sight/bangkok191/5046366.html","https://you.ctrip.com/sight/bangkok191/5046366.html","https://you.ctrip.com/sight/bangkok191/s0-p2.html","4.7","4.7","2247","2247","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"61157240","5266673","曼谷YoYo Land 室内游乐园","YoYo Land in Bangkok","โยโย่ แลนด์ กรุงเทพ","景点/场所","本地","4.6","193","5.2","素万那普国际机场","ชั้น 4 อาคาร ซีคอนสแควร์ Srinagarindra Rd, Nong Bon, Prawet, Bangkok 10250泰国","13.692936","100.648447","WGS84","'+6627218888","全年 11:00-20:00开放","3-5小时","ok","2026-08-31T02:25:53.000Z","2026-08-31T02:28:59.000Z","https://you.ctrip.com/sight/bangkok191/5266673.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p7.html","主题乐园&游乐场","曼谷亲子景点榜 No.7","https://dimg04.c-ctrip.com/images/1lo1r12000ror0yoq31BC.jpg","https://you.ctrip.com/sight/bangkok191/5266673.html","https://you.ctrip.com/sight/bangkok191/5266673.html","https://you.ctrip.com/sight/bangkok191/s0-p7.html","4.6","4.6","193","193","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"67829883","5590469","玛丽莲号夜游湄南河","Meridian Cruise","เมอริเดียน ครูซ","演艺/游船/体验产品","本地","4.4","349","5.6","河畔区","Meridian Cruise Co., Ltd 1343 Charoen Nakhon Rd, Bang Lamphu Lang, Khlong San, Bangkok 10600泰国","13.726647","100.511521","WGS84","'+66944199965；+6620877747","每年1月1日-12月30日 16:00-22:00开放；每年12月31日 15:00-23:59开放","1.5-2.5小时","ok","2026-08-31T02:25:49.000Z","2026-08-31T02:28:40.000Z","https://you.ctrip.com/sight/bangkok191/5590469.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p6.html","夜游观景；乘船游览","入选曼谷必打卡景点榜","https://dimg04.c-ctrip.com/images/350s160000010mfikAE5F.jpg","https://you.ctrip.com/sight/bangkok191/5590469.html","https://you.ctrip.com/sight/bangkok191/5590469.html","https://you.ctrip.com/sight/bangkok191/s0-p6.html","4.4","4.4","349","349","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"78585432","5700481","皇家公主号湄南河游船","Royal Princess Cruise","เรือรอยัลปริ๊นเซส ครูซ","演艺/游船/体验产品","本地","4.5","784","7.2","河畔区","湄南河","13.705085","100.502513","WGS84","'+66994188889","全年 19:30-21:30开放","1.5-2.5小时","ok","2026-08-31T02:25:33.000Z","2026-08-31T02:27:02.000Z","https://you.ctrip.com/sight/bangkok191/5700481.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p2.html","夜游观景；乘船游览","入选泰国夜游必打卡景点榜","https://dimg04.c-ctrip.com/images/1lo1i12000im7361sC0E8.jpg","https://you.ctrip.com/sight/bangkok191/5700481.html","https://you.ctrip.com/sight/bangkok191/5700481.html","https://you.ctrip.com/sight/bangkok191/s0-p2.html","4.5","4.5","784","784","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"97364468","97364468","码头夜市","Asiatique The Riverfront","เอเชียทีค เดอะ ริเวอร์ฟรอนท์","景点/场所","本地","4.6","197","7.4","河畔区","2194 Charoen Krung Road, Wat Phraya Krai, Bang Kho Laem, Bangkok 10120泰国","13.704419","100.503267","WGS84","'+66922460812","全年 11:00-次日00:00开放","3-5小时","ok","2026-08-31T02:25:33.000Z","2026-08-31T02:26:50.000Z","https://you.ctrip.com/sight/bangkok191/97364468.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p2.html","城市漫步；夜游观景","泰国夜游必打卡景点榜 No.7","https://dimg04.c-ctrip.com/images/0HJ2i12000haoy89e7EF8.jpg","https://you.ctrip.com/sight/bangkok191/97364468.html","https://you.ctrip.com/sight/bangkok191/97364468.html","https://you.ctrip.com/sight/bangkok191/s0-p2.html","4.6","4.6","197","197","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"97364540","97364540","洽图洽周末市集","Chatuchak Weekend Market","ตลาดนัดจตุจักร","景点/场所","本地","4.8","91","4.7","乍都乍周末市场","587, 10 Kamphaeng Phet 2 Rd, Khwaeng Chatuchak, Chatuchak, Bangkok 10900泰国","13.799781","100.550425","WGS84","'+6622724270","全年 07:00-18:00开放；18:00-次日00:00开放；09:00-18:00开放；不开放","3-5小时","ok","2026-08-31T02:26:06.000Z","2026-08-31T02:29:58.000Z","https://you.ctrip.com/sight/bangkok191/97364540.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p10.html","城市漫步；夜游观景","入选曼谷夜游必打卡景点榜","https://dimg04.c-ctrip.com/images/0101l12000mbf9107467D.jpg","https://you.ctrip.com/sight/bangkok191/97364540.html","https://you.ctrip.com/sight/bangkok191/97364540.html","https://you.ctrip.com/sight/bangkok191/s0-p10.html","4.8","4.8","91","91","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"118481279","118481279","奥朗卡号夜游湄南河","Alangka Cruise","ล่องเรือยามค่ำคืนในแม่น้ำเจ้าพระยาบนอลังกา ครูซ","演艺/游船/体验产品","本地","4.3","163","4.9","河畔区","暹罗地标商城码头","13.726072","100.510172","WGS84","'+66632140999","全年 17:00-22:00开放","1.5-2.5小时","ok","2026-08-31T02:26:02.000Z","2026-08-31T02:29:42.000Z","https://you.ctrip.com/sight/bangkok191/118481279.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p9.html","夜游观景；乘船游览","","https://dimg04.c-ctrip.com/images/01031120008jddl9v3ECE.jpg","https://you.ctrip.com/sight/bangkok191/118481279.html","https://you.ctrip.com/sight/bangkok191/118481279.html","https://you.ctrip.com/sight/bangkok191/s0-p9.html","4.3","4.3","163","163","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"134009241","134009241","查德夜市","Jodd Fairs Ratchada","จ๊อดแฟร์ รัชดา","景点/场所","本地","4.7","179","6","拉查达比瑟区","129 Ratchadaphisek Rd, Din Daeng, Bangkok 10400泰国","13.76792","100.571198","WGS84","'+66926857979","全年 11:00-22:00开放","1-3小时","ok","2026-08-31T02:25:45.000Z","2026-08-31T02:28:19.000Z","https://you.ctrip.com/sight/bangkok191/134009241.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p5.html","城市漫步；夜游观景","曼谷夜游必打卡景点榜 No.13","https://dimg04.c-ctrip.com/images/0100312000jchyt8u9A8D.jpg","https://you.ctrip.com/sight/bangkok191/134009241.html","https://you.ctrip.com/sight/bangkok191/134009241.html","https://you.ctrip.com/sight/bangkok191/s0-p5.html","4.7","4.7","179","179","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"136007422","136007422","素坤逸路","Sukhumvit","สุขุมวิท","演艺/游船/体验产品","本地","5","5","5.1","中央商务区","曼谷 泰国","13.739204","100.55887","WGS84","","全年 全天开放","","ok","2026-08-31T02:25:58.000Z","2026-08-31T02:29:15.000Z","https://you.ctrip.com/sight/bangkok191/136007422.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p8.html","城市漫步；夜游观景","曼谷夜游必打卡景点榜 No.19","https://dimg04.c-ctrip.com/images/0100h12000kqi19te7E1B.jpg","https://you.ctrip.com/sight/bangkok191/136007422.html","https://you.ctrip.com/sight/bangkok191/136007422.html","https://you.ctrip.com/sight/bangkok191/s0-p8.html","5","5","5","5","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"136007534","136007534","暹罗百丽宫","Siam Paragon","สยามพารากอน","演艺/游船/体验产品","本地","4.8","74","5.1","暹罗","991/1 Rama I Rd, Pathum Wan, Bangkok 10330泰国","13.745775","100.534402","WGS84","'+6626901000","全年 10:00-22:00开放","3-5小时","ok","2026-08-31T02:25:58.000Z","2026-08-31T02:29:17.000Z","https://you.ctrip.com/sight/bangkok191/136007534.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p8.html","夜游观景","曼谷夜游必打卡景点榜 No.20","https://dimg04.c-ctrip.com/images/0100r12000ks6cm5zA78E.jpg","https://you.ctrip.com/sight/bangkok191/136007534.html","https://you.ctrip.com/sight/bangkok191/136007534.html","https://you.ctrip.com/sight/bangkok191/s0-p8.html","4.8","4.8","74","74","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"142853349","142853349","曼谷世界","Bangkok World","บางกอกเวิลด์","景点/场所","本地","4","1","5.9","素万那普国际机场","203 Suan Sayam Rd, คันนายาว Khan Na Yao, Bangkok 10230泰国","13.805311","100.69235","WGS84","'+6621054294","全年 10:00-20:00开放","3-5小时","ok","2026-08-31T02:25:49.000Z","2026-08-31T02:28:28.000Z","https://you.ctrip.com/sight/bangkok191/142853349.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p6.html","主题乐园&游乐场","","https://dimg04.c-ctrip.com/images/0105312000hnitw9lD4EE.png","https://you.ctrip.com/sight/bangkok191/142853349.html","https://you.ctrip.com/sight/bangkok191/142853349.html","https://you.ctrip.com/sight/bangkok191/s0-p6.html","4","4","1","1","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"143166389","143166389","奥彼林号夜游湄南河","The Opulence Cruise","","演艺/游船/体验产品","本地","4.6","547","6.3","河畔区","ICONSIAM, 299 Charoen Nakhon 5 Alley, Khlong San, Bangkok 10600泰国","13.726631","100.511648","WGS84","'+6624760481","全年 20:00-22:15开放","2小时","ok","2026-08-31T02:25:41.000Z","2026-08-31T02:27:48.000Z","https://you.ctrip.com/sight/bangkok191/143166389.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p4.html","夜游观景；乘船游览","入选泰国中部必打卡景点榜","https://dimg04.c-ctrip.com/images/0103l12000ckc7bb3C7AF.jpg","https://you.ctrip.com/sight/bangkok191/143166389.html","https://you.ctrip.com/sight/bangkok191/143166389.html","https://you.ctrip.com/sight/bangkok191/s0-p4.html","4.6","4.6","547","547","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"143993422","143993422","曼谷陆军射击场","Shooting Range Territorial Defense Department","สนามยิงปืน หน่วยบัญชาการรักษาดินแดน","演艺/游船/体验产品","本地","4","71","6.1","曼谷老城","2 Charoen Krung Road, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200泰国","13.745774","100.495643","WGS84","'+66819082606","全年 10:00-18:00开放","1-2小时","ok","2026-08-31T02:25:45.000Z","2026-08-31T02:27:59.000Z","https://you.ctrip.com/sight/bangkok191/143993422.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p5.html","","入选曼谷都会区必打卡景点榜","https://dimg04.c-ctrip.com/images/0101q12000e1kq18i7B4A.jpg","https://you.ctrip.com/sight/bangkok191/143993422.html","https://you.ctrip.com/sight/bangkok191/143993422.html","https://you.ctrip.com/sight/bangkok191/s0-p5.html","4","4","71","71","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"144303215","144303215","皇家银河号夜游湄南河","The Planet Cruise","เดอะ แพลนเน็ต ครูส","演艺/游船/体验产品","本地","4.2","189","6.6","河畔区","Asiatique The Riverfront (Warehouse 4), 2194 Charoenkrung Road, Wat Phrayakrai, Bangkor Laem Wat Phraya Krai, Bang Kho Laem, Bangkok 10120泰国","13.705074","100.502523","WGS84","'+66994188889","每年1月1日-5月31日 20:00-22:00开放（18:00停止售票，19:50停止入园）；每年6月1日-12月31日 20:00-22:00开放（18:00停止售票，19:50停止入园）","1.5-2.5小时","ok","2026-08-31T02:25:37.000Z","2026-08-31T02:27:31.000Z","https://you.ctrip.com/sight/bangkok191/144303215.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p3.html","夜游观景；乘船游览","入选曼谷必打卡景点榜","https://dimg04.c-ctrip.com/images/1lo4612000k27pc830B85.jpg","https://you.ctrip.com/sight/bangkok191/144303215.html","https://you.ctrip.com/sight/bangkok191/144303215.html","https://you.ctrip.com/sight/bangkok191/s0-p3.html","4.2","4.2","189","189","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"145753305","145753305","曼谷海军射击场","Royal Thai Navy Bangna Shooting Range","สนามยิงปืน ราชนาวี บางนา","演艺/游船/体验产品","本地","4.4","151","6.5","","ซอย ลาซาล Bang Na Tai, Bang Na, Bangkok 10260泰国","13.665811","100.605464","WGS84","'+6623980764","全年 09:00-16:00开放（12:45停止售票，14:00停止入园）；不开放","1-2小时","ok","2026-08-31T02:25:41.000Z","2026-08-31T02:27:35.000Z","https://you.ctrip.com/sight/bangkok191/145753305.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p4.html","射击","入选泰国中部必打卡景点榜","https://dimg04.c-ctrip.com/images/1lo5s12000r0at8acEF13.png","https://you.ctrip.com/sight/bangkok191/145753305.html","https://you.ctrip.com/sight/bangkok191/145753305.html","https://you.ctrip.com/sight/bangkok191/s0-p4.html","4.4","4.4","151","151","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"148464463","148464463","曼谷大象营","Bangkok Elephant Park","ปางช้างกรุงเทพฯ","景点/场所","本地","4.8","151","6.9","","47, Krathum Rai, Nong Chok, Bangkok 10530泰国","13.805661","100.928238","WGS84","'+66909205885","全年 09:00-17:00开放","3-5小时","ok","2026-08-31T02:25:37.000Z","2026-08-31T02:27:06.000Z","https://you.ctrip.com/sight/bangkok191/148464463.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p3.html","","泰国亲子景点榜 No.13","https://dimg04.c-ctrip.com/images/0103512000n5901k5ECB4.jpg","https://you.ctrip.com/sight/bangkok191/148464463.html","https://you.ctrip.com/sight/bangkok191/148464463.html","https://you.ctrip.com/sight/bangkok191/s0-p3.html","4.8","4.8","151","151","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"149280157","149280157","奢丽白号湄南河游船","The Luxury White Cruise","เรือ เดอะ ลักซ์ชัวรี่ ไวท์","演艺/游船/体验产品","本地","4.3","67","5.2","河畔区","ICONSIAM/ASIATIQUE (请按所选场次披露登船)","13.727517","100.511716","WGS84","","全年 16:00-22:15开放（19:00停止售票，19:50停止入园）","1-3小时","ok","2026-08-31T02:25:58.000Z","2026-08-31T02:29:04.000Z","https://you.ctrip.com/sight/bangkok191/149280157.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p8.html","夜游观景；乘船游览","曼谷夜游必打卡景点榜 No.18","https://dimg04.c-ctrip.com/images/1lo5212000g40jojq18C8.jpg","https://you.ctrip.com/sight/bangkok191/149280157.html","https://you.ctrip.com/sight/bangkok191/149280157.html","https://you.ctrip.com/sight/bangkok191/s0-p8.html","4.3","4.3","67","67","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"149571654","149571654","暹罗天地公园","ICONSIAM PARK","ไอคอนสยามพาร์ค","景点/场所","本地","5","1","4.9","河畔区","ชั้น 2 ICONSIAM, 299 Charoen Nakhon 5 Alley, Khlong Ton Sai, Khlong San, Bangkok, 泰国","13.726461","100.5111","WGS84","'+6624957000","全年 10:00-22:00开放","1-3小时","ok","2026-08-31T02:26:02.000Z","2026-08-31T02:29:45.000Z","https://you.ctrip.com/sight/bangkok191/149571654.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p9.html","夜游观景","入选曼谷夜游必打卡景点榜","https://dimg04.c-ctrip.com/images/0104512000jbr34lq2CBA.jpg","https://you.ctrip.com/sight/bangkok191/149571654.html","https://you.ctrip.com/sight/bangkok191/149571654.html","https://you.ctrip.com/sight/bangkok191/s0-p9.html","5","5","1","1","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"149858536","149858536","嘉年华号湄南河游船","Riverside Carnival","","演艺/游船/体验产品","本地","4.7","11","4.8","河畔区","Asiatique the Riverfront","13.704419","100.503267","WGS84","","全年 18:15-20:30开放","","ok","2026-08-31T02:26:06.000Z","2026-08-31T02:30:06.000Z","https://you.ctrip.com/sight/bangkok191/149858536.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p10.html","夜游观景；乘船游览","入选曼谷夜游必打卡景点榜","https://dimg04.c-ctrip.com/images/1lo3k12000hurk6dk1C11.jpg","https://you.ctrip.com/sight/bangkok191/149858536.html","https://you.ctrip.com/sight/bangkok191/149858536.html","https://you.ctrip.com/sight/bangkok191/s0-p10.html","4.7","4.7","11","11","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"149938826","149938826","曼谷时空魔方博物馆","Bangkok Space & Time Cube+","","景点/场所","本地","4.1","243","5.1","","ชั้นB1, พื้นที่ B43, เลขที่607 Phet Kasem Rd, Bang Wa, Phasi Charoen, Krung Thep Maha Nakhon 10160, Thailand","13.712257","100.435158","WGS84","'+6620385150","2025年8月12日-2027年2月28日 10:30-21:30开放；10:00-21:30开放","1-3小时","ok","2026-08-31T02:25:58.000Z","2026-08-31T02:29:25.000Z","https://you.ctrip.com/sight/bangkok191/149938826.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p8.html","博物馆&展馆","入选曼谷都会区必打卡景点榜","https://dimg04.c-ctrip.com/images/1lo5a12000lni5axbFEBC.jpg","https://you.ctrip.com/sight/bangkok191/149938826.html","https://you.ctrip.com/sight/bangkok191/149938826.html","https://you.ctrip.com/sight/bangkok191/s0-p8.html","4.1","4.1","243","243","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"150019150","150019150","萨瓦迪昭披耶号湄南河游船","Sawasdee Chaophraya Cruise","","演艺/游船/体验产品","本地","4.6","58","4.8","","299 Charoen Nakhon 5 Alley, Khlong Ton Sai, Khlong San, Bangkok 10600","13.726716","100.510076","WGS84","","全年 18:45-20:45开放","2-3小时","ok","2026-08-31T02:26:02.000Z","2026-08-31T02:29:54.000Z","https://you.ctrip.com/sight/bangkok191/150019150.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p9.html","夜游观景；乘船游览","","https://dimg04.c-ctrip.com/images/1lo4a12000iws4dpp9C23.jpg","https://you.ctrip.com/sight/bangkok191/150019150.html","https://you.ctrip.com/sight/bangkok191/150019150.html","https://you.ctrip.com/sight/bangkok191/s0-p9.html","4.6","4.6","58","58","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"150890907","150890907","JJHall","JJHall","","景点/场所","本地","","0","4.5","乍都乍周末市场","ชั้น 6 ศูนย์การค้าเจเจมอลล์ Chatuchak, จตุจักร Bangkok 10900, Thailand","13.801993","100.549591","WGS84","'+6622659999","","","ok","2026-08-31T02:26:06.000Z","2026-08-31T02:30:10.000Z","https://you.ctrip.com/sight/bangkok191/150890907.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p10.html","","","https://dimg04.c-ctrip.com/images/0102312000tn6tz4c7BF2.png","https://you.ctrip.com/sight/bangkok191/150890907.html","https://you.ctrip.com/sight/bangkok191/150890907.html","https://you.ctrip.com/sight/bangkok191/s0-p10.html","","","0","0","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"151593125","151593125","诺亚方舟号湄南河游船","Noah Cruise","โนอาห์ ครูซ","景点/场所","本地","4.4","66","5.5","河畔区","湄南河","13.757093","100.487809","WGS84","","全年 15:30-21:45开放","1.5-2.5小时","ok","2026-08-31T02:25:49.000Z","2026-08-31T02:28:44.000Z","https://you.ctrip.com/sight/bangkok191/151593125.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p6.html","夜游观景；乘船游览","入选曼谷都会区必打卡景点榜","https://dimg04.c-ctrip.com/images/1lo5n12000oxk2kod758A.jpg","https://you.ctrip.com/sight/bangkok191/151593125.html","https://you.ctrip.com/sight/bangkok191/151593125.html","https://you.ctrip.com/sight/bangkok191/s0-p6.html","4.4","4.4","66","66","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"152515277","152515277","曼谷侏罗纪世界体验","Jurassic World: The Experience","","演艺/游船/体验产品","本地","4.5","1240","7.3","河畔区","2194 Charoenkrung Road, Wat Phrayakrai District Bangkor Laem, Bangkok 10120","13.704419","100.503267","WGS84","","全年 11:00-22:00开放（21:00停止入园）","1-2小时","ok","2026-08-31T02:25:33.000Z","2026-08-31T02:26:59.000Z","https://you.ctrip.com/sight/bangkok191/152515277.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p2.html","夜游观景；主题乐园&游乐场","入选泰国夜游必打卡景点榜","https://dimg04.c-ctrip.com/images/1lo4712000mchyauk395D.jpg","https://you.ctrip.com/sight/bangkok191/152515277.html","https://you.ctrip.com/sight/bangkok191/152515277.html","https://you.ctrip.com/sight/bangkok191/s0-p2.html","4.5","4.5","1240","1240","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"153412577","153412577","MELAND(Bangkok SIAM PARAGON)","MELAND(Bangkok SIAM PARAGON)","","演艺/游船/体验产品","本地","4.8","58","5.1","暹罗","AT 5F, NORTH ZONE, SIAM PARAGON","13.74613","100.534779","WGS84","","全年 10:00-21:00开放","3-5小时","ok","2026-08-31T02:25:58.000Z","2026-08-31T02:29:22.000Z","https://you.ctrip.com/sight/bangkok191/153412577.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p8.html","","曼谷亲子景点榜 No.8","https://dimg04.c-ctrip.com/images/1lo2o12000qus278a2B92.jpg","https://you.ctrip.com/sight/bangkok191/153412577.html","https://you.ctrip.com/sight/bangkok191/153412577.html","https://you.ctrip.com/sight/bangkok191/s0-p8.html","4.8","4.8","58","58","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"153445090","153445090","曼谷河畔码头夜市 ：空中飞轮","Bangkok Skyflyers at Asiatique","สกายฟลายเออร์","演艺/游船/体验产品","本地","4.6","470","7.6","河畔区","Asiatique The Riverfront","13.704079","100.501661","WGS84","'+660922460812","全年 13:00-22:00开放","20-45分钟","ok","2026-08-31T02:25:30.000Z","2026-08-31T02:26:10.000Z","https://you.ctrip.com/sight/bangkok191/153445090.html","191","曼谷","https://you.ctrip.com/sight/bangkok191.html","夜游观景","泰国中部必打卡景点榜 No.7","https://dimg04.c-ctrip.com/images/1lo4812000q5qpzed548D.png","https://you.ctrip.com/sight/bangkok191/153445090.html","https://you.ctrip.com/sight/bangkok191/153445090.html","https://you.ctrip.com/sight/bangkok191.html","4.6","4.6","470","470","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"153992092","153992092","曼谷Akara哈奴曼天空之境","Akara Sky Hanuman Bangkok","อัครา สกาย หนุมาน แบงค็อก","景点/场所","本地","4.3","44","4.8","中央商务区","548 One City Centre，58–61楼，Phloen Chit 路，Lumphini 区，Pathum Wan 区，曼谷 10330","13.741907","100.546179","WGS84","","全年 11:00-次日02:00开放（22:30停止入园）","","ok","2026-08-31T02:26:02.000Z","2026-08-31T02:29:49.000Z","https://you.ctrip.com/sight/bangkok191/153992092.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p9.html","夜游观景","入选曼谷夜游必打卡景点榜","https://dimg04.c-ctrip.com/images/1lo3j12000r7e49vl5A8E.jpg","https://you.ctrip.com/sight/bangkok191/153992092.html","https://you.ctrip.com/sight/bangkok191/153992092.html","https://you.ctrip.com/sight/bangkok191/s0-p9.html","4.3","4.3","44","44","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"153994917","153994917","湄南河游船","Chao Phraya River Cruise","ล่องเรือแม่น้ำเจ้าพระยา","演艺/游船/体验产品","本地","4.4","601","7.8","河畔区","具体登船地点请留意各航次信息","13.752281","100.487658","WGS84","","全年 16:45-22:30开放","1-3小时","ok","2026-08-31T02:25:30.000Z","2026-08-31T02:26:38.000Z","https://you.ctrip.com/sight/bangkok191/153994917.html","191","曼谷","https://you.ctrip.com/sight/bangkok191.html","夜游观景；乘船游览","2026全球100夜游必打卡景点","https://dimg04.c-ctrip.com/images/1lo2612000r6q5e1t6659.jpg","https://you.ctrip.com/sight/bangkok191/153994917.html","https://you.ctrip.com/sight/bangkok191/153994917.html","https://you.ctrip.com/sight/bangkok191.html","4.4","4.4","601","601","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
"154241279","154241279","超级银河号湄南河游船","Super Galaxy Cruise","ซุปเปอร์ กาแลคซี่ ครูซ","景点/场所","本地","4.6","32","5","河畔区","299 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600","13.726455","100.509569","WGS84","","全年 18:00-22:30开放","","ok","2026-08-31T02:26:02.000Z","2026-08-31T02:29:30.000Z","https://you.ctrip.com/sight/bangkok191/154241279.html","191","曼谷","https://you.ctrip.com/sight/bangkok191/s0-p9.html","夜游观景；乘船游览","","https://dimg04.c-ctrip.com/images/1lo4512000s7hvyc9D6F0.jpg","https://you.ctrip.com/sight/bangkok191/154241279.html","https://you.ctrip.com/sight/bangkok191/154241279.html","https://you.ctrip.com/sight/bangkok191/s0-p9.html","4.6","4.6","32","32","携程目的地 ID 与目标城市一致；非行政边界测绘核验",""
