parentPoiId,merchantCount,sampleMerchants,reason
B0FFGAL673,2,叁禾花园(花果园店)(暂停营业)；红牌地摊冷锅鱼,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGBB5HC,2,安顺破酥包(花果园一期店)；拐角素粉(花果园T区2区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGCFTYP,2,兄弟鸭霸王(二店)；饺福鲜水饺馆(贵阳白云区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGD41J1,2,豆豆甜品店(碧海花园店)；陈记三鲜粉面馆,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGTS4NC,2,馋嘴纸包鱼(中铁·逸都国际店)；全全安顺夺夺粉火锅(中铁·逸都国际店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFH0IEQU,2,安顺李记牛肉粉馆(花果园店)；勇惠便利店(花果园U区2店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFH0NTRE,2,我家my home面包生活馆(保利·云山国际店)；一山闲,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFH87DMS,2,熊记盘县铜锅牛肉(花果园店)；伴膳小镇食府,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFH8WRYK,2,刘记遵义豆花面(花果园店)；甜啦啦(花果园T2区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHC6O8P,2,小福猪地摊火锅(花果园半山小镇W2区店)；胡记馋嘴铁板烧,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHCCJ7Y,2,小茶庭；蔓味轻食·沙拉·健康餐(花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHD3KNK,2,粗娘食品店(花果园K区店)；印江特色小吃(花果园K区),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHF47FP,2,天宝村黔菜馆(金狮小区顺海苑店)；瓮安雷记牛肉粉(金狮小区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHJTFSN,2,广东石磨肠粉(半山小镇店)；烤鱼.铁板烧,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLKBFV,2,喜迎门大众火锅(碧海花园店)；贝好遵义虾子羊肉粉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLKNI6,2,牛鲜生贵州特色烙锅(贵阳白宫店)；三味真火家常菜,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLOBMA,2,小田水饺(山水黔城七组团店)；秘制砂锅酸辣烫火锅(山水黔城七组团店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLP04N,2,苗家砂锅酸辣烫(圣泉流云花园万象城店)；蜜雪冰城(圣泉流云花园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLP1BQ,2,忆潮隆江猪脚饭；饺福鲜水饺馆(贵阳金融城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLP1I4,2,彭记串串香(鹿冲关路店)；金顶山小梅孃清水烫(鹿冲关店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLPCUG,2,回味辣鸡粉·面(花果园店)；曹氏鸭脖,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLQZJA,2,老贵阳辣子鸡(金坡路店)；华莱士·全鸡汉堡(贵阳金关店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLRDUZ,2,尊宝比萨(花果园店)；舌尖疯狂(海豚广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLRPBQ,2,小燕子清香羊肉粉(东门桥总店)；王记霸王鸭头阳光烙锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLRQP9,2,张二烤鱼(金竹苑店)；华莱士·全鸡汉堡(小河浦江店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLVR8H,2,榴小汐品质千层(观山湖店)；Lucky屿你生日蛋糕(Lucky屿你生日蛋糕),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM3Q9H,2,黄大琴老字号丝娃娃名店；小平香辣老素粉(贵山苑B栋店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM628Q,2,天津灌汤小笼包(宸宇·东兴苑店)；王三孃隆江猪脚饭,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM6521,2,麻爪爪(贵阳美树阳光店)；昆明铜锅洋芋饭(美树阳光南区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM7KI3,2,山林家宴(花果园店)；野菌·小院(花果园湿地公园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHMDWLT,2,茶百道(贵阳花果园S区店)；财大叔烤肉拌饭(南明店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNMUJD,2,优优烘焙(北湖店)；大河坝鱼府,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNP2BM,2,广东正宗隆江猪脚饭；刘二妈米皮(会展城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHO54MM,2,结巴留一手特色烤鱼(渔安新城店)；窑鸡王(渔安新城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHOD6CU,2,土家鲜肉饼(花果园S区1区店)；麻得批爆蛙,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHOEFD7,2,正宗老凯里酸汤鱼(小车河店)；兄弟香辣虾蟹(财富广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFI8WMNQ,2,塔斯汀中国汉堡(贵阳市花果园T区店)；黔乡韵酸汤牛肉(花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFI9NPW7,2,王氏正宗云南天麻火腿鸡(万科大都会店)；野菜之乡软哨豆米火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFI9Q5K1,2,龙大哥辣子鸡(花果园店)；贵阳活油烙锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIAA4X8,2,京华大饼(贵铝住宅店)；汤小二砂锅粉砂锅饭(酸汤粉酸汤饭),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFID97I5,2,四季丰豆米火锅；火山活油烙锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIIX3F9,2,陈家大院柴火鸡肥肠鸡(花果园L1区店)；姚记粉事榕江卷粉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFINDKOS,2,方记小笼包(花果园J区店)；湘粤楼,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIZN3M6,2,常德钵子菜(花果园店)；余庆特色剔骨鸭(财富广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJ3XL05,2,远妹风味烧烤(优品城邦店)；汤锅香旋转小火锅(优品城邦店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJ58RSS,2,好辣鸭(花果园R区店)；李好味鸭脖(R1区9栋店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJ651CI,2,牛滋味老凯里酸汤牛肉(黔灵山店)；土家风味豆米火锅·干锅剔骨鸡(黔灵山公园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJAI8XL,2,木子允牛小妞原汤牛肉粉店；金顶山吴嬢清水烫,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJK2QWZ,2,黔王煎饼·肠粉(兰花广场店)；陈氏人家豆米火锅(花果园白宫店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKF9I16,2,金江餐馆(园林鑫城店)；雅宴酒楼(园林鑫城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKKOAHO,2,聚谊堂老北京涮羊肉(金阳店)；观山福宴,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKSLR1G,2,兰孃素粉馆(阳关城市花园店)；阳关泡椒猪脚牛肉粉面(阳关城市花园店)(暂停营业),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKUK2PO,2,七月咖啡·手冲咖啡实验室；江湖美蛙鱼(缤纷广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKUL0NX,2,榴小汐清镇店；黑包哥自助地摊火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKVVIHK,2,伊人时光私宴；小雅家常菜,高德 ID 查询未返回该父 POI；不从地址猜名称
B0G03UFDUK,2,牛艾哥平坝干锅带皮牛肉；饭饭的轻食(小河店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0G1SAA54I,2,张记鸿福铁板烧；莽洋芋贵州土菜馆,高德 ID 查询未返回该父 POI；不从地址猜名称
B0H0MONZL8,2,黔城活油烙锅；熊猫塔塔中国汉堡(甜蜜小镇店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0H21S6764,2,辣渝年正宗重庆老火锅；小罗家烧椒牛肉(红街店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0HAL54F4Q,2,金阳厨房(金融城1期店)；幸运咖(金融城MIX店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0HBNAV951,2,方氏小笼包(保利春天大道保利林语店)；安安小豆腐(保利春天大道保利林语店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0HUKM7AH8,2,杨久锅活油烙锅(万花城店)；娘家宴(万花城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0I1X6G5ZK,2,兰红脆哨总店(黄金路111号)；林家脆哨(黄金路125号小区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0I1X6J4VI,2,方城土灶烙锅(未来方舟F6组团店)；松烟炙牛,高德 ID 查询未返回该父 POI；不从地址猜名称
B0I6X5D3AD,2,老杜大方特色豆干火锅(油榨街店)；南明区家的味道,高德 ID 查询未返回该父 POI；不从地址猜名称
B0IA95P8MJ,2,凯里苗家砂锅酸辣烫(中天未来方舟D15组团店)；麻哥面(中天未来方舟D16组团店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IAMK6BQ4,2,余记竹签酱爆烤肉(修文碧桂园店)；周老五特色豆花烤鱼,高德 ID 查询未返回该父 POI；不从地址猜名称
B0IAMK6LLU,2,六桶杨记渣豆腐肉圆火锅(半岛国际店)；盘州吴记铜锅牛肉(半岛国际店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IAMK6LYK,2,源来小菜馆(三桥店)；宋记鱿鱼炖土鸡,高德 ID 查询未返回该父 POI；不从地址猜名称
B0IAMK73OY,2,鱼来鸿留一手烤鱼；蜜雪冰城(同心路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IAMK7KUD,2,雅玲铁板烧(阳光左岸店)；班布熊(冰淇淋·动物奶油·生日蛋糕·清镇店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IAMK84IU,2,鸿福记牛肉粉(鹭岛国际店)；老许酸汤饭,高德 ID 查询未返回该父 POI；不从地址猜名称
B0IAMK8F84,2,火动力厨房(田园路店)；儿时的味道(贵大南苑店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IAMK8HPA,2,粥粥伴你(未来方舟店)；三合广记糖水铺(未来方舟店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IAMK8U2U,2,花溪四爷牛肉粉(榕筑南溪·绿园总店)；东北人饺子馆,高德 ID 查询未返回该父 POI；不从地址猜名称
B0IB27VKU4,2,香猪猪地摊火锅；花开花酿·好喝不怕胖(喀斯特城市广场B栋店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0ID066JVE,2,黔食汇(富力新天地店)；熊猫说·淄博烧烤(贵阳富力新天地店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0ID067Z9L,2,华莱士·全鸡汉堡(修文碧桂园店)；头面庄(修文梦升),高德 ID 查询未返回该父 POI；不从地址猜名称
B0ID069O59,2,江渔府凯里酸汤鱼；刘一手特色烤鱼活油烙锅(暂停营业),高德 ID 查询未返回该父 POI；不从地址猜名称
B0ID0NEZIF,2,月希重庆老火锅(数博万达店)；创新脆皮鲜鸡火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0ID0NJ5Q5,2,遵义老城豆花面(贵大南苑店)；罗姨妈地摊火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0IGC7EOAR,2,忠诚牛瘪(绿地·联盛国际店)；彝三叔骟鸡点豆腐火锅(绿地联盛国际店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IGC7F4O3,2,灏源牛肉粉；黄豆龙骨汤烫菜,高德 ID 查询未返回该父 POI；不从地址猜名称
B0IGC7FE99,2,兰姨妈羊肉粉(河滨公园第一分店)；蜜雪冰城(油榨街店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IGC7FYQ8,2,烧得很秘制烧烤(花溪店)；熊大爷现包饺子(明珠大道店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IGC7GH2R,2,沙县小吃(中山公馆店)；黄氏疯狂小黄鱼(总店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IGC7HE1A,2,牛约堡-牛肉汉堡(小河店)；柴记清炖鸡面粉馆(恒大翡翠华庭店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IRRNBGKG,2,小胖妹烧烤店(碧桂园贵阳1号鼎园店)；沙县小吃(碧桂园贵阳1号鼎园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IRRNBJJ1,2,正新鸡排(鑫达店)；凡凡老素粉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0IRRNBTQ4,2,啊家烤肉；西施烧烤,高德 ID 查询未返回该父 POI；不从地址猜名称
B0IRRNBX1G,2,茶百道(贵阳花溪腾龙湾新店)；蜜雪冰城(腾龙湾中曹路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IRRNBYC0,2,兰幺爷断桥青椒鱼(麒龙新天地店)；大胆烤吧,高德 ID 查询未返回该父 POI；不从地址猜名称
B0IRRNC0XE,2,绝味鸭脖(白云尖山路店)；桂姨妈粉面馆(白云店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IRRNCFXG,2,真味咖喱；雀食SPARROW FOOD,高德 ID 查询未返回该父 POI；不从地址猜名称
B0IRRND05F,2,曾小白蛋糕(云岩恒大帝景店)；留一手烤鱼(恒大帝景),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IRRNE8SG,2,丫恋锅鸭爪爪(云开国际店)；沪上阿姨·精选茶饮(贵阳开阳云开国际店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IRRNFNFA,2,台北西饼屋；品味园面点(贵阳青山小区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IU3KA75D,2,火上鲜铁板烧&特色烤鱼(三桥店)；兮兮参鱼片(旺角金座店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IU3KAOGK,2,国伟老麻抄手(阳关小区店)；黔熹焱石板烧(阳关小区分店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IU3NCEAZ,2,惠诚滋知(修文一店)；曹氏鸭脖,高德 ID 查询未返回该父 POI；不从地址猜名称
B0IU3NEU4B,2,留一手特色烤鱼(数谷大道店)；东兴楼(星河社区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0IU3NFV4I,2,周记花溪牛肉粉(半岛国际店)；刀削面(半岛国际店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0J1OAEEM9,2,佳禹餐饮·老城豆花面(千禧广场店)；茶心阁茶空间,高德 ID 查询未返回该父 POI；不从地址猜名称
B0J2HSFAQV,2,老六烤肉(保利凤凰湾店)；隆江猪脚饭(保利凤凰湾B区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0J2P7COQG,2,MINI-CO小咖咖啡轻选站(贵阳麒龙商务港美宜佳店)；麒鼎鲜驴火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0J6S615Z8,2,贵九品土黄牛肉粉(映山府店)；刘刘馄饨店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0J6S616PS,2,黔味烙锅；NOWWA挪瓦咖啡(凯辉贵阳银海熙府1店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0J6S6WG5K,2,十年老店转角火锅(蔡家街店)；严家吊阁楼肠旺面(蔡家街店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0J6S6XI8N,2,遵义特色豆花面(空港公寓南区店)；沙县小吃(机场旗舰店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0J6SK0EII,2,韦家猪油仔地摊火锅；宠宴•MAISON鲜食烘焙,高德 ID 查询未返回该父 POI；不从地址猜名称
B0J6SK17A2,2,黑眼熊寿司(花果园店)；不甜蛋糕DIY烘焙工作室(花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0J6SK1RFU,2,贵阳市花溪区猫猫烤鸡店；杨孃素粉馆(羊昌坝小区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0J6SK38GO,2,怡香园菜馆(双峰路店)；青花椒酸菜鱼(双峰路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0J6SK3W7Y,2,正新鸡排(贵阳龙大)；但家香酥鸭(贵阳但家香酥鸭二戈寨店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0J6SKXM3D,2,忆稼土菜馆(深港商贸城店)；三只熊披萨(贵州贵阳息烽县店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JA6SH748,2,刁嘴烧烤(中天未来方舟D9组团店)；不一样的铜锅牛(中天未来方舟店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JA6SHE9D,2,冯记童童烤鸡(贵钢店)；贵州六品飨酒业(首钢贵州之光11号地块店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JA6UFTDW,2,习水黑豆花火锅(鸿基·文昌苑店)；金顶山莽妹清水烫(东新路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JA6UIYAJ,2,酒鬼爆浆小豆腐；啊家烤肉白云区分店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JA6UKVFB,2,小娇螺蛳(碧桂园贵阳中心店)；忆年居高空观景民宿(河滨公园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JA6ZF2Z0,2,味说；毛椒火辣烧烤,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JAAMIKP0,2,吉喜水饺；八喜雪糕批发,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JAAMJ7PF,2,酸汤牛肉；机械厂刘老大夫妻烧烤,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JANMOAF8,2,锦州地摊烧烤；余小厨重庆老火锅兴关路留一手烤鱼,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JANMOPOH,2,贵阳金阳八大碗土菜馆；遇⁺咖啡(Y⁺ Coffee),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JANSKRAH,2,职人猪排(虎门巷小区店)；明艳安顺小裹卷(虎门巷小区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JANZOAZO,2,观湖宴·新黔菜(富力新天地店)；沐御茶楼(富力新天地店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JANZOQE5,2,李姐烤鱼(筑兴苑店)；张阿牛牛肉粉(筑兴苑店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JAPS0QKL,2,熊大爷现包饺子(万科大都会店)；客缘虾酸牛肉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JAPU1E8M,2,成都名小吃刀削面(清溪路店)；盘州特色铜锅牛肉馆,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JAPU5T00,2,换味食烤；袁记饺乐鲜,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JB161HJY,2,老张家盘州铜锅牛肉(贵阳悦城智慧物流园C区店)；广东肠粉(原味汤粉面卤肉饭),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JB161U9R,2,水城牛羊肉粉(蓝光雍锦湾店)；醉美艳留一手烤鱼烧烤海鲜大排档(清镇店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JB163J5H,2,涛哥留一手烤鱼烤鸭头(金石·清水城店)；杨先森地摊火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JB16575D,2,夏家水城烙锅；兰花弄奶茶店(花溪大学城群升大智汇店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JB1660FL,2,大方油渣豆豉火锅(幸福大院店)；重庆老火锅·干香牛肉(中坝美食街),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JB1661PD,2,织金豆米火锅(中天甜蜜小镇店)；金顶山小梅孃清水烫(甜蜜小镇店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JB166NYF,2,憨农坛子鱼；萧记羊肉粉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JB16XNC9,2,辣个妙麻辣干丝(金熙府店)；大冰的小屋(贵阳分舵青云路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JB16Y2H3,2,大黔捞黔牛·鲜切牛肉自助火锅(箭道街店)；柒记·广式茶餐厅(经协大厦店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JBHHVHMY,2,瑞幸咖啡(贵州师范学院食府店)(暂停营业)；茶百道(贵州师范学院店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JG07DKI2,2,新疆阿里克美味羊肉串；黔上姨孃老贵阳牛肉粉店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JG0U6KZA,2,麻爪爪(贵阳云城尚品店)；四个朋友智慧娱乐共享空间(云城尚品A3店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JG0UDK0A,2,小莽私房菜；胖哥老贵阳肠旺面(碧桂园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JG0Z7XFM,2,玲姐兴仁特色地摊火锅；王幺哥老贵阳活油烙锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JG5SU7K6,2,益民羊肉馆；遵义羊肉粉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JG5SZAQJ,2,星作玖号；贵阳佐邻佑舍私房菜,高德 ID 查询未返回该父 POI；不从地址猜名称
B0JGJU36UX,2,刘老四烤鸡(振华广场店)；大西南原汤牛肉粉(振华广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JGJZ3ZS9,2,名典咖啡(万象君汇购物中心店)；邹邹粉面馆(万象君汇店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0JGVZ248Z,2,老地方织金烙锅(曹家坡路店)；甄香包,高德 ID 查询未返回该父 POI；不从地址猜名称
B0KAAU7ZNW,2,盘县普田铜锅牛肉(海伦堡店)；金姨妈酸辣烫,高德 ID 查询未返回该父 POI；不从地址猜名称
B0KB4NS4O2,2,擂饭(贵阳花溪万科店)；幸运咖(小河万科店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0KGHMJWY7,2,老帅卤味螺蛳粉；沙县小吃(群升大智汇),高德 ID 查询未返回该父 POI；不从地址猜名称
B0KGHMKZEF,2,毕节烙锅王记大方小豆腐；李记东北烧烤齐齐哈尔烤肉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0KGHMM1ZF,2,安哥酸汤牛肉(精彩城店)；盘县普田铜锅牛肉馆,高德 ID 查询未返回该父 POI；不从地址猜名称
B0KGTM6ZM5,2,鸿宇食缘牛肉爆大虾(花燕路店)；火爆自助烤肉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0KUDK3XY1,2,渝富重庆小面老麻抄手(沙河街店)；红牌菜馆(贵医店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0KUKUBTBG,2,里有田手作甜汤(青云市集店)；厕所馒头一糯米饭,高德 ID 查询未返回该父 POI；不从地址猜名称
B0KUNLRR9Y,2,丁家羊肉馆；豆香园豆米火锅(阳光城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0L09OERGB,2,福楼阁参鱼火锅；久品鲜留一手烤鱼精品龙虾馆,高德 ID 查询未返回该父 POI；不从地址猜名称
B0L16SSCI9,2,游小鱼(上官南院店)；黔牛坊土黄牛肉粉(清镇上官华府店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0L6UHXUGC,2,蜀签签鲜牛肉串串香；無事咖啡,高德 ID 查询未返回该父 POI；不从地址猜名称
B0LA5CT7RK,2,黔豆园贵阳特色豆米火锅野菜馆(合朋店)；兰州拉面,高德 ID 查询未返回该父 POI；不从地址猜名称
B0LBLCOK54,2,三味线·寿司·日料(大学城店)；简豆造物,高德 ID 查询未返回该父 POI；不从地址猜名称
B0LR0XQ0MT,2,张氏正宗织金烙锅(合肥路总店)；锁氏清真烧烤昭通小肉串,高德 ID 查询未返回该父 POI；不从地址猜名称
B0MD5KUC8Q,2,黔大毕烙锅烧烤(合肥路店)；彝陆捌大竹签烤肉(合肥路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0MGVLFSR9,2,seekseeking(富力中心店)；虎炊素食,高德 ID 查询未返回该父 POI；不从地址猜名称
B035302Q2A,1,花小姐迦美甲美睫(泰联大厦店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0353033Q6,1,瑞幸咖啡(时代广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B03530QMSY,1,禾丰包子(玉田小区东区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B03530QMT0,1,瑞幸咖啡(世纪城财富中心店),高德 ID 查询未返回该父 POI；不从地址猜名称
B03530R1YN,1,阳光美语贵阳总校(世纪金源国际财富中心店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFF7ASF2,1,书亦烧仙草(贵阳清镇百花新城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFF7P2Z3,1,陆记隆江猪脚饭(阳关小区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFF7Q8HV,1,卯记阳芸小菜馆,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFF80T2S,1,不二烤肉(绿苑天源居6栋店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFF82EQF,1,沙县小吃,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFF8VR14,1,陈氏烤鸡(龙泉苑街店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFF9ALGE,1,尹记遵义老城豆花面,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFF9ALGH,1,润仟祥黄焖鸡米饭(泉湖公园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFF9LLCF,1,羊城西饼(纪念塔店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFF9NSHB,1,刘记特色干锅坊(白云店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFF9VM3G,1,名香园肠旺面,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFFD1KJ5,1,黔之驴驴肉馆(圣泉流云花园万象城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFFDZ862,1,纯享家·冰淇淋·动物奶油生日蛋糕(百花新城店)(暂停营业),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFFDZHYT,1,乐烤坊,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFFE5XRC,1,满城香地摊火锅(百花新城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFFE8G3O,1,卤丁记(百花路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFFE96WT,1,小满湖南面(百花新城总店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFFEB3B9,1,游小鱼特色小黄鱼(百花新城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFFEFLJW,1,成都光头蟹(美的·林城时代店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFFEFM0L,1,沙县小吃(美的总店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFFGLWEN,1,好一多牛奶小屋,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFFGM1EU,1,南明区怡品鲜旋转小火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFFGM2K2,1,熊熊烤鸡,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFG0IYJM,1,萬鮮生三文鱼专卖,高德 ID 查询未返回该父 POI；不从地址猜名称
