id,name,type,amapPoiId,amapTypecode,address,district,adcode,rating,averageSpend,openingHours,locatedInAdminArea,latitude,longitude,coordinateSystem,h3Index,h3IndexCoarse,geoPrecision,identityStatus,identityResolutionMethod,sourceId,batchId,externalIds,lastVerifiedAt,dataQuality,contentHash,lastSeenAt,placeAliasId,normalizedAlias,targetCellR8,targetCellR9
food_92707395-fe5d-466f-8c56-6fa70be2ab6c,艾特沃文创手工巧克力店,咖啡,B0IRZS3H3I,050800,护国路119号,南明区,520102,3.8,18,周一至周日 11:00-21:30,admin_520102_e4faf8f5,26.5736,106.717592,GCJ02,89400c0f17bffff,87400c0f1ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0IRZS3H3I""]",2026-09-16 07:44:20.521000,needs_review,c997842ac84af8293f4b32de635411763d4ce5fd04b6ffacc4fbfb7ca477dcf5,2026-09-16 07:44:20.521000,alias_490de441-33e7-446e-a5ad-8c2a5df65278,艾特沃文创手工巧克力店,88400c0f17fffff,89400c0f17bffff
food_240e5109-32be-401e-9ecf-8b8543dad938,爱焙甜品蛋糕工作室,正餐,B0L191ICRB,050800,腾达广场A座(中山西路地铁站B口步行150米),南明区,520102,3.8,18,周一至周日 12:30-20:00,admin_520102_e4faf8f5,26.577025,106.708025,GCJ02,89400c0c69bffff,87400c0c6ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0L191ICRB""]",2026-09-16 07:44:20.521000,needs_review,cec983606b1f0e6b8020c354af2d9ccc71922ed95d2e3831265faafa302f3002,2026-09-16 07:44:20.521000,alias_67e97051-6781-46ff-947b-6f8ab6f86c9b,爱焙甜品蛋糕工作室,88400c0c69fffff,89400c0c69bffff
food_38e35cb4-d7b7-4d2b-a8d5-88637953b843,安好清水烫X黄豆龙骨汤(沙冲东路店),小吃,B0K376RFUW,050100,望城街道沙冲南路87号绿苑小区天源居A区负5层4号,南明区,520102,3.8,33,周一至周日 11:30-22:00,admin_520102_e4faf8f5,26.539049,106.698252,GCJ02,89400c0e3d3ffff,87400c0e3ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0K376RFUW""]",2026-09-16 07:26:50.841000,needs_review,69efbe2781c896c263d52710fe18d7a9b0e01346385d417797b2dc1f9ab95744,2026-09-16 07:26:50.841000,alias_60b98c9f-8564-40b7-826d-c2e014fbb5bf,安好清水烫x黄豆龙骨汤沙冲东路店,88400c0e3dfffff,89400c0e3d3ffff
food_f414ea68-3d9b-48b8-abd8-cd4530873f7b,安顺牛肉牛杂粉(花果园一期店),正餐,B0G2AH5WFR,050100,宾隆超市花果园店北门旁,南明区,520102,3.8,8,周一至周日 10:00-22:00,admin_520102_e4faf8f5,26.568271,106.686151,GCJ02,89400c0c467ffff,87400c0c4ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0G2AH5WFR""]",2026-09-16 07:44:20.521000,needs_review,1a0ef2961faddda07c2ed1105b06eebb8959d90f01b123fde89add4f42731b28,2026-09-16 07:44:20.521000,alias_58c4185c-3593-4a72-9c30-f2c6d74e93a0,安顺牛肉牛杂粉花果园一期店,88400c0c47fffff,89400c0c467ffff
food_4f0d817f-67cd-408e-8d4e-ecf9eae0501a,安顺破酥包(新寨路店),小吃,B0FFI7PBZW,050000,新寨路附1-5号附近,南明区,520102,3.8,,,admin_520102_e4faf8f5,26.553857,106.711149,GCJ02,89400c0e27bffff,87400c0e2ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFI7PBZW""]",2026-09-16 07:26:50.841000,needs_review,371b6bac1238a06c3a4f6037bafb05e5250189bd68f241ed2ce100bef70de635,2026-09-16 07:26:50.841000,alias_71522fac-5e0b-4a07-af25-7de61726ee4a,安顺破酥包新寨路店,88400c0e27fffff,89400c0e27bffff
food_f12952b0-fb77-4e49-8b1e-d1ce106db73e,坝坝活油烙锅(花果园T1区),正餐,B0MBTLDJ3D,050100,"小车河街道花果园花果项目TI区第6,9栋L层4号",南明区,520102,3.8,32,,admin_520102_e4faf8f5,26.561425,106.671525,GCJ02,89400c0c50bffff,87400c0c5ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0MBTLDJ3D""]",2026-09-16 07:44:20.521000,needs_review,251a94e107345a66f497add69da187e51edcb8e3edb20edac6465d7281f3dcf6,2026-09-16 07:44:20.521000,alias_1fd3ba4a-a1c7-4a61-a59d-74169fd5ca5f,坝坝活油烙锅花果园t1区,88400c0c51fffff,89400c0c50bffff
food_0b93778b-c4d0-4608-81df-94dcc5cd72ba,霸王茶姬(梦城城市奥莱店),小吃,B0KD65J5M4,050000,遵义路街道遵义路399号梦城城市奥莱L1层L1-56号商铺,南明区,520102,3.8,20,周一至周日 09:00-22:30,admin_520102_e4faf8f5,26.560025,106.704325,GCJ02,89400c0c4c3ffff,87400c0c4ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0KD65J5M4""]",2026-09-16 07:44:20.521000,needs_review,4fc3a5c877fdac58181915ebd6192943058dc953f945efe9d0d4901e89490bf6,2026-09-16 07:44:20.521000,alias_1a7991f5-1581-4192-9466-8292b5c98f35,霸王茶姬梦城城市奥莱店,88400c0c4dfffff,89400c0c4c3ffff
food_7be8142c-3362-408c-ad81-089fc09afaa0,白小甜手工酸奶(护国路店),小吃,B0LDLHQLMG,050900,大南门下护国路,南明区,520102,3.8,12,周一至周日 11:30-21:00,admin_520102_e4faf8f5,26.573636,106.717556,GCJ02,89400c0f17bffff,87400c0f1ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0LDLHQLMG""]",2026-09-16 07:44:20.521000,needs_review,2f9c0b593180d27a5bf848db90f578408fe86c4b1c8f990aff5b37723c2399c9,2026-09-16 07:44:20.521000,alias_8151e2d8-a3ae-46aa-8ba7-b48e839e68bd,白小甜手工酸奶护国路店,88400c0f17fffff,89400c0f17bffff
food_c447d59f-e529-4133-a10d-29d1e1dc609c,摆烂咖啡,咖啡,B0M6UZP423,050500,园林路90号贵阳市森林公园(东北角),南明区,520102,3.8,,周一至周日 11:00-21:00,admin_520102_e4faf8f5,26.555883,106.7577,GCJ02,89400c0f40fffff,87400c0f4ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0M6UZP423""]",2026-09-16 07:26:50.841000,needs_review,efc812aefa2814c86882811e278ceaf6c22fc62b7af0228b7c8e4933ca780fc8,2026-09-16 07:26:50.841000,alias_796e23ad-70fa-47fb-ac0d-5fcfd9d1551e,摆烂咖啡,88400c0f41fffff,89400c0f40fffff
food_708e6666-e72f-4d16-a617-7127f6bad22b,拌粉西施·南昌拌粉·瓦罐汤(花果园财富广场店),正餐,B0G2CUA2ZX,050100,小车河路13号财富广场2号楼110号,南明区,520102,3.8,12,周一至周日 00:00-24:00,admin_520102_e4faf8f5,26.557897,106.669542,GCJ02,89400c0c503ffff,87400c0c5ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0G2CUA2ZX""]",2026-09-16 07:44:20.521000,needs_review,4af1a1722d4405d22d97c9ed38af5cab8870e1f15fa0038dc76ad38001086662,2026-09-16 07:44:20.521000,alias_b2dccfc8-cb4f-4a7b-ae82-7164668a9aec,拌粉西施南昌拌粉瓦罐汤花果园财富广场店,88400c0c51fffff,89400c0c503ffff
food_ac71d9cf-1b3f-4109-9ade-ade0f12e40a6,棒棒糖重庆火锅串串店,火锅,B0MUBR802L,050117,沙冲路贵铁新苑负1层1A号,南明区,520102,3.8,21,周一至周日 09:00-23:00,admin_520102_e4faf8f5,26.556775,106.707875,GCJ02,89400c0e26bffff,87400c0e2ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0MUBR802L""]",2026-09-16 07:44:20.521000,needs_review,a44e2df303a9a30ebc48264f5e631ded9421c9f5de161356e8833383e61f1950,2026-09-16 07:44:20.521000,alias_1fc97808-3a6e-4dd5-8869-576d8a6bb607,棒棒糖重庆火锅串串店,88400c0e27fffff,89400c0e26bffff
food_740eb6c1-2ea3-4081-b199-835ac90439ba,北里记&M(方圆荟·海豚广场店),正餐,B0KKTZP56U,050100,花果园大街88号方圆荟·海豚广场F2层,南明区,520102,3.8,,周一至周四 10:30-22:00；周五至周日 10:30-22:30,admin_520102_e4faf8f5,26.564233,106.683696,GCJ02,89400c0c423ffff,87400c0c4ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0KKTZP56U""]",2026-09-16 07:44:20.521000,needs_review,0f094bf6c59e7ce2a2a01a9c0e520946cff7aab7ba55ff76492bef14363db5a6,2026-09-16 07:44:20.521000,alias_c8bb0347-62ca-4c5c-b78b-8018e30f02d3,北里记m方圆荟海豚广场店,88400c0c43fffff,89400c0c423ffff
food_e7b95ce4-a62e-434f-b3df-555c54917c11,贝克汉堡(瑞金南路店),小吃,B0K0R5PAVB,050300,滨河街道瑞金南路中创联合大厦7号,南明区,520102,3.8,12,周一至周日 07:30-24:00,admin_520102_e4faf8f5,26.573413,106.704644,GCJ02,89400c0c697ffff,87400c0c6ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0K0R5PAVB""]",2026-09-16 07:44:20.521000,needs_review,a2cc46fb1562f98887ee60513ba00fcc4d16c743cd8fc52b6590df0e4fdba117,2026-09-16 07:44:20.521000,alias_84eef1a4-2282-44ca-b777-5176bc14cbec,贝克汉堡瑞金南路店,88400c0c69fffff,89400c0c697ffff
food_dee3de6f-7858-4c85-89ae-60a1a0c96733,菜思饭想花果园店,正餐,B0L2BSJDQ3,050100,延安南路103号花果园Q区(五里冲地铁站B口旁),南明区,520102,3.8,15,周一至周日 09:30-22:00,admin_520102_e4faf8f5,26.558724,106.674242,GCJ02,89400c0c51bffff,87400c0c5ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0L2BSJDQ3""]",2026-09-16 07:44:20.521000,needs_review,ff7568812ae29f484a1609be85850e28e1fbe0b29b7988a24e77b40a43796a0c,2026-09-16 07:44:20.521000,alias_005257fd-55b7-4c1d-99f3-02865420747d,菜思饭想花果园店,88400c0c51fffff,89400c0c51bffff
food_720a34ac-39e4-40bf-ad43-67833e154af6,参鱼欢鱼火锅(保利凤凰湾店),正餐,B0IR4A0Y6X,050100,保利凤凰湾三期C区负一层47号,南明区,520102,3.8,48,周一至周日 09:00-23:00,admin_520102_e4faf8f5,26.54425,106.68935,GCJ02,89400c0e30bffff,87400c0e3ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0IR4A0Y6X""]",2026-09-16 07:44:20.521000,needs_review,65034ff55d4453d8ebc0cb1cfb562fbd9e13d2c7f14f37e8df069393fc67b38b,2026-09-16 07:44:20.521000,alias_2759f461-4091-4ea4-a906-0afbf742f68a,参鱼欢鱼火锅保利凤凰湾店,88400c0e31fffff,89400c0e30bffff
food_3041f960-faa2-4a62-908f-325b21e0deeb,厕所馒头一糯米饭,小吃,B0L1RUBN5M,050300,青云集市A栋1一22号,南明区,520102,3.8,13,周一至周日 10:00-02:00,admin_520102_e4faf8f5,26.564486,106.714819,GCJ02,89400c0f107ffff,87400c0f1ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0L1RUBN5M""]",2026-09-16 07:44:20.521000,needs_review,d15533d83af549984382182ea92d88fcda1c47375e1df62d3338e0c26aefcc3a,2026-09-16 07:44:20.521000,alias_a50dbe08-7a5d-46ef-af40-be5cd8b3dc50,厕所馒头一糯米饭,88400c0f11fffff,89400c0f107ffff
food_9e715e13-581b-4a6c-8cb3-ec3fe4c4b81b,茶百道(贵阳花果园S区店),咖啡,B0KUGACB17,050500,小车河街道花果园路花果园项目S2区6栋1层14A-14B号,南明区,520102,3.8,14,周一至周日 10:00-22:00,admin_520102_e4faf8f5,26.552593,106.669006,GCJ02,89400c0c5bbffff,87400c0c5ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0KUGACB17""]",2026-09-16 07:26:50.841000,needs_review,b2adf1c4fa0acc3318b26a3534a4f1e4b4b41906eec8ced13b3c9cd72508a8d1,2026-09-16 07:26:50.841000,alias_a8a1dab5-9a6c-4c1f-b364-f4eb804e0fa3,茶百道贵阳花果园s区店,88400c0c5bfffff,89400c0c5bbffff
food_8393f3b4-d789-490b-9b9d-afdd8a6b60b0,茶百道(鸿通城店),小吃,B0FFGX9SJW,050700,解放路100号鸿通城购物中心1F层(西2号门附近),南明区,520102,3.8,14,周一至周日 10:00-22:00,admin_520102_e4faf8f5,26.558333,106.708174,GCJ02,89400c0f1a7ffff,87400c0f1ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFGX9SJW""]",2026-09-16 07:44:20.521000,needs_review,3f8275a20c20d6db2d90f2bfb7293ad4f8afd6a5ad573b5f506d79d2d82111ef,2026-09-16 07:44:20.521000,alias_fc38369c-d201-4c9f-98ff-932c1c8f775b,茶百道鸿通城店,88400c0f1bfffff,89400c0f1a7ffff
food_62f58f0f-07f3-4aa5-b726-da709e8e0943,茶遇烧仙草,小吃,B0JRZL4N5W,050700,富源南路与富源巷交叉口南100米,南明区,520102,3.8,14,,admin_520102_e4faf8f5,26.503125,106.736175,GCJ02,89400c00a6bffff,87400c00affffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0JRZL4N5W""]",2026-09-16 07:26:50.841000,needs_review,80cc2c8251ecc4447ce128b7c05e96aade24f882d2b8c948c0028c49256847b9,2026-09-16 07:26:50.841000,alias_09b25a8e-0770-4c86-86a0-534b78daf1b7,茶遇烧仙草,88400c00a7fffff,89400c00a6bffff
food_78d612f1-4ae7-4ac8-a28e-d49949731a4b,茶月山潮汕茶店(贵阳万象城店),小吃,B0M6NUEK9U,050700,遵义路街道遵义路328号贵阳万象城L3DL304店铺,南明区,520102,3.8,19,周一至周日 10:00-22:00,admin_520102_e4faf8f5,26.560875,106.703675,GCJ02,89400c0c4c3ffff,87400c0c4ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0M6NUEK9U""]",2026-09-16 07:44:20.521000,needs_review,0c5d037c133759c46711fba0630fa707ea2f771f0baeefe5842ca924eea1b5c1,2026-09-16 07:44:20.521000,alias_2cba9078-ad17-4443-9446-e1cc82fbbd55,茶月山潮汕茶店贵阳万象城店,88400c0c4dfffff,89400c0c4c3ffff
food_d8e6afa1-6f01-40bd-9aa1-b36e20d4364b,婵娟家地摊油渣火锅(蟠桃园店),火锅,B0HRV1D656,050118,蟠桃园东门西50米,南明区,520102,3.8,30,周一至周日 10:30-21:30,admin_520102_e4faf8f5,26.575859,106.729885,GCJ02,89400c0f397ffff,87400c0f3ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0HRV1D656""]",2026-09-16 07:44:20.521000,needs_review,9633739dfdf3bdfa759724ec0893c990bad0f893fbca75566cc64240c2e7eb33,2026-09-16 07:44:20.521000,alias_d6a48a5b-36d2-4b0b-a4c1-2c43046d87b4,婵娟家地摊油渣火锅蟠桃园店,88400c0f39fffff,89400c0f397ffff
food_4b383861-1f81-4748-b3a7-a33c2336f162,馋小忙,正餐,B0LKG720WZ,050100,湘雅街道甘荫塘花溪大道中段96号1号2号,南明区,520102,3.8,,周一至周日 00:00-24:00,admin_520102_e4faf8f5,26.526119,106.6791,GCJ02,89400c0e173ffff,87400c0e1ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0LKG720WZ""]",2026-09-16 07:26:50.841000,needs_review,9dbf29bad413a6cbf7abbff1d75749c3c8de642bea1464de440bbbd92e96dbf5,2026-09-16 07:26:50.841000,alias_b27e7d16-a055-45ea-91cc-ff2be18c252f,馋小忙,88400c0e17fffff,89400c0e173ffff
food_0624d55f-f07a-4f6d-8c3d-733e8043d229,馋嘴早餐,小吃,B0FFFGM4HG,050100,南厂路175号武岳新村,南明区,520102,3.8,,10:00-21:30,admin_520102_e4faf8f5,26.552533,106.718498,GCJ02,89400c0e243ffff,87400c0e2ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFFGM4HG""]",2026-09-16 07:44:20.521000,needs_review,8d9f9c9b4ddc792527a461817a258df4c3242a94dd5b446bbefb5cfe8e8eb418,2026-09-16 07:44:20.521000,alias_2a8ce795-5d92-4b10-ae61-c048f53d2902,馋嘴早餐,88400c0e25fffff,89400c0e243ffff
food_25280d1e-5421-4ace-a81f-55fcf0254a49,陈富息烽阳朗鸡(花果园店),正餐,B0FFGS8QUL,050100,花果园社区服务中心花果园29-47号花果园商住楼,南明区,520102,3.8,26,周一至周日 09:00-20:00,admin_520102_e4faf8f5,26.570395,106.695025,GCJ02,89400c0c47bffff,87400c0c4ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFGS8QUL""]",2026-09-16 07:44:20.521000,needs_review,2919687445db45360e8db236470a61ba7431ff4f850e4f10cd6bb9ffe9844783,2026-09-16 07:44:20.521000,alias_09ab337e-5a3a-4b91-8f72-dc6241df3a4d,陈富息烽阳朗鸡花果园店,88400c0c47fffff,89400c0c47bffff
food_91fa80cc-bb3f-480d-91ca-5929a03301cf,陈国香粉面坊,小吃,B0GUOS2YS1,050000,二戈寨巷二十七号一栋二单元一2号,南明区,520102,3.8,13,周一至周日 06:30-19:00,admin_520102_e4faf8f5,26.5081,106.733149,GCJ02,89400c0e4dbffff,87400c0e4ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0GUOS2YS1""]",2026-09-16 07:26:50.841000,needs_review,610b00f8473f97d412820165c3f76356a0996f297a0482701db14aeab33aab74,2026-09-16 07:26:50.841000,alias_a118f23f-ec4b-4344-9689-ea77b6bc4ae6,陈国香粉面坊,88400c0e4dfffff,89400c0e4dbffff
food_555f35d5-5541-4536-b2b3-cae2aa70fcc8,陈家大院柴火鸡肥肠鸡(花果园L1区店),正餐,B0K0D5FOK7,050100,花果园L1区3栋1层14号门面,南明区,520102,3.8,29,周一至周日 10:00-24:00,admin_520102_e4faf8f5,26.5591,106.679584,GCJ02,89400c0c5cbffff,87400c0c5ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0K0D5FOK7""]",2026-09-16 07:44:20.521000,needs_review,c984f64cb7c66f002003da40280d2160d7e2f280560bcc49a21e2d5a4bb652b2,2026-09-16 07:44:20.521000,alias_c8862be3-1c94-4854-b423-efab17551b26,陈家大院柴火鸡肥肠鸡花果园l1区店,88400c0c5dfffff,89400c0c5cbffff
food_da1590df-9953-45dc-bcc5-b90c7e81acad,陈氏烤鸡(达高路店),正餐,B0IDHO1HU6,050000,二七路小吃街鸿通城购物中心店南门旁,南明区,520102,3.8,32,周一至周日 08:00-19:00,admin_520102_e4faf8f5,26.555929,106.706517,GCJ02,89400c0e26fffff,87400c0e2ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0IDHO1HU6""]",2026-09-16 07:44:20.521000,needs_review,7a903fc667726d4d9d4abe36dde5bf11f79978f7a0304bb7968cf7ff98d608d0,2026-09-16 07:44:20.521000,alias_72c21ad2-3f05-4140-80cf-0421f484b6ac,陈氏烤鸡达高路店,88400c0e27fffff,89400c0e26fffff
food_4806d1d7-f417-4379-8b2a-6a058e2b0353,陈氏烤鸡(锦泰花园店),正餐,B0LUGDE9SH,050000,朝阳洞路47号锦泰花园(沙冲路地铁站C口步行160米),南明区,520102,3.8,25,,admin_520102_e4faf8f5,26.550544,106.701567,GCJ02,89400c0e22bffff,87400c0e2ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0LUGDE9SH""]",2026-09-16 07:44:20.521000,needs_review,b52de3949d158b3e436ea6ba9f9cdafab778e7b9da30bc907479f2ad4a4f0c5c,2026-09-16 07:44:20.521000,alias_d25b29e1-ac2d-4404-8412-5e5dc163f51e,陈氏烤鸡锦泰花园店,88400c0e23fffff,89400c0e22bffff
food_8150a76c-6e1b-4d41-9ea8-5e51c87f597a,陈氏烤鸡(湘雅村店),小吃,B0GUK5EE1P,050300,花溪大道北段368号1层太慈办事处,南明区,520102,3.8,63,周一至周日 09:00-22:00,admin_520102_e4faf8f5,26.561852,106.691232,GCJ02,89400c0c407ffff,87400c0c4ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0GUK5EE1P""]",2026-09-16 07:44:20.521000,needs_review,a96b013e175dff3b918b24529b7cf1af242536b568445eedd319bef5de7a0f81,2026-09-16 07:44:20.521000,alias_abef698a-0c46-4060-af6c-e60b3896052b,陈氏烤鸡湘雅村店,88400c0c41fffff,89400c0c407ffff
food_e818af9e-5071-4375-a43d-1ca4bdfd8e5d,陈世琴牛肉粉(花果园狮峰路店),小吃,B0FFHHX3AK,050300,贵州省建筑医院东门旁,南明区,520102,3.8,16,周一至周日 06:00-15:00,admin_520102_e4faf8f5,26.569718,106.695214,GCJ02,89400c0c47bffff,87400c0c4ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFHHX3AK""]",2026-09-16 07:44:20.521000,needs_review,cc1c13f817575de2f9dc7d545973152c95b23bdbb9eb96440d0d2ae032ef074e,2026-09-16 07:44:20.521000,alias_6ab6bfab-4083-4b1a-96ee-d90a326d8f48,陈世琴牛肉粉花果园狮峰路店,88400c0c45fffff,89400c0c47bffff
food_dcb16e5d-4a6a-4017-9163-2ede55190928,晨茶古道(龙洞堡店),小吃,B0MGBHT7FZ,050700,龙缘聚汇3栋,南明区,520102,3.8,37,,admin_520102_e4faf8f5,26.540907,106.769312,GCJ02,89400c01a2bffff,87400c01affffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0MGBHT7FZ""]",2026-09-16 07:26:50.841000,needs_review,0e32f9a971e3b5da8a91a290d8c5e1e371f8ba36ee28b948183b2f6a5f572e79,2026-09-16 07:26:50.841000,alias_c279a8b5-d07b-4c23-a841-c715b1be3e4e,晨茶古道龙洞堡店,88400c01a3fffff,89400c01a2bffff
food_ba8ab929-dfa8-40fa-8f30-190d5b265716,晨汐砂锅粉,正餐,B0FFL7LT2U,050100,兴关社区服务中心后巢乡良医门诊旁边,南明区,520102,3.8,16,周一至周日 09:00-23:00,admin_520102_e4faf8f5,26.545127,106.717805,GCJ02,89400c0e2c7ffff,87400c0e2ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFL7LT2U""]",2026-09-16 07:44:20.521000,needs_review,be4e48c389ffe46d59c9815a5f38cee947bf72e3cba14a15b63084d34114df87,2026-09-16 07:44:20.521000,alias_192a53fe-1114-4a34-a07b-d9fbc7f45c97,晨汐砂锅粉,88400c0e2dfffff,89400c0e2c7ffff
food_79b9679c-1b7c-4cde-965c-dc09b73fa1f2,程歌肉串(云关冷链冻品副食品交易区店),正餐,B0G064KJX6,050100,朝钢路云关冷链冻品副食品交易区,南明区,520102,3.8,,周一至周日 10:00-22:00,admin_520102_e4faf8f5,26.56405,106.771782,GCJ02,89400c0f693ffff,87400c0f6ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0G064KJX6""]",2026-09-16 07:26:50.841000,needs_review,b9d3da6e301a3811be75fcbe6dd65a43df448643da87ab25773171ae4c498b87,2026-09-16 07:26:50.841000,alias_b23140de-c27f-4db6-adcd-fb51dfd647a0,程歌肉串云关冷链冻品副食品交易区店,88400c0f69fffff,89400c0f693ffff
food_51711a19-3817-4f6a-a562-2985dfcd650e,重庆小面(观水路251号院店),正餐,B0FFKZXKZH,050100,观水路251号观水路251号院,南明区,520102,3.8,12,周一至周日 07:00-17:00,admin_520102_e4faf8f5,26.573306,106.733179,GCJ02,89400c0f02bffff,87400c0f0ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFKZXKZH""]",2026-09-16 07:44:20.521000,needs_review,af5ea62caefb7cbb048b3faecf0be2dde1c6208418d9b78212e083052ffb0431,2026-09-16 07:44:20.521000,alias_42c79454-2dee-4e6e-80a9-c4ac5de18ad9,重庆小面观水路251号院店,88400c0f03fffff,89400c0f02bffff
food_c4f29ffe-765f-4829-99c6-5a15ccaa245d,楚山牛炒饭铺,正餐,B0LUTR4WR4,050000,富水南路40号,南明区,520102,3.8,8,周一至周日 09:00-22:00,admin_520102_e4faf8f5,26.576381,106.715321,GCJ02,89400c0f16bffff,87400c0f1ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0LUTR4WR4""]",2026-09-16 07:26:50.841000,needs_review,6d4794a57e71e8b9d76dc38929d82a76c2f62508b969ed987552747d9cde5de6,2026-09-16 07:26:50.841000,alias_5da2fb10-991b-4186-a418-5794acc96f95,楚山牛炒饭铺,88400c0f17fffff,89400c0f16bffff
food_784dc1d5-4ba5-46e7-a615-57513df97e25,川娃酱板鸭(青云市集店),小吃,B0LUZHI5SZ,050000,青云路126号,南明区,520102,3.8,41,周一至周日 09:00-22:00,admin_520102_e4faf8f5,26.564257,106.714102,GCJ02,89400c0f1abffff,87400c0f1ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0LUZHI5SZ""]",2026-09-16 07:26:50.841000,needs_review,23aaadf8ff4882b1d87cbb145f2504cffd1ce28dcc8cd08f3e6f9be52284d285,2026-09-16 07:26:50.841000,alias_c396c674-aecf-4283-9cce-1975c10f83c4,川娃酱板鸭青云市集店,88400c0f11fffff,89400c0f1abffff
food_a253b390-c215-4f9d-a174-c4700659757f,川香黔味,正餐,B0FFI5653P,050000,沙冲北路145号鑫洋商城临街旁,南明区,520102,3.8,50,周一至周日 10:00-22:00,admin_520102_e4faf8f5,26.555618,106.708811,GCJ02,89400c0e26bffff,87400c0e2ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFI5653P""]",2026-09-16 07:44:20.521000,needs_review,99b98998ce9f43c2442ea969002b479ae98c5769b0675bcd89abd0482ef3142f,2026-09-16 07:44:20.521000,alias_d22e4b05-65c1-46be-8731-533d9e21c296,川香黔味,88400c0e27fffff,89400c0e26bffff
food_68fcf16b-5809-4097-ae19-bae2dbce574e,大方豆干火锅,火锅,B0J0JZGQM0,050117,1号路与康工路交叉口西500米,南明区,520102,3.8,25,周一至周日 10:00-22:00,admin_520102_e4faf8f5,26.572696,106.788267,GCJ02,89400c0abbbffff,87400c0abffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0J0JZGQM0""]",2026-09-16 07:26:50.841000,needs_review,80e4a6a2ee74e8b758f75f1d734c7362573e40f88d2a1d0242a14dcd323582a3,2026-09-16 07:26:50.841000,alias_f969299c-2d49-4b45-bff9-de1cd922bdaf,大方豆干火锅,88400c0abbfffff,89400c0abbbffff
