采集任务ID,酒店ID,酒店名称,热度等级,标准平台ID,平台名称,原始平台名称,是否官网,平台酒店ID,详情URL模板,入住日期,离店日期,间夜数,成人数,儿童数,房间数,币种,POS,语言,采集通道,采集优先级,刷新周期小时,模板口径状态,模板口径问题,任务状态,不可执行原因,生成批次ID,任务哈希
task_07fef9a24262178d130cc380,ChIJ-Sb3zOSb4jARgu8wsvnPeDE,Baan Ongkharak bed & breakfast บ้านองครักษ์,A,booking,Booking.com,Booking.com,否,2011334,https://www.booking.com/searchresults.en.html?dest_id=2011334&highlighted_hotels=2011334&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031635&ext_price_total=35.70&ext_price_tax=5.78&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788369431&edgtid=wCOV5t3zSfyMVdxDyAwNRw&efpc=EGW0KhF3tXp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-2011334&utm_content=dev-desktop_los-1_bw-2_dow-Saturday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-AB6wxg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260905_ppt-B&aid=2127489&label=metagha-link-MRUS-hotel-2011334_dev-desktop_los-1_bw-2_dow-Saturday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-AB6wxg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260905_ppt-B,2026-09-18,2026-09-19,1,2,0,1,THB,TH,en,precision,first,24,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,07fef9a24262178d130cc380b2a345738106076bb34c77d2da725bc5ecdbed54
task_8295c2f59d36714b5c97e777,ChIJ-Sb3zOSb4jARgu8wsvnPeDE,Baan Ongkharak bed & breakfast บ้านองครักษ์,A,booking,Booking.com,Booking.com,否,2011334,https://www.booking.com/searchresults.en.html?dest_id=2011334&highlighted_hotels=2011334&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031635&ext_price_total=35.70&ext_price_tax=5.78&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788369431&edgtid=wCOV5t3zSfyMVdxDyAwNRw&efpc=EGW0KhF3tXp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-2011334&utm_content=dev-desktop_los-1_bw-2_dow-Saturday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-AB6wxg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260905_ppt-B&aid=2127489&label=metagha-link-MRUS-hotel-2011334_dev-desktop_los-1_bw-2_dow-Saturday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-AB6wxg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260905_ppt-B,2026-10-04,2026-10-05,1,2,0,1,THB,TH,en,precision,first,24,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,8295c2f59d36714b5c97e777c0b395885b8648a9c547306757a7568ef1b575ae
task_2931e34e8a016b93191c2326,ChIJ-Sb3zOSb4jARgu8wsvnPeDE,Baan Ongkharak bed & breakfast บ้านองครักษ์,A,booking,Booking.com,Booking.com,否,2011334,https://www.booking.com/searchresults.en.html?dest_id=2011334&highlighted_hotels=2011334&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031635&ext_price_total=35.70&ext_price_tax=5.78&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788369431&edgtid=wCOV5t3zSfyMVdxDyAwNRw&efpc=EGW0KhF3tXp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-2011334&utm_content=dev-desktop_los-1_bw-2_dow-Saturday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-AB6wxg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260905_ppt-B&aid=2127489&label=metagha-link-MRUS-hotel-2011334_dev-desktop_los-1_bw-2_dow-Saturday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-AB6wxg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260905_ppt-B,2026-11-03,2026-11-04,1,2,0,1,THB,TH,en,precision,first,24,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,2931e34e8a016b93191c2326ed41ac176f15aa52a9f410de2e6b93d2c93b978b
task_981f098dcf19007f433eb077,ChIJ-Vw_G8yZ4jARHG4N56HvjF4,Victora Hostel,B,official_other,其他官网预订引擎,Victora Hostel,是,,https://ibe.hoteliers.guru/ibe/google-search-room-rate?hotel_id=5991&check_in={checkin}&check_out={checkout}&adult=2&children=0&room_id=10989&package_id=5594,2026-09-05,2026-09-06,1,2,0,1,THB,TH,en,precision,official,72,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,981f098dcf19007f433eb07723de9e3e50c9b90020a22f6efda6b7574c980f80
task_e1fb0ab23eb94e86201b45c7,ChIJ-Vw_G8yZ4jARHG4N56HvjF4,Victora Hostel,B,official_other,其他官网预订引擎,Victora Hostel,是,,https://ibe.hoteliers.guru/ibe/google-search-room-rate?hotel_id=5991&check_in={checkin}&check_out={checkout}&adult=2&children=0&room_id=10989&package_id=5594,2026-09-11,2026-09-12,1,2,0,1,THB,TH,en,precision,official,72,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,e1fb0ab23eb94e86201b45c72f4ef7ed562d3d9bc881dec41d2207162c85149f
task_d1e1860f2f8b4fe58a8fb304,ChIJ-Vw_G8yZ4jARHG4N56HvjF4,Victora Hostel,B,official_other,其他官网预订引擎,Victora Hostel,是,,https://ibe.hoteliers.guru/ibe/google-search-room-rate?hotel_id=5991&check_in={checkin}&check_out={checkout}&adult=2&children=0&room_id=10989&package_id=5594,2026-10-04,2026-10-05,1,2,0,1,THB,TH,en,precision,official,72,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,d1e1860f2f8b4fe58a8fb304ca9ba0f9b2539e662cd4f9855701be512a8b4364
task_9895be0389ff926590ffef9e,ChIJ-Vw_G8yZ4jARHG4N56HvjF4,Victora Hostel,B,official_other,其他官网预订引擎,Victora Hostel,是,,https://ibe.hoteliers.guru/ibe/google-search-room-rate?hotel_id=5991&check_in={checkin}&check_out={checkout}&adult=2&children=0&room_id=10989&package_id=5594,2026-11-03,2026-11-04,1,2,0,1,THB,TH,en,precision,official,72,待适配,URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,9895be0389ff926590ffef9ef8c7bf0afdcf722cb7ba904065033c37a13061cd
task_99590cce6597f135f43bf08a,ChIJ-Vw_G8yZ4jARHG4N56HvjF4,Victora Hostel,B,agoda,Agoda,Agoda,否,63431529,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=22&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=63431529&RoomID=&masterRoomId=1117181630&PriceTotal=45.10&PriceTax=2.95&PriceFee=0.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=28188&booking_source=cpc&adType=0&mpt=cDBvYUM4S3VQcnJCamVxWFFhUW9CRHRVanp6cnVLajF0aU54cG13ZnpOd1BHUTdKMENVNldiNkNYZmpxbXFXek4vOTFBQzY5eWN5N2V3PT0&original_rr=US_pull&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-09-05,2026-09-06,1,2,0,1,THB,TH,en,precision,first,72,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,99590cce6597f135f43bf08a775df71303eedc5c4823ea108258325cdecdfc0f
task_6cdeb95dbabaf8c255f466b2,ChIJ-Vw_G8yZ4jARHG4N56HvjF4,Victora Hostel,B,agoda,Agoda,Agoda,否,63431529,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=22&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=63431529&RoomID=&masterRoomId=1117181630&PriceTotal=45.10&PriceTax=2.95&PriceFee=0.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=28188&booking_source=cpc&adType=0&mpt=cDBvYUM4S3VQcnJCamVxWFFhUW9CRHRVanp6cnVLajF0aU54cG13ZnpOd1BHUTdKMENVNldiNkNYZmpxbXFXek4vOTFBQzY5eWN5N2V3PT0&original_rr=US_pull&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-09-11,2026-09-12,1,2,0,1,THB,TH,en,precision,first,72,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,6cdeb95dbabaf8c255f466b294137117e98dc49d1ff8c691c5abff89a29fbaab
task_8f3e958c9ac36dbfe765aeb6,ChIJ-Vw_G8yZ4jARHG4N56HvjF4,Victora Hostel,B,agoda,Agoda,Agoda,否,63431529,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=22&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=63431529&RoomID=&masterRoomId=1117181630&PriceTotal=45.10&PriceTax=2.95&PriceFee=0.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=28188&booking_source=cpc&adType=0&mpt=cDBvYUM4S3VQcnJCamVxWFFhUW9CRHRVanp6cnVLajF0aU54cG13ZnpOd1BHUTdKMENVNldiNkNYZmpxbXFXek4vOTFBQzY5eWN5N2V3PT0&original_rr=US_pull&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-10-04,2026-10-05,1,2,0,1,THB,TH,en,precision,first,72,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,8f3e958c9ac36dbfe765aeb6c40345a93aa70fb447c5ee526eb02084acb3584f
task_4cffec595612777eed8797bc,ChIJ-Vw_G8yZ4jARHG4N56HvjF4,Victora Hostel,B,agoda,Agoda,Agoda,否,63431529,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=22&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=63431529&RoomID=&masterRoomId=1117181630&PriceTotal=45.10&PriceTax=2.95&PriceFee=0.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=28188&booking_source=cpc&adType=0&mpt=cDBvYUM4S3VQcnJCamVxWFFhUW9CRHRVanp6cnVLajF0aU54cG13ZnpOd1BHUTdKMENVNldiNkNYZmpxbXFXek4vOTFBQzY5eWN5N2V3PT0&original_rr=US_pull&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-11-03,2026-11-04,1,2,0,1,THB,TH,en,precision,first,72,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,4cffec595612777eed8797bcacd388227596d74cae9accc4f4823e24e942e7a4
task_a9826ce777f7eed2774df228,ChIJ-Y2_bwCZ4jARi6v36my_of0,Lamphu Tree House Boutique Hotel,B,klook,klook,klook,否,557948,https://api.klktech.com/v1/meta/hotels/detail/557948/?hotelid=557948&check_in={checkin}&check_out={checkout}&aid=27815&campaignid=&adult_num=2&lead_time=0&child_num=0&childages=&room_num=1&google_site=mapresults&length_of_stay=1&partner_currency=USD&click_type=hotel&click_price_total=39.87&price_tax=6.00&rate_key_redacted=1&user_country=US&click_currency=USD&_currency=USD&device=desktop&partner_hotelid=557948&language=en&audience_list=&verification=false&booking_source=cpc&isPromoted=0&utm_source=MSE&utm_medium=Google&utm_campaign=27815&utm_term=557948&utm_content=USD&isAdClick=0&prid=Foreign-Other&arrival_fees=0.000&mse_trace_id=NDk4NmFkMmY6MTowOjI6MDoxOjI0NjoyNDc6VFc&price_total=USD-39.870&price_type=foreign_desktop&klc_l1=MSE&klc_l2=Google&age=&mse_search_token=NDk4NmFkMmY6MTowOjI6MDoxOjI0NjoyNDc6VFc&lowest=true&price_fees=0.00,2026-09-05,2026-09-06,1,2,0,1,THB,TH,en,precision,first,72,待适配,"URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,click_price_total,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,a9826ce777f7eed2774df228829718b2729858b0e768e1a6dc4c110b04b6a07c
task_cc63a23ccf19b683b979e360,ChIJ-Y2_bwCZ4jARi6v36my_of0,Lamphu Tree House Boutique Hotel,B,klook,klook,klook,否,557948,https://api.klktech.com/v1/meta/hotels/detail/557948/?hotelid=557948&check_in={checkin}&check_out={checkout}&aid=27815&campaignid=&adult_num=2&lead_time=0&child_num=0&childages=&room_num=1&google_site=mapresults&length_of_stay=1&partner_currency=USD&click_type=hotel&click_price_total=39.87&price_tax=6.00&rate_key_redacted=1&user_country=US&click_currency=USD&_currency=USD&device=desktop&partner_hotelid=557948&language=en&audience_list=&verification=false&booking_source=cpc&isPromoted=0&utm_source=MSE&utm_medium=Google&utm_campaign=27815&utm_term=557948&utm_content=USD&isAdClick=0&prid=Foreign-Other&arrival_fees=0.000&mse_trace_id=NDk4NmFkMmY6MTowOjI6MDoxOjI0NjoyNDc6VFc&price_total=USD-39.870&price_type=foreign_desktop&klc_l1=MSE&klc_l2=Google&age=&mse_search_token=NDk4NmFkMmY6MTowOjI6MDoxOjI0NjoyNDc6VFc&lowest=true&price_fees=0.00,2026-09-11,2026-09-12,1,2,0,1,THB,TH,en,precision,first,72,待适配,"URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,click_price_total,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,cc63a23ccf19b683b979e3604eec3bdc0a9fc8740b4bba6104869a54d004c4ec
task_7e149c2912b1ee81eab8f9e6,ChIJ-Y2_bwCZ4jARi6v36my_of0,Lamphu Tree House Boutique Hotel,B,klook,klook,klook,否,557948,https://api.klktech.com/v1/meta/hotels/detail/557948/?hotelid=557948&check_in={checkin}&check_out={checkout}&aid=27815&campaignid=&adult_num=2&lead_time=0&child_num=0&childages=&room_num=1&google_site=mapresults&length_of_stay=1&partner_currency=USD&click_type=hotel&click_price_total=39.87&price_tax=6.00&rate_key_redacted=1&user_country=US&click_currency=USD&_currency=USD&device=desktop&partner_hotelid=557948&language=en&audience_list=&verification=false&booking_source=cpc&isPromoted=0&utm_source=MSE&utm_medium=Google&utm_campaign=27815&utm_term=557948&utm_content=USD&isAdClick=0&prid=Foreign-Other&arrival_fees=0.000&mse_trace_id=NDk4NmFkMmY6MTowOjI6MDoxOjI0NjoyNDc6VFc&price_total=USD-39.870&price_type=foreign_desktop&klc_l1=MSE&klc_l2=Google&age=&mse_search_token=NDk4NmFkMmY6MTowOjI6MDoxOjI0NjoyNDc6VFc&lowest=true&price_fees=0.00,2026-10-04,2026-10-05,1,2,0,1,THB,TH,en,precision,first,72,待适配,"URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,click_price_total,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,7e149c2912b1ee81eab8f9e6225da97bcd53a5e7651cf69a4e4de2272466f5e1
task_ab518780cd53f085ee0108ab,ChIJ-Y2_bwCZ4jARi6v36my_of0,Lamphu Tree House Boutique Hotel,B,klook,klook,klook,否,557948,https://api.klktech.com/v1/meta/hotels/detail/557948/?hotelid=557948&check_in={checkin}&check_out={checkout}&aid=27815&campaignid=&adult_num=2&lead_time=0&child_num=0&childages=&room_num=1&google_site=mapresults&length_of_stay=1&partner_currency=USD&click_type=hotel&click_price_total=39.87&price_tax=6.00&rate_key_redacted=1&user_country=US&click_currency=USD&_currency=USD&device=desktop&partner_hotelid=557948&language=en&audience_list=&verification=false&booking_source=cpc&isPromoted=0&utm_source=MSE&utm_medium=Google&utm_campaign=27815&utm_term=557948&utm_content=USD&isAdClick=0&prid=Foreign-Other&arrival_fees=0.000&mse_trace_id=NDk4NmFkMmY6MTowOjI6MDoxOjI0NjoyNDc6VFc&price_total=USD-39.870&price_type=foreign_desktop&klc_l1=MSE&klc_l2=Google&age=&mse_search_token=NDk4NmFkMmY6MTowOjI6MDoxOjI0NjoyNDc6VFc&lowest=true&price_fees=0.00,2026-11-03,2026-11-04,1,2,0,1,THB,TH,en,precision,first,72,待适配,"URL模板缺少可规范化的币种参数；URL模板缺少可规范化的POS参数；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,click_price_total,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,ab518780cd53f085ee0108ab0ac87dfe91e180b627263cd3dffaed7fcb4e3235
task_7ce76427f81f0a7f867e7b88,ChIJ-c66SGaZ4jARzsYzU5huKc4,Sri-Ayuttaya Guesthouse,B,agoda,Agoda,Agoda,否,35938577,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=27&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=35938577&RoomID=&masterRoomId=599785303&PriceTotal=28.85&PriceTax=1.89&PriceFee=0.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=d29rYnV5bG5VdFRFYlkzeWNtdU84VjMxejdDQVMyRmdJbVZOSUF3ZDVORXlDRHBucnFOcUxGL2k1VVNweExWU3NxTG82RlhDTWo5eWN3PT0&original_rr=&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-09-05,2026-09-06,1,2,0,1,THB,TH,en,precision,first,72,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,7ce76427f81f0a7f867e7b88230d8dcb302f7bc64ced58369405715a32a2ee94
task_23191477d60ca6639e8b3b96,ChIJ-c66SGaZ4jARzsYzU5huKc4,Sri-Ayuttaya Guesthouse,B,agoda,Agoda,Agoda,否,35938577,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=27&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=35938577&RoomID=&masterRoomId=599785303&PriceTotal=28.85&PriceTax=1.89&PriceFee=0.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=d29rYnV5bG5VdFRFYlkzeWNtdU84VjMxejdDQVMyRmdJbVZOSUF3ZDVORXlDRHBucnFOcUxGL2k1VVNweExWU3NxTG82RlhDTWo5eWN3PT0&original_rr=&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-09-11,2026-09-12,1,2,0,1,THB,TH,en,precision,first,72,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,23191477d60ca6639e8b3b96accc426408a1eab3b1b11fb63594a03d32ea0aac
task_1e1f60b63b841fcbdc9be099,ChIJ-c66SGaZ4jARzsYzU5huKc4,Sri-Ayuttaya Guesthouse,B,agoda,Agoda,Agoda,否,35938577,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=27&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=35938577&RoomID=&masterRoomId=599785303&PriceTotal=28.85&PriceTax=1.89&PriceFee=0.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=d29rYnV5bG5VdFRFYlkzeWNtdU84VjMxejdDQVMyRmdJbVZOSUF3ZDVORXlDRHBucnFOcUxGL2k1VVNweExWU3NxTG82RlhDTWo5eWN3PT0&original_rr=&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-10-04,2026-10-05,1,2,0,1,THB,TH,en,precision,first,72,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,1e1f60b63b841fcbdc9be0992deca65f45fcde3d6c8dbfa4bf550b0d537d0053
task_7eac360bed2148dbbc3d5686,ChIJ-c66SGaZ4jARzsYzU5huKc4,Sri-Ayuttaya Guesthouse,B,agoda,Agoda,Agoda,否,35938577,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=27&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=35938577&RoomID=&masterRoomId=599785303&PriceTotal=28.85&PriceTax=1.89&PriceFee=0.00&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=d29rYnV5bG5VdFRFYlkzeWNtdU84VjMxejdDQVMyRmdJbVZOSUF3ZDVORXlDRHBucnFOcUxGL2k1VVNweExWU3NxTG82RlhDTWo5eWN3PT0&original_rr=&gaClickSrc=&clickType=hotel&lang=en&pkgId=,2026-11-03,2026-11-04,1,2,0,1,THB,TH,en,precision,first,72,通过,执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:mpt,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,7eac360bed2148dbbc3d5686bddc02fdfe5c75ae5a8bc9672af6060c6b53802d
task_99cd63f0976595f5c908e0c4,ChIJ-c66SGaZ4jARzsYzU5huKc4,Sri-Ayuttaya Guesthouse,B,booking,Booking.com,Booking.com,否,9211439,https://www.booking.com/searchresults.en.html?dest_id=9211439&highlighted_hotels=9211439&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03036745&ext_price_total=26.15&ext_price_tax=1.89&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788488249&edgtid=ul67Qqr7RESeKaV_OeTNaw&efpc=hhsiqGGyKnY&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-9211439&utm_content=dev-desktop_los-1_bw-27_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-AIyOLw_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261001_ppt-B&aid=2127489&label=metagha-link-MRUS-hotel-9211439_dev-desktop_los-1_bw-27_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-AIyOLw_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261001_ppt-B,2026-09-05,2026-09-06,1,2,0,1,THB,TH,en,precision,first,72,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,99cd63f0976595f5c908e0c4bdb057bd72b9f329dca8dfeda828faf76f8b7010
