异常ID,严重级别,实体类型,酒店ID,标准平台ID,原始平台名称,实体记录哈希,规则代码,异常描述,证据字段,处理状态,数据质量等级,发现批次ID,发现时间
65e43d306313330d8c98fac139844dd6d9021774f52584102c02f44e4f571a95,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,615a6ff9caf6a51e10bd0ccad04649addeabcfb4a9e5cf67fd5ce24c6bf49ff6,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.45"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
6671d0738d8505882a83f4d72fefddd1eacf38613a5096f4f587a4c97083896a,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,e3b731db20aa0662fcb5d16230382951734ed91e34d59c5f5efa2adf22915ad2,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.53"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
697879c3e0b4c46946e51bea838cf6fca025eabec2df30cf027173e657d33192,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,cfca123a7d5c07cb2a14d18b93a87ad008d2dd8fae5559a1de72ba103576c9c8,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""15.59"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
6a2316445d44671c99500813b6c03e0c1495d80e4d3992512352e787a33b495f,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,62cd6948d290f90954112e0477739d54e17f550cb2b014e3d2e03071169da3d9,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""63.22"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
6a90dd73da7c5dce74b7738daa2406b75d329d499f57bc34dfbe8bee51af08cc,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,00e83b6a2fbe0966c59c41e232423d135090613521945373037970fad297869e,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""23.17"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
6ae42ee73f5413b1b13f742ceb9f2fb3ca2c1dfe8d5c50b0989dd1bf1ea92c6c,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,ab274dce88d6e8f644755612f5b820adb3ed43818d785612ec821bb89e8834c7,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""13.44"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
6f6a4f80c5d97cb50f9fa60084ca6858d4748c1357e796bb29e27c1bf62159c8,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,8cbdef6b71d7348397df04e1808154c56103ccbb6066d443334f4deb0f471f86,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.53"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
716fd99d037b2f458960138ffff30ac7004c9ee6a8f2b62b47341950de3b27e1,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,aa6055d77c5e0a06c46137c027f0e2b7c0ccbecc9ade946bb8d459b5e9f320fb,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""14.49"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
724417c17ae3d1c18d4a6c58d81f331c980a0d6eecf12da690cce557b1d27d36,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,41fe827dd86c175107a5abbedc10aa9c84f92190be78411bf5f18c1eba4a2d2a,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""18.82"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
72adb195696bccea11277ee2ae60fdaa154c6cae8a13efa8197ab83d07ef347e,P0,房型,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,770fd325b9c3787a4ba7192d9ab956826511a6bae97bcc8d46a24f5c258a1fa9,bookmybooking_semantic_false_positive,平台专属解析规则修复前，该记录不得进入 T3/T4,lebua Suite 2 bedroom,待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
72b2aa791e58f9595828e028efe41c711fd26cc51400cbd9390f1b59de4a1ebd,P0,房型,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,0356f6bdbbb38c4a5a005488f05cc3d698b2dda3d99cfd2fd9e18455f5025ba3,bookmybooking_semantic_false_positive,平台专属解析规则修复前，该记录不得进入 T3/T4,lebua Suite River View-breakfast,待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
72f4f9fd1331f580714a1e3c537840dced6eb8dfa69cd270df2c9910a4c5e33a,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,790a19d4013007358d90ae5aeefa21e26bc0b7f19f3192521074a3a147bcd49b,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""12.72"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
747421d48fec17bf963d515bca9b4f12f9c0f8b052d720e8aa11122632c5f320,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,4c7e78179190245224ec8f5b44760a3431c7a48bbdce44f52ce974ce61917a78,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.81"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
78123ea019a76c80c4407e14367eb54bf911fc1a41d5297808e55d6253a2c976,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,508528b8e21061dcc8024a3f6fc714ecf17464e2b77e26d8d94a0604086907cf,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.54"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
7bfe7b293779aef1d06a514933601fd2e478678a8b3dab91dbd6b487cdadc0de,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,ff8b500e1cc3680d7c9d3a050a7f7f4d419727f8ce33ede17e156c0c9c51d061,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""63.22"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
7e028e65a4615dd6ee60ca2fcd38171eb098bb154a9374198fb6a889d82d683f,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,19224bf899e397e75d1f1205bd61f323b1e5b579b71751c289132b57a6a4d64f,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""17.46"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
7f1f78952d17f646bb1c4b641a0c7adf73564db8f1bc26b47783123b0e4cb6fd,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,370986d80f6b522823129c275147a4309aef8ac24818a2774134f0de929ce566,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""21.49"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
7f2715165eaea1a1ab87a3d151be76cbdee2b3f6077e2fd12320ba4f41531db9,P0,房型,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,c5980c4b1bae34d02485ec9ccd25e622dd0b3bfd1987783c30e16b8cb1cfed5b,bookmybooking_semantic_false_positive,平台专属解析规则修复前，该记录不得进入 T3/T4,No Room Selected,待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
83837923c93cce6e768ebab13f8a07404947e7a011a966a4843645bc7a164f24,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,a0bfa0c63fadbbdbcfc8d810f704309394f88443e9a210ea3f56c6adc27b8c20,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""82.10"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
89a6df7b366eaf2e62120ed66a1f821688574aaf5867034544b8e4d2dc35ee05,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,34b54e7d6b14b5fea0fc947db5869889c6af5b4fd442911c8544bdc25a6d88d6,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""82.10"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
8a24cecaeafb963e96470a42c64706477ef00edf736d3499a10fb22ade149828,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,ad8cfeae6207c39562cc2959cb6f72ec5d5d6b0778b8b7bd2715d887722f6e3d,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""12.66"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
8b338c92a0a98e4a772368cd6df4ec142fdf1699dc15f170f09a89ac19a34406,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,a1d34ff192fd210c66665bc021cc17b1f902402f23cb417012c3fa0bb89e381a,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.73"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
8d0823cc91cbcde13e02da8719305e6f1dc26eac0a585a4bacc3842126c3973f,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,77344da8dd76d9ebb045855c1b392c71cfc82c2813278631bf63508fb81d8227,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""12.89"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
8fa1674f21615b846baa8e8fa40baaa1d6f5055f69bb113ef9b4be70c7cb2921,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,9efc494c8543b0e32a79e5db7fe6bb88d9bfd37e31f5e6634a657bdc22ab9a4c,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""13.66"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
8fe6da55825a8769e01162c6690f8d06f6f4db1e5da0a8141beb6dfc028fc90c,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,55e49f19e150466e6b64fcebd7639d5f99a8c062b981aa9d5f6b6c5311e2a5b8,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""11.95"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
994ca83432d6b3a680b2f2a98221e3340f40f0193857ae6410dd13cef8c878d3,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,8a079f6578e6a37b401a79d74bf438916f55add75e7eab71cae98ad5bfe6c4c4,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.73"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
9bc339e2bbeba05cec4b8bc9d535458025b7bef4744887a6c4eb151f466d336f,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,7decc8d175ae451e163ff37f61d39bf338414425a121a5650579063d1c44f984,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""20.25"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
9d8981cd6fff3d26a4d62022dd0fe469758e2544eb0d9e050e6aee449a32fcf0,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,db739663e4de30aeab54a6f688dd6e082cf66926ee11eaf69da247b33cca276e,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""14.49"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
a9ede628443e85e3a86997700b6120af17591c3d79b5b7ac75401113ceced5be,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,d616e7ce4d038c0381cb7fea756814680e48634def75d1e9e4f077af5741ee55,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""63.22"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
acbc916094b8ecf4f6f76855c67b15c3c58c1e2fbd52bf4f1abf96edcbe6a52a,P0,房型,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,7f28c6139c28d337676fa503700681011a5004f921afdd951a3fafdd724ed13d,bookmybooking_semantic_false_positive,平台专属解析规则修复前，该记录不得进入 T3/T4,Tower Club Suite City View- Lounge Access,待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
ad267e5a86f9bebf2525a6e2c29462616ded712b57a98e85fa4f3cee4e6b6868,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,95d038a57a6cac18551436058ea80bc259ed5b95dbd3837a6f2dd59d3c94fee4,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""63.22"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
add82313748ad378c995eb1b27f0b79b9f971f43f2d06e76aa03a7af67599fcf,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,b609425ff40635337ecec9780f5ddd472fb6b12468f5276dd8d0ac61d992e6aa,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""17.74"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
aef92c92b913cfd52554d4b837f803cce58b6304be52c494d787cf634f276d94,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,8f7024444bc1da9ad25324ff40151ac114ea2e33670bfbc54e4a7750fd83c3f3,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""11.95"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
afbe1fa4fe5eb5059c1c130a20a68d7e3be9dfa8c6cd4dca160ce4d1f19c749e,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,7fb1afeb2e187d36a32c06be33ca61a9cd170e1ef31d06f8d90efd135202e547,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""20.25"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
b508324006e11aef8cb3d45e32888682ea74480950d3790c8b301f0f6ef2192c,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,f5cdb1a100fd566229459578a0d5287d79d324ab9242c7af222032c958105ac6,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""13.44"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
b73b06379ea0090b58203de00a2ff2f0db827d5edfa2b61cbd8a473fefa42358,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,f62662b718e1a975c8cc0ec9c04df2e30e1732e644b7b3847fded3fef633f05e,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""12.66"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
be10df9a0527e9cd52d678eb95cb5269add3add0c0c7ca4a18c35b22f9be12c9,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,1fd6ca10a341c90c59d211a72467a3b1783048c58d334e29536e61b8738cd9d8,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""13.66"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
c0a3b608960819df846f1952fb6e5c1ae9577df23d5c7880cc4b2c70b6832097,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,eb56075e8dd8a9ddf9c30cdb879581255ea3da4e6dba82695ffaeaa9b9e5f8ba,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""16.53"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260903-220154-csv-8204aff0,2026-09-03T22:05:57-07:00
c132ee56da41a8b40eedb50888f067cebfd9bd1cfa7a1fd39145ca3abd6adc29,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,c71662f20aa8ba3da92c18eb8165724924adc6f87658a6a42d894d7910aea6cb,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""23.17"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
c2b4d46d39de762ea1207b05df7b9d2e5624bc4c3732838648808d9d64ce9676,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,ff55909b8f02ffef69a4080d83d81019b131ce77c0633c6fb59514326c983648,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""12.89"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
c3f5e3ef01b655ee0fb8f88bbf1a5ed86e5f35813f42a4747091ad8e0d7b284e,P0,售卖方案,ChIJCWbW7MWY4jARuQATRiSHlA0,bookmybooking,BookMyBooking.com,c7466f66a66d63a74e69c553f51ee1dbd78607765cd1d05a173f96a0becaf2a4,bookmybooking_semantic_false_positive,当前价格记录来自已知误采区块，不得用于房价比较,"{""优惠标签"": """", ""入住人数"": """", ""其他权益"": """", ""原价"": """", ""取消政策"": """", ""币种"": ""USD"", ""库存提示"": """", ""当前价"": ""14.49"", ""支付方式"": """", ""早餐"": """", ""确认政策"": """", ""税费"": """"}",待修复,R,20260906-092202-csv-fb22d95c,2026-09-06T09:52:19-07:00
