酒店ID,标准平台ID,平台标准名称,原始平台名称,是否官网,平台酒店ID,ID来源,平台Slug,平台城市代码,平台入口URL,最终详情URL,详情URL模板,URL形态,固化路径,落地层级,名称指纹,地址指纹,纬度指纹,经度指纹,星级指纹,名称匹配分,坐标匹配分,地址匹配分,身份匹配总分,结构核验状态,可达性核验状态,身份核验状态,数据质量等级,URL解析状态,首次发现时间,最近核验时间,漂移开始时间,采集批次ID,记录哈希
ChIJfeuXXBSZ4jARPRNtQQKmfFk,tripening,Tripening Hotels,Tripening Hotels,否,4732972,upstream_adapter:tripening,here-hostel-bangkok,,https://www.tripening.com/hotels/-/4732972-here-hostel-bangkok?checkin-date=2026-09-18&checkout-date=2026-09-19&adults=2&currency=USD&lang=en&google-package-id=&rate-rule-id=&google-displayed-price=47.41&children=0&google-displayed-tax=0.00&google-displayed-currency=USD&utm_source=google_hotel_ads&utm_medium=free&utm_campaign=gha_property,https://www.tripening.com/hotels/-/4732972-here-hostel-bangkok?checkin-date=2026-09-18&checkout-date=2026-09-19&adults=2&currency=USD&lang=en&google-package-id=&rate-rule-id=&google-displayed-price=47.41&children=0&google-displayed-tax=0.00&google-displayed-currency=USD&utm_source=google_hotel_ads&utm_medium=free&utm_campaign=gha_property,https://www.tripening.com/hotels/-/4732972-here-hostel-bangkok?checkin-date={checkin}&checkout-date={checkout}&adults=2&currency=USD&lang=en&google-package-id=&rate-rule-id=&google-displayed-price=47.41&children=0&google-displayed-tax=0.00&google-displayed-currency=USD&utm_source=google_hotel_ads&utm_medium=free&utm_campaign=gha_property,slug,A,L2,,,,,,,,,,通过,已确认,待核验,T1,静态详情URL已确认,2026-09-06T09:20:48-07:00,2026-09-06T09:20:48-07:00,,20260906-092202-csv-fb22d95c,cb789cf1cfc39521da2fda1ee145e2478af6d2b63091c9f7c60a16e415b1f2d7
ChIJfxfQSASZ4jARLiLsV9GU5DU,agoda,Agoda,Agoda,否,3092330,upstream_adapter:agoda,,,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay=03&CkInMonth=09&CkInYear=2026&CkOutDay=04&campaignid=&CkOutMonth=09&CkOutYear=2026&SearchDateType=default&NumberOfAdults=2&LT=0&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los=1&PartnerCurrency=THB&hid=3092330&RoomID=5608543&masterRoomId=5608543&PriceTotal=25.77&PriceTax=3.88&PriceFee=2.34&RatePlan=dc15265d-fc78-2436-995d-98be10a8b62f&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=MGRlaE1DRGNmTklrblZEaVdUTXBuTHBPaGZEb2pUclJYODB2aVI1TEVwRlZHeVpKOE4wdUJzSzFOak8yRTlISzNLQ3VwL0JncDc3cw&original_rr=&gaClickSrc=&clickType=hotel&lang=en&pkgId=NoBreakfast_NoDinner_false,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay=03&CkInMonth=09&CkInYear=2026&CkOutDay=04&campaignid=&CkOutMonth=09&CkOutYear=2026&SearchDateType=default&NumberOfAdults=2&LT=0&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los=1&PartnerCurrency=THB&hid=3092330&RoomID=5608543&masterRoomId=5608543&PriceTotal=25.77&PriceTax=3.88&PriceFee=2.34&RatePlan=dc15265d-fc78-2436-995d-98be10a8b62f&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=MGRlaE1DRGNmTklrblZEaVdUTXBuTHBPaGZEb2pUclJYODB2aVI1TEVwRlZHeVpKOE4wdUJzSzFOak8yRTlISzNLQ3VwL0JncDc3cw&original_rr=&gaClickSrc=&clickType=hotel&lang=en&pkgId=NoBreakfast_NoDinner_false,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=0&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=3092330&RoomID=5608543&masterRoomId=5608543&PriceTotal=25.77&PriceTax=3.88&PriceFee=2.34&RatePlan=dc15265d-fc78-2436-995d-98be10a8b62f&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=MGRlaE1DRGNmTklrblZEaVdUTXBuTHBPaGZEb2pUclJYODB2aVI1TEVwRlZHeVpKOE4wdUJzSzFOak8yRTlISzNLQ3VwL0JncDc3cw&original_rr=&gaClickSrc=&clickType=hotel&lang=en&pkgId=NoBreakfast_NoDinner_false,redirect,C,L0,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:48-07:00,,,20260906-092202-csv-fb22d95c,33a3daf02549ad5fde7aaf963be03b005ca191caecb4a1e14c0afd07160d1ba9
ChIJfyJASQCZ4jARCdgufg_IzC8,agoda,Agoda,Agoda,否,88910582,upstream_adapter:agoda,,,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay=26&CkInMonth=10&CkInYear=2026&CkOutDay=27&campaignid=&CkOutMonth=10&CkOutYear=2026&SearchDateType=default&NumberOfAdults=2&LT=52&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los=1&PartnerCurrency=THB&hid=88910582&RoomID=1169716553&masterRoomId=1390373111&PriceTotal=91.21&PriceTax=5.97&PriceFee=0.00&RatePlan=108783e4-afed-6546-884a-8bd3e7e50762&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=RHpmSUpTTGNYRmdaZjYzQVBWMnh5VEhxSkFta2k3SlFxSmdjT29QaEpRbTJnVmVsMnV6V0ozQWJ5MVlEWE1JTlVVQUYrS092WEtVeGFCMEg&original_rr=&gaClickSrc=&clickType=hotel&lang=en&pkgId=Breakfast_NoDinner_true,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay=26&CkInMonth=10&CkInYear=2026&CkOutDay=27&campaignid=&CkOutMonth=10&CkOutYear=2026&SearchDateType=default&NumberOfAdults=2&LT=52&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los=1&PartnerCurrency=THB&hid=88910582&RoomID=1169716553&masterRoomId=1390373111&PriceTotal=91.21&PriceTax=5.97&PriceFee=0.00&RatePlan=108783e4-afed-6546-884a-8bd3e7e50762&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=RHpmSUpTTGNYRmdaZjYzQVBWMnh5VEhxSkFta2k3SlFxSmdjT29QaEpRbTJnVmVsMnV6V0ozQWJ5MVlEWE1JTlVVQUYrS092WEtVeGFCMEg&original_rr=&gaClickSrc=&clickType=hotel&lang=en&pkgId=Breakfast_NoDinner_true,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay={checkin_day}&CkInMonth={checkin_month}&CkInYear={checkin_year}&CkOutDay={checkout_day}&campaignid=&CkOutMonth={checkout_month}&CkOutYear={checkout_year}&SearchDateType=default&NumberOfAdults=2&LT=52&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los={nights}&PartnerCurrency=THB&hid=88910582&RoomID=1169716553&masterRoomId=1390373111&PriceTotal=91.21&PriceTax=5.97&PriceFee=0.00&RatePlan=108783e4-afed-6546-884a-8bd3e7e50762&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=RHpmSUpTTGNYRmdaZjYzQVBWMnh5VEhxSkFta2k3SlFxSmdjT29QaEpRbTJnVmVsMnV6V0ozQWJ5MVlEWE1JTlVVQUYrS092WEtVeGFCMEg&original_rr=&gaClickSrc=&clickType=hotel&lang=en&pkgId=Breakfast_NoDinner_true,redirect,C,L0,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,910ff769c2ba3d56fc6af1f02481d8b42fb79386e4104d715983fd469f271deb
ChIJfyJASQCZ4jARCdgufg_IzC8,bluepillow,Bluepillow.com,Bluepillow.com,否,69ce9e2d9e12a22c764d640a,upstream_adapter:bluepillow,,,"https://www.bluepillow.com/search/69ce9e2d9e12a22c764d640a?begin=2026-10-26&end=2026-10-27&block_id=-b,IEW2gtNc7-XlihYakePd5qOxt5KbIsWQBYZ5mm9jEbMMnKzqaL7IzKE3GdHY44Ig,-bpctrip-Hotel&fees=8.95&tax=8.95&total=59.47&adults=2&childs=0&infants=0&childrens=0&country=US&currency=USD&language=en&source=mapresults&utm_campaign=hotel&prid=foreign","https://www.bluepillow.com/search/69ce9e2d9e12a22c764d640a?begin=2026-10-26&end=2026-10-27&block_id=-b,IEW2gtNc7-XlihYakePd5qOxt5KbIsWQBYZ5mm9jEbMMnKzqaL7IzKE3GdHY44Ig,-bpctrip-Hotel&fees=8.95&tax=8.95&total=59.47&adults=2&childs=0&infants=0&childrens=0&country=US&currency=USD&language=en&source=mapresults&utm_campaign=hotel&prid=foreign","https://www.bluepillow.com/search/69ce9e2d9e12a22c764d640a?begin={checkin}&end={checkout}&block_id=-b,IEW2gtNc7-XlihYakePd5qOxt5KbIsWQBYZ5mm9jEbMMnKzqaL7IzKE3GdHY44Ig,-bpctrip-Hotel&fees=8.95&tax=8.95&total=59.47&adults=2&childs=0&infants=0&childrens=0&country=US&currency=USD&language=en&source=mapresults&utm_campaign=hotel&prid=foreign",redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,6acaae110682d033ec3f89f2662ce20ce210bcd3d5876a6bdb0eb42144469a85
ChIJfyJASQCZ4jARCdgufg_IzC8,booking,Booking.com,Booking.com,否,14289683,upstream_adapter:booking,,14289683,https://www.booking.com/searchresults.en.html?dest_id=14289683&highlighted_hotels=14289683&dest_type=hotel&checkin=2026-10-26&checkout=2026-10-27&group_adults=2&req_adults=2&show_room=1428968304_414481060_2_1_0&lang=en&selected_currency=USD&exrt=0.03040438&ext_price_total=80.98&ext_price_tax=5.97&xfc=THB&hca=m&group_children=0&req_children=0&&ts=1788469865&no_rooms=1&edgtid=KzVl1qcIREOthLuwxhl49A&efpc=JmO1WiZjtVp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-14289683&utm_content=dev-desktop_los-1_bw-52_dow-Monday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-ANoLEw_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261026_ppt-B&aid=2127489&label=metagha-link-MRUS-hotel-14289683_dev-desktop_los-1_bw-52_dow-Monday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-ANoLEw_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261026_ppt-B,https://www.booking.com/searchresults.en.html?dest_id=14289683&highlighted_hotels=14289683&dest_type=hotel&checkin=2026-10-26&checkout=2026-10-27&group_adults=2&req_adults=2&show_room=1428968304_414481060_2_1_0&lang=en&selected_currency=USD&exrt=0.03040438&ext_price_total=80.98&ext_price_tax=5.97&xfc=THB&hca=m&group_children=0&req_children=0&&ts=1788469865&no_rooms=1&edgtid=KzVl1qcIREOthLuwxhl49A&efpc=JmO1WiZjtVp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-14289683&utm_content=dev-desktop_los-1_bw-52_dow-Monday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-ANoLEw_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261026_ppt-B&aid=2127489&label=metagha-link-MRUS-hotel-14289683_dev-desktop_los-1_bw-52_dow-Monday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-ANoLEw_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261026_ppt-B,https://www.booking.com/searchresults.en.html?dest_id=14289683&highlighted_hotels=14289683&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=1428968304_414481060_2_1_0&lang=en&selected_currency=USD&exrt=0.03040438&ext_price_total=80.98&ext_price_tax=5.97&xfc=THB&hca=m&group_children=0&req_children=0&ts=1788469865&no_rooms=1&edgtid=KzVl1qcIREOthLuwxhl49A&efpc=JmO1WiZjtVp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-14289683&utm_content=dev-desktop_los-1_bw-52_dow-Monday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-ANoLEw_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261026_ppt-B&aid=2127489&label=metagha-link-MRUS-hotel-14289683_dev-desktop_los-1_bw-52_dow-Monday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-ANoLEw_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20261026_ppt-B,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,ea7a7190d1f8a5d866a0d41aadc380ac4e35b5a12a4cd1956e15f2d96bda3b16
ChIJfyJASQCZ4jARCdgufg_IzC8,cheaptickets,CheapTickets.com,CheapTickets.com,否,117107095,upstream_adapter:expedia_family,,,https://www.cheaptickets.com/Hotel-Search?selected=117107095&startDate=2026-10-26&endDate=2026-10-27&MDPCID=CHEAPTICKETS-US.META.HPA.ORGANIC-desktop.HOTEL&langid=1033&adults=2&children=&MDPDTL=htl.117107095.20261026.20261027.DDT.52.CID..AUDID..mapresults&mpg=USD&mpf=82.03&mpj=12.34&mpr=6.97&mctc=10&rateplanid=402762173&rateplanid=402762173&mpm=24&mpn=326785318&mpo=EC&mpp=1,https://www.cheaptickets.com/Hotel-Search?selected=117107095&startDate=2026-10-26&endDate=2026-10-27&MDPCID=CHEAPTICKETS-US.META.HPA.ORGANIC-desktop.HOTEL&langid=1033&adults=2&children=&MDPDTL=htl.117107095.20261026.20261027.DDT.52.CID..AUDID..mapresults&mpg=USD&mpf=82.03&mpj=12.34&mpr=6.97&mctc=10&rateplanid=402762173&rateplanid=402762173&mpm=24&mpn=326785318&mpo=EC&mpp=1,https://www.cheaptickets.com/Hotel-Search?selected=117107095&startDate={checkin}&endDate={checkout}&MDPCID=CHEAPTICKETS-US.META.HPA.ORGANIC-desktop.HOTEL&langid=1033&adults=2&children=&MDPDTL=htl.117107095.20261026.20261027.DDT.52.CID..AUDID..mapresults&mpg=USD&mpf=82.03&mpj=12.34&mpr=6.97&mctc=10&rateplanid=402762173&rateplanid=402762173&mpm=24&mpn=326785318&mpo=EC&mpp=1,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,df77869420ec3222768849eee632c932f10afdf2b1957bd2342949059459a634
ChIJfyJASQCZ4jARCdgufg_IzC8,easemytrip,EaseMyTrip.com,EaseMyTrip.com,否,EMTHotel-9268712,upstream_adapter:easemytrip,,,https://www.easemytrip.com/hotels/metasearch.aspx?hotelID=EMTHotel-9268712&checkinDay=26&checkinMonth=10&checkinYear=2026&nights=1&adlts=2&p=81.18|12.21|USD&pl=US|desktop&curr=USD&clickId=&wlcode=Google&children=0,https://www.easemytrip.com/hotels/metasearch.aspx?hotelID=EMTHotel-9268712&checkinDay=26&checkinMonth=10&checkinYear=2026&nights=1&adlts=2&p=81.18|12.21|USD&pl=US|desktop&curr=USD&clickId=&wlcode=Google&children=0,https://www.easemytrip.com/hotels/metasearch.aspx?hotelID=EMTHotel-9268712&checkinDay={checkin_day}&checkinMonth={checkin_month}&checkinYear={checkin_year}&nights={nights}&adlts=2&p=81.18|12.21|USD&pl=US|desktop&curr=USD&clickId=&wlcode=Google&children=0,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,685a8641bde18ffb18eca9fe57e079d823824199c653414d370ef15abfc95e6b
ChIJfyJASQCZ4jARCdgufg_IzC8,edreams,eDreams,eDreams,否,117107095,upstream_adapter:expedia_family,,,https://accommodation.edreams.net/Hotel-Search?selected=117107095&startDate=2026-10-26&endDate=2026-10-27&adults=2&children=&mpf=82.03&cur=USD&mpj=12.34&MDPCID=eDreams-US.DPS.Edreams.MetaSearch-GHA.HOTEL&mpl=USD&numberOfRooms=1&locale=en_US&rffrid=h4p.hcom.US.ghaodigeo.000.000.kwrd=&pos=EDREAMS_US&rateplanid=402762173&mctc=10&utm_medium=metasearch&utm_campaign=3748427040&utm_term=hotel&utm_source=FREEBOOKING,https://accommodation.edreams.net/Hotel-Search?selected=117107095&startDate=2026-10-26&endDate=2026-10-27&adults=2&children=&mpf=82.03&cur=USD&mpj=12.34&MDPCID=eDreams-US.DPS.Edreams.MetaSearch-GHA.HOTEL&mpl=USD&numberOfRooms=1&locale=en_US&rffrid=h4p.hcom.US.ghaodigeo.000.000.kwrd=&pos=EDREAMS_US&rateplanid=402762173&mctc=10&utm_medium=metasearch&utm_campaign=3748427040&utm_term=hotel&utm_source=FREEBOOKING,https://accommodation.edreams.net/Hotel-Search?selected=117107095&startDate={checkin}&endDate={checkout}&adults=2&children=&mpf=82.03&cur=USD&mpj=12.34&MDPCID=eDreams-US.DPS.Edreams.MetaSearch-GHA.HOTEL&mpl=USD&numberOfRooms=1&locale=en_US&rffrid=h4p.hcom.US.ghaodigeo.000.000.kwrd%3D&pos=EDREAMS_US&rateplanid=402762173&mctc=10&utm_medium=metasearch&utm_campaign=3748427040&utm_term=hotel&utm_source=FREEBOOKING,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,2c145b9dbe707af603761bc6d03094be4f9da6f9f18068c344c77afd05c45bac
ChIJfyJASQCZ4jARCdgufg_IzC8,expedia,Expedia.com,Expedia.com,否,117107095,upstream_adapter:expedia_family,,,https://www.expedia.com/Hotel-Search?selected=117107095&startDate=2026-10-26&endDate=2026-10-27&MDPCID=US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.117107095.20261026.20261027.DDT.52.CID..AUDID..RRID.bex_us_desktop&mctc=10&ct=hotel&mpg=USD&mpf=82.03&mpj=12.34&mpr=6.97&mpl=USD&exp_pg=google&langid=en&ad=2&tp=&utm_source=google&utm_medium=cpc&utm_term=117107095&utm_content=mapresults&utm_campaign=HotelAds&langid=1033&adults=2&children=&rrid=bex_us_desktop&rateplanid=402762173&mpm=24&mpn=326785318&mpo=EC&mpp=1,https://www.expedia.com/Hotel-Search?selected=117107095&startDate=2026-10-26&endDate=2026-10-27&MDPCID=US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.117107095.20261026.20261027.DDT.52.CID..AUDID..RRID.bex_us_desktop&mctc=10&ct=hotel&mpg=USD&mpf=82.03&mpj=12.34&mpr=6.97&mpl=USD&exp_pg=google&langid=en&ad=2&tp=&utm_source=google&utm_medium=cpc&utm_term=117107095&utm_content=mapresults&utm_campaign=HotelAds&langid=1033&adults=2&children=&rrid=bex_us_desktop&rateplanid=402762173&mpm=24&mpn=326785318&mpo=EC&mpp=1,https://www.expedia.com/Hotel-Search?selected=117107095&startDate={checkin}&endDate={checkout}&MDPCID=US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.117107095.20261026.20261027.DDT.52.CID..AUDID..RRID.bex_us_desktop&mctc=10&ct=hotel&mpg=USD&mpf=82.03&mpj=12.34&mpr=6.97&mpl=USD&exp_pg=google&langid=en&ad=2&tp=&utm_source=google&utm_medium=cpc&utm_term=117107095&utm_content=mapresults&utm_campaign=HotelAds&langid=1033&adults=2&children=&rrid=bex_us_desktop&rateplanid=402762173&mpm=24&mpn=326785318&mpo=EC&mpp=1,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,63e01507fecea2bc6dd7848c5c18c43d6c12227751a58dbb9e5d89e34b7f5d22
ChIJfyJASQCZ4jARCdgufg_IzC8,hotels,Hotels.com,Hotels.com,否,117107095,upstream_adapter:expedia_family,,,https://www.hotels.com/Hotel-Search?selected=117107095&startDate=2026-10-26&endDate=2026-10-27&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.117107095.20261026.20261027.DDT.52.CID..AUDID.&adults=2&children=&mctc=10&mpf=82.03&mpg=USD&mpl=USD&mpj=12.34&mpr=6.97&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd=GGMETA.117107095USen-20261026-D-ABW=52-camp=-aud=-N&rateplanid=402762078&mpm=24&mpn=326785178&mpo=EC&mpp=1&locale=en_US&siteid=300000001,https://www.hotels.com/Hotel-Search?selected=117107095&startDate=2026-10-26&endDate=2026-10-27&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.117107095.20261026.20261027.DDT.52.CID..AUDID.&adults=2&children=&mctc=10&mpf=82.03&mpg=USD&mpl=USD&mpj=12.34&mpr=6.97&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd=GGMETA.117107095USen-20261026-D-ABW=52-camp=-aud=-N&rateplanid=402762078&mpm=24&mpn=326785178&mpo=EC&mpp=1&locale=en_US&siteid=300000001,https://www.hotels.com/Hotel-Search?selected=117107095&startDate={checkin}&endDate={checkout}&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.117107095.20261026.20261027.DDT.52.CID..AUDID.&adults=2&children=&mctc=10&mpf=82.03&mpg=USD&mpl=USD&mpj=12.34&mpr=6.97&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd%3DGGMETA.117107095USen-20261026-D-ABW%3D52-camp%3D-aud%3D-N&rateplanid=402762078&mpm=24&mpn=326785178&mpo=EC&mpp=1&locale=en_US&siteid=300000001,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,b6e1007e8f2a1ef21d8de36af58ef0c309a96253374391f8c447b91ebd4f9463
ChIJfyJASQCZ4jARCdgufg_IzC8,orbitz,Orbitz.com,Orbitz.com,否,117107095,upstream_adapter:expedia_family,,,https://www.orbitz.com/Hotel-Search?selected=117107095&startDate=2026-10-26&endDate=2026-10-27&adults=2&children=&MDPCID=ORBITZ-US.META.HPA.ORGANIC-desktop.HOTEL&MDPDTL=htl.117107095.20261026.20261027.DDT.52.CID..AUDID..mapresults&mpg=USD&mpf=82.03&mpj=12.34&mpr=6.97&mctc=10&rateplanid=402762173&mpm=24&mpn=326785318&mpo=EC&mpp=1,https://www.orbitz.com/Hotel-Search?selected=117107095&startDate=2026-10-26&endDate=2026-10-27&adults=2&children=&MDPCID=ORBITZ-US.META.HPA.ORGANIC-desktop.HOTEL&MDPDTL=htl.117107095.20261026.20261027.DDT.52.CID..AUDID..mapresults&mpg=USD&mpf=82.03&mpj=12.34&mpr=6.97&mctc=10&rateplanid=402762173&mpm=24&mpn=326785318&mpo=EC&mpp=1,https://www.orbitz.com/Hotel-Search?selected=117107095&startDate={checkin}&endDate={checkout}&adults=2&children=&MDPCID=ORBITZ-US.META.HPA.ORGANIC-desktop.HOTEL&MDPDTL=htl.117107095.20261026.20261027.DDT.52.CID..AUDID..mapresults&mpg=USD&mpf=82.03&mpj=12.34&mpr=6.97&mctc=10&rateplanid=402762173&mpm=24&mpn=326785318&mpo=EC&mpp=1,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,da4cebc92a0a174047ac6cd3b304448017d43755904cd9220f3306bffc26e21d
ChIJfyJASQCZ4jARCdgufg_IzC8,qantas,Qantas Hotels,Qantas Hotels,否,1225833,upstream_adapter:qantas,,,https://www.qantas.com/hotels/properties/1225833?adults=2&children=0&infants=0&checkIn=2026-10-26&checkOut=2026-10-27&utm_campaign=GoogleHotels&adType=0&utm_medium=organic-search&utm_source=Google-Hotels&utm_term=1225833&hotelID=1225833&hotel_campaign=,https://www.qantas.com/hotels/properties/1225833?adults=2&children=0&infants=0&checkIn=2026-10-26&checkOut=2026-10-27&utm_campaign=GoogleHotels&adType=0&utm_medium=organic-search&utm_source=Google-Hotels&utm_term=1225833&hotelID=1225833&hotel_campaign=,https://www.qantas.com/hotels/properties/1225833?adults=2&children=0&infants=0&checkIn={checkin}&checkOut={checkout}&utm_campaign=GoogleHotels&adType=0&utm_medium=organic-search&utm_source=Google-Hotels&utm_term=1225833&hotelID=1225833&hotel_campaign=,direct,A,L2,,,,,,,,,,通过,已确认,待核验,T1,静态详情URL已确认,2026-09-06T09:20:49-07:00,2026-09-06T09:20:49-07:00,,20260906-092202-csv-fb22d95c,f4f498f7516f1c4bb3e19b2b0825ed77ec98af573a647b74c12d8ce32062a54e
ChIJfyJASQCZ4jARCdgufg_IzC8,travelocity,Travelocity.com,Travelocity.com,否,117107095,upstream_adapter:expedia_family,,,https://www.travelocity.com/Hotel-Search?selected=117107095&startDate=2026-10-26&endDate=2026-10-27&adults=2&children=&MDPCID=travelocity-US.META.HPA.ORGANIC.HOTEL&MDPDTL=HTL.117107095.20261026.20261027.DDT.52.CID..AUDID..mapresults&mpg=USD&mpf=82.03&mpj=12.34&mpr=6.97&mctc=10&rateplanid=402762173&mpm=24&mpn=326785318&mpo=EC&mpp=1,https://www.travelocity.com/Hotel-Search?selected=117107095&startDate=2026-10-26&endDate=2026-10-27&adults=2&children=&MDPCID=travelocity-US.META.HPA.ORGANIC.HOTEL&MDPDTL=HTL.117107095.20261026.20261027.DDT.52.CID..AUDID..mapresults&mpg=USD&mpf=82.03&mpj=12.34&mpr=6.97&mctc=10&rateplanid=402762173&mpm=24&mpn=326785318&mpo=EC&mpp=1,https://www.travelocity.com/Hotel-Search?selected=117107095&startDate={checkin}&endDate={checkout}&adults=2&children=&MDPCID=travelocity-US.META.HPA.ORGANIC.HOTEL&MDPDTL=HTL.117107095.20261026.20261027.DDT.52.CID..AUDID..mapresults&mpg=USD&mpf=82.03&mpj=12.34&mpr=6.97&mctc=10&rateplanid=402762173&mpm=24&mpn=326785318&mpo=EC&mpp=1,redirect,B,L1,,,,,,,,,,通过,待确认,待核验,T0,待浏览器解析,2026-09-06T09:20:49-07:00,,,20260906-092202-csv-fb22d95c,02feffca7e106c624441b66f38e62cd091beacf83a386c91adb1e24734cdea00
