sourceId,sourceType,sourceName,relationType,targetId,targetType,targetName,seq,direction,isTerminal,routeId,role,propertiesJson
transitfacility_amap_B0LUU7QAO9,TransitFacility,贵州大学扩建二期安置房停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0LUU7QB5P,TransitFacility,西部花园小区停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0LUU7QB5P,TransitFacility,西部花园小区停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0LUU7QB5P,TransitFacility,西部花园小区停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0LUU7QB5P,TransitFacility,西部花园小区停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0LUU7QMU3,TransitFacility,朝庭四季花园停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0LUU7QMU3,TransitFacility,朝庭四季花园停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520102,AdminArea,南明区,,,,,,{}
transitfacility_amap_B0LUU7QMU3,TransitFacility,朝庭四季花园停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0LUU7QMU3,TransitFacility,朝庭四季花园停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M60GL67E,TransitFacility,贵州西众塑胶股份有限公司南侧停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M60GL67E,TransitFacility,贵州西众塑胶股份有限公司南侧停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520103,AdminArea,云岩区,,,,,,{}
transitfacility_amap_B0M60GL67E,TransitFacility,贵州西众塑胶股份有限公司南侧停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M60GL67E,TransitFacility,贵州西众塑胶股份有限公司南侧停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M60GLFI4,TransitFacility,恒大文化旅游城6组团-地下停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M60GLFI4,TransitFacility,恒大文化旅游城6组团-地下停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M60GLFI4,TransitFacility,恒大文化旅游城6组团-地下停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M60GLFI4,TransitFacility,恒大文化旅游城6组团-地下停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M60GLG5U,TransitFacility,中国建设银行(花溪支行)-地下停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M60GLG5U,TransitFacility,中国建设银行(花溪支行)-地下停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M60GLG5U,TransitFacility,中国建设银行(花溪支行)-地下停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M60GLG5U,TransitFacility,中国建设银行(花溪支行)-地下停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M60GLJNA,TransitFacility,腾龙湾B区室内停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M60GLJNA,TransitFacility,腾龙湾B区室内停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M60GLJNA,TransitFacility,腾龙湾B区室内停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M60GLJNA,TransitFacility,腾龙湾B区室内停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M60GLV38,TransitFacility,商城西路-路侧停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M60GLV38,TransitFacility,商城西路-路侧停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520115,AdminArea,观山湖区,,,,,,{}
transitfacility_amap_B0M60GLV38,TransitFacility,商城西路-路侧停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M60GLV38,TransitFacility,商城西路-路侧停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M625VPCS,TransitFacility,修文县马家桥砂石厂停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M625VPCS,TransitFacility,修文县马家桥砂石厂停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520123,AdminArea,修文县,,,,,,{}
transitfacility_amap_B0M625VPCS,TransitFacility,修文县马家桥砂石厂停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M625VPCS,TransitFacility,修文县马家桥砂石厂停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M625W20K,TransitFacility,贵州省公安厅交通管理局(交警总队)-地下停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M625W20K,TransitFacility,贵州省公安厅交通管理局(交警总队)-地下停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520102,AdminArea,南明区,,,,,,{}
transitfacility_amap_B0M625W20K,TransitFacility,贵州省公安厅交通管理局(交警总队)-地下停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M625W20K,TransitFacility,贵州省公安厅交通管理局(交警总队)-地下停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M64CK6II,TransitFacility,斗牛城山庄地上停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M64CK6II,TransitFacility,斗牛城山庄地上停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520113,AdminArea,白云区,,,,,,{}
transitfacility_amap_B0M64CK6II,TransitFacility,斗牛城山庄地上停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M64CK6II,TransitFacility,斗牛城山庄地上停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M65SHW2M,TransitFacility,恒大文化旅游城3组团停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M65SHW2M,TransitFacility,恒大文化旅游城3组团停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M65SHW2M,TransitFacility,恒大文化旅游城3组团停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M65SHW2M,TransitFacility,恒大文化旅游城3组团停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M66CBL1X,TransitFacility,黔车匠新寨停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M66CBL1X,TransitFacility,黔车匠新寨停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520115,AdminArea,观山湖区,,,,,,{}
transitfacility_amap_B0M66CBL1X,TransitFacility,黔车匠新寨停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M66CBL1X,TransitFacility,黔车匠新寨停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M67HY13P,TransitFacility,伍捌农家山庄-门前停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M67HY13P,TransitFacility,伍捌农家山庄-门前停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520102,AdminArea,南明区,,,,,,{}
transitfacility_amap_B0M67HY13P,TransitFacility,伍捌农家山庄-门前停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M67HY13P,TransitFacility,伍捌农家山庄-门前停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M67HY5GQ,TransitFacility,贵州泉集团饮品有限公司停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M67HY5GQ,TransitFacility,贵州泉集团饮品有限公司停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520113,AdminArea,白云区,,,,,,{}
transitfacility_amap_B0M67HY5GQ,TransitFacility,贵州泉集团饮品有限公司停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M67HY5GQ,TransitFacility,贵州泉集团饮品有限公司停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M69S9ZRD,TransitFacility,星湖云社区停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M69S9ZRD,TransitFacility,星湖云社区停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M69S9ZRD,TransitFacility,星湖云社区停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M69S9ZRD,TransitFacility,星湖云社区停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M69SAD45,TransitFacility,贵州铝厂工贸实业总公司轿车维修中心南侧停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M69SAD45,TransitFacility,贵州铝厂工贸实业总公司轿车维修中心南侧停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520113,AdminArea,白云区,,,,,,{}
transitfacility_amap_B0M69SAD45,TransitFacility,贵州铝厂工贸实业总公司轿车维修中心南侧停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M69SAD45,TransitFacility,贵州铝厂工贸实业总公司轿车维修中心南侧停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M69SADHG,TransitFacility,贵州科技学校(汽车产教融合实训基地)地上停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M69SADHG,TransitFacility,贵州科技学校(汽车产教融合实训基地)地上停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M69SADHG,TransitFacility,贵州科技学校(汽车产教融合实训基地)地上停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M69SADHG,TransitFacility,贵州科技学校(汽车产教融合实训基地)地上停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M6A5Z0YK,TransitFacility,经开区产投集团东南侧停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M6A5Z0YK,TransitFacility,经开区产投集团东南侧停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M6A5Z0YK,TransitFacility,经开区产投集团东南侧停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M6A5Z0YK,TransitFacility,经开区产投集团东南侧停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M6A5ZFSK,TransitFacility,中煤盘江重工有限公司停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M6A5ZFSK,TransitFacility,中煤盘江重工有限公司停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M6A5ZFSK,TransitFacility,中煤盘江重工有限公司停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M6A5ZFSK,TransitFacility,中煤盘江重工有限公司停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M6A5ZNW1,TransitFacility,贵州大学(西校区)-贤正楼地下停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M6A5ZNW1,TransitFacility,贵州大学(西校区)-贤正楼地下停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M6A5ZNW1,TransitFacility,贵州大学(西校区)-贤正楼地下停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M6A5ZNW1,TransitFacility,贵州大学(西校区)-贤正楼地下停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M6BMFFFM,TransitFacility,花溪公园地上停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M6BMFFFM,TransitFacility,花溪公园地上停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M6BMFFFM,TransitFacility,花溪公园地上停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M6BMFFFM,TransitFacility,花溪公园地上停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M6CHUDZY,TransitFacility,贵阳兴塑科技股份有限公司停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M6CHUDZY,TransitFacility,贵阳兴塑科技股份有限公司停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520113,AdminArea,白云区,,,,,,{}
transitfacility_amap_B0M6CHUDZY,TransitFacility,贵阳兴塑科技股份有限公司停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M6CHUDZY,TransitFacility,贵阳兴塑科技股份有限公司停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M6CHUW2E,TransitFacility,黔丰驾校停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M6CHUW2E,TransitFacility,黔丰驾校停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M6CHUW2E,TransitFacility,黔丰驾校停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M6CHUW2E,TransitFacility,黔丰驾校停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M6CSU49I,TransitFacility,停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M6CSU49I,TransitFacility,停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M6CSU49I,TransitFacility,停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M6CSU49I,TransitFacility,停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M6DM4PDU,TransitFacility,思杨路-路侧停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
transitfacility_amap_B0M6DM4PDU,TransitFacility,思杨路-路侧停车场,REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitfacility_amap_B0M6DM4PDU,TransitFacility,思杨路-路侧停车场,SOURCED_FROM,src_amap_spatial,DataSource,高德贵阳空间底图与景区检索快照,,,,,主来源,"{""role"":""主来源"",""fields"":[""adcode"",""address"",""amapPoiId"",""amapType"",""amapTypecode"",""city"",""coordinateSystem"",""district"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""type""]}"
transitfacility_amap_B0M6DM4PDU,TransitFacility,思杨路-路侧停车场,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitfacility_amap_B0M6DM4XEY,TransitFacility,龙岗书院地上停车场,COLLECTED_IN,batch_amap_tourism_spatial_20260826,CollectionBatch,贵阳高德旅游空间底图提取,,,,,主批次,"{""role"":""主批次""}"
