id,name,shortDesc,description,type,facilityClassCode,facilityClassName,detailType,amapPoiId,amapType,amapTypecode,province,city,district,adcode,address,telephone,website,openingHours,sourceUrl,qualityStatus,qualityNotes,rating,averageCost,tags,locatedInAdminArea,latitude,longitude,coordinateSystem,h3Index,h3IndexCoarse,geoPrecision,visitorDemandScenarios,ugcPoiSubtype,ugcLocationDescription,externalMapName,directMentionCount,identityStatus,identityResolutionMethod,possibleSameAs,sourceId,fieldSources,fieldUpdatedAt,batchId,externalIds,lastVerifiedAt,verifiedBy,dataQuality,contentHash,createdAt,updatedAt,lastSeenAt,referencedBy,archivedAt,archiveReason
transitfacility_amap_B0J6VCAYBQ,吉利汽车地面停车场,,,停车场,,,,B0J6VCAYBQ,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,花溪区,520111,大华路与孟关大道辅路交叉口东60米,,,,,,,,,,admin_520111,26.404434,106.745126,GCJ02,89400c02d63ffff,87400c02dffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0J6VCAYBQ""]",,,needs_review,f363d1c7c0cad008fb1c3b6f91c78e53eb73b811bac86fadf7a79cc5598bd00e,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0J6VCCFY8,吉利汽车地面停车场(出入口),,,停车场,,,,B0J6VCCFY8,交通设施服务;停车场;停车场出入口,150909,贵州省,贵阳市,花溪区,520111,吉利汽车地面停车场,,,,,,,,,,admin_520111,26.404434,106.745126,GCJ02,89400c02d63ffff,87400c02dffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0J6VCCFY8""]",,,needs_review,87cc44926ef86d0152aed3b51015b8333e35b05fd177bbc529118c2a11ad9610,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0J6ZAHQHQ,修文农业嘉年华5号停车场(出入口),,,停车场,,,,B0J6ZAHQHQ,交通设施服务;停车场;停车场出入口,150909,贵州省,贵阳市,修文县,520123,修文农业嘉年华5号停车场,,,,,,,,,,admin_520123,26.899146,106.791962,GCJ02,89400c791b3ffff,87400c791ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0J6ZAHQHQ""]",,,needs_review,dfbf679d0a660c3fee7aaa3b2ce14bcaafada9d3bae19e6492724b1b6491603a,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0J6ZAJ3I9,修文农业嘉年华1号地面停车场(入口),,,停车场,,,,B0J6ZAJ3I9,交通设施服务;停车场;停车场入口,150907,贵州省,贵阳市,修文县,520123,修文农业嘉年华1号停车场,,,,,,,,,,admin_520123,26.899807,106.78842,GCJ02,89400c791a3ffff,87400c791ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0J6ZAJ3I9""]",,,needs_review,868eae75ac76b5f3592a68ba3897b157d6e32c5e4adc1644150832bd85aa6b97,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0J6ZAK5JP,修文农业嘉年华1号停车场(出口),,,停车场,,,,B0J6ZAK5JP,交通设施服务;停车场;停车场出口,150908,贵州省,贵阳市,修文县,520123,修文农业嘉年华1号停车场,,,,,,,,,,admin_520123,26.899033,106.789923,GCJ02,89400c791a3ffff,87400c791ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0J6ZAK5JP""]",,,needs_review,c9df558aeeee85c4ff437cbf641ef84fd779e4dc0e2429c578dc7187b8cc419d,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0J6ZAL06N,修文农业嘉年华5号停车场,,,停车场,,,,B0J6ZAL06N,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,修文县,520123,六屯镇独山村修文农业嘉年华,,,,,,,,,,admin_520123,26.899146,106.791962,GCJ02,89400c791b3ffff,87400c791ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0J6ZAL06N""]",,,needs_review,00e6e1ddc689c9e3dc9f76789eebade9b6f86469aca840f31252f2462d32ab5a,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0J6ZRS25G,停车场,,,停车场,,,,B0J6ZRS25G,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,开阳县,520121,开州大道与紫江路交叉口西北100米,,,,,,,,,,admin_520121,27.053791,106.977769,GCJ02,89400eb033bffff,87400eb03ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0J6ZRS25G""]",,,needs_review,1f2fc49f8934e673a625b3d6ec894ff600a651281c875adad46151f0be7bf5c1,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0J6ZRUWHS,一品城B区停车场,,,停车场,,,,B0J6ZRUWHS,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,息烽县,520122,虎城大道与阳光路交叉口西180米,,,24小时营业,,,,,,,admin_520122,27.085143,106.739344,GCJ02,89400ea62a3ffff,87400ea62ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""openingHours:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""openingHours:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0J6ZRUWHS""]",,,needs_review,f91571e0f9769cea8571aff20aec1808633bd731b70c110f808c635ba1739a28,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0J6ZRVBMS,威尔豪斯家居体验中心停车场,,,停车场,,,,B0J6ZRVBMS,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,花溪区,520111,富源南路与同心路交叉口北160米,,,,,,,,,,admin_520111,26.461784,106.744756,GCJ02,89400c00c63ffff,87400c00cffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0J6ZRVBMS""]",,,needs_review,d9245ad73509770209e80e412c1b207bf7f53ce8ed9693e94661138f5031c522,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0JA2HBN7A,贵阳南明吉源希尔顿惠庭酒店地面停车场,,,停车场,,,,B0JA2HBN7A,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,南明区,520102,西南环线96号贵阳南明吉源希尔顿惠庭酒店,,,,,,,,,,admin_520102,26.524769,106.778614,GCJ02,89400c01a97ffff,87400c01affffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0JA2HBN7A""]",,,needs_review,c84e6d81560b8abf05cc2694b23d626bfe04382260238f8320689ea2aaa9adf2,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0JA2HI2O1,贵阳南明吉源希尔顿惠庭酒店地面停车场(出入口),,,停车场,,,,B0JA2HI2O1,交通设施服务;停车场;停车场出入口,150909,贵州省,贵阳市,南明区,520102,航空港希尔顿惠庭酒店地面停车场,,,,,,,,,,admin_520102,26.524758,106.77824,GCJ02,89400c0184bffff,87400c01affffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0JA2HI2O1""]",,,needs_review,0fd819eee21c8bf3392776fb66111e053e225e8ec784370b14852c4e85a11a4b,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0JA4AVHLR,一邓范牛肉粉,,,停车场,,,,B0JA4AVHLR,交通设施服务;停车场;停车场相关,150900,贵州省,贵阳市,清镇市,520181,卫城镇荆州街下段荆州路120号,13312213321,,24小时营业,,,,3.3,,"[""牛肉粉""]",admin_520181,26.75721,106.34645,GCJ02,894008934abffff,874008934ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""telephone:src_amap_spatial"",""openingHours:src_amap_spatial"",""tags:src_amap_spatial"",""rating:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""telephone:2026-08-26"",""openingHours:2026-08-26"",""tags:2026-08-26"",""rating:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0JA4AVHLR""]",,,needs_review,e7c8f4af3214ebdccc45603f6f81cc801eb7a817483de7883ffef77bf89db831,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0JA7AXPEL,地面停车场,,,停车场,,,,B0JA7AXPEL,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,白云区,520113,铝兴南路与同心东路交叉口东80米,,,,,,,,,,admin_520113,26.683367,106.662814,GCJ02,89400c7296bffff,87400c729ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0JA7AXPEL""]",,,needs_review,5fea1839f758216652e4e3aede5141b1a805e7e701ad12158867ce697e7e63e1,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0JABAV4YD,中铁阅山湖云著1栋,,,停车场,,,,B0JABAV4YD,交通设施服务;停车场;停车场相关,150900,贵州省,贵阳市,观山湖区,520115,云潭北路8号中铁阅山湖云著,,,,,,,,,,admin_520115,26.636523,106.612146,GCJ02,89400c76697ffff,87400c766ffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0JABAV4YD""]",,,needs_review,cef2e420a039060d1724ca6b3d28116a7594b3f135045a6f1f76d351dd4ccac7,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0JABHTOVJ,贵州万福汽车销售服务有限公司地面停车场(出入口),,,停车场,,,,B0JABHTOVJ,交通设施服务;停车场;停车场出入口,150909,贵州省,贵阳市,花溪区,520111,贵州万福汽车销售服务有限公司地面停车场,,,,,,,,,,admin_520111,26.401213,106.744521,GCJ02,89400c02d77ffff,87400c02dffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0JABHTOVJ""]",,,needs_review,d35cce7bb7868b401b07fbe19144f2ff227c502b6291daf9ef44f6909f218f03,2026-08-26,2026-08-26,2026-08-26,0,,
transitfacility_amap_B0JABHTOVK,贵州万福汽车销售服务有限公司地面停车场,,,停车场,,,,B0JABHTOVK,交通设施服务;停车场;公共停车场,150904,贵州省,贵阳市,花溪区,520111,孟关大道与福雷路交叉口东北40米,,,,,,,,,,admin_520111,26.401213,106.744521,GCJ02,89400c02d77ffff,87400c02dffffff,exact,,,,,,source_only,source_external_id,,src_amap_spatial,"[""name:src_amap_spatial"",""type:src_amap_spatial"",""externalIds:src_amap_spatial"",""amapPoiId:src_amap_spatial"",""amapType:src_amap_spatial"",""amapTypecode:src_amap_spatial"",""province:src_amap_spatial"",""city:src_amap_spatial"",""district:src_amap_spatial"",""adcode:src_amap_spatial"",""address:src_amap_spatial"",""latitude:src_amap_spatial"",""longitude:src_amap_spatial"",""coordinateSystem:src_amap_spatial"",""h3Index:src_amap_spatial"",""h3IndexCoarse:src_amap_spatial"",""geoPrecision:src_amap_spatial"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-08-26"",""type:2026-08-26"",""externalIds:2026-08-26"",""amapPoiId:2026-08-26"",""amapType:2026-08-26"",""amapTypecode:2026-08-26"",""province:2026-08-26"",""city:2026-08-26"",""district:2026-08-26"",""adcode:2026-08-26"",""address:2026-08-26"",""latitude:2026-08-26"",""longitude:2026-08-26"",""coordinateSystem:2026-08-26"",""h3Index:2026-08-26"",""h3IndexCoarse:2026-08-26"",""geoPrecision:2026-08-26"",""locatedInAdminArea:2026-09-15""]",amap-tourism-spatial-20260826,"[""amap:B0JABHTOVK""]",,,needs_review,da799078904cf0dde321edf386a4c65cf265b0dbe6cac80dad6d8db304f2ecbf,2026-08-26,2026-08-26,2026-08-26,0,,
