id,alias,normalizedAlias,targetType,targetId,resolveMode,geocodeLat,geocodeLng,targetCell,targetCellR9,cellComputedAt,adminScope,priority,mentionCount,aliasSource,status,sourceId,externalIds,batchId,dataQuality,createdAt,updatedAt,lastSeenAt,contentHash
pa_83e47113930e,希尔曼酒店,希尔曼酒店,Accommodation,hotel_ctrip_118985825,点半径,,,88400c0435fffff,89400c05c97ffff,2026-09-16,admin_520111,35,0,人工补录,启用,src_grid_derive,"[""alias:希尔曼酒店:Accommodation:hotel_ctrip_118985825""]",alias-ctrip-hotel-20260916,needs_review,2026-09-16,2026-09-16,2026-09-16,7dcf36c31ee32fe7b240a55280ee7bdecaf93c8d5d5009ebc9efed864875467c
pa_9205084874ff,希尔雅曼酒店(开阳云开广场店),希尔雅曼酒店,Accommodation,hotel_ctrip_74986395,点半径,,,88400eb1d9fffff,89400eb1d97ffff,2026-09-16,admin_520121_d0012457,45,0,平台别名,启用,src_grid_derive,"[""alias:希尔雅曼酒店(开阳云开广场店):Accommodation:hotel_ctrip_74986395""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,18a3eee6e0a7f5204017df99268549c19f5a10b9436c6ccf7d1851985f232a91
pa_f3937842b9d3,希尔雅曼酒店,希尔雅曼酒店,Accommodation,hotel_ctrip_74986395,点半径,,,88400eb1d9fffff,89400eb1d97ffff,2026-09-16,admin_520121,35,0,人工补录,启用,src_grid_derive,"[""alias:希尔雅曼酒店:Accommodation:hotel_ctrip_74986395""]",alias-ctrip-hotel-20260916,needs_review,2026-09-16,2026-09-16,2026-09-16,d5406174bf25d4b62ab88d66ac170287766df55d133bf4ef311f393ddc2e7f73
pa_8e7a3163ddff,希尔雅曼酒店(开阳云开广场店)-门前停车场,希尔雅曼酒店-门前停车场,TransitFacility,transitfacility_amap_B0LR5DB19O,点半径,,,88400eb1d9fffff,89400eb1d97ffff,2026-09-16,admin_520121,65,,官方名,启用,src_grid_derive,"[""alias:希尔雅曼酒店(开阳云开广场店)-门前停车场:TransitFacility:transitfacility_amap_B0LR5DB19O""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,ddeb22b23a387fb7b4cbebb24f413f3100e5490063ead6f9f50000c5161855fb
alias_9fe73393-9bb4-48bf-bff7-eda55023262a,希尔顿欢朋酒店-欢朋餐厅(大唐·东原财富广场店),希尔顿欢朋酒店-欢朋餐厅,FoodAndBeverage,food_6ab9317f-3fa3-4673-a7a6-bebf89a9d59f,点半径,,,88400c0d81fffff,89400c0d80bffff,2026-09-16,admin_520115,70,,平台别名,启用,src_amap,"[""alias:希尔顿欢朋酒店-欢朋餐厅(大唐·东原财富广场店):FoodAndBeverage:food_6ab9317f-3fa3-4673-a7a6-bebf89a9d59f""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,096e1ba4eb3ea0bbf0fa6a1dcdfc62822227578ba1098721c1a49d8732879dbe
alias_c6107f0a-fc70-4292-bd46-82e4bf438bbd,希尔顿欢朋酒店餐厅(花溪大道店),希尔顿欢朋酒店餐厅,FoodAndBeverage,food_135fd175-6dbe-4102-812e-c2e37617fda0,点半径,,,88400c0c4bfffff,89400c0c4a3ffff,2026-09-16,admin_520102,70,,平台别名,启用,src_amap,"[""alias:希尔顿欢朋酒店餐厅(花溪大道店):FoodAndBeverage:food_135fd175-6dbe-4102-812e-c2e37617fda0""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,bf7bc15ca8e874e545c406cf069ff999af528c6bf61bd8695b6cca610ab5ab40
pa_7ac9cea5a25f,希岸·轻雅酒店(贵阳花果园白宫艺术中心店),希岸·轻雅酒店,Accommodation,hotel_ctrip_17881764,点半径,,,88400c0c43fffff,89400c0c4afffff,2026-09-16,admin_520102_e4faf8f5,45,0,平台别名,启用,src_grid_derive,"[""alias:希岸·轻雅酒店(贵阳花果园白宫艺术中心店):Accommodation:hotel_ctrip_17881764""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,f26e1fc84252337e9028924585a11d979245662453df1d133ca2412c84502f1b
pa_cb090f7b26f4,希岸·轻雅酒店(贵阳国际会展中心金融城店),希岸·轻雅酒店,Accommodation,hotel_ctrip_46572486,点半径,,,88400c0da3fffff,89400c0da77ffff,2026-09-16,admin_520115_a1dc1c89,45,0,平台别名,启用,src_grid_derive,"[""alias:希岸·轻雅酒店(贵阳国际会展中心金融城店):Accommodation:hotel_ctrip_46572486""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,f7b95e558f68d9251c28693ac145b292589f4846995bdd57a304727011f4c27b
pa_b549d2064931,希岸·轻雅酒店,希岸·轻雅酒店,Accommodation,hotel_ctrip_17881764,点半径,,,88400c0c43fffff,89400c0c4afffff,2026-09-16,admin_520102,35,0,人工补录,启用,src_grid_derive,"[""alias:希岸·轻雅酒店:Accommodation:hotel_ctrip_17881764""]",alias-ctrip-hotel-20260916,needs_review,2026-09-16,2026-09-16,2026-09-16,05a0404b06c3184a3ecd4c988e6ebd1f54fe4c4b7872432c85451b6f67964f1f
pa_f10850ab61ea,希岸·轻雅酒店,希岸·轻雅酒店,Accommodation,hotel_ctrip_46572486,点半径,,,88400c0da3fffff,89400c0da77ffff,2026-09-16,admin_520115,35,0,人工补录,启用,src_grid_derive,"[""alias:希岸·轻雅酒店:Accommodation:hotel_ctrip_46572486""]",alias-ctrip-hotel-20260916,needs_review,2026-09-16,2026-09-16,2026-09-16,d6a3170bf8645196e20cdf5b2012c4b789ae8d9d1e19d6a4b97498cb7b9b5f2a
pa_b21415106216,希岸酒店(贵阳甲秀楼青云市集店),希岸酒店,Accommodation,hotel_ctrip_122459831,点半径,,,88400c0f11fffff,89400c0f117ffff,2026-09-16,admin_520102_e4faf8f5,45,0,平台别名,启用,src_grid_derive,"[""alias:希岸酒店(贵阳甲秀楼青云市集店):Accommodation:hotel_ctrip_122459831""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,b291b7cb5edcfc05e65852cd03d1dd0df071e4c9ec3fd02da18d43e5a16533c0
pa_cffbf3c1fdf4,希岸酒店(贵阳国际会展中心金融城店),希岸酒店,Accommodation,hotel_ctrip_52801571,点半径,,,88400c0da1fffff,89400c0da07ffff,2026-09-16,admin_520115_a1dc1c89,45,0,平台别名,启用,src_grid_derive,"[""alias:希岸酒店(贵阳国际会展中心金融城店):Accommodation:hotel_ctrip_52801571""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,3b875c56c5065eec1a79dd7b0a03719fa59df4385b7782cdf2914795b89e55ab
pa_e51e82fc28ce,希岸酒店(贵阳花果园财富广场五里冲地铁站店),希岸酒店,Accommodation,hotel_ctrip_28705818,点半径,,,88400c0c51fffff,89400c0c517ffff,2026-09-16,admin_520102_e4faf8f5,45,0,平台别名,启用,src_grid_derive,"[""alias:希岸酒店(贵阳花果园财富广场五里冲地铁站店):Accommodation:hotel_ctrip_28705818""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,58d98f384265c48bd7e9378c72faea7c26a759feb1d9344ff82517002465842c
pa_056462e33603,希岸酒店,希岸酒店,Accommodation,hotel_ctrip_52801571,点半径,,,88400c0da1fffff,89400c0da07ffff,2026-09-16,admin_520115,35,0,人工补录,启用,src_grid_derive,"[""alias:希岸酒店:Accommodation:hotel_ctrip_52801571""]",alias-ctrip-hotel-20260916,needs_review,2026-09-16,2026-09-16,2026-09-16,95e8a15bfe78cbfcace8ba7a034913b9c52ace511adccc880d5017fbe0686d2e
pa_0c32acf70c60,希岸酒店,希岸酒店,Accommodation,hotel_ctrip_28705818,点半径,,,88400c0c51fffff,89400c0c517ffff,2026-09-16,admin_520102,35,0,人工补录,启用,src_grid_derive,"[""alias:希岸酒店:Accommodation:hotel_ctrip_28705818""]",alias-ctrip-hotel-20260916,needs_review,2026-09-16,2026-09-16,2026-09-16,1b5ec7669a2864ba67eb171b41b8de7e71f73d103ce07407c69bff356eb0870b
pa_2125fec82997,希岸酒店,希岸酒店,Accommodation,hotel_ctrip_122459831,点半径,,,88400c0f11fffff,89400c0f117ffff,2026-09-16,admin_520102,35,0,人工补录,启用,src_grid_derive,"[""alias:希岸酒店:Accommodation:hotel_ctrip_122459831""]",alias-ctrip-hotel-20260916,needs_review,2026-09-16,2026-09-16,2026-09-16,66735396185dbca39145325e1ed305e6ebe82177a5ab8128cfb6d549e5990914
alias_1b669182-25e8-47e1-8ad3-002167e9ac9c,希希妈手工鲜肉烤肠,希希妈手工鲜肉烤肠,FoodAndBeverage,food_46e63d75-d6b8-4972-9d2c-4edd37c4762c,点半径,,,88400c0d9bfffff,89400c0d9abffff,2026-09-16,admin_520115,70,,平台别名,启用,src_amap,"[""alias:希希妈手工鲜肉烤肠:FoodAndBeverage:food_46e63d75-d6b8-4972-9d2c-4edd37c4762c""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,46a61e9cb987d02a662fafc10595989ea647ae66bec5eb8fc09b35a4c353db75
alias_8cd230a6-83ff-4367-b49d-9c2841a0c73c,希希铁板烧,希希铁板烧,FoodAndBeverage,food_5741e43d-74f3-4209-8ce0-de34eb193c35,点半径,,,88400c0dabfffff,89400c0daabffff,2026-09-16,admin_520115,70,,平台别名,启用,src_amap,"[""alias:希希铁板烧:FoodAndBeverage:food_5741e43d-74f3-4209-8ce0-de34eb193c35""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,7d40c7964c0a2f9ca61e8dea4d062b3e80789dcbc3a935de8ad52521dc155e65
alias_99110ecf-0f52-4152-9a56-5a6da3180a80,希怡花溪牛肉粉,希怡花溪牛肉粉,FoodAndBeverage,food_29568738-5c50-4403-829c-5f97ca8a461f,点半径,,,88400c071dfffff,89400c071cbffff,2026-09-16,admin_520111,70,,平台别名,启用,src_amap,"[""alias:希怡花溪牛肉粉:FoodAndBeverage:food_29568738-5c50-4403-829c-5f97ca8a461f""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,632432b3b65ea0ebd28b4e3ca23b060420a3a43fbadd9852fe7eb1335bb7ea26
pa_a0009f5af617,希悦商务酒店(贵阳北站店),希悦商务酒店,Accommodation,hotel_ctrip_9628434,点半径,,,88400c0dc7fffff,89400c0dc7bffff,2026-09-16,admin_520115_a1dc1c89,45,,平台别名,启用,src_grid_derive,"[""alias:希悦商务酒店(贵阳北站店):Accommodation:hotel_ctrip_9628434""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,d7808ff9092dfcfffff02fb76130f86d0412ea137f16704162a25770abf8e8cb
pa_a248da30c178,希悦观景智能影院酒店(贵阳国际会展中心店),希悦观景智能影院酒店,Accommodation,hotel_ctrip_127087511,点半径,,,88400c0d87fffff,89400c0d863ffff,2026-09-16,admin_520115_a1dc1c89,45,,平台别名,启用,src_grid_derive,"[""alias:希悦观景智能影院酒店(贵阳国际会展中心店):Accommodation:hotel_ctrip_127087511""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,d58b86bd6232fc25c7ea831f17a4ebce376e2d0e850f5858895ddcd949376086
pa_4a2365919383,希望城人防地下室停车场,希望城人防地下室停车场,TransitFacility,transitfacility_amap_B0FFHXMD2M,点半径,,,88400ea60dfffff,89400ea60cfffff,2026-09-16,admin_520122,65,,官方名,启用,src_grid_derive,"[""alias:希望城人防地下室停车场:TransitFacility:transitfacility_amap_B0FFHXMD2M""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,82487d1a2af7d958548fca8d298a47a32ea54fc85d661cfba55f1e4bc3d34d9d
pa_b1be56f7cd25,希洱漫民宿(花果园双子塔方圆荟海豚广场店),希洱漫民宿,Accommodation,hotel_ctrip_79475385,点半径,,,88400c0c43fffff,89400c0c4afffff,2026-09-16,admin_520102_e4faf8f5,45,0,平台别名,启用,src_grid_derive,"[""alias:希洱漫民宿(花果园双子塔方圆荟海豚广场店):Accommodation:hotel_ctrip_79475385""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,a4461793cb09e91e93fae4b9ed255aa4bbb7a90c5213b1752f35baafeb175494
pa_50c881d7baea,希洱漫民宿,希洱漫民宿,Accommodation,hotel_ctrip_79475385,点半径,,,88400c0c43fffff,89400c0c4afffff,2026-09-16,admin_520102,35,0,人工补录,启用,src_grid_derive,"[""alias:希洱漫民宿:Accommodation:hotel_ctrip_79475385""]",alias-ctrip-hotel-20260916,needs_review,2026-09-16,2026-09-16,2026-09-16,fc7c43370f6d9465bf7fb0644a1fdaac6d12d08bf078efb934c037f20d3992f1
pa_cfa56420389b,希海岸酒店(贵阳花果园店),希海岸酒店,Accommodation,hotel_ctrip_36453126,点半径,,,88400c0c55fffff,89400c0c557ffff,2026-09-16,admin_520102_e4faf8f5,45,,平台别名,启用,src_grid_derive,"[""alias:希海岸酒店(贵阳花果园店):Accommodation:hotel_ctrip_36453126""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,dcd9910ef732a514e5ff55605a12e6f27e322f5425eeaa1bf41e680c3b2a9a3c
pa_2d1e44e5105a,希莱曼酒店(贵阳花溪大学城店),希莱曼酒店,Accommodation,hotel_ctrip_121872268,点半径,,,88400c063bfffff,89400c06333ffff,2026-09-16,admin_520111_74414d97,45,0,平台别名,启用,src_grid_derive,"[""alias:希莱曼酒店(贵阳花溪大学城店):Accommodation:hotel_ctrip_121872268""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,e1aab4888df1ac5c9d3e59eaf52b63f89882742158dfd49700006cd8b55e00b6
pa_a81eef636a6a,希莱曼酒店,希莱曼酒店,Accommodation,hotel_ctrip_121872268,点半径,,,88400c063bfffff,89400c06333ffff,2026-09-16,admin_520111,35,0,人工补录,启用,src_grid_derive,"[""alias:希莱曼酒店:Accommodation:hotel_ctrip_121872268""]",alias-ctrip-hotel-20260916,needs_review,2026-09-16,2026-09-16,2026-09-16,1eb39788cb879cbfe84fd73229312d8884ef78aeeee3b7aee5da2cbcfc4181fd
pa_118b16ccd8f7,希莱曼酒店贵阳花溪大学城店停车场,希莱曼酒店贵阳花溪大学城店停车场,TransitFacility,transitfacility_amap_B0K3PS5NV3,点半径,,,88400c063bfffff,89400c063abffff,2026-09-16,admin_520111,65,,官方名,启用,src_grid_derive,"[""alias:希莱曼酒店贵阳花溪大学城店停车场:TransitFacility:transitfacility_amap_B0K3PS5NV3""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,26512f87b824d3c312d038e321a964667448bcc585ff591b8742af94188d9d8c
alias_9478bfb5-500e-4a81-9d28-e8f624fe76c8,帕丽萍新疆羊肉串(乌当店),帕丽萍新疆羊肉串,FoodAndBeverage,food_11af44d8-9f87-43c8-8347-1d6cdc838e7c,点半径,,,88400c08b1fffff,89400c08b0bffff,2026-09-16,admin_520112,70,,平台别名,启用,src_amap,"[""alias:帕丽萍新疆羊肉串(乌当店):FoodAndBeverage:food_11af44d8-9f87-43c8-8347-1d6cdc838e7c""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,fd885d4b8f0b2575fe64f7e83a7e72249affe656b7773bc56794c424766a9b57
alias_9f1be087-f578-4601-a7de-72b8aea3d887,帕可PaCook宠物烘培,帕可PaCook宠物烘培,FoodAndBeverage,food_02137ac7-f1fc-4faf-87d6-100d88e705ff,点半径,,,88400c0f2dfffff,89400c0f2cbffff,2026-09-16,admin_520103,70,,平台别名,启用,src_amap,"[""alias:帕可PaCook宠物烘培:FoodAndBeverage:food_02137ac7-f1fc-4faf-87d6-100d88e705ff""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,4c3bd5f525b5c755b4bf0cb2022b5c7d39f398cae9a00653e645a595b0d67fb2
alias_3bb003e2-cbe4-4543-a89d-d43e490834bd,帕尼尼咖啡(贵阳万达生态城·万黔街店),帕尼尼咖啡,FoodAndBeverage,food_2f9f797f-f846-499e-a42e-13fa8aa0a45a,点半径,,,88400c0d39fffff,89400c0d38fffff,2026-09-16,admin_520103,70,,平台别名,启用,src_amap,"[""alias:帕尼尼咖啡(贵阳万达生态城·万黔街店):FoodAndBeverage:food_2f9f797f-f846-499e-a42e-13fa8aa0a45a""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,440e1c8c0a068d7fe649963f61cf3acfdaf31bc1c4f07301900c43512292268e
alias_3678ec49-5adc-4954-8df9-a620eaa72a82,帕帕珍味(花溪明珠广场店),帕帕珍味,FoodAndBeverage,food_9a2a117e-dc43-47e0-b3fb-834681e57757,点半径,,,88400c0625fffff,89400c0625bffff,2026-09-16,admin_520111,70,,平台别名,启用,src_amap,"[""alias:帕帕珍味(花溪明珠广场店):FoodAndBeverage:food_9a2a117e-dc43-47e0-b3fb-834681e57757""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,b187b4c9fab2f375251b2e673dc3391e8917cff9466d0e8f81e0cdf813476949
alias_d125c2aa-b176-4270-a5d8-3f79d8c0d514,帕帕珍味(龙洞堡店),帕帕珍味,FoodAndBeverage,food_97eae3e4-ad43-499a-8881-41a5ee96ceeb,点半径,,,88400c0f4dfffff,89400c0f4dbffff,2026-09-16,admin_520102,70,,平台别名,启用,src_amap,"[""alias:帕帕珍味(龙洞堡店):FoodAndBeverage:food_97eae3e4-ad43-499a-8881-41a5ee96ceeb""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,9608365ef38e00c97d0465294e735dfec2fd2399a7aa7413bce5987fb95c98f8
alias_056b8ea5-f273-439e-b803-015ef268d50f,帕帕珍味·现烤面包(花果园购物中心店),帕帕珍味·现烤面包,FoodAndBeverage,food_54609029-27bc-4c86-8419-0d18a654bdd9,点半径,,,88400c0c47fffff,89400c0c477ffff,2026-09-16,admin_520102,70,,平台别名,启用,src_amap,"[""alias:帕帕珍味·现烤面包(花果园购物中心店):FoodAndBeverage:food_54609029-27bc-4c86-8419-0d18a654bdd9""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,d93ff27384650c031d209ce212cda28c4a6c23aa2bf3606706c6be96a0279d51
alias_0fb1d047-0548-46c2-91ad-e197b5b361ea,帕帕珍味·现烤面包(未来方舟店),帕帕珍味·现烤面包,FoodAndBeverage,food_75738e66-8f76-469f-82d5-c660242475c3,点半径,,,88400c0f21fffff,89400c0f20bffff,2026-09-16,admin_520103,70,,平台别名,启用,src_amap,"[""alias:帕帕珍味·现烤面包(未来方舟店):FoodAndBeverage:food_75738e66-8f76-469f-82d5-c660242475c3""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,19694879a1e55fad235abc018512788eb3ec91ead14d0f407a399eff4dd1e671
alias_669c842f-b58a-491f-94fd-351f2f61f523,帕帕珍味·现烤面包(金融城店),帕帕珍味·现烤面包,FoodAndBeverage,food_e6de705f-3cba-45b7-9ef8-757cdb6e218d,点半径,,,88400c0dabfffff,89400c0daa3ffff,2026-09-16,admin_520115,70,,平台别名,启用,src_amap,"[""alias:帕帕珍味·现烤面包(金融城店):FoodAndBeverage:food_e6de705f-3cba-45b7-9ef8-757cdb6e218d""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,cc8b0a154318707081fbaa690330d6792d894f6d483cf3853047e36443f9ab4f
alias_a4e1a496-e46c-4e8e-885f-f218c1a08caf,帕帕珍味·现烤面包(贵阳龙湾万达广场店),帕帕珍味·现烤面包,FoodAndBeverage,food_0acc822a-be74-46aa-a63c-72160f0dfe52,点半径,,,88400c0e01fffff,89400c0e017ffff,2026-09-16,admin_520111,70,,平台别名,启用,src_amap,"[""alias:帕帕珍味·现烤面包(贵阳龙湾万达广场店):FoodAndBeverage:food_0acc822a-be74-46aa-a63c-72160f0dfe52""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,0a9514152aab2d8c4d0e01681b7242713744746c36345d0e765383ddbca37c40
alias_1356a2de-48c2-4804-ba52-501e577fecd8,帕帕珍味省政府店,帕帕珍味省政府店,FoodAndBeverage,food_1effb7a3-98c6-4090-b172-80a933af9429,点半径,,,88400c0d51fffff,89400c0d517ffff,2026-09-16,admin_520103,70,,平台别名,启用,src_amap,"[""alias:帕帕珍味省政府店:FoodAndBeverage:food_1effb7a3-98c6-4090-b172-80a933af9429""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,ed81dae32950615f2db43a96f1c56611f111b8dd57639b305ea3f5b2d30c058f
pa_2ece60569252,帕斯电竞酒店,帕斯电竞酒店,Accommodation,hotel_ctrip_113020200,点半径,,,88400c0e01fffff,89400c0e017ffff,2026-09-16,admin_520111_74414d97,45,,平台别名,启用,src_grid_derive,"[""alias:帕斯电竞酒店:Accommodation:hotel_ctrip_113020200""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,96585bfcddb2a52f64b2efe8c832fe14197ab4afa58cba729afe62c82a42e781
alias_4eced906-cebe-4ca1-bc4e-4acb35b84e72,帕沙曼(贵阳南明店),帕沙曼,FoodAndBeverage,food_4b2ab733-35ce-4220-9fc4-0a409334dfa2,点半径,,,88400c01a5fffff,89400c01a47ffff,2026-09-16,admin_520102,70,,平台别名,启用,src_amap,"[""alias:帕沙曼(贵阳南明店):FoodAndBeverage:food_4b2ab733-35ce-4220-9fc4-0a409334dfa2""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,9916ab6f1e902aed725f351bb07f3a618db69a77967f2d69bae69e75dabcaf78
pa_594f5397b63b,帕鲁·水族馆,帕鲁·水族馆,Area,area_amap_B0MGFZ3LMY,点半径,,,88400c0d97fffff,89400c0d963ffff,2026-09-16,admin_520115,80,0,官方名,启用,src_grid_derive,"[""alias:帕鲁·水族馆:Area:area_amap_B0MGFZ3LMY""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,dc5a95dcf42311ab53f84442f828e7cc97e1cfc222f48dcaf065a1aa407e0faa
pa_c5477732044f,帝景民宿,帝景民宿,Accommodation,hotel_ctrip_120847762,点半径,,,88400c0ca7fffff,89400c0ca73ffff,2026-09-16,admin_520115_a1dc1c89,45,,平台别名,启用,src_grid_derive,"[""alias:帝景民宿:Accommodation:hotel_ctrip_120847762""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,29efd37584fa7a778e6a2044866b11c082bfa1a8aac312ec39c456803db3b562
alias_bd8f1ba3-86dd-4c02-8bb8-45df88372858,帝王叫花鸡(利鑫苑店),帝王叫花鸡,FoodAndBeverage,food_13db83a8-fefc-474f-b1f5-0cfc6b2eacb4,点半径,,,88400c0e21fffff,89400c0e20bffff,2026-09-16,admin_520102,70,,平台别名,启用,src_amap,"[""alias:帝王叫花鸡(利鑫苑店):FoodAndBeverage:food_13db83a8-fefc-474f-b1f5-0cfc6b2eacb4""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,4953307d2caf613d1ec61a052bac9ee0d1f800b5ae19d9e5c535525abf2e1017
pa_6c964b1beb14,帝璟佳苑停车场,帝璟佳苑停车场,TransitFacility,transitfacility_amap_B03530P8CV,点半径,,,88400c770dfffff,89400c770d7ffff,2026-09-16,admin_520113,65,,官方名,启用,src_grid_derive,"[""alias:帝璟佳苑停车场:TransitFacility:transitfacility_amap_B03530P8CV""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,b17b17baddff52cdb04b0adbef9fe82cedfc8d165a873782a99db0c099a16e4f
alias_19633ca8-8fd3-4c6c-8a4f-c53b3f2fad13,帝豪一品香酒楼,帝豪一品香酒楼,FoodAndBeverage,food_9e69302e-01f0-4928-b6ff-7e77c375a9ec,点半径,,,88400c7ab7fffff,89400c7ab6bffff,2026-09-16,admin_520123,70,,平台别名,启用,src_amap,"[""alias:帝豪一品香酒楼:FoodAndBeverage:food_9e69302e-01f0-4928-b6ff-7e77c375a9ec""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,03abd249931dc343db3815d528218b1369beb73d51d9886a925673abbdf86ae5
pa_ac97f27df071,帝豪商务酒店(贵阳火车站店),帝豪商务酒店,Accommodation,hotel_ctrip_808016,点半径,,,88400c0f1bfffff,89400c0f1a7ffff,2026-09-16,admin_520102_e4faf8f5,45,,平台别名,启用,src_grid_derive,"[""alias:帝豪商务酒店(贵阳火车站店):Accommodation:hotel_ctrip_808016""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,6d3c4b7592dc424640202b4667eca277206d3bba60b39081cdbddf122bafd665
alias_02d82876-8939-466b-9eed-914ef71f1208,帝雅轩(中铁·逸都国际店),帝雅轩,FoodAndBeverage,food_43469550-2ab4-4a9b-8e33-a7098f16c56a,点半径,,,88400c0ca3fffff,89400c0ca37ffff,2026-09-16,admin_520115,70,,平台别名,启用,src_amap,"[""alias:帝雅轩(中铁·逸都国际店):FoodAndBeverage:food_43469550-2ab4-4a9b-8e33-a7098f16c56a""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,484a0e5cabe256f2c82a6d91462c8109b13e2fe9b3cec0ad6c83209ca222f43d
pa_3d2e5e316c9b,带状公园,带状公园,Area,area_amap_B0FFKJVVUZ,点半径,,,88400c1485fffff,89400c1485bffff,2026-09-16,admin_520111,80,0,官方名,启用,src_grid_derive,"[""alias:带状公园:Area:area_amap_B0FFKJVVUZ""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,5e3d26c15c127a8d85191f88887a351f1dfa6d5b90a25640dba87979c360f147
alias_10ad1061-badb-4c28-8ef0-477fbe39c262,带皮牛肉粉(中兴世家东区店),带皮牛肉粉,FoodAndBeverage,food_c7ff8fa4-5316-4216-8aac-1ad5e729e21a,点半径,,,88400c0e43fffff,89400c0e437ffff,2026-09-16,admin_520111,70,,平台别名,启用,src_amap,"[""alias:带皮牛肉粉(中兴世家东区店):FoodAndBeverage:food_c7ff8fa4-5316-4216-8aac-1ad5e729e21a""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,2f5bfba77925016e710f8001b869cbb78677f6aac8097f8105b63c86f70a069d
alias_7cd714dd-4a80-49ee-8755-a2fab5ba9bd0,席家豆腐圆子(交通街),席家豆腐圆子,FoodAndBeverage,food_9e07576e-e09d-4af7-ae0d-3f6c86ee50e4,点半径,,,88400c0c69fffff,89400c0c68bffff,2026-09-16,admin_520103,70,,平台别名,启用,src_amap,"[""alias:席家豆腐圆子(交通街):FoodAndBeverage:food_9e07576e-e09d-4af7-ae0d-3f6c86ee50e4""]",alias-ctrip-hotel-20260916,ingestable,2026-09-16,2026-09-16,2026-09-16,e6e68d8d649703bd9a41046b0137886eb8c06fee54beccefd23382ddce48caca
