id,name,type,sourceMode,hasShelter,sourcePlaceId,amapPoiId,address,province,city,district,adcode,coordinateSystem,servedLineCount,servedDirectionCount,routeShortNames,coordinateSource,coordinateMethod,qualityStatus,qualityNotes,dataStatus,sourceUrl,sourceCoordinateText,spatialFacility,locatedInAdminArea,latitude,longitude,h3Index,h3IndexCoarse,geoPrecision,sourceId,fieldSources,fieldUpdatedAt,batchId,externalIds,lastVerifiedAt,verifiedBy,dataQuality,contentHash,createdAt,updatedAt,lastSeenAt,referencedBy,archivedAt,archiveReason
transitstop_bus_b2029cf9868ecbbc8b4d,招呼站,公交,公交站,,BV09304632,BV09304632,,贵州省,贵阳,,,GCJ02,1,2,"[""51路""]",AMap Web Service bus/linename（2026-09-07在线校对）,高德公交线路接口站点坐标,VALID_CURRENT_API,与旧图谱同名节点空间匹配，距离0.0米；沿用stop_id。,,,,,admin_520112,26.625374,106.781303,89400c08ab7ffff,87400c088ffffff,exact,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""externalIds:src_transport_dataset"",""latitude:src_transport_dataset"",""longitude:src_transport_dataset"",""coordinateSystem:src_transport_dataset"",""h3Index:src_transport_dataset"",""h3IndexCoarse:src_transport_dataset"",""geoPrecision:src_transport_dataset"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""sourcePlaceId:2026-09-07"",""amapPoiId:2026-09-07"",""province:2026-09-07"",""city:2026-09-07"",""servedLineCount:2026-09-07"",""servedDirectionCount:2026-09-07"",""routeShortNames:2026-09-07"",""coordinateSource:2026-09-07"",""coordinateMethod:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""externalIds:2026-09-07"",""latitude:2026-09-07"",""longitude:2026-09-07"",""coordinateSystem:2026-09-07"",""h3Index:2026-09-07"",""h3IndexCoarse:2026-09-07"",""geoPrecision:2026-09-07"",""locatedInAdminArea:2026-09-15""]",transport-structured-20260907,"[""transport-bus-stop:bus:e15b4273f4ec81aa"",""amap:BV09304632""]",,,needs_review,4011b0bad0b28b627ae5882cd7faf14522ec17d88afb0db071fdeaddaf18d0b6,2026-09-07,2026-09-07,2026-09-07,4,,
transitstop_bus_65a3f5d2f5245fa69d06,招呼站,公交,公交站,,BV09374511,BV09374511,,贵州省,贵阳,,,GCJ02,1,1,"[""103路""]",AMap Web Service bus/linename（2026-09-07在线校对）,高德公交线路接口站点坐标,VALID_CURRENT_API,,,,,,admin_520112,26.65228,106.782488,89400c724cbffff,87400c724ffffff,exact,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""externalIds:src_transport_dataset"",""latitude:src_transport_dataset"",""longitude:src_transport_dataset"",""coordinateSystem:src_transport_dataset"",""h3Index:src_transport_dataset"",""h3IndexCoarse:src_transport_dataset"",""geoPrecision:src_transport_dataset"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""sourcePlaceId:2026-09-07"",""amapPoiId:2026-09-07"",""province:2026-09-07"",""city:2026-09-07"",""servedLineCount:2026-09-07"",""servedDirectionCount:2026-09-07"",""routeShortNames:2026-09-07"",""coordinateSource:2026-09-07"",""coordinateMethod:2026-09-07"",""qualityStatus:2026-09-07"",""externalIds:2026-09-07"",""latitude:2026-09-07"",""longitude:2026-09-07"",""coordinateSystem:2026-09-07"",""h3Index:2026-09-07"",""h3IndexCoarse:2026-09-07"",""geoPrecision:2026-09-07"",""locatedInAdminArea:2026-09-15""]",transport-structured-20260907,"[""transport-bus-stop:amap:bus_stop:d440f91df402e67fec"",""amap:BV09374511""]",,,needs_review,758fc4a1f6225e1afab295d87d468ff7c8f7c4f8b8f716fa0a7d495891b9f144,2026-09-07,2026-09-07,2026-09-07,2,,
transitstop_bus_db516e02585e845e7d01,招呼站,公交,公交站,,BV11403684,BV11403684,,贵州省,贵阳,,,GCJ02,1,1,"[""104路""]",AMap Web Service bus/linename（2026-09-07在线校对）,高德公交线路接口站点坐标,VALID_CURRENT_API,,,,,,admin_520112,26.635642,106.785955,89400c08a07ffff,87400c08affffff,exact,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""externalIds:src_transport_dataset"",""latitude:src_transport_dataset"",""longitude:src_transport_dataset"",""coordinateSystem:src_transport_dataset"",""h3Index:src_transport_dataset"",""h3IndexCoarse:src_transport_dataset"",""geoPrecision:src_transport_dataset"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""sourcePlaceId:2026-09-07"",""amapPoiId:2026-09-07"",""province:2026-09-07"",""city:2026-09-07"",""servedLineCount:2026-09-07"",""servedDirectionCount:2026-09-07"",""routeShortNames:2026-09-07"",""coordinateSource:2026-09-07"",""coordinateMethod:2026-09-07"",""qualityStatus:2026-09-07"",""externalIds:2026-09-07"",""latitude:2026-09-07"",""longitude:2026-09-07"",""coordinateSystem:2026-09-07"",""h3Index:2026-09-07"",""h3IndexCoarse:2026-09-07"",""geoPrecision:2026-09-07"",""locatedInAdminArea:2026-09-15""]",transport-structured-20260907,"[""transport-bus-stop:amap:bus_stop:13d84c7c319b6f1fc8"",""amap:BV11403684""]",,,needs_review,e938298d32b992202eff174b7dd37c131001c63b15bf072991b482d18424a388,2026-09-07,2026-09-07,2026-09-07,2,,
transitstop_bus_3161d9d6bd605c1505d0,招呼站,公交,公交站,,BV09267653,BV09267653,,贵州省,贵阳,,,,1,1,"[""804路""]",AMap Web Service bus/linename（2026-09-07在线校对）,高德公交线路接口站点坐标,VALID_CURRENT_API,与旧图谱同名节点空间匹配，距离0.0米；沿用stop_id。,,,latitude=26.503848;longitude=106.794784;coordinateSystem=GCJ02,transitfacility_amap_BV09267653,admin_520100,,,,,none,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""locatedInAdminArea:src_transport_dataset"",""externalIds:src_transport_dataset"",""spatialFacility:src_transport_dataset"",""sourceCoordinateText:src_transport_dataset"",""geoPrecision:src_transport_dataset""]","[""name:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""sourcePlaceId:2026-09-07"",""amapPoiId:2026-09-07"",""province:2026-09-07"",""city:2026-09-07"",""servedLineCount:2026-09-07"",""servedDirectionCount:2026-09-07"",""routeShortNames:2026-09-07"",""coordinateSource:2026-09-07"",""coordinateMethod:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""locatedInAdminArea:2026-09-07"",""externalIds:2026-09-07"",""spatialFacility:2026-09-07"",""sourceCoordinateText:2026-09-07"",""geoPrecision:2026-09-07""]",transport-structured-20260907,"[""transport-bus-stop:bus:cb6dd33117f52577"",""amap:BV09267653""]",,,needs_review,4c012c6633ce6707289f4ec7dee29903d57b81d802ce84fece48cffae1eccedc,2026-09-07,2026-09-07,2026-09-07,2,,
transitstop_bus_907c902b657efdc7bbf0,招呼站,公交,公交站,,BV09420360,BV09420360,,贵州省,贵阳,,,GCJ02,2,2,"[""252路"",""新添5路""]",AMap Web Service bus/linename（2026-09-07在线校对）,高德公交线路接口站点坐标,VALID_CURRENT_API,与旧图谱同名节点空间匹配，距离17.1米；沿用stop_id。,,,,,admin_520112,26.645408,106.799375,89400c09997ffff,87400c099ffffff,exact,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""externalIds:src_transport_dataset"",""latitude:src_transport_dataset"",""longitude:src_transport_dataset"",""coordinateSystem:src_transport_dataset"",""h3Index:src_transport_dataset"",""h3IndexCoarse:src_transport_dataset"",""geoPrecision:src_transport_dataset"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""sourcePlaceId:2026-09-07"",""amapPoiId:2026-09-07"",""province:2026-09-07"",""city:2026-09-07"",""servedLineCount:2026-09-07"",""servedDirectionCount:2026-09-07"",""routeShortNames:2026-09-07"",""coordinateSource:2026-09-07"",""coordinateMethod:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""externalIds:2026-09-07"",""latitude:2026-09-07"",""longitude:2026-09-07"",""coordinateSystem:2026-09-07"",""h3Index:2026-09-07"",""h3IndexCoarse:2026-09-07"",""geoPrecision:2026-09-07"",""locatedInAdminArea:2026-09-15""]",transport-structured-20260907,"[""transport-bus-stop:bus:f82b90230f1a5d60"",""amap:BV09420360""]",,,needs_review,cf79c291062ce32150dccd65c6f4c7f63be3bee6526eddcdae1cfbe231581aa6,2026-09-07,2026-09-07,2026-09-07,4,,
transitstop_bus_998f1c485aa05f1246bd,招呼站,公交,公交站,,BV09420360,BV09420360,,贵州省,贵阳,,,GCJ02,2,2,"[""252路"",""新添5路""]",AMap Web Service bus/linename（2026-09-07在线校对）,高德公交线路接口站点坐标,VALID_CURRENT_API,与旧图谱同名节点空间匹配，距离0.0米；沿用stop_id。,,,,,admin_520112,26.644898,106.800195,89400c09997ffff,87400c099ffffff,exact,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""externalIds:src_transport_dataset"",""latitude:src_transport_dataset"",""longitude:src_transport_dataset"",""coordinateSystem:src_transport_dataset"",""h3Index:src_transport_dataset"",""h3IndexCoarse:src_transport_dataset"",""geoPrecision:src_transport_dataset"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""sourcePlaceId:2026-09-07"",""amapPoiId:2026-09-07"",""province:2026-09-07"",""city:2026-09-07"",""servedLineCount:2026-09-07"",""servedDirectionCount:2026-09-07"",""routeShortNames:2026-09-07"",""coordinateSource:2026-09-07"",""coordinateMethod:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""externalIds:2026-09-07"",""latitude:2026-09-07"",""longitude:2026-09-07"",""coordinateSystem:2026-09-07"",""h3Index:2026-09-07"",""h3IndexCoarse:2026-09-07"",""geoPrecision:2026-09-07"",""locatedInAdminArea:2026-09-15""]",transport-structured-20260907,"[""transport-bus-stop:bus:45664a1d0b11b2f4"",""amap:BV09420360""]",,,needs_review,b84475a904010e4edbfb1506b48a2882953f29b099294db9c9c1b2f1306576ef,2026-09-07,2026-09-07,2026-09-07,4,,
transitstop_bus_848460744a12d93a1e1b,招呼站,公交,公交站,,BV09525444,BV09525444,,贵州省,贵阳,,,,1,1,"[""104路""]",AMap Web Service bus/linename（2026-09-07在线校对）,高德公交线路接口站点坐标,VALID_CURRENT_API,,,,latitude=26.640124;longitude=106.809031;coordinateSystem=GCJ02,transitfacility_amap_BV09525444,admin_520100,,,,,none,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""locatedInAdminArea:src_transport_dataset"",""externalIds:src_transport_dataset"",""spatialFacility:src_transport_dataset"",""sourceCoordinateText:src_transport_dataset"",""geoPrecision:src_transport_dataset""]","[""name:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""sourcePlaceId:2026-09-07"",""amapPoiId:2026-09-07"",""province:2026-09-07"",""city:2026-09-07"",""servedLineCount:2026-09-07"",""servedDirectionCount:2026-09-07"",""routeShortNames:2026-09-07"",""coordinateSource:2026-09-07"",""coordinateMethod:2026-09-07"",""qualityStatus:2026-09-07"",""locatedInAdminArea:2026-09-07"",""externalIds:2026-09-07"",""spatialFacility:2026-09-07"",""sourceCoordinateText:2026-09-07"",""geoPrecision:2026-09-07""]",transport-structured-20260907,"[""transport-bus-stop:amap:bus_stop:8255a42a674964225d"",""amap:BV09525444""]",,,needs_review,f3daf2b62390d25761e82065ac1e20ae9b2741203d398bde0efee2df0e292e18,2026-09-07,2026-09-07,2026-09-07,2,,
transitstop_bus_7eb402476f6df9f07461,招呼站,公交,公交站,,bus:c20f5a322c747b46,bus:c20f5a322c747b46,,贵州省,贵阳,,,GCJ02,1,1,"[""龙溪公交809路""]",AMap Web Service bus/linename（由本地 FalkorDB 快照恢复）,高德公交线路接口站点坐标,VALID,,,,,,admin_520111,26.36965,106.814491,89400c15657ffff,87400c156ffffff,exact,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""externalIds:src_transport_dataset"",""latitude:src_transport_dataset"",""longitude:src_transport_dataset"",""coordinateSystem:src_transport_dataset"",""h3Index:src_transport_dataset"",""h3IndexCoarse:src_transport_dataset"",""geoPrecision:src_transport_dataset"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-05-18"",""type:2026-05-18"",""sourceMode:2026-05-18"",""sourcePlaceId:2026-05-18"",""amapPoiId:2026-05-18"",""province:2026-05-18"",""city:2026-05-18"",""servedLineCount:2026-05-18"",""servedDirectionCount:2026-05-18"",""routeShortNames:2026-05-18"",""coordinateSource:2026-05-18"",""coordinateMethod:2026-05-18"",""qualityStatus:2026-05-18"",""externalIds:2026-05-18"",""latitude:2026-05-18"",""longitude:2026-05-18"",""coordinateSystem:2026-05-18"",""h3Index:2026-05-18"",""h3IndexCoarse:2026-05-18"",""geoPrecision:2026-05-18"",""locatedInAdminArea:2026-09-15""]",transport-structured-20260907,"[""transport-bus-stop:bus:c20f5a322c747b46"",""amap:bus:c20f5a322c747b46""]",,,needs_review,374a01b1576e38b52bce625ff9d4e5e6194f6416ac4dfcb5ca63a8f7432033b1,2026-05-18,2026-05-18,2026-05-18,2,,
transitstop_bus_25242b8cdc482ea90463,招呼站,公交,公交站,,BV09525444,BV09525444,,贵州省,贵阳,,,,1,1,"[""104路""]",AMap Web Service bus/linename（2026-09-07在线校对）,高德公交线路接口站点坐标,VALID_CURRENT_API,,,,latitude=26.637534;longitude=106.816767;coordinateSystem=GCJ02,transitfacility_amap_BV09525444,admin_520100,,,,,none,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""locatedInAdminArea:src_transport_dataset"",""externalIds:src_transport_dataset"",""spatialFacility:src_transport_dataset"",""sourceCoordinateText:src_transport_dataset"",""geoPrecision:src_transport_dataset""]","[""name:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""sourcePlaceId:2026-09-07"",""amapPoiId:2026-09-07"",""province:2026-09-07"",""city:2026-09-07"",""servedLineCount:2026-09-07"",""servedDirectionCount:2026-09-07"",""routeShortNames:2026-09-07"",""coordinateSource:2026-09-07"",""coordinateMethod:2026-09-07"",""qualityStatus:2026-09-07"",""locatedInAdminArea:2026-09-07"",""externalIds:2026-09-07"",""spatialFacility:2026-09-07"",""sourceCoordinateText:2026-09-07"",""geoPrecision:2026-09-07""]",transport-structured-20260907,"[""transport-bus-stop:amap:bus_stop:292512d6434784dfaf"",""amap:BV09525444""]",,,needs_review,062655c3d8928a2fe21968f13e169ce46d8881f4a28b6917a5d42b53959eaa2b,2026-09-07,2026-09-07,2026-09-07,2,,
transitstop_bus_b51e113fc3d582e3d057,招呼站,公交,公交站,,BV09385796,BV09385796,,贵州省,贵阳,,,GCJ02,1,1,"[""105路""]",AMap Web Service bus/linename（2026-09-07在线校对）,高德公交线路接口站点坐标,VALID_CURRENT_API,与旧图谱同名节点空间匹配，距离0.0米；沿用stop_id。,,,,,admin_520112,26.637588,106.822043,89400c09dc3ffff,87400c09dffffff,exact,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""externalIds:src_transport_dataset"",""latitude:src_transport_dataset"",""longitude:src_transport_dataset"",""coordinateSystem:src_transport_dataset"",""h3Index:src_transport_dataset"",""h3IndexCoarse:src_transport_dataset"",""geoPrecision:src_transport_dataset"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""sourcePlaceId:2026-09-07"",""amapPoiId:2026-09-07"",""province:2026-09-07"",""city:2026-09-07"",""servedLineCount:2026-09-07"",""servedDirectionCount:2026-09-07"",""routeShortNames:2026-09-07"",""coordinateSource:2026-09-07"",""coordinateMethod:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""externalIds:2026-09-07"",""latitude:2026-09-07"",""longitude:2026-09-07"",""coordinateSystem:2026-09-07"",""h3Index:2026-09-07"",""h3IndexCoarse:2026-09-07"",""geoPrecision:2026-09-07"",""locatedInAdminArea:2026-09-15""]",transport-structured-20260907,"[""transport-bus-stop:bus:f5a6ad03d56955ac"",""amap:BV09385796""]",,,needs_review,68983f432307ac109ed3078181b55062dbd52885a77429a538c1b1895dd9886d,2026-09-07,2026-09-07,2026-09-07,2,,
transitstop_bus_acf417b8eb88c7e30ac5,招呼站,公交,公交站,,BV09385796,BV09385796,,贵州省,贵阳,,,GCJ02,1,1,"[""104路""]",AMap Web Service bus/linename（2026-09-07在线校对）,高德公交线路接口站点坐标,VALID_CURRENT_API,,,,,,admin_520112,26.638186,106.825026,89400c09ddbffff,87400c09dffffff,exact,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""externalIds:src_transport_dataset"",""latitude:src_transport_dataset"",""longitude:src_transport_dataset"",""coordinateSystem:src_transport_dataset"",""h3Index:src_transport_dataset"",""h3IndexCoarse:src_transport_dataset"",""geoPrecision:src_transport_dataset"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""sourcePlaceId:2026-09-07"",""amapPoiId:2026-09-07"",""province:2026-09-07"",""city:2026-09-07"",""servedLineCount:2026-09-07"",""servedDirectionCount:2026-09-07"",""routeShortNames:2026-09-07"",""coordinateSource:2026-09-07"",""coordinateMethod:2026-09-07"",""qualityStatus:2026-09-07"",""externalIds:2026-09-07"",""latitude:2026-09-07"",""longitude:2026-09-07"",""coordinateSystem:2026-09-07"",""h3Index:2026-09-07"",""h3IndexCoarse:2026-09-07"",""geoPrecision:2026-09-07"",""locatedInAdminArea:2026-09-15""]",transport-structured-20260907,"[""transport-bus-stop:amap:bus_stop:1fc9a05c79286e82ac"",""amap:BV09385796""]",,,needs_review,cd0bd6b573984f08570934026f1d72f8700904ab5de7ff496e59ef3838a48433,2026-09-07,2026-09-07,2026-09-07,2,,
transitstop_bus_c7470119cf4ae8c594b5,招呼站,公交,公交站,,BV09416906,BV09416906,,贵州省,贵阳,,,,1,1,"[""273路""]",AMap Web Service bus/linename（2026-09-07在线校对）,高德公交线路接口站点坐标,VALID_CURRENT_API,与旧图谱同名节点空间匹配，距离0.0米；沿用stop_id。,,,latitude=26.619627;longitude=106.829141;coordinateSystem=GCJ02,transitfacility_amap_BV09416906,admin_520100,,,,,none,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""locatedInAdminArea:src_transport_dataset"",""externalIds:src_transport_dataset"",""spatialFacility:src_transport_dataset"",""sourceCoordinateText:src_transport_dataset"",""geoPrecision:src_transport_dataset""]","[""name:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""sourcePlaceId:2026-09-07"",""amapPoiId:2026-09-07"",""province:2026-09-07"",""city:2026-09-07"",""servedLineCount:2026-09-07"",""servedDirectionCount:2026-09-07"",""routeShortNames:2026-09-07"",""coordinateSource:2026-09-07"",""coordinateMethod:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""locatedInAdminArea:2026-09-07"",""externalIds:2026-09-07"",""spatialFacility:2026-09-07"",""sourceCoordinateText:2026-09-07"",""geoPrecision:2026-09-07""]",transport-structured-20260907,"[""transport-bus-stop:bus:63e8ed20b0d4a197"",""amap:BV09416906""]",,,needs_review,5e8a0dbb66b09a44b9df3270e8e2f15b75704222229352a174a5f1de882a6978,2026-09-07,2026-09-07,2026-09-07,2,,
transitstop_bus_358e4672af79e349b4b5,招呼站,公交,公交站,,BV09540573,BV09540573,,贵州省,贵阳,,,GCJ02,2,2,"[""56路"",""273路""]",AMap Web Service bus/linename（2026-09-07在线校对）,高德公交线路接口站点坐标,VALID_CURRENT_API,与旧图谱同名节点空间匹配，距离0.0米；沿用stop_id。,,,,,admin_520112,26.641255,106.831587,89400c09c33ffff,87400c09cffffff,exact,src_transport_dataset,"[""name:src_transport_dataset"",""type:src_transport_dataset"",""sourceMode:src_transport_dataset"",""sourcePlaceId:src_transport_dataset"",""amapPoiId:src_transport_dataset"",""province:src_transport_dataset"",""city:src_transport_dataset"",""servedLineCount:src_transport_dataset"",""servedDirectionCount:src_transport_dataset"",""routeShortNames:src_transport_dataset"",""coordinateSource:src_transport_dataset"",""coordinateMethod:src_transport_dataset"",""qualityStatus:src_transport_dataset"",""qualityNotes:src_transport_dataset"",""externalIds:src_transport_dataset"",""latitude:src_transport_dataset"",""longitude:src_transport_dataset"",""coordinateSystem:src_transport_dataset"",""h3Index:src_transport_dataset"",""h3IndexCoarse:src_transport_dataset"",""geoPrecision:src_transport_dataset"",""locatedInAdminArea:src_grid_derive""]","[""name:2026-09-07"",""type:2026-09-07"",""sourceMode:2026-09-07"",""sourcePlaceId:2026-09-07"",""amapPoiId:2026-09-07"",""province:2026-09-07"",""city:2026-09-07"",""servedLineCount:2026-09-07"",""servedDirectionCount:2026-09-07"",""routeShortNames:2026-09-07"",""coordinateSource:2026-09-07"",""coordinateMethod:2026-09-07"",""qualityStatus:2026-09-07"",""qualityNotes:2026-09-07"",""externalIds:2026-09-07"",""latitude:2026-09-07"",""longitude:2026-09-07"",""coordinateSystem:2026-09-07"",""h3Index:2026-09-07"",""h3IndexCoarse:2026-09-07"",""geoPrecision:2026-09-07"",""locatedInAdminArea:2026-09-15""]",transport-structured-20260907,"[""transport-bus-stop:bus:668e631222333acf"",""amap:BV09540573""]",,,needs_review,0ed31669bec3f5dd3aa5440c5088d279684d2e741ceb9c27d6320a2a94bfb311,2026-09-07,2026-09-07,2026-09-07,4,,
