酒店ID,Google地点ID,Google地图要素ID,Google_CID,酒店名称,Google原始类别,住宿类型,酒店星级,评分,评价数量,价格范围,完整地址,纬度,经度,曼谷区代码,曼谷区中文名,曼谷区英文名,曼谷区泰文名,行政范围核验,营业状态,营业时间,入住时间,退房时间,电话,官方网站,位置代码,无障碍信息,设施与服务,图片链接,Google地图链接,发现查询,数据来源,采集时间,酒店中文名,酒店英文名,酒店泰文名,官网主域名,热度等级,整理批次ID,记录哈希
ChIJYSP973KZ4jAREdF87h8IHQo,ChIJYSP973KZ4jAREdF87h8IHQo,0x30e29972effd2361:0xa1d081fee7cd111,728747647942054161,Easy Sunday Khaosan Bangkok,hotel,酒店,,,,,"10 Soi Ram Buttri, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761227300000002,100.4937985,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF6V+FG,,,,https://maps.google.com/?cid=728747647942054161&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Easy Sunday Khaosan Bangkok,อีซี่ ซันเดย์ ข้าวสาร กรุงเทพฯ,,B,20260907-003922-csv-f52bd5d0,aeab3219fcae5eb3a9735758989a2d898b011cb08634ff529d651fae2486cfc7
ChIJK1JSkPWZ4jARvxGholQPCM0,ChIJK1JSkPWZ4jARvxGholQPCM0,0x30e299f59052522b:0xcd080f54a2a111bf,14774075433769046463,Eden’s Vert,guest_house,招待所,,,,,"9 Lan Luang Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.7565131,100.5067696,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,http://airbnb.com/h/edensvert3storey,7P52QG44+JP,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhB3gKWBL583dwuU7OZR39Vx!2e10!4m2!3m1!1s0x30e299f59052522b:0xcd080f54a2a111bf,https://maps.google.com/?cid=14774075433769046463&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Eden’s Vert,Eden’s Vert,airbnb.com,B,20260907-003922-csv-f52bd5d0,6c56da108bb16d244dee8536cad4e9c343cb684c2a2d95e79a791f02f0c75ce5
ChIJS783P-eZ4jARoFeKrgI0ktg,ChIJS783P-eZ4jARoFeKrgI0ktg,0x30e299e73f37bf4b:0xd8923402ae8a57a0,15605592844915070880,El Huq,hotel,酒店,,,,,"77, 8 ถ. วิสุทธิกษัตริย์ Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7652112,100.50291329999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG83+35,,,,https://maps.google.com/?cid=15605592844915070880&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,El Huq,เอล ฮุก,,B,20260907-003922-csv-f52bd5d0,9d2878167d790471e3b63837eb8fd341fc516e030c928b46ac8da223efe42a63
ChIJVycPkwuZ4jARwvn8poThH3o,ChIJVycPkwuZ4jARwvn8poThH3o,0x30e2990b930f2757:0x7a1fe184a6fcf9c2,8800000156758768066,Elefin Bb,bed_and_breakfast,民宿早餐旅馆,,,,,"1, 2 Thanon Maha Rat, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7551496,100.48929199999999,1020,曼谷蓮縣,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF4Q+3P,,,,https://maps.google.com/?cid=8800000156758768066&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Elefin Bb,เอเลฟิน บีบี,,B,20260907-003922-csv-f52bd5d0,86e540d8dd8795bb925fbfaa9234b04bc1fd9be25ec47effccde2ec4a23e44e0
ChIJOy8l5xiZ4jARbGPYNq8AqfE,ChIJOy8l5xiZ4jARbGPYNq8AqfE,0x30e29918e7252f3b:0xf1a900af36d8636c,17413450186744161132,Entire Home 2BR 2BA Chinatown - Songwat,lodging,度假出租屋,,,,,"泰国曼谷都会区 Samphanthawong, 曼谷邮政编码: 10100",13.7430401,100.5047074,1013,三攀他旺县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,https://www.bluepillow.com/search/6812407e5250632c595504d5?dest=bkng&cat=Apartment&lat=13.74304&lng=100.50471&language=en,,,,,https://maps.google.com/?cid=17413450186744161132&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,,,Entire Home 2BR 2BA Chinatown - Songwat,Entire Home 2BR 2BA Chinatown - Songwat,bluepillow.com,B,20260907-003922-csv-f52bd5d0,db3f44fce899e9001d968e2364706df5b9733b7ce7fca7ecdb2e40a0168fecaf
ChIJyZrJuxCZ4jARMWTWwrNeLuA,ChIJyZrJuxCZ4jARMWTWwrNeLuA,0x30e29910bbc99ac9:0xe02e5eb3c2d66431,16153953039585535025,"Entire Home in Old Town, Sane Bangkok",lodging,度假出租屋,,,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.7483588,100.5005874,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,https://www.booking.com/hotel/th/entire-home-in-old-town-sane-bangkok.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15919295&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15919295_grp-3_gendate-20260821,7P52PGX2+86,,,,https://maps.google.com/?cid=16153953039585535025&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,,,"Entire Home in Old Town, Sane Bangkok","Entire Home in Old Town, Sane Bangkok",booking.com,B,20260907-003922-csv-f52bd5d0,e369bb31f2e44e6f0abe74b4599f0cc90a889c6240c2991d8fb4ebd7b19d4a71
ChIJi6sQ_xCZ4jARwD3jzdJ5iT8,ChIJi6sQ_xCZ4jARwD3jzdJ5iT8,0x30e29910ff10ab8b:0x3f8979d2cde33dc0,4578324442503134656,Exotic property,lodging,度假出租屋,,,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.750057199999999,100.49880979999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,https://www.agoda.com/,,,,,https://maps.google.com/?cid=4578324442503134656&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,,,Exotic property,Exotic property,agoda.com,B,20260907-003922-csv-f52bd5d0,d744522c75eb5f5fc1dc7b265b20f11e5429761d3058cfc5c9a84c43a4023e74
ChIJ-UdeFgCZ4jARlB1xMtkTxpY,ChIJ-UdeFgCZ4jARlB1xMtkTxpY,0x30e29900165e47f9:0x96c613d932711d94,10864392974653005204,"FL5 Entire Apartment,2BR",lodging,住宿,,,,,"62 4 Thanon Samsen, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7637548,100.4993882,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF7X+GQ,,,,https://maps.google.com/?cid=10864392974653005204&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,"FL5 Entire Apartment,2BR",FL5 อพาร์ทเมนท์ทั้งหลัง 2 ห้องนอน,,B,20260907-003922-csv-f52bd5d0,057c97fcd5fa378c72d9e3b09820484bb8efd0dbcfc7df72dbf1497e949f9583
ChIJD_jnIQqZ4jAR6eLwMY_Re78,ChIJD_jnIQqZ4jAR6eLwMY_Re78,0x30e2990a21e7f80f:0xbf7bd18f31f0e2e9,13797852296328045289,Fah Sam Apartment,lodging,住宿,,,,,"QF3P+H9X, Siriraj, Bangkok Noi, Bangkok 10700",13.753987299999999,100.4859821,1020,曼谷蓮縣,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,,,,,https://maps.google.com/?cid=13797852296328045289&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Fah Sam Apartment,ฟ้าสาม อพาร์ทเม้นท์,,B,20260907-003922-csv-f52bd5d0,0199b408c0cd40cbd6365f5f18ca14e5e500cb7a3407d0b74451443205f5052d
ChIJ1-0m2mqZ4jARCcLkBOiFIAQ,ChIJ1-0m2mqZ4jARCcLkBOiFIAQ,0x30e2996ada26edd7:0x42085e804e4c209,297384806967460361,Family Room in Old Town Bangkok,lodging,住宿,,,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.7594605,100.5046692,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG53+QV,,,,https://maps.google.com/?cid=297384806967460361&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Family Room in Old Town Bangkok,ห้องสำหรับครอบครัวในย่านเมืองเก่ากรุงเทพฯ,,B,20260907-003922-csv-f52bd5d0,7ac0b3aad516596bbc007c9b03c5d787bc51e3cf93fa3dcff99ddb84f5bd2894
ChIJr53S0GqZ4jARbs6PLyI3fHA,ChIJr53S0GqZ4jARbs6PLyI3fHA,0x30e2996ad0d29daf:0x707c37222f8fce6e,8105414049326419566,Family Room in Old Town Bangkok,lodging,度假出租屋,,,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.7592068,100.50466150000001,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,https://www.agoda.com/,7P52QG53+MV,,,,https://maps.google.com/?cid=8105414049326419566&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Family Room in Old Town Bangkok,Family Room in Old Town Bangkok,agoda.com,B,20260907-003922-csv-f52bd5d0,6636fd67e497df3b2aef603ee00c86c5bd15c061cba84f16826ff8309472e4b2
ChIJe6-mkBqZ4jARyph3aHYSHjY,ChIJe6-mkBqZ4jARyph3aHYSHjY,0x30e2991a90a6af7b:0x361e1276687798ca,3899574627117537482,Family Room near Chinatown,lodging,度假出租屋,,,,,"泰国曼谷都会区 Phra Nakhon, 曼谷邮政编码: 10200",13.746756500000002,100.4976883,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,https://app.your.rentals/p/154777?scid=GGLE&lang=en,7P52PFWX+P3,,,,https://maps.google.com/?cid=3899574627117537482&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,,,Family Room near Chinatown,Family Room near Chinatown,app.your.rentals,B,20260907-003922-csv-f52bd5d0,330150b52f50aaa12b8e8c8e440822f2a103aa5db28c861978a1a2afa388cc58
ChIJiwrgqciZ4jARcUq4Lp_7pzU,ChIJiwrgqciZ4jARcUq4Lp_7pzU,0x30e299c8a9e00a8b:0x35a7fb9f2eb84a71,3866335466223061617,Feel At Home BKK Flower Market,lodging,团体住宿,,,,,"203 Asadang Road, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7430627,100.4956958,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 09:00–17:00 | 星期二: 09:00–17:00 | 星期三: 09:00–17:00 | 星期四: 09:00–17:00 | 星期五: 09:00–17:00 | 星期六: 休息 | 星期日: 休息,,,+66 99 407 5537,,7P52PFVW+67,,,,https://maps.google.com/?cid=3866335466223061617&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,,,Feel At Home BKK Flower Market,Feel At Home BKK Flower Market,,B,20260907-003922-csv-f52bd5d0,7774d8602e510bd72eec07f38abc09766a45332491709aeb5d2529e86455fd6e
ChIJtQnBbm2Z4jARTABynrq0ZEw,ChIJtQnBbm2Z4jARTABynrq0ZEw,0x30e2996d6ec109b5:0x4c64b4ba9e72004c,5504723358168776780,Feel At Home Backpackers,hotel,酒店,,,,,"218 Charkrapong Street, Turnbon Talardyord, Pranajorn, แขวงตลาดยอด เขตพระนคร กรุงเทพมหานคร 10200",13.761818,100.4980891,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF6X+P6,,,,https://maps.google.com/?cid=5504723358168776780&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Feel At Home Backpackers,รู้สึกเหมือนอยู่บ้านแบ็คแพ็คเกอร์,,B,20260907-003922-csv-f52bd5d0,ef8f8bd328957c7530083d14533883ef51bf7255a359d57f9960cc2208f227fd
ChIJ_1e-ffSZ4jAR36X1Gfcl1T4,ChIJ_1e-ffSZ4jAR36X1Gfcl1T4,0x30e299f47dbe57ff:0x3ed525f719f5a5df,4527566743613580767,Flam 3 Bangkok,hostel,职业女性宿舍,,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.7563309,100.5017651,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,,,,,https://maps.google.com/?cid=4527566743613580767&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Flam 3 Bangkok,Flam 3 Bangkok,,B,20260907-003922-csv-f52bd5d0,3d9f9a4de29a9bbf120a848457a69fbeb7875a2d9c9c3ff61577ed9539d87349
ChIJkRZD_m2Z4jAR1bRkjPKOfEI,ChIJkRZD_m2Z4jAR1bRkjPKOfEI,0x30e2996dfe431691:0x427c8ef28c64b4d5,4790861276004005077,Flapping Duck Guesthouse,guest_house,宾馆/民宿,,,,,"58 1 Thanon Samsen, แขวง สามเสนใน, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7647005,100.4960531,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF7W+VC,,,,https://maps.google.com/?cid=4790861276004005077&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Flapping Duck Guesthouse,แฟลปปิ้ง ดัค เกสท์เฮาส์,,B,20260907-003922-csv-f52bd5d0,2938c9670b28af5ddeb726e95625efea0238b191818c2f0c70b00c61a07b4ae6
ChIJZ-6zVA2Z4jARITkd2P-lwlo,ChIJZ-6zVA2Z4jARITkd2P-lwlo,0x30e2990d54b3ee67:0x5ac2a5ffd81d3921,6539972127156418849,Four Sons Place โฟร์ซันเพลส,hotel,酒店,,,,,"5 15 Trok Mayom, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.758913999999999,100.4957524,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF5W+H8,,,,https://maps.google.com/?cid=6539972127156418849&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,Four Sons Place โฟร์ซันเพลส,,B,20260907-003922-csv-f52bd5d0,e12eb1e4592be14ca5a313725f523fbe8905a136ea5f5bbcfaeb263946ba9a88
ChIJyQcDcGyZ4jARYnxiMMsKZXo,ChIJyQcDcGyZ4jARYnxiMMsKZXo,0x30e2996c700307c9:0x7a650acb30627c62,8819467313081384034,Fundee at Siam hostel,hostel,青年旅舍,,,,,"7 Soi 4, Samsen Rd. Banpanthom Khwaeng Ban Phan Thom, Pranakorn Krung Thep Maha Nakhon 10200",13.763904799999999,100.49964829999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF7X+HV,,,,https://maps.google.com/?cid=8819467313081384034&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Fundee at Siam hostel,ฝันดี แอท สยามโฮสเทล,,B,20260907-003922-csv-f52bd5d0,e211225d3f6f29ec15e0634d3764bbcef8b35279d1bc2c4273052993444413b2
ChIJS4LhDB6Z4jARwt978yOr8vE,ChIJS4LhDB6Z4jARwt978yOr8vE,0x30e2991e0ce1824b:0xf1f2ab23f37bdfc2,17434185278401798082,GO INN Khaosan Road,hotel,酒店,,,,,"143 Chakrabongse Rd, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76138,100.49729239999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF6W+HW,,,,https://maps.google.com/?cid=17434185278401798082&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,GO INN Khaosan Road,โกอินน์ ถนนข้าวสาร,,B,20260907-003922-csv-f52bd5d0,277f23cf04c96f6f16e06b7b3b1c7e2431a06a926f3bf09e37be20cede237464
ChIJv-34PACZ4jARUGbTAHad9Ow,ChIJv-34PACZ4jARUGbTAHad9Ow,0x30e299003cf8edbf:0xecf49d7600d36650,17074445217413949008,GO INN Siriraj,hotel,酒店,,,,,"9 56 ซอย วังหลัง Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.755581999999999,100.4850544,1020,曼谷蓮縣,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF4P+62,,,,https://maps.google.com/?cid=17074445217413949008&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,GO INN Siriraj,โก อิน ศิริราช,,B,20260907-003922-csv-f52bd5d0,dd1378dac5887dfd7d4181fe68d05d4f820a71588ed25710d032be99f4fed1d5
ChIJF1OQgRCZ4jARLOlz8RRZB2I,ChIJF1OQgRCZ4jARLOlz8RRZB2I,0x30e2991081905317:0x62075914f173e92c,7063712487039035692,GO INN Temple of the Emerald Buddha-Mrt Samyot Station โกอินน์ วัดพระแก้ว,lodging,度假出租屋,,,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.7475595,100.4989777,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,https://www.bluepillow.com/search/65c9f643671b07d23c692e94?dest=bkng&cat=House&lat=13.74756&lng=100.49898&language=en,7P52PFXX+2H,,,,https://maps.google.com/?cid=7063712487039035692&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,,,,GO INN Temple of the Emerald Buddha-Mrt Samyot Station โกอินน์ วัดพระแก้ว,bluepillow.com,B,20260907-003922-csv-f52bd5d0,a6f22d8e5da387a64ebc33b8488cee228d6d82c8038896765dcbec32ed9c66ed
ChIJ_7D24BOZ4jARF-ke8bwCVJ0,ChIJ_7D24BOZ4jARF-ke8bwCVJ0,0x30e29913e0f6b0ff:0x9d5402bcf11ee917,11336689172520823063,GO INN The Giant Swing เสาชิงช้า - Standard Studio,lodging,度假出租屋,,,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.753299700000001,100.5001984,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,https://www.freecancellations.com/search/F2ZyS1wHG3NRDVVVDVlSEgtYChZlFgZB?lat=13.7533&lng=100.5002&language=en,7P52QG32+83,,,,https://maps.google.com/?cid=11336689172520823063&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,,,,GO INN The Giant Swing เสาชิงช้า - Standard Studio,freecancellations.com,B,20260907-003922-csv-f52bd5d0,7dc2f191a5bff1aaf58989d206631a5a14571d39bcf924cffd9c58c9d8bf23e7
ChIJVVVcCm2Z4jARNIYG4yZ7Zj4,ChIJVVVcCm2Z4jARNIYG4yZ7Zj4,0x30e2996d0a5c5555:0x3e667b26e3068634,4496416684923848244,GOODNIGHT Hostel,hostel,青年旅舍,,,,,"173 Chakrabongse Rd, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761692199999999,100.4974822,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF6W+MX,,,,https://maps.google.com/?cid=4496416684923848244&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,GOODNIGHT Hostel,กู๊ดไนท์โฮสเทล,,B,20260907-003922-csv-f52bd5d0,32a264c1ac0fdb42a5965d18163987da1c3882892a13d57735e25acc1fc8b7a5
ChIJM0OUsRKZ4jARLsJFgetcB60,ChIJM0OUsRKZ4jARLsJFgetcB60,0x30e29912b1944333:0xad075ceb8145c22e,12468036259954410030,Grand Guest House,guest_house,招待所,,,,,"181 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7590282,100.4975018,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF5X+J2,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICEpIPPlgE!2e10!4m2!3m1!1s0x30e29912b1944333:0xad075ceb8145c22e,https://maps.google.com/?cid=12468036259954410030&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Grand Guest House,แกรนด์ เกสท์เฮ้าส์,,B,20260907-003922-csv-f52bd5d0,68abe705dc3eb3992b064b0c500f85730898e8e4eaa106c4fa87601b4677a8f9
ChIJozRIMwCZ4jARXPJAa4TjBao,ChIJozRIMwCZ4jARXPJAa4TjBao,0x30e29900334834a3:0xaa05e3846b40f25c,12251448519205909084,Green Cabin Hostel,hostel,青年旅舍,,,,,"154, 2 ถ. วิสุทธิกษัตริย์ Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7638258,100.5029096,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG73+G5,,,,https://maps.google.com/?cid=12251448519205909084&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Green Cabin Hostel,กรีน เคบิน โฮสเทล,,B,20260907-003922-csv-f52bd5d0,4a1b6d16e13758c7781091badcfdf8311c56d7e1a2d7f3616ac4ee141c722d5c
ChIJJXG5IKKZ4jARH1_S4s_aJAw,ChIJJXG5IKKZ4jARH1_S4s_aJAw,0x30e299a220b97125:0xc24dacfe2d25f1f,875064814015242015,Green Garden Hostel Bangkok,hostel,青年旅舍,,,,,"318/1 trok wattri todsathap, banpantom, แขวงบ้านพานถม เขตพระนคร กรุงเทพมหานคร 10200",13.762422299999999,100.5013088,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG62+XG,,,,https://maps.google.com/?cid=875064814015242015&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Green Garden Hostel Bangkok,กรีน การ์เดน โฮสเทล กรุงเทพฯ,,B,20260907-003922-csv-f52bd5d0,6fe3d5b52618c81bcdd17f161ded73d361458156a2ccc667596f1c3afbe7dd27
ChIJq-lsi52Z4jAR9T2cKaxx944,ChIJq-lsi52Z4jAR9T2cKaxx944,0x30e2999d8b6ce9ab:0x8ef771ac299c3df5,10301827656879717877,HOTEL PAPA BANGKOK SIRIRAJ,hotel,酒店,,,,,"16 Thanon Arun Amarin, Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.766762000000002,100.484353,1020,曼谷蓮縣,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF8M+PP,,,,https://maps.google.com/?cid=10301827656879717877&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,HOTEL PAPA BANGKOK SIRIRAJ,โรงแรมปาป้า กรุงเทพฯ ศิริราช,,B,20260907-003922-csv-f52bd5d0,7eb527516b2f3f3ce634227c9c8993f3493f27c237ab6907a7b5a891c095e58b
ChIJv0GKruyZ4jAR0pZVYAw3JCg,ChIJv0GKruyZ4jAR0pZVYAw3JCg,0x30e299ecae8a41bf:0x2824370c605596d2,2892497386974058194,HOUSE JU HOSTEL,hostel,青年旅舍,,,,,"394/4 Prachathipatai Rd, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7621258,100.50220069999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG62+VV,,,,https://maps.google.com/?cid=2892497386974058194&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,HOUSE JU HOSTEL,เฮาส์ จู โฮสเทล,,B,20260907-003922-csv-f52bd5d0,7807ef2a43ec3c796ee2b86f0ce12fb03e99e319b251781973d6a35ff4328b40
ChIJQ3JsWQCZ4jAR_L5YJzIBhOE,ChIJQ3JsWQCZ4jAR_L5YJzIBhOE,0x30e29900596c7243:0xe18401322758befc,16250114670379712252,Hansa Heritage home in Khaosan,guest_house,宾馆/民宿,,,,,"Thanon Ram Buttri, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7603887,100.497298,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF6W+5W,,,,https://maps.google.com/?cid=16250114670379712252&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,Hansa Heritage home in Khaosan,บ้านหรรษาเฮอริเทจในข้าวสาร,,B,20260907-003922-csv-f52bd5d0,8b0e21bf7030fef5e91263398f78005d2983ac232d26b6385f28aafb1fb2c7b3
