Google地点ID,地点名称,票券类型,标题,供应商,是否官方,价格数值,币种,评分,评价数量,时长,备注,票券链接
ChIJP-MtN12Z4jARlEBmga-oF4w,金山寺,游览与体验,老曼谷Instagram之旅,Booking.com,否,122,USD,,,4小时,,https://www.booking.com/attractions/th/pro0nf3jzkzm-old-bangkok-instagram-tour.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPRO0nF3JzkZm_oiOFobzoyMhLtG_sc
ChIJP-MtN12Z4jARlEBmga-oF4w,金山寺,游览与体验,泰国曼谷大皇宫+卧佛寺+金山寺+考山路半日游,Trip.com,否,54,USD,,,6小时12分钟,,https://us.trip.com/things-to-do/experiences/Bangkok-gujiyoulan?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=54428821&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJP-MtN12Z4jARlEBmga-oF4w,金山寺,游览与体验,曼谷：嘟嘟车之旅，含金山寺和暹罗博物馆入场,GetYourGuide,否,127,USD,,,3小时,,https://www.getyourguide.com/bangkok-l169/bangkok-tuk-tuk-tour-with-wat-saket-siam-museum-entry-t1290971/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=1290971&option_id=1974179&partner_id=CD951
ChIJP-MtN12Z4jARlEBmga-oF4w,金山寺,游览与体验,调香入门课程 体验香氛文化-ThaiScent泰香 Aroma Space,Trip.com,否,50,USD,5.0,1,2小时,,https://us.trip.com/things-to-do/experiences/Bangkok-kechengtiyan?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=72790117&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI4LjA4MDAwMC4xMC4xMDkuMjUuMjIzLjk5Ljg0MTI3OTA5XzY=
ChIJP-MtN12Z4jARlEBmga-oF4w,金山寺,游览与体验,从曼谷出发：大城府和颐和园私人旅游,GetYourGuide,否,164,USD,4.9,63,1天,,https://www.getyourguide.com/bangkok-l169/from-bangkok-private-tour-to-ayutthaya-summer-palace-t384790/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=384790&option_id=696330&partner_id=CD951
ChIJP-MtN12Z4jARlEBmga-oF4w,金山寺,游览与体验,曼谷街头美食和市场电动嘟嘟车之旅,GetYourGuide,否,61,USD,4.6,42,4小时,,https://www.getyourguide.com/bangkok-l169/bangkok-electric-tuk-tuk-food-tour-thonburi-wang-lang-t3041/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=3041&option_id=3041&partner_id=CD951
ChIJP-MtN12Z4jARlEBmga-oF4w,金山寺,游览与体验,曼谷：3 座著名寺庙徒步之旅,GetYourGuide,否,61,USD,,,3小时,,https://www.getyourguide.com/bangkok-l169/bangkok-3-remarkable-temples-walking-tour-t825328/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=825328&option_id=1311307&partner_id=CD951
ChIJP-MtN12Z4jARlEBmga-oF4w,金山寺,游览与体验,曼谷：金山、金属城堡和巨型秋千之旅,GetYourGuide,否,212,USD,,,8小时,,https://www.getyourguide.com/bangkok-l169/bangkok-golden-mount-metal-castle-and-giant-swing-tour-t783457/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=783457&option_id=1255539&partner_id=CD951
ChIJP-MtN12Z4jARlEBmga-oF4w,金山寺,游览与体验,由当地导游带领的曼谷当地精华步行之旅,GetYourGuide,否,70,USD,,,5小时,,https://www.getyourguide.com/bangkok-l169/highlights-guided-bangkok-local-bangkok-tour-5-hours-t858963/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=858963&option_id=1358344&partner_id=CD951
ChIJP-MtN12Z4jARlEBmga-oF4w,金山寺,游览与体验,曼谷：夜间嘟嘟车之旅，含游船和街头美食,GetYourGuide,否,76,USD,,,5小时,,https://www.getyourguide.com/bangkok-l169/bangkok-night-tuk-tuk-tour-with-boat-ride-street-food-t1343865/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=1343865&option_id=2051910&partner_id=CD951
ChIJP-MtN12Z4jARlEBmga-oF4w,金山寺,游览与体验,曼谷私人嘟嘟车之旅：日落，长尾船，最棒的泰式炒河粉,GetYourGuide,否,100,USD,,,5小时,,https://www.getyourguide.com/bangkok-l169/bangkok-private-night-tour-with-tuk-tuk-long-tail-boat-t1397140/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=1397140&option_id=2133234&partner_id=CD951
ChIJP-MtN12Z4jARlEBmga-oF4w,金山寺,游览与体验,经验丰富的导游带您游览大皇宫和曼谷寺庙,GetYourGuide,否,118,USD,,,8小时,,https://www.getyourguide.com/bangkok-l169/grand-palace-temples-of-bangkok-with-experienced-guide-t1247019/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=1247019&option_id=1911034&partner_id=CD951
ChIJvccM01iZ4jARPwr8_uBuM_8,云石寺,门票,,云石寺,是,0.61,USD,,,,,https://www.tourismthailand.org/Attraction/wat-benchamabophit
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,门票,,郑王庙,是,19.72,USD,,,,免费取消 · 即时确认,https://expresstickets.shop/the-grand-palace/
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,门票,,Tiqets,否,79.13,USD,,,,多景区门票 · 即时确认,https://www.tiqets.com/zh-Hans-US/bangkok-attractions-c78586/tickets-for-tagthai-bangkok-city-day-pass-with-30-benefits-p1101584/?tq_source=ttd_product_feed&surface=maps&funnel=nav&ttd_user_currency=USD&google_ads_click_source=
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,郑王庙票券＋3 小时泰式服装租借所有旅客（非泰国居民）,Trip.com,否,16,USD,4.8,5582,,,https://us.trip.com/travel-guide/attraction/bangkok/wat-arun-77016?locale=zh-Hans-US&poiType=3&allianceid=1076145&sid=4330723&s-productIdTop=83684197&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI4LjA4MDAwMC4xMC4xMDkuMjUuMjIzLjk5Ljg0MTI3OTA5XzY=
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,卧佛寺和黎明寺徒步导览游（2 小时）,Viator,否,103,USD,5.0,1,2小时,,https://www.viator.com/Bangkok/d343/p-215192P34?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,从曼谷出发的大皇宫、玉佛寺、卧佛寺和郑王庙徒步之旅,Tripadvisor,否,84,USD,4.6,42,4小时,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d23901128-Grand_Palace_Wat_Phra_Kaew_Wat_Pho_and_Wat_Arun_Walking_Tour_From_Bangkok-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,Absolute Thai泰式传统服饰租借（曼谷）,Klook,否,21,USD,4.5,236,,,https://www.klook.com/zh-CN/destination/p50199632/1-things-to-do/?source_channel=googlettd&_language=zh-Hans-US&_currency=USD&_activity_id=122543&package_id=418696&google_surface=maps&google_ads_click_source=&google_funnel=nav&feed_product_id=122543&kl_package_id=418696&aid=26991
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,曼谷：城市亮点寺庙和市场徒步导览,GetYourGuide,否,21,USD,4.5,4625,4小时,,https://www.getyourguide.com/bangkok-l169/bangkok-city-highlights-temple-and-market-walking-tour-t158046/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=158046&option_id=1620567&partner_id=CD951
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,曼谷：阿伦古寺、伏波寺、唐人街和嘟嘟车之旅,Tiqets,否,40,USD,4.5,2,4小时,,https://www.tiqets.com/zh-Hans-US/bangkok-attractions-c78586/tickets-for-bangkok-wat-pho-night-market-chinatown-p1057871/?tq_source=ttd_product_feed&surface=maps&funnel=nav&ttd_user_currency=USD&google_ads_click_source=
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,卧佛寺和黎明寺徒步导览游（2 小时）,Booking.com,否,103,USD,,,2小时,,https://www.booking.com/attractions/th/prnyeglwz1hd-wat-pho-and-wat-arun-guided-walking-tour-2-hours.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPRnYeglWZ1hd_oiOFPd34C9yisL_sc
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,郑王庙门票 + 3 小时泰式服饰体验（妆发与 1 小时摄影已含）（所有旅客）,Trip.com,否,65,USD,4.8,5582,,,https://us.trip.com/travel-guide/attraction/bangkok/wat-arun-77016?locale=zh-Hans-US&poiType=3&allianceid=1076145&sid=4330723&s-productIdTop=98380208&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjAwMDAwMC4xMC4xMDkuMjUuMjIzLjk5LjgwNjE5MjgzXzY=
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,曼谷寺庙小团游,Viator,否,160,USD,4.9,39,4小时,,https://www.viator.com/Bangkok/d343/p-163642P26?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,曼谷（Bangkok）郑王庙（Wat Arun）专业泰服写真,Klook,否,93,USD,4.9,11,1小时,,https://www.klook.com/zh-CN/activity/135012-professional-thai-costume-photography-at-wat-arun-bangkok/?source_channel=googlettd&_language=zh-Hans-US&_currency=USD&_activity_id=135012&package_id=460643&google_surface=maps&google_ads_click_source=&google_funnel=nav&feed_product_id=135012&kl_package_id=460643&aid=26991
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,卧佛寺和黎明寺徒步导览游（2 小时）,Tripadvisor,否,103,USD,5.0,1,2小时,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d28664833-Wat_Pho_and_Wat_Arun_Guided_Walking_Tour_2_Hours-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,曼谷：大皇宫、卧佛寺与郑王庙导游游,GetYourGuide,否,82,USD,4.2,6,4小时,,https://www.getyourguide.com/bangkok-l169/bangkok-grand-palace-wat-pho-and-wat-arun-guided-tour-t998172/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=998172&option_id=1546110&partner_id=CD951
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,曼谷三大皇家寺庙漫步之旅,Tiqets,否,76,USD,4.0,1,3小时,,https://www.tiqets.com/zh-Hans-US/bangkok-attractions-c78586/tickets-for-bangkok-grand-palace-and-royal-temples-tour-p1097752/?tq_source=ttd_product_feed&surface=maps&funnel=nav&ttd_user_currency=USD&google_ads_click_source=
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,私人旅游：半日大皇宫和乘船游览郑王庙,Booking.com,否,156,USD,,,4小时,,https://www.booking.com/attractions/th/prlkxbtdfq3q-private-tour-half-day-grand-palace-and-wat-arun-by-boat.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPRLkXbtdfq3q_oiOFIlFwGMZjmI_sc
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,郑王庙门票 + 3 小时泰式服饰体验（妆发与 1 小时摄影已含）（所有旅客）,Trip.com,否,78,USD,4.8,5582,,,https://us.trip.com/travel-guide/attraction/bangkok/wat-arun-77016?locale=zh-Hans-US&poiType=3&allianceid=1076145&sid=4330723&s-productIdTop=94308523&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI4LjA4MDAwMC4xMC4xMDkuMjUuMjIzLjk5Ljg0MTI3OTA5XzY=
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,曼谷花卉市场和郑王庙半日城市之旅,Viator,否,203,USD,5.0,2,4小时,,https://www.viator.com/Bangkok/d343/p-90546P280?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,当地人的亮点和隐藏的宝石：曼谷最佳私人之旅,Tripadvisor,否,160,USD,4.9,51,3小时,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d15193928-Highlights_Hidden_Gems_With_Locals_Best_of_Bangkok_Private_Tour-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,曼谷昭披耶公主号游船晚餐,Klook,否,26,USD,4.5,17508,1小时30分钟,,https://www.klook.com/zh-CN/destination/p50199632/1-things-to-do/?source_channel=googlettd&_language=zh-Hans-US&_currency=USD&_activity_id=375&package_id=324031&google_surface=maps&google_ads_click_source=&google_funnel=nav&feed_product_id=375&kl_package_id=324031&aid=26991
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,曼谷：大皇宫、Wat Pho 和 Wat Arun 参观导览,GetYourGuide,否,20,USD,4.8,5490,5小时,,https://www.getyourguide.com/bangkok-l169/bangkok-grand-palace-wat-pho-and-wat-arun-guided-tour-t840436/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=840436&option_id=1330511&partner_id=CD951
ChIJaSv_6gaZ4jARnbiUVn6Z_YY,郑王庙,游览与体验,曼谷：城市亮点寺庙和市场徒步之旅,Booking.com,否,88,USD,,,5小时,,https://www.booking.com/attractions/th/prla6jxgy7tk-bangkok-city-highlights-temple-and-market-walking-tour.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPRlA6JXGY7tK_oiOF7tezOJo44c_sc
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,门票,,Wat Ratchanatdaram Worawihan,是,0.61,USD,,,,,https://www.tourismthailand.org/Attraction/wat-ratchanatdaram-worawihan-loha-prasat
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,️ 曼谷私人 Instagram 之旅：全包,Tripadvisor,否,133,USD,4.9,252,3小时45分钟,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d19790311-Bangkok_Private_Instagram_Tour_All_Inclusive-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷米其林美食由吐谷浑提供-酒店接机午餐或晚餐,Booking.com,否,86,USD,4.7,44,3小时30分钟,,https://www.booking.com/attractions/th/prr9mda1ayue-bangkok-michelin-food-tour-with-hotel-pick-up-and-dinner.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPRR9MDa1AyUe_oiOFOCLOdCnj2X_sc
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷：佛教和僧侣私人旅游,Viator,否,143,USD,4.9,71,3小时,,https://www.viator.com/Bangkok/d343/p-24380P800?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷米其林美食嘟嘟车之旅 - 含午餐或晚餐饭店接送,Trip.com,否,86,USD,5.0,1,3小时30分钟,,https://us.trip.com/things-to-do/experiences/Bangkok-DayTourProducts?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=106837671&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷老城区游览苏塔寺、萨基特寺和拉差纳达寺,Agoda,否,245,USD,,,,,https://www.agoda.com/activities/search?cid=1909882&cityId=9395&selectedActivity=769853&mseOfferId=549281&currency=USD&gl=zh-Hans-US&gs=maps&gf=nav&gacs=
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷的宝藏：佛教和僧侣私人之旅,Tripadvisor,否,143,USD,4.9,58,3小时,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d17684428-Treasures_of_Bangkok_Buddhism_Monks_Private_Tour-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷的宝藏：佛教和僧侣私人之旅,Booking.com,否,143,USD,4.3,3,3小时,,https://www.booking.com/attractions/th/prhc1csf7beq-buddhism-spirituality-experience.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPRHc1CsF7BeQ_oiOF6ePVLJZy5v_sc
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,乘坐典型的泰国嘟嘟车体验曼谷,Viator,否,28,USD,4.9,1008,2小时,,https://www.viator.com/Bangkok/d343/p-112650P30?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,晚上乘吐蕃车游览曼谷，参观唐人街,Tripadvisor,否,163,USD,5.0,8,2小时15分钟,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d14174168-Explore_Bangkok_at_night_by_Tuk_Tuk_with_Chinatown_visit-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷图标Wat Arun泰国运河和嘟嘟冒险,Viator,否,78,USD,4.9,78,8小时30分钟,,https://www.viator.com/Bangkok/d343/p-112650P93?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷 Wat Ratchanatdaram Golden Mount 和 Wat Trai Mit,Booking.com,否,226,USD,,,6小时,,https://www.booking.com/attractions/th/prlqnozheajr-bangkok-wat-ratchanatdaram-golden-mount-and-wat-trai-mit.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPRlQNOZHeajr_oiOFS331H1oNW9_sc
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷米其林美食由吐谷浑提供-酒店接机午餐或晚餐,Tripadvisor,否,172,USD,4.9,281,3小时30分钟,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d27961134-Bangkok_Michelin_Food_by_Tuk_Tuk_Hotel_pickup_Lunch_or_Dinner-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,Bangkok at Night : 私人嘟嘟车之旅与酒店接机,Viator,否,163,USD,4.9,11,2小时15分钟,,https://www.viator.com/Bangkok/d343/p-51641P107?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷之夜笃笃之旅：市场，寺庙和美食,Booking.com,否,150,USD,5.0,3,4小时,,https://www.booking.com/attractions/th/preuh9b9vzld-bangkok-by-night-tuk-tuk-tour.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPReUH9b9VZlD_oiOFAgzMDMiZlw_sc
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,乘坐典型的泰国嘟嘟车体验曼谷,Tripadvisor,否,28,USD,4.9,910,2小时,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d25341953-Experience_Bangkok_with_typical_Thai_tuk_tuk-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷小型团体米其林美食之旅，带酒店接机,Viator,否,172,USD,4.9,459,3小时30分钟,,https://www.viator.com/Bangkok/d343/p-10791P12?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,从曼谷前往拉达那哥欣岛的一日自行车之旅,Booking.com,否,70,USD,,,6小时,,https://www.booking.com/attractions/th/pru9zrb4czpt-day-biking-tour-to-koh-rattanakosin-from-bangkok.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPRU9Zrb4Czpt_oiOFXw91G6WfFV_sc
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷图标Wat Arun泰国运河和嘟嘟冒险,Tripadvisor,否,78,USD,4.9,78,8小时30分钟,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d34482742-Bangkok_Icons_Wat_Arun_Thai_Canals_and_Tuk_Tuk_Adventure-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,曼谷 3 座著名寺庙徒步之旅,Viator,否,94,USD,5.0,2,3小时,,https://www.viator.com/Bangkok/d343/p-215192P186?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJYTbBTBSZ4jARYTUWfRRhB8I,Wat Ratchanatdaram Worawihan,游览与体验,未过滤的旧曼谷： 文化、颜色和点击,Booking.com,否,219,USD,,,4小时,,https://www.booking.com/attractions/th/priafmn3s8io-old-bangkok-instagram-tour.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPRIAFMN3s8iO_oiOFz4de9hnyz7_sc
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,【可选游轮午餐】曼谷大皇宫+郑王庙+水门寺一日游,Trip.com,否,64,USD,4.7,763,6小时48分钟,,https://us.trip.com/things-to-do/experiences/Bangkok-1daytrip?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=49677533&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,曼谷寺庙私人之旅：大皇宫＆郑王庙＆水门寺（曼谷最高大佛）,Agoda,否,167,USD,,,,,https://www.agoda.com/activities/search?cid=1909882&cityId=9395&selectedActivity=1172089&mseOfferId=1918721&currency=USD&gl=zh-Hans-US&gs=maps&gf=nav&gacs=
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,曼谷寺庙私人之旅：大皇宫＆郑王庙＆水门寺（曼谷最高大佛）,Klook,否,161,USD,4.0,2,8小时30分钟,,https://www.klook.com/zh-CN/destination/p50199659/1-things-to-do/?source_channel=googlettd&_language=zh-Hans-US&_currency=USD&_activity_id=88815&package_id=301708&google_surface=maps&google_ads_click_source=&google_funnel=nav&feed_product_id=88815&kl_package_id=301708&aid=26991
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,曼谷：大皇宫、寺庙和水门佛乘船观光,GetYourGuide,否,212,USD,,,7小时,,https://www.getyourguide.com/bangkok-l169/bangkok-grand-palace-temples-water-gate-buddha-boat-tour-t1142001/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=1142001&option_id=1751786&partner_id=CD951
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,曼谷寺庙之旅：水门寺＆像神寺一日游,Trip.com,否,35,USD,4.6,194,6小时,,https://us.trip.com/things-to-do/experiences/Chachoengsao-DayTourProducts?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=88706274&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,曼谷水门寺+暹罗古城+三头神象博物馆一日游,Trip.com,否,27,USD,4.7,6,7小时,,https://us.trip.com/things-to-do/experiences/SamutPrakan-1daytrip?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=62480442&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,【中文私导】大皇宫+郑王庙+水门寺一日游|饭店接驳|纯玩包车,Trip.com,否,72,USD,5.0,6,4小时48分钟,,https://trip.com/things-to-do/experiences/Bangkok-1daytrip?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=107398531&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,泰国曼谷水门寺一日游,Trip.com,否,35,USD,5.0,5,8小时30分钟,,https://us.trip.com/things-to-do/experiences/Bangkok-1daytrip?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=54429176&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,曼谷水门寺+三头神像博物馆+暹罗古城一日游,Trip.com,否,27,USD,4.3,6,9小时,,https://us.trip.com/things-to-do/experiences/SamutPrakan-1daytrip?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=55129972&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,【品质小团】曼谷大皇宫+郑王庙+水门寺大佛一日游,Trip.com,否,61,USD,4.9,215,6小时,,https://trip.com/things-to-do/experiences/Bangkok-1daytrip?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=65287498&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
