id,h3Resolution,centerLatitude,centerLongitude,parentCell,locatedInAdminArea,adminAmbiguous,adminPurity,adminPoiMix,adminEvidence,adminAssignMethod,township,townshipId,townshipAdcode,townshipSource,townshipRegistryStatus,townshipLagRisk,townshipCandidate,poiSourceMix,dominantZone,zoneNameSeen,zoneConfidence,zoneAssignMethod,zoneEvidence,zoneAliasesSeen,landmarkNames,clusterLandmarks,poiCount,categoryMix,dominantCategory,nightActive,collectionCoverage,poiCountAt,sourceId,batchId,externalIds,dataQuality,contentHash,createdAt,updatedAt,lastSeenAt,referencedBy,archivedAt,archiveReason
874008d0bffffff,7,27.125341,106.457442,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:874008d0bffffff""]",needs_review,93325cce53743faf0c679870b60757e19afa17c65672022608719dff9d6963e4,2026-09-16,2026-09-16,2026-09-16,7,,
87400c640ffffff,7,26.813299,106.438036,,admin_520181,是,0.571,"[""清镇市:4"",""修文县:3""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 57%，跨界，不得用于分区统计,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c640ffffff""]",needs_review,da95f7597faa2b0479ec8de6c912a4e473f70cdd3d7a2bbcc7de6fb6ccd309cb,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6a2ffffff,7,26.949332,106.694408,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:3""]",,,,未判定,,,,,3,"[""交通:2"",""餐饮:1""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6a2ffffff""]",needs_review,4a83597d690ff75ccd609a820065d835be81c0d14bfd5fcdf4436db62cdd56bb,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6deffffff,7,27.014085,106.486821,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6deffffff""]",needs_review,03afcb234c11502bada6ab0cf72065522b561b3e6cfcdbbcf4daf01245f50e01,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6f3ffffff,7,26.964041,106.538145,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:1""]",,,,未判定,,,,,1,"[""景点:1""]",景点,未知,偏低,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6f3ffffff""]",needs_review,0c7625fd3fddf2121f670c672dd846c7f3ad92827f0bcd2d1a140e5e977ad024,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6a5ffffff,7,26.908478,106.67975,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:3""]",,,,未判定,,,,,3,"[""交通:3""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6a5ffffff""]",needs_review,523e7ea721fc2af9ff3cb86f7fc7179f3286ef9861a09f86f83130a9e238fc1e,2026-09-16,2026-09-16,2026-09-16,7,,
87400c61affffff,7,26.913967,106.589435,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:1""]",,,,未判定,,,,,1,"[""景点:1""]",景点,未知,偏低,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c61affffff""]",needs_review,dabfe2bf424129294b6826dafa6a6a8a5a2e5ce422ca6ce28528c75504673175,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6a1ffffff,7,26.92518,106.662672,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6a1ffffff""]",needs_review,62b75c97528921960ea8955ff5eac3be39e8bf14b02c0bdcdaa8b92b9086e3ec,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6c0ffffff,7,26.956534,106.489284,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6c0ffffff""]",needs_review,3cf3de3964c98bae0db057793dac88fc7fafc12ed63ec2a766ac2bf00da1e716,2026-09-16,2026-09-16,2026-09-16,7,,
874008d54ffffff,7,27.101181,106.425662,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:874008d54ffffff""]",needs_review,349cdcc237c9e32833280908d7753dd3c0edded1284064e1d61e5a60a76b2ceb,2026-09-16,2026-09-16,2026-09-16,7,,
874008d50ffffff,7,27.11784,106.408532,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:874008d50ffffff""]",needs_review,bb104e7808632b9577b341f2f0925adf5eda920764f80d50e75dd12db0942aa8,2026-09-16,2026-09-16,2026-09-16,7,,
874008c22ffffff,7,27.182794,106.454971,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:874008c22ffffff""]",needs_review,cda2df32b9114ac8ddf2520e2d0402c349e959f3cbde117605177831058f6cf1,2026-09-16,2026-09-16,2026-09-16,7,,
8740089b3ffffff,7,26.93768,106.367082,,admin_520123,否,1,"[""修文县:6""]",R7 父格，含 6 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:8740089b3ffffff""]",needs_review,64a601b7a841878ddf23a34379b1603385ff73736c228284d6d6663b6c9eaa10,2026-09-16,2026-09-16,2026-09-16,6,,
87400c6e9ffffff,7,26.908097,106.425769,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6e9ffffff""]",needs_review,7dbb6c31587ccb30ac5792e896d74f2ac71c7ae31ddfa29988a52417713ff6e2,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6cbffffff,7,26.982363,106.40617,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:3""]",,,,未判定,,,,,3,"[""景点:2"",""餐饮:1""]",景点,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6cbffffff""]",needs_review,d9d6eeca2872256969499cfe034012a899e2e2c3aa4bf9879d71cb85aaf6e577,2026-09-16,2026-09-16,2026-09-16,7,,
8740089b2ffffff,7,26.94146,106.391528,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:8740089b2ffffff""]",needs_review,df0c2c653df987c04fac57e972d64432222833df2ee483ccd2f635737fecfe72,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6e4ffffff,7,26.886016,106.533272,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:1""]",,,,未判定,,,,,1,"[""景点:1""]",景点,未知,偏低,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6e4ffffff""]",needs_review,d872328cc4cdc9ced2f8d869cf15270b4dcf5abbcee6cb19a3eec8bf84bad771,2026-09-16,2026-09-16,2026-09-16,7,,
87400c631ffffff,7,26.826703,106.650443,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:3""]",,,,未判定,,,,,3,"[""交通:2"",""景点:1""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c631ffffff""]",needs_review,434c87783d62914c16eacc23ee45db38f4e64065a05c6d54a3bb1b732c14961b,2026-09-16,2026-09-16,2026-09-16,7,,
87400c783ffffff,7,26.882508,106.762683,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""ctrip:1""]",,,,未判定,,,,,1,"[""住宿:1""]",住宿,未知,偏低,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c783ffffff""]",needs_review,215b8ce5969d67d14389e0e0a6c905916fee51458e0bba729dbe36a4135dd069,2026-09-16,2026-09-16,2026-09-16,7,,
87400c60affffff,7,26.869319,106.550369,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:1""]",,,,未判定,,,,,1,"[""景点:1""]",景点,未知,偏低,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c60affffff""]",needs_review,174bbcde93772725999d1842ac53bf803444a716552f327c33dbab3e0e03f8c4,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6e6ffffff,7,26.906468,106.540596,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6e6ffffff""]",needs_review,372e624e33f1f1c28ab2244e40951e73f15a5f85cf16a51be595b711ae9b5ee3,2026-09-16,2026-09-16,2026-09-16,7,,
87400c629ffffff,7,26.791218,106.545495,,admin_520123,是,0.571,"[""修文县:4"",""清镇市:3""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 57%，跨界，不得用于分区统计,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c629ffffff""]",needs_review,b81aed51950887aacf6fa2e737238f14b6d443273a2010532e306628ced45859,2026-09-16,2026-09-16,2026-09-16,7,,
874008d66ffffff,7,27.023242,106.420815,,admin_520123,否,1,"[""修文县:4""]",R7 父格，含 4 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:874008d66ffffff""]",needs_review,71e3fc16dc77378b7bbb89d7283d6030be6f4d1a1d6ff0f11330474a3b93bbcf,2026-09-16,2026-09-16,2026-09-16,4,,
87400c78bffffff,7,26.891773,106.696824,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:8"",""ctrip:1""]",,,,未判定,,,,,9,"[""交通:6"",""景点:1"",""餐饮:1"",""住宿:1""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c78bffffff""]",needs_review,171388b4216a7d18b4bc0d06f96762420a5e7a6421f3f3efb68168a7a6f2d832,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6a8ffffff,7,26.938145,106.621177,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6a8ffffff""]",needs_review,98e0e3b79a7d33e450477463e252d593d6f8ffcb95659cf86cfc43fcd8d52640,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6ccffffff,7,26.949007,106.440411,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6ccffffff""]",needs_review,14688e2dd76e1a1afd69dfdd827f7caaeecb2dc94c1739ed2bacab9bdcf5a08c,2026-09-16,2026-09-16,2026-09-16,7,,
87400c78cffffff,7,26.858354,106.730961,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:107"",""ctrip:8""]",,,,未判定,,,,,115,"[""餐饮:70"",""交通:32"",""住宿:8"",""景点:5""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c78cffffff""]",needs_review,895cee2160105d25d9837fd5ad1c0494729257388e54b24a5fae0d0bce4fa00e,2026-09-16,2026-09-16,2026-09-16,7,,
87400c62affffff,7,26.815451,106.577227,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:7""]",,,,未判定,,,,,7,"[""餐饮:4"",""交通:3""]",餐饮,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c62affffff""]",needs_review,79e3949f94b0b1074ca288b1cb2c8bd9d3c054d575daba17844ac53d6f10d54c,2026-09-16,2026-09-16,2026-09-16,7,,
87400c604ffffff,7,26.822957,106.626041,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:1"",""ctrip:1""]",,,,未判定,,,,,2,"[""交通:1"",""住宿:1""]",交通,未知,偏低,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c604ffffff""]",needs_review,d73b289d750dfa6889c4bc377317aff33237bcae46db4f9cdfca0513aeb80609,2026-09-16,2026-09-16,2026-09-16,7,,
87400c79bffffff,7,26.936349,106.735883,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c79bffffff""]",needs_review,8bd32bbed1ea58c3bd12b80740e8f81d2045158cfd2deb1cf3373354ddb29128,2026-09-16,2026-09-16,2026-09-16,7,,
87400c671ffffff,7,26.800379,106.479566,,admin_520123,是,0.714,"[""修文县:5"",""清镇市:2""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 71%，跨界，不得用于分区统计,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c671ffffff""]",needs_review,a752920e767b30d25b0e9ee5fca0605157ce11255c4142a6e2376f0a7cb9bd2d,2026-09-16,2026-09-16,2026-09-16,7,,
874008c24ffffff,7,27.145743,106.464769,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:874008c24ffffff""]",needs_review,1c1416173a672745c84c0417f679ff038075ebe9260626c9071cd3389b5eb267,2026-09-16,2026-09-16,2026-09-16,7,,
87400c79dffffff,7,26.899219,106.74562,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c79dffffff""]",needs_review,d8e943e3356ceec8d8c4611250abfe55248d07a1d4869b3dacb45f77ded21e65,2026-09-16,2026-09-16,2026-09-16,7,,
87400c602ffffff,7,26.86012,106.616284,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:33"",""ctrip:1""]",,,,未判定,,,,,34,"[""交通:20"",""餐饮:10"",""景点:3"",""住宿:1""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c602ffffff""]",needs_review,fb3883adc404d51c31cae664ad8f9040b61fe9d21c14335d39c801a42dcdaee1,2026-09-16,2026-09-16,2026-09-16,7,,
874008d0cffffff,7,27.092014,106.491684,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:874008d0cffffff""]",needs_review,7f22275675f71a5585b80ec2e5285cd50740be66923b2fdaaad27e2502c6c6b5,2026-09-16,2026-09-16,2026-09-16,7,,
87400c796ffffff,7,26.914052,106.843175,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:13""]",,,,未判定,,,,,13,"[""交通:10"",""景点:2"",""餐饮:1""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c796ffffff""]",needs_review,72d6d2f7a1354f1c5f56e8983e6eb24d2c7dea88ed15e06f3e52d1e5d7582bc7,2026-09-16,2026-09-16,2026-09-16,7,,
87400c644ffffff,7,26.796599,106.455143,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c644ffffff""]",needs_review,40aaf51cadf2caf7d3a8d54f1b4cb1ea3eee5c621e4e52fd3d5992717da9c0fa,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6d3ffffff,7,27.017835,106.511258,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6d3ffffff""]",needs_review,ec8f581d59130d10661e7a1ff23921d0249c032e1b377b905903986e9a315159,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6e8ffffff,7,26.91187,106.450205,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6e8ffffff""]",needs_review,de1e051e2575848db7dae7133481782af0e02997d07e87fa7bfe76a079e1d215,2026-09-16,2026-09-16,2026-09-16,7,,
874008d2bffffff,7,27.071602,106.484357,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:874008d2bffffff""]",needs_review,57ccc0a8081b739a73e0d93013598af08c1e196f7ff5e949587455570d954cac,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6ddffffff,7,26.989895,106.455057,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:2""]",,,,未判定,,,,,2,"[""餐饮:1"",""交通:1""]",餐饮,未知,偏低,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6ddffffff""]",needs_review,2d0dc2222742df4101d3065eb0dfb5ce21bfa9ee2adcab608e124732b07f82bd,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6a9ffffff,7,26.934406,106.596761,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:2""]",,,,未判定,,,,,2,"[""景点:1"",""交通:1""]",景点,未知,偏低,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6a9ffffff""]",needs_review,4434fc0008f77e7b0bdc4bf35b9ee934fdb050d647bfdd93150afbd14908512e,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6dcffffff,7,26.993653,106.479496,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6dcffffff""]",needs_review,b75884c8cd5239fdf4949a73d18e23c38e8d691c1331214f84ea55b6a02fc8d3,2026-09-16,2026-09-16,2026-09-16,7,,
87400c658ffffff,7,26.867164,106.411129,,admin_520181,是,0.714,"[""清镇市:5"",""修文县:2""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 71%，跨界，不得用于分区统计,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c658ffffff""]",needs_review,1d0ecbfcb6816bb2fe87e5bbd01e30f74f82374172ac9073420d2d0980d40a66,2026-09-16,2026-09-16,2026-09-16,7,,
87400c603ffffff,7,26.856371,106.591874,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:19"",""ctrip:1""]",,,,未判定,,,,,20,"[""交通:13"",""餐饮:3"",""景点:3"",""住宿:1""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c603ffffff""]",needs_review,653c57d7413489cb45552164a037d096ed516d85403e9695ad2b811fccf0dfa8,2026-09-16,2026-09-16,2026-09-16,7,,
87400c628ffffff,7,26.794982,106.569905,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:1""]",,,,未判定,,,,,1,"[""交通:1""]",交通,未知,偏低,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c628ffffff""]",needs_review,9854d355e3128a72112d0fefcd580302d478d950e5551e0f402bb15c467b9d2d,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6c8ffffff,7,26.965686,106.423293,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6c8ffffff""]",needs_review,ee481405d7fa648df1b4af4b9b88e7f5afbe7ab9989846b9779cbb96ed6fb366,2026-09-16,2026-09-16,2026-09-16,7,,
874008d09ffffff,7,27.104932,106.450115,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:874008d09ffffff""]",needs_review,79f583b9621c7fd71f9551a51924f5633e858c706dba2ac3e0599b9ee0da2e9e,2026-09-16,2026-09-16,2026-09-16,7,,
87400c7aaffffff,7,26.841639,106.748024,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:4"",""transport:3""]",,,,未判定,,,,,7,"[""交通:4"",""餐饮:2"",""景点:1""]",交通,未知,充分,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c7aaffffff""]",needs_review,e841917ce94d793c01278a51cd3bfe795e94634519766a2b48c3899dc2539417,2026-09-16,2026-09-16,2026-09-16,7,,
87400eb6dffffff,7,26.943771,106.784676,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400eb6dffffff""]",needs_review,08b921d2d2d1c37edfd6fcee2eb1238a8befbc42a72c9ba7e0fc311c383cfc05,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6e5ffffff,7,26.882256,106.508849,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,"[""amap:2""]",,,,未判定,,,,,2,"[""景点:2""]",景点,未知,偏低,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6e5ffffff""]",needs_review,125ea3fefa717b1fb4709ccf15cf25aa741d0e62771d0233d6b0be6da8e7f8cb,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6c9ffffff,7,26.961914,106.398849,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6c9ffffff""]",needs_review,3432992df8626be1fd1c27426d4ef0ec0fde747092b7bffbe8bbed1067a60823,2026-09-16,2026-09-16,2026-09-16,7,,
87400c6ceffffff,7,26.969454,106.447734,,admin_520123,否,1,"[""修文县:7""]",R7 父格，含 7 个 R8 子格；按子格行政区众数归属，纯度 100%,边界匹配,,,,,,,,,,,,未判定,,,,,0,,,未知,未采,2026-09-16,src_grid_derive,grid-recompute-ctrip-hotel-20260916,"[""h3:87400c6ceffffff""]",needs_review,e2bf99da8ee76825270ffe2d9f44c48bb423e5d39127e414d3775c430d83bfa7,2026-09-16,2026-09-16,2026-09-16,7,,
