id,name,zoneType,aliases,h3Cells,anchorPoiIds,cellCount,shortDesc,description,locatedInAdminArea,nightActivity,latitude,longitude,coordinateSystem,h3Index,h3IndexCoarse,geoPrecision,picture,pictureDesc,sourceId,fieldSources,fieldUpdatedAt,batchId,externalIds,lastVerifiedAt,verifiedBy,dataQuality,contentHash,createdAt,updatedAt,lastSeenAt,referencedBy,archivedAt,archiveReason
zone_89d8098fa0,近贵州中医药大学时珍学院 · 中国阳明文化园,商圈,"[""amap:近贵州中医药大学时珍学院 · 中国阳明文化园""]","[""88400c6009fffff"",""88400c6041fffff"",""88400c6047fffff"",""88400c6049fffff"",""88400c604dfffff"",""88400c6051fffff"",""88400c6055fffff"",""88400c6059fffff"",""88400c605bfffff"",""88400c6215fffff"",""88400c6227fffff"",""88400c6233fffff"",""88400c62a9fffff"",""88400c62adfffff"",""88400c62e1fffff"",""88400c62e3fffff"",""88400c62e5fffff"",""88400c62e7fffff"",""88400c62e9fffff"",""88400c62ebfffff"",""88400c631bfffff""]","[""hotel_ctrip_134186393"",""hotel_ctrip_123395309"",""hotel_ctrip_112614032"",""hotel_ctrip_123274177"",""food_ecfb5246-fb7f-47bb-9cb7-2d169163ee78""]",21,,,admin_520123,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近贵州中医药大学时珍学院 · 中国阳明文化园""]",,,needs_review,517516354b7a1c9dee96331aad0e0975ebfdca395e217985b29a3ce37a6b9cf6,2026-09-16,2026-09-16,2026-09-16,45,,
zone_47577bfafd,青岩古镇,历史街区,"[""amap:青岩"",""amap:青岩古镇"",""amap_regeo:青岩""]","[""88400c064bfffff"",""88400c064dfffff"",""88400c0659fffff"",""88400c1415fffff"",""88400c1431fffff"",""88400c1433fffff"",""88400c1437fffff"",""88400c1481fffff"",""88400c1483fffff"",""88400c1487fffff"",""88400c148bfffff"",""88400c14b3fffff"",""88400c14b5fffff"",""88400c14b9fffff"",""88400c14bdfffff"",""88400c1583fffff"",""88400c1593fffff"",""88400c159bfffff"",""88400c15c1fffff"",""88400ca965fffff""]","[""area_amap_B035300N16"",""area_amap_B0FFIIELKG"",""area_amap_B0FFK7OMTS"",""area_amap_B0FFKJVY1U"",""area_amap_B0FFKYKBQG""]",20,,,admin_520111,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:青岩古镇""]",,,needs_review,54070d0bf15063834e3c614a6d6e9bf275105a4a6bd39936f484831976aed6fc,2026-09-16,2026-09-16,2026-09-16,91,,
zone_3b92dfb1af,龙泉苑街,商圈,"[""amap:观山湖世纪城/地质博物馆"",""amap:观山湖会展城/金融城"",""amap:贵阳北站/高新区"",""amap:龙泉苑街"",""amap_regeo:龙泉苑街""]","[""88400c0c31fffff"",""88400c0c33fffff"",""88400c0c87fffff"",""88400c0ca1fffff"",""88400c0ca3fffff"",""88400c0ca9fffff"",""88400c0cabfffff"",""88400c0cadfffff"",""88400c0cbdfffff"",""88400c0ce1fffff"",""88400c0ce5fffff"",""88400c0ce7fffff"",""88400c0ce9fffff"",""88400c0cedfffff"",""88400c0d99fffff"",""88400c0dd1fffff"",""88400c0dd3fffff"",""88400c0dd9fffff"",""88400c0ddbfffff""]","[""area_amap_B0FFF02KLV"",""area_amap_B0FFF2UDYA"",""area_amap_B0FFG0J7OY"",""area_amap_B0FFGAAAGN"",""area_amap_B0FFHLNL3U""]",19,,,admin_520115,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:龙泉苑街""]",,,needs_review,901dbc98e90c4b9a6e984ef3bb08881da5fc1e648e40044221a1a7c3c1c898ad,2026-09-16,2026-09-16,2026-09-16,1274,,
zone_0c4a62cd85,金华镇,商圈,"[""amap:金华镇"",""amap_regeo:金华镇""]","[""88400c0c91fffff"",""88400c0c93fffff"",""88400c0c95fffff"",""88400c0c97fffff"",""88400c0c99fffff"",""88400c0c9bfffff"",""88400c0cd3fffff"",""88400c390dfffff"",""88400c3941fffff"",""88400c3943fffff"",""88400c3945fffff"",""88400c3947fffff"",""88400c394dfffff"",""88400c3955fffff"",""88400c3957fffff"",""88400c3963fffff"",""88400c3969fffff"",""88400c396bfffff"",""88400c3b25fffff""]","[""area_amap_B0M6M7VLW6"",""hotel_ctrip_116555887"",""hotel_ctrip_5371528"",""hotel_ctrip_75821855"",""hotel_ctrip_107283160""]",19,,,admin_520115,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:金华镇""]",,,needs_review,baaa41f4e461e25251ace4a9e14556bcda5075c9519e032cf0a76b01588dbfc5,2026-09-16,2026-09-16,2026-09-16,184,,
zone_22291387f1,青岩,商圈,"[""amap:青岩"",""amap:青岩古镇"",""amap_regeo:青岩""]","[""88400c1411fffff"",""88400c1417fffff"",""88400c1485fffff"",""88400c1489fffff"",""88400c148dfffff"",""88400c14a1fffff"",""88400c14a3fffff"",""88400c14a7fffff"",""88400c14a9fffff"",""88400c14abfffff"",""88400c14adfffff"",""88400c14c3fffff"",""88400c14e1fffff"",""88400c14e3fffff"",""88400c14e7fffff"",""88400c14e9fffff"",""88400c14ebfffff"",""88400c15d3fffff"",""88400c16b7fffff""]","[""sa_404936"",""area_amap_B035301PZE"",""area_amap_B03530PZZA"",""area_amap_B03530Q0DV"",""area_amap_B03530Q0LK""]",19,,,admin_520111,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:青岩""]",,,needs_review,f4583dbb9886c336816c64aea6055d4cad224fe2853462c70a2f18b4b036fffe,2026-09-16,2026-09-16,2026-09-16,345,,
zone_9d7168eb33,龚家寨,商圈,"[""amap:白云公园/白云地区"",""amap:龚家寨"",""amap_regeo:大山洞"",""amap_regeo:龚家寨""]","[""88400c70dbfffff"",""88400c7281fffff"",""88400c7283fffff"",""88400c7287fffff"",""88400c7291fffff"",""88400c7295fffff"",""88400c7297fffff"",""88400c729dfffff"",""88400c72abfffff"",""88400c72b1fffff"",""88400c72b3fffff"",""88400c72b9fffff"",""88400c72bbfffff"",""88400c72bdfffff"",""88400c7761fffff"",""88400c7765fffff"",""88400c7767fffff"",""88400c7769fffff"",""88400c776dfffff""]","[""area_amap_B035300ERH"",""area_amap_B03530P0BB"",""area_amap_B0FFFSE7H0"",""area_amap_B0FFLAG959"",""area_amap_B0G24ZE6ZA""]",19,,,admin_520113,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:龚家寨""]",,,needs_review,6fc612fa586a9d8f31471c0855ddbb73ddd7bf6d67d68f756bb5b9813d9938d2,2026-09-16,2026-09-16,2026-09-16,317,,
zone_d29a42fad7,息烽 · 距开阳中心直线距离26.9公里,商圈,"[""amap:息烽 · 距开阳中心直线距离26.9公里""]","[""88400eac49fffff"",""88400eae03fffff"",""88400eae07fffff"",""88400eae15fffff"",""88400eae21fffff"",""88400eae23fffff"",""88400eae27fffff"",""88400eae29fffff"",""88400eae2bfffff"",""88400eae2dfffff"",""88400eae31fffff"",""88400eae35fffff"",""88400eae39fffff"",""88400eae3bfffff"",""88400eae3dfffff"",""88400eaf11fffff"",""88400eaf19fffff"",""88400eaf1bfffff"",""88400eaf5bfffff""]","[""area_amap_B0FFKZMJNX"",""area_amap_B0KRV67DMP"",""hotel_ctrip_126891351"",""food_eb7686d9-3c5d-48cb-b2a0-6d917600b893"",""food_7a4ad17d-1674-40ad-932c-3fa88e9519b3""]",19,,,admin_520122,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:息烽 · 距开阳中心直线距离26.9公里""]",,,needs_review,3778413463666dbd5ffd53b096688179e26d1e40f57f2d10f11a8bb77d7bad71,2026-09-16,2026-09-16,2026-09-16,27,,
zone_0157a6d12d,近修文县卧龙山庄(贵阳) · 中国阳明文化园,商圈,"[""amap:近修文县卧龙山庄(贵阳) · 中国阳明文化园"",""amap:近修文县卧龙山庄(贵阳) · 幸福村银杏树林""]","[""88400c6065fffff"",""88400c606dfffff"",""88400c6103fffff"",""88400c6109fffff"",""88400c610bfffff"",""88400c6111fffff"",""88400c6115fffff"",""88400c6119fffff"",""88400c611dfffff"",""88400c6143fffff"",""88400c614bfffff"",""88400c6151fffff"",""88400c6153fffff"",""88400c6157fffff"",""88400c615bfffff"",""88400c6331fffff"",""88400c6333fffff"",""88400c6337fffff"",""88400c633bfffff""]","[""hotel_ctrip_119717560"",""hotel_ctrip_128326087"",""hotel_ctrip_104629327"",""hotel_ctrip_122344486"",""hotel_ctrip_80165732""]",19,,,admin_520123,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近修文县卧龙山庄(贵阳) · 中国阳明文化园""]",,,needs_review,4c7976da485f71bff1649b4f4b8a854d3d9fe7fcea899f368a43617babf725b4,2026-09-16,2026-09-16,2026-09-16,31,,
zone_d5bef9ba92,久长,商圈,"[""amap:久长"",""amap:久长村"",""amap:近久长客运站 · 迪乐尼主题乐园"",""amap:近黔坤御庭中心广场 · 金鸡山"",""amap_regeo:久长"",""amap_regeo:久长村""]","[""88400c6a05fffff"",""88400c6a07fffff"",""88400c6a09fffff"",""88400c6a0dfffff"",""88400c6a21fffff"",""88400c6a25fffff"",""88400c6a29fffff"",""88400c6a2bfffff"",""88400c6a43fffff"",""88400c6a47fffff"",""88400c6a49fffff"",""88400c6a4bfffff"",""88400c6a51fffff"",""88400c6a55fffff"",""88400c6a63fffff"",""88400c6b19fffff"",""88400c6b53fffff"",""88400c6b57fffff"",""88400c799bfffff""]","[""area_amap_B0FFLI7DNC"",""area_amap_B0MDJOKK92"",""hotel_ctrip_72841379"",""hotel_ctrip_72172724"",""hotel_ctrip_72174857""]",19,,,admin_520123,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:久长""]",,,needs_review,043fdd30cc9f4285d12a83b06a15c52e6b3d0573f95153da7ed1fdccce758d03,2026-09-16,2026-09-16,2026-09-16,62,,
zone_fd30b00606,二桥,商圈,"[""amap:二桥"",""amap:湘雅村"",""amap:老客车站/客车站"",""amap:花果园地区"",""amap:贵阳市延安西路32号"",""amap:黔灵公园/省政府"",""amap_regeo:二桥"",""amap_regeo:北京路"",""amap_regeo:湘雅村"",""amap_regeo:老客车站/客车站"",""amap_regeo:花果园""]","[""88400c0c01fffff"",""88400c0c03fffff"",""88400c0c05fffff"",""88400c0c09fffff"",""88400c0c0bfffff"",""88400c0c0dfffff"",""88400c0c11fffff"",""88400c0c15fffff"",""88400c0c19fffff"",""88400c0c1dfffff"",""88400c0c43fffff"",""88400c0c53fffff"",""88400c0c55fffff"",""88400c0c57fffff"",""88400c0c63fffff"",""88400c0ea1fffff"",""88400c0ea5fffff"",""88400c0eadfffff""]","[""area_amap_B03530OWFX"",""area_amap_B03530OXM1"",""area_amap_B03530Q0BT"",""area_amap_B0FFF2BJLS"",""area_amap_B0FFH0DDIV""]",18,,,admin_520103,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:二桥""]",,,needs_review,c64f7cdc43013ff27c0ae90980a160d6c5b9d148b325c771404fd6a8d5e5b856,2026-09-16,2026-09-16,2026-09-16,1145,,
zone_663f374e4e,二戈寨村,商圈,"[""amap_regeo:二戈寨"",""amap_regeo:二戈寨村""]","[""88400c0081fffff"",""88400c0085fffff"",""88400c0087fffff"",""88400c008dfffff"",""88400c00a1fffff"",""88400c00a3fffff"",""88400c00a5fffff"",""88400c00a9fffff"",""88400c00abfffff"",""88400c00adfffff"",""88400c00e3fffff"",""88400c00e7fffff"",""88400c0191fffff"",""88400c019dfffff"",""88400c01d1fffff"",""88400c01d7fffff"",""88400c01dbfffff"",""88400c0e69fffff""]","[""area_amap_B0FFI2MQD5"",""hotel_ctrip_8557903"",""hotel_ctrip_77362882"",""hotel_ctrip_3746120"",""hotel_ctrip_1107155""]",18,,,admin_520102,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:二戈寨村""]",,,needs_review,e4964ffd6ff7f72e5ba822c38b3bb87b79017b301561758e2082b7b1f1a94b6e,2026-09-16,2026-09-16,2026-09-16,73,,
zone_969a048464,近楠木渡镇客车站 · 楠木渡镇广场,交通枢纽片区,"[""amap:近楠木渡镇客车站 · 楠木渡镇广场""]","[""88400eab01fffff"",""88400eab03fffff"",""88400eab05fffff"",""88400eab07fffff"",""88400eab09fffff"",""88400eab0bfffff"",""88400eab0dfffff"",""88400eab21fffff"",""88400eab29fffff"",""88400eab2bfffff"",""88400eab2dfffff"",""88400eab31fffff"",""88400eab35fffff"",""88400eab39fffff"",""88400eab57fffff"",""88400eab61fffff"",""88400eab63fffff""]","[""area_amap_B0GRUXB5QS"",""hotel_ctrip_39485694"",""hotel_ctrip_85212685"",""hotel_ctrip_129354260"",""hotel_ctrip_72165562""]",17,,,admin_520121,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近楠木渡镇客车站 · 楠木渡镇广场""]",,,needs_review,1267b2bc49618c89c2482daf374caaaa6954ff2ff03883f593e66416fccc30fa,2026-09-16,2026-09-16,2026-09-16,31,,
zone_b591840d5e,近大塘湖度假村 · 乐旺河,商圈,"[""amap:近大塘湖度假村 · 乐旺河""]","[""88400e84a1fffff"",""88400e84a5fffff"",""88400e84a7fffff"",""88400e8587fffff"",""88400e8589fffff"",""88400e8593fffff"",""88400e8595fffff"",""88400e8597fffff"",""88400e859dfffff"",""88400e85b9fffff"",""88400e85bbfffff"",""88400e85c3fffff"",""88400e85c7fffff"",""88400e85dbfffff"",""88400e85ddfffff"",""88400eba4dfffff"",""88400eba6dfffff""]","[""hotel_ctrip_82539464""]",17,,,admin_520121,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近大塘湖度假村 · 乐旺河""]",,,needs_review,3731a4ed2ad77824839cbe68362faf91e114b8a87f35c9649f5e601bc381a0ab,2026-09-16,2026-09-16,2026-09-16,18,,
zone_2e2dec75db,近修文老客车站 · 中国阳明文化园,交通枢纽片区,"[""amap:修文 · 近修文老客车站 · 中国阳明文化园"",""amap:修文 · 近修文老客车站 · 龙冈广场"",""amap:近中国阳明文化园 · 修文老客车站"",""amap:近中国阳明文化园 · 王阳明纪念馆"",""amap:近中国阳明文化园 · 玩易窝遗址公园"",""amap:近修文老客车站 · 中国阳明文化园"",""amap:近修文老客车站 · 修文县人口文化广场"",""amap:近修文老客车站 · 龙冈广场"",""amap:近健康主题公园 · 贵州中医药大学时珍学院""]","[""88400c6003fffff"",""88400c600bfffff"",""88400c6011fffff"",""88400c6015fffff"",""88400c6017fffff"",""88400c601dfffff"",""88400c6031fffff"",""88400c6033fffff"",""88400c6039fffff"",""88400c603bfffff"",""88400c603dfffff"",""88400c6057fffff"",""88400c60e1fffff"",""88400c60e5fffff"",""88400c60e9fffff"",""88400c60edfffff"",""88400c61d9fffff""]","[""area_amap_B03530RV7U"",""area_amap_B0FFI9UYCH"",""area_amap_B0IUF5VVDP"",""area_amap_B0LGFHJ0J4"",""hotel_ctrip_1066300""]",17,,,admin_520123,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近修文老客车站 · 中国阳明文化园""]",,,needs_review,97b35f760ac96ac2eba46eeccf267fdee4bc66428fa1375d9e9fcfbcf7ec025f,2026-09-16,2026-09-16,2026-09-16,203,,
zone_bbff915d91,近百花湖风景区 · 朱昌客运站,交通枢纽片区,"[""amap:近百花湖风景区 · 朱昌客运站""]","[""88400c745bfffff"",""88400c745dfffff"",""88400c7613fffff"",""88400c7615fffff"",""88400c7617fffff"",""88400c7631fffff"",""88400c7633fffff"",""88400c7637fffff"",""88400c7639fffff"",""88400c763bfffff"",""88400c76c5fffff"",""88400c76cdfffff"",""88400c76e1fffff"",""88400c76e5fffff"",""88400c76e9fffff"",""88400c76edfffff""]","[""hotel_ctrip_128204487"",""hotel_ctrip_120116414"",""hotel_ctrip_129261547"",""hotel_ctrip_102109355"",""food_326009af-0600-4c12-b50e-a0292f87c498""]",16,,,admin_520115,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近百花湖风景区 · 朱昌客运站""]",,,needs_review,66b0d85d5dfaf6627bdc4c2bc290ae1808fdfe9d9cbae73646b01718290189eb,2026-09-16,2026-09-16,2026-09-16,50,,
zone_6b88686ab4,温泉镇,商圈,"[""amap:息烽 · 距开阳中心直线距离20.4公里"",""amap:温泉镇"",""amap_regeo:温泉镇""]","[""88400ea0a5fffff"",""88400ea183fffff"",""88400ea185fffff"",""88400ea187fffff"",""88400ea191fffff"",""88400ea195fffff"",""88400ea199fffff"",""88400ea19dfffff"",""88400ea1a5fffff"",""88400ea1abfffff"",""88400ea1b3fffff"",""88400ea1b5fffff"",""88400ea1b7fffff"",""88400ea1b9fffff"",""88400ea1bbfffff"",""88400eaf59fffff""]","[""hotel_ctrip_28339183"",""food_51ddd95c-58f4-4bf7-8922-a0b526bafdfd"",""food_62f2030f-7476-4872-8a76-5654c3d245df"",""food_a236afa8-0ca3-4812-bb28-3d91b8faa600"",""food_fc3b4238-432d-4ae4-9566-50dc7ecf31a9""]",16,,,admin_520122,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:温泉镇""]",,,needs_review,98d9e434aa1cf02175cebd951710e5f79d4d6fd7313ea56b0b9601c1a21226ac,2026-09-16,2026-09-16,2026-09-16,27,,
zone_44e93cc721,卫城,商圈,"[""amap:卫城"",""amap_regeo:卫城""]","[""8840089341fffff"",""8840089343fffff"",""8840089345fffff"",""8840089347fffff"",""884008934bfffff"",""884008934dfffff"",""8840089351fffff"",""8840089355fffff"",""8840089357fffff"",""8840089359fffff"",""884008935bfffff"",""88400c29a1fffff"",""88400c29a7fffff"",""88400c29a9fffff"",""88400c29adfffff"",""88400c29b7fffff""]","[""area_amap_B03530Q028"",""area_amap_B0FFHMMAYC"",""area_amap_B0FFIKS399"",""area_amap_B0IDZU7AYM"",""area_amap_B0L0FH2BUM""]",16,,,admin_520181,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:卫城""]",,,needs_review,bcd8f14c6e5d1c8f61c2253f0211ace1757ab83b87f333d088c31c42b9bf5163,2026-09-16,2026-09-16,2026-09-16,65,,
zone_2296dcf7af,近右二村 · 湖畔人家,商圈,"[""amap:近右二村 · 湖畔人家""]","[""88400c2049fffff"",""88400c204dfffff"",""88400c2221fffff"",""88400c2223fffff"",""88400c2225fffff"",""88400c2227fffff"",""88400c2229fffff"",""88400c222dfffff"",""88400c2265fffff"",""88400c2267fffff"",""88400c2319fffff"",""88400c231bfffff"",""88400c2351fffff"",""88400c2357fffff"",""88400c2359fffff"",""88400c235bfffff""]","[""hotel_ctrip_132040485"",""food_b424cc9a-b716-44c5-bf7f-397a95e75d96"",""food_7c52c3d8-d2e7-4825-af73-7c3fafefaa44"",""food_00d3fe71-90c5-415f-b773-9995a24e6084"",""food_059c400f-51d5-4f70-83fb-4b79ddf6b732""]",16,,,admin_520181,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近右二村 · 湖畔人家""]",,,needs_review,24df04fec897074cd8ef78a6278fc509afeb670449fcbcf9393d9620856a49ef,2026-09-16,2026-09-16,2026-09-16,32,,
zone_b9630c382c,近红枫湖风景区 · 中国农业公园,商圈,"[""amap:近红枫湖风景区 · 中国农业公园""]","[""88400c206dfffff"",""88400c2159fffff"",""88400c215dfffff"",""88400c2303fffff"",""88400c2307fffff"",""88400c2311fffff"",""88400c2313fffff"",""88400c2315fffff"",""88400c231dfffff"",""88400c232bfffff"",""88400c2331fffff"",""88400c2333fffff"",""88400c2335fffff"",""88400c2339fffff"",""88400c233bfffff"",""88400c233dfffff""]","[""hotel_ctrip_96807662"",""hotel_ctrip_119138724"",""hotel_ctrip_128015993"",""hotel_ctrip_1530805"",""hotel_ctrip_114576079""]",16,,,admin_520181,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近红枫湖风景区 · 中国农业公园""]",,,needs_review,198c06caadd3a495eb84cf54b6b3653842ebcf51b056b72d26a140407613fbfc,2026-09-16,2026-09-16,2026-09-16,30,,
zone_722274289e,沙冲,商圈,"[""amap:兴关"",""amap:小河转盘/万科"",""amap:沙冲"",""amap:火车站/沙冲路/鸿通城购物中心"",""amap:营盘路"",""amap:解放路"",""amap:遵义路"",""amap_regeo:兴关"",""amap_regeo:沙冲"",""amap_regeo:清水江路"",""amap_regeo:漓江路"",""amap_regeo:营盘路"",""amap_regeo:解放路"",""amap_regeo:遵义路""]","[""88400c0c49fffff"",""88400c0e03fffff"",""88400c0e07fffff"",""88400c0e15fffff"",""88400c0e17fffff"",""88400c0e21fffff"",""88400c0e23fffff"",""88400c0e27fffff"",""88400c0e29fffff"",""88400c0e2bfffff"",""88400c0e2dfffff"",""88400c0e39fffff"",""88400c0e3bfffff"",""88400c0e3dfffff"",""88400c0eedfffff""]","[""area_amap_B035300H4F"",""area_amap_B035301HGZ"",""area_amap_B03530P3EV"",""area_amap_B0FFFGM5AW"",""area_amap_B0FFI1SEY9""]",15,,,admin_520102,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:沙冲""]",,,needs_review,8a5a5427118cd34085440abcc0540b4b268b50be92ac3dff1a641fd2fcc70a8d,2026-09-16,2026-09-16,2026-09-16,601,,
zone_13e8bd594a,近白马峪营地 · 白马峪温泉康养度假区,商圈,"[""amap:近白马峪营地 · 白马峪温泉康养度假区""]","[""88400c6b65fffff"",""88400eb41bfffff"",""88400eb489fffff"",""88400eb4c1fffff"",""88400eb4cbfffff"",""88400eb4cdfffff"",""88400eb4d1fffff"",""88400eb4dbfffff"",""88400eb4ddfffff"",""88400eb6a3fffff"",""88400eb6a7fffff"",""88400eb6b3fffff"",""88400eb6b5fffff"",""88400eb6b7fffff"",""88400eb6b9fffff""]","[""area_amap_B03530P8JW"",""area_amap_B0FFJ5K015"",""area_amap_B0G0Z7Z6HG"",""hotel_ctrip_85394230"",""food_89e6ec0f-22d7-48e5-858e-12f1597a1643""]",15,,,admin_520121,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近白马峪营地 · 白马峪温泉康养度假区""]",,,needs_review,4b0bbe3f32d4ed462fa17256777350ecfe163d34834b436f550d52d83f6bec4f,2026-09-16,2026-09-16,2026-09-16,20,,
zone_e73369dec0,近鑫运溶洞庄园 · 开阳顶方乐家寨度假中心,商圈,"[""amap:近鑫运溶洞庄园 · 开阳顶方乐家寨度假中心""]","[""88400eb043fffff"",""88400eb049fffff"",""88400eb04bfffff"",""88400eb04dfffff"",""88400eb055fffff"",""88400eb069fffff"",""88400eb06bfffff"",""88400eb221fffff"",""88400eb235fffff"",""88400eb237fffff"",""88400eb239fffff"",""88400eb23bfffff"",""88400eb23dfffff"",""88400eb2e5fffff"",""88400eb31bfffff""]","[""hotel_ctrip_124720703"",""hotel_ctrip_134957748"",""food_1b385e80-a0d8-496b-930c-454907df082c""]",15,,,admin_520121,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近鑫运溶洞庄园 · 开阳顶方乐家寨度假中心""]",,,needs_review,f96990fa0959544b959a79f0b48f1fb363b3d3f3ff96a7974ee6291750c1e657,2026-09-16,2026-09-16,2026-09-16,18,,
zone_b3b2ebc80c,近王庄客运站 · 华联万家购物中心(王庄店),交通枢纽片区,"[""amap:近王庄客运站 · 华联万家购物中心(王庄店)""]","[""8840089045fffff"",""8840089049fffff"",""884008904dfffff"",""8840089061fffff"",""8840089063fffff"",""8840089065fffff"",""8840089069fffff"",""8840089221fffff"",""8840089223fffff"",""8840089225fffff"",""8840089227fffff"",""8840089311fffff"",""8840089313fffff"",""8840089319fffff"",""884008931bfffff""]","[""hotel_ctrip_85088830"",""hotel_ctrip_110910263"",""hotel_ctrip_120194354"",""food_d8d533c3-1da0-48e6-b162-73037dde9ec8"",""food_3ddad02b-3625-4b53-b938-8f78182fc161""]",15,,,admin_520181,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:近王庄客运站 · 华联万家购物中心(王庄店)""]",,,needs_review,946c6a4891a9a901c76f16197aa12abe9b5384d88280bd3fcb56c3b43f3009f9,2026-09-16,2026-09-16,2026-09-16,35,,
zone_1f2d4a769d,息烽 · 近中国工农红军南渡乌江纪念碑 · 流长镇前奔梨园,商圈,"[""amap:息烽 · 近中国工农红军南渡乌江纪念碑 · 流长镇前奔梨园""]","[""884008d80dfffff"",""884008d821fffff"",""884008d829fffff"",""884008d82dfffff"",""884008d845fffff"",""884008d865fffff"",""884008d867fffff"",""884008d86bfffff"",""884008d86dfffff"",""884008d951fffff"",""884008d953fffff"",""884008d955fffff"",""884008d957fffff"",""884008d959fffff""]","[""hotel_ctrip_109634937""]",14,,,admin_520122,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:息烽 · 近中国工农红军南渡乌江纪念碑 · 流长镇前奔梨园""]",,,needs_review,5ef06565c3b8a2fb6a4fb74e070c213693ac58babf66c0077c5ddf3b4cbd204c,2026-09-16,2026-09-16,2026-09-16,15,,
zone_93bc29ba51,小河转盘/万科,商圈,"[""amap:小河转盘/万科"",""amap_regeo:沙冲"",""amap_regeo:清水江路"",""amap_regeo:漓江路""]","[""88400c0e01fffff"",""88400c0e05fffff"",""88400c0e09fffff"",""88400c0e0dfffff"",""88400c0e11fffff"",""88400c0e13fffff"",""88400c0e61fffff"",""88400c0e63fffff"",""88400c0e65fffff"",""88400c0e67fffff"",""88400c0e6dfffff"",""88400c0ee9fffff"",""88400c0f59fffff""]","[""area_amap_B03530OZ42"",""area_amap_B0HA7RY1S5"",""area_amap_B0JK5CE2B1"",""area_amap_B0K0VUF3EU"",""area_amap_B0KRJ15V4U""]",13,,,admin_520102,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:小河转盘/万科""]",,,needs_review,08dfe6c36382b813fe37d0c8684fc17fd6ad7559794212dd44465a7614150122,2026-09-16,2026-09-16,2026-09-16,687,,
zone_df0125c0cf,息烽 · 距开阳中心直线距离25.3公里,商圈,"[""amap:息烽 · 距开阳中心直线距离25.3公里""]","[""88400ea459fffff"",""88400ea45bfffff"",""88400ea633fffff"",""88400ea6a9fffff"",""88400ea6adfffff"",""88400ea6c5fffff"",""88400ea6e1fffff"",""88400ea6e3fffff"",""88400ea6e5fffff"",""88400ea6e7fffff"",""88400ea6e9fffff"",""88400ea6ebfffff"",""88400ea6edfffff""]","[""hotel_ctrip_125320445"",""food_756ec5ec-14ff-4247-8828-13c30fedc595"",""food_a98455dd-61f8-4179-804a-374d00d737ff"",""food_71fb93af-30b6-49b8-a43b-55786571e30e"",""food_a5876393-f056-4769-9625-0c4ad8f70476""]",13,,,admin_520122,,,,,,,none,,,src_grid_derive,,,grid-recompute-ctrip-hotel-20260916,"[""zone:amap:息烽 · 距开阳中心直线距离25.3公里""]",,,needs_review,108064b7a9c533f103f98a3cc06320fb1e39abf7923c8feb4d0d1242914c488c,2026-09-16,2026-09-16,2026-09-16,23,,
