清单序号,酒店ID,清单酒店名称,携程详情酒店名称,Trip酒店ID,Trip酒店名称,房型ID,房型名称,床型,可住人数,面积,楼层,窗户,吸烟政策,房型设施,房型图片数,房型首图URL,房型图片URLs,入住日期,离店日期,来源URL,房型数据性质,采集方法,采集时间
316,68128599,曼谷尊贵比左特尔酒店,UHG 隆路区酒店(The Quarter Silom by UHG),68128599,The Quarter Silom by UHG,293044239,Superior Room with Swimming Pool View,1 King bed,2,23m²,Floor: 2-5,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Tea bags | Toothbrushes | 23m² | Floor: 2-5 | Has window | Non-smoking,8,https://aw-d.tripcdn.com/images/0205x120008b2ctqh5F7A.jpg,https://aw-d.tripcdn.com/images/0205x120008b2ctqh5F7A.jpg | https://aw-d.tripcdn.com/images/0200x120008b2co833713.jpg | https://aw-d.tripcdn.com/images/0205c120008b2cbir37B7.jpg | https://aw-d.tripcdn.com/images/0203m120008b2cnzhE40C.jpg | https://aw-d.tripcdn.com/images/0584812000cwjtnowD616.jpg | https://aw-d.tripcdn.com/images/0586j12000cwjta0m83C7.jpg | https://aw-d.tripcdn.com/images/0580z12000cwjtf4t8A5C.jpg | https://aw-d.tripcdn.com/images/0581712000cwjtbst86F4.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-68128599/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:49
316,68128599,曼谷尊贵比左特尔酒店,UHG 隆路区酒店(The Quarter Silom by UHG),68128599,The Quarter Silom by UHG,293044260,Deluxe Room with Bathtub,1 King bed,2,27m²,Floor: 2-5,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Tea bags | 27m² | Floor: 2-5 | Has window | Non-smoking,8,https://aw-d.tripcdn.com/images/0206h120008b2crs521D7.jpg,https://aw-d.tripcdn.com/images/0206h120008b2crs521D7.jpg | https://aw-d.tripcdn.com/images/0205u120008b2d1pd97C7.jpg | https://aw-d.tripcdn.com/images/0200g120008b2d1or6E2E.jpg | https://aw-d.tripcdn.com/images/0203j120008b2clvxB92C.jpg | https://aw-d.tripcdn.com/images/0201f120008b2cosc876B.jpg | https://aw-d.tripcdn.com/images/0204o120008b2cnk29CE9.jpg | https://aw-d.tripcdn.com/images/0200q1200088im1npFBFC.jpg | https://aw-d.tripcdn.com/images/0583w12000cwjtrxr9693.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-68128599/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:49
316,68128599,曼谷尊贵比左特尔酒店,UHG 隆路区酒店(The Quarter Silom by UHG),68128599,The Quarter Silom by UHG,293044353,Two-Bedroom Family Suite with Bathtub,1 King bed and 2 Single bed,4,50m²,Floor: 2-5,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Tea bags | Microwave | 50m² | Floor: 2-5 | Has window | Non-smoking,14,https://aw-d.tripcdn.com/images/0204s120008b2cv6yAAEF.jpg,https://aw-d.tripcdn.com/images/0204s120008b2cv6yAAEF.jpg | https://aw-d.tripcdn.com/images/0203c120008b2cqw2CF77.jpg | https://aw-d.tripcdn.com/images/0205u120008b2d1pd97C7.jpg | https://aw-d.tripcdn.com/images/0205n120008b4ykyvAA2F.jpg | https://aw-d.tripcdn.com/images/0204l1200088ilazt8798.jpg | https://aw-d.tripcdn.com/images/0202q1200088ill9eB218.jpg | https://aw-d.tripcdn.com/images/0203j120008b2clvxB92C.jpg | https://aw-d.tripcdn.com/images/0201f120008b2cosc876B.jpg | https://aw-d.tripcdn.com/images/0204o120008b2cnk29CE9.jpg | https://aw-d.tripcdn.com/images/020631200088illzn025F.jpg | https://aw-d.tripcdn.com/images/0583y12000cwjtqxf3DE3.jpg | https://aw-d.tripcdn.com/images/0584n12000cwjthr4A972.jpg | https://aw-d.tripcdn.com/images/0580a12000cwjti4xE627.jpg | https://aw-d.tripcdn.com/images/0583712000cwjtl3d9D65.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-68128599/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:49
316,68128599,曼谷尊贵比左特尔酒店,UHG 隆路区酒店(The Quarter Silom by UHG),68128599,The Quarter Silom by UHG,309019911,Superior Twin Room,2 Single bed,2,23m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Tea bags | Toothbrushes | 23m² | Has window | Non-smoking,4,https://aw-d.tripcdn.com/images/0584x12000spx3oyj45C4.jpg,https://aw-d.tripcdn.com/images/0584x12000spx3oyj45C4.jpg | https://aw-d.tripcdn.com/images/0223e120008kh5rxb04CF.jpg | https://aw-d.tripcdn.com/images/0587112000spwhfdpB0C6.jpg | https://aw-d.tripcdn.com/images/0581912000sni5pf6B66E.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-68128599/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:49
316,68128599,曼谷尊贵比左特尔酒店,UHG 隆路区酒店(The Quarter Silom by UHG),68128599,The Quarter Silom by UHG,545081355,Superior Room Ground Floor,1 King bed,2,23m²,,Fixed window,Non-smoking,Air conditioning | Private bathroom | Tea bags | Toothbrushes | Private toilet | 23m² | Fixed window | Non-smoking,1,https://aw-d.tripcdn.com/images/1mc0t12000p3m3z8pD5B2.jpg,https://aw-d.tripcdn.com/images/1mc0t12000p3m3z8pD5B2.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-68128599/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:49
316,68128599,曼谷尊贵比左特尔酒店,UHG 隆路区酒店(The Quarter Silom by UHG),68128599,The Quarter Silom by UHG,563020215,One Bedroom Balcony King Bed,1 King bed,2,50m²,,Fixed window,Non-smoking,50m² | Fixed window | Non-smoking,8,https://aw-d.tripcdn.com/images/1mc0v12000rw8bsk29B76.jpg,https://aw-d.tripcdn.com/images/1mc0v12000rw8bsk29B76.jpg | https://aw-d.tripcdn.com/images/1mc2312000rorgjn880F8.jpg | https://aw-d.tripcdn.com/images/1mc1j12000rw8clgf6A72.jpg | https://aw-d.tripcdn.com/images/1mc5512000rw8bt823F33.jpg | https://aw-d.tripcdn.com/images/1mc2s12000rorgu4c893A.jpg | https://aw-d.tripcdn.com/images/1mc5212000rw8chuf5689.jpg | https://aw-d.tripcdn.com/images/1mc2d12000rw8c0tcB236.jpg | https://aw-d.tripcdn.com/images/1mc5j12000rw8chzwDA78.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-68128599/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:49
317,701065,曼谷尊贵比左特尔酒店,中心地带酒店(Centric Place Hotel),701065,Centric Place Hotel,278641765,Superior Double Room,1 Double bed,2,36m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Minibar | Private toilet | 36m² | Has window | Non-smoking,15,https://aw-d.tripcdn.com/images/0580u12000ojdrki66517.jpg,https://aw-d.tripcdn.com/images/0580u12000ojdrki66517.jpg | https://aw-d.tripcdn.com/images/0583b12000ojdrgw90435.jpg | https://aw-d.tripcdn.com/images/1ik6b12000rxnmrrtB950.jpg | https://aw-d.tripcdn.com/images/0586q12000t25txzcCF46.jpg | https://aw-d.tripcdn.com/images/0586p12000sq9a8pa0831.jpg | https://aw-d.tripcdn.com/images/1ik5y12000sksed8bC652.jpg | https://aw-d.tripcdn.com/images/0586v12000n02ki7zDF54.jpg | https://aw-d.tripcdn.com/images/0580112000o4wslns531D.jpg | https://aw-d.tripcdn.com/images/0584r12000sqg149w1C96.jpg | https://aw-d.tripcdn.com/images/0586r12000sqg0ye02D02.jpg | https://aw-d.tripcdn.com/images/0222312000kxpo2iqA83E.jpg | https://aw-d.tripcdn.com/images/0580l12000n020i8h2FE2.jpg | https://aw-d.tripcdn.com/images/0581t12000sqg17l657A4.jpg | https://aw-d.tripcdn.com/images/0584d12000kmgsc1v6E48.jpg | https://aw-d.tripcdn.com/images/0583q12000succoq702DE.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-701065/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:53
317,701065,曼谷尊贵比左特尔酒店,中心地带酒店(Centric Place Hotel),701065,Centric Place Hotel,278641791,Superior Twin Room,2 Single bed,2,36m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Minibar | Private toilet | 36m² | Has window | Non-smoking,10,https://aw-d.tripcdn.com/images/0220n12000kxt4d2673A2.jpg,https://aw-d.tripcdn.com/images/0220n12000kxt4d2673A2.jpg | https://aw-d.tripcdn.com/images/0583q12000succoq702DE.jpg | https://aw-d.tripcdn.com/images/0584d12000kmgsc1v6E48.jpg | https://aw-d.tripcdn.com/images/0586112000n02kvncF8F7.jpg | https://aw-d.tripcdn.com/images/0582212000n02kyv1506F.jpg | https://aw-d.tripcdn.com/images/0580l12000n020i8h2FE2.jpg | https://aw-d.tripcdn.com/images/0586c12000o4xys0wEE9F.jpg | https://aw-d.tripcdn.com/images/0586v12000n02ki7zDF54.jpg | https://aw-d.tripcdn.com/images/0585x12000n02kk4eECE7.jpg | https://aw-d.tripcdn.com/images/0586p12000lswfex7B5C7.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-701065/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:53
317,701065,曼谷尊贵比左特尔酒店,中心地带酒店(Centric Place Hotel),701065,Centric Place Hotel,506061137,Family Room,2 King bed,4,48m²,,,,Air conditioning | Private bathroom | Refrigerator | Minibar | Private toilet | 48m²,7,https://aw-d.tripcdn.com/images/0225712000kwd7ecpDAD0.jpg,https://aw-d.tripcdn.com/images/0225712000kwd7ecpDAD0.jpg | https://aw-d.tripcdn.com/images/0225512000kwd6prlCC44.jpg | https://aw-d.tripcdn.com/images/0586112000srrdhjx9D03.jpg | https://aw-d.tripcdn.com/images/0583q12000srr821680D9.jpg | https://aw-d.tripcdn.com/images/0583q12000succoq702DE.jpg | https://aw-d.tripcdn.com/images/0580o12000kh1217zAFE9.jpg | https://aw-d.tripcdn.com/images/0221712000sqz4xru16ED.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-701065/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:53
317,701065,曼谷尊贵比左特尔酒店,中心地带酒店(Centric Place Hotel),701065,Centric Place Hotel,519785429,Deluxe Twin Room,2 Single bed,2,,,Has window,Non-smoking,Minibar | Daily housekeeping | LCD TV | Bedding: Blanket or quilt | Towels | Has window | Non-smoking,15,https://aw-d.tripcdn.com/images/1mc2w12000sr4eb94EFE7.jpg,https://aw-d.tripcdn.com/images/1mc2w12000sr4eb94EFE7.jpg | https://aw-d.tripcdn.com/images/0226p12000l3hz85641F6.jpg | https://aw-d.tripcdn.com/images/1mc1412000sr4e0r3433A.jpg | https://aw-d.tripcdn.com/images/1mc3f12000srqics0716F.jpg | https://aw-d.tripcdn.com/images/1mc2p12000srqid5xDC73.jpg | https://aw-d.tripcdn.com/images/1mc6312000srqi7vmDC88.jpg | https://aw-d.tripcdn.com/images/1mc2912000srqiawi2179.jpg | https://aw-d.tripcdn.com/images/1mc5v12000sqeak0vED98.jpg | https://aw-d.tripcdn.com/images/1mc0x12000srqip9p7E11.jpg | https://aw-d.tripcdn.com/images/1mc2z12000sqear2l48A2.jpg | https://aw-d.tripcdn.com/images/0223l12000swlhfo4AD77.jpg | https://aw-d.tripcdn.com/images/0223812000l3hz50w8018.jpg | https://aw-d.tripcdn.com/images/0583m12000syexu6e3D28.jpg | https://aw-d.tripcdn.com/images/0223c12000l3hyxgg0FDE.jpg | https://aw-d.tripcdn.com/images/0225h12000l3hzdis33DE.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-701065/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:53
317,701065,曼谷尊贵比左特尔酒店,中心地带酒店(Centric Place Hotel),701065,Centric Place Hotel,519785430,Premier Corner Room,1 Double bed,2,,,Has window,Non-smoking,Air conditioning | Refrigerator | Minibar | Shower | Toothbrushes | Has window | Non-smoking,16,https://aw-d.tripcdn.com/images/1mc2x12000srqjg74E594.jpg,https://aw-d.tripcdn.com/images/1mc2x12000srqjg74E594.jpg | https://aw-d.tripcdn.com/images/1mc0x12000srqip9p7E11.jpg | https://aw-d.tripcdn.com/images/1mc3i12000srqjqlm8B25.jpg | https://aw-d.tripcdn.com/images/1mc5512000srqjpjk40DE.jpg | https://aw-d.tripcdn.com/images/1mc3m12000srqjife189B.jpg | https://aw-d.tripcdn.com/images/1mc0912000srqjkecA499.jpg | https://aw-d.tripcdn.com/images/1mc2012000srqjoyk29FA.jpg | https://aw-d.tripcdn.com/images/1mc7312000srqjietC576.jpg | https://aw-d.tripcdn.com/images/0220a12000l3hzby0350A.jpg | https://aw-d.tripcdn.com/images/0226x12000l3hytrjF014.jpg | https://aw-d.tripcdn.com/images/0221412000l3hz3hfE441.jpg | https://aw-d.tripcdn.com/images/0220s12000l3hz24g7336.jpg | https://aw-d.tripcdn.com/images/0225w12000l3hz512B894.jpg | https://aw-d.tripcdn.com/images/0225e12000l3hz351AC38.jpg | https://aw-d.tripcdn.com/images/0221l12000l3hyxgsDC35.jpg | https://aw-d.tripcdn.com/images/0223812000swlh9zhA427.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-701065/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:53
317,701065,曼谷尊贵比左特尔酒店,中心地带酒店(Centric Place Hotel),701065,Centric Place Hotel,519785431,Deluxe Double Room,1 Queen bed,2,38m²,,Has window,Non-smoking,Minibar | Daily housekeeping | LCD TV | Bedding: Blanket or quilt | Towels | 38m² | Has window | Non-smoking,15,https://aw-d.tripcdn.com/images/1mc1p12000sqe9sadC7E7.jpg,https://aw-d.tripcdn.com/images/1mc1p12000sqe9sadC7E7.jpg | https://aw-d.tripcdn.com/images/1mc5v12000sqe9jhc3B34.jpg | https://aw-d.tripcdn.com/images/1mc0h12000sqe9o6p578D.jpg | https://aw-d.tripcdn.com/images/1mc2z12000sqear2l48A2.jpg | https://aw-d.tripcdn.com/images/1mc5v12000sqeak0vED98.jpg | https://aw-d.tripcdn.com/images/1mc4m12000sqe9tzw7D53.jpg | https://aw-d.tripcdn.com/images/0226p12000l3hz85641F6.jpg | https://aw-d.tripcdn.com/images/1mc4h12000sqergty755F.jpg | https://aw-d.tripcdn.com/images/1mc0x12000srqip9p7E11.jpg | https://aw-d.tripcdn.com/images/0222b12000swlhjo4CB31.jpg | https://aw-d.tripcdn.com/images/0222k12000l3hz24k1EAC.jpg | https://aw-d.tripcdn.com/images/0224a12000l3hyv5y215E.jpg | https://aw-d.tripcdn.com/images/0220w12000l3hyz5j6B3D.jpg | https://aw-d.tripcdn.com/images/0223c12000l3hyxgg0FDE.jpg | https://aw-d.tripcdn.com/images/0586f12000knr4mm0BF56.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-701065/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:53
318,132793909,曼谷尊贵比左特尔酒店,ZAYN Bangna 酒店(ZAYN Bangna Hotel),132793909,ZAYN Bangna Hotel,548470990,Superior Double,1 King bed,2,25m²,Floor: 2-5,Has window,Non-smoking,Private bathroom | Refrigerator | Daily housekeeping | Air conditioning (cooling only) | Rainfall shower head | 25m² | Floor: 2-5 | Has window | Non-smoking | Free Wi-Fi,4,https://aw-d.tripcdn.com/images/1mc4g12000r0nnvo89B50.jpg,https://aw-d.tripcdn.com/images/1mc4g12000r0nnvo89B50.jpg | https://aw-d.tripcdn.com/images/1mc5f12000r0no5ja5B71.jpg | https://aw-d.tripcdn.com/images/1mc6812000r0nnfnoA0CD.jpg | https://aw-d.tripcdn.com/images/1mc2b12000r0nop1p4D78.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-132793909/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:57
318,132793909,曼谷尊贵比左特尔酒店,ZAYN Bangna 酒店(ZAYN Bangna Hotel),132793909,ZAYN Bangna Hotel,549061540,Superior Twin,2 Single bed,2,25m²,Floor: 6,Has window,Non-smoking,Private bathroom | Refrigerator | Daily housekeeping | Air conditioning (cooling only) | Rainfall shower head | 25m² | Floor: 6 | Has window | Non-smoking | Free Wi-Fi,5,https://aw-d.tripcdn.com/images/1mc7012000r0nolrdACA9.jpg,https://aw-d.tripcdn.com/images/1mc7012000r0nolrdACA9.jpg | https://aw-d.tripcdn.com/images/1mc2u12000r0noxsj71E2.jpg | https://aw-d.tripcdn.com/images/1mc2k12000r0nop4pF58F.jpg | https://aw-d.tripcdn.com/images/1mc3o12000r0np5ua197A.jpg | https://aw-d.tripcdn.com/images/1mc6b12000r0nojgf9DC4.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-132793909/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:57
318,132793909,曼谷尊贵比左特尔酒店,ZAYN Bangna 酒店(ZAYN Bangna Hotel),132793909,ZAYN Bangna Hotel,549061795,1 Bedroom,2 Queen bed,4,45m²,Floor: 2-6,Has window,Non-smoking,Private bathroom | Refrigerator | Daily housekeeping | Air conditioning (cooling only) | Rainfall shower head | 45m² | Floor: 2-6 | Has window | Non-smoking | Free Wi-Fi,7,https://aw-d.tripcdn.com/images/1mc0h12000r0npmiz15F2.jpg,https://aw-d.tripcdn.com/images/1mc0h12000r0npmiz15F2.jpg | https://aw-d.tripcdn.com/images/1mc1h12000r0npsac2934.jpg | https://aw-d.tripcdn.com/images/1mc6l12000r0np2rx5053.jpg | https://aw-d.tripcdn.com/images/1mc5312000r0nptmu0A1B.jpg | https://aw-d.tripcdn.com/images/1mc0k12000r0npf8h141C.jpg | https://aw-d.tripcdn.com/images/1mc6v12000r0npg8h3C6E.jpg | https://aw-d.tripcdn.com/images/1mc1v12000r0npt193A69.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-132793909/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:57
318,132793909,曼谷尊贵比左特尔酒店,ZAYN Bangna 酒店(ZAYN Bangna Hotel),132793909,ZAYN Bangna Hotel,564470039,1 Bedroom Suite,1 Queen bed,2,50m²,Floor: 2-6,Has window,Non-smoking,Private bathroom | Refrigerator | Daily housekeeping | Air conditioning (cooling only) | Rainfall shower head | 50m² | Floor: 2-6 | Has window | Non-smoking | Free Wi-Fi,12,https://aw-d.tripcdn.com/images/1mc4512000stytzhk5AAF.jpg,https://aw-d.tripcdn.com/images/1mc4512000stytzhk5AAF.jpg | https://aw-d.tripcdn.com/images/1mc6z12000styu84bF017.jpg | https://aw-d.tripcdn.com/images/1mc3a12000styu8pj0521.jpg | https://aw-d.tripcdn.com/images/1mc4712000r0nqayi33AF.jpg | https://aw-d.tripcdn.com/images/1mc1712000r0nqesi398E.jpg | https://aw-d.tripcdn.com/images/1mc0z12000r0nqf23E56D.jpg | https://aw-d.tripcdn.com/images/1mc3712000r0nqevu92FE.jpg | https://aw-d.tripcdn.com/images/1mc2512000r0nq4n361A9.jpg | https://aw-d.tripcdn.com/images/1mc5r12000r0nquyn8D71.jpg | https://aw-d.tripcdn.com/images/1mc4m12000r0nqsqxE7DE.jpg | https://aw-d.tripcdn.com/images/0220612000sbalr6q9F77.jpg | https://aw-d.tripcdn.com/images/0220112000r1rd9ot6421.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-132793909/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:44:57
319,701995,曼谷尊贵比左特尔酒店,考山皇宫酒店（原考山皇宫旅馆）(Khaosan Palace Hotel),701995,Khaosan Palace Hotel,16333772,Splendid Double Room,1 Double bed,2,18m²,Floor: 3,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Minibar | TV | 18m² | Floor: 3 | Has window | Non-smoking | Free Wi-Fi,18,https://aw-d.tripcdn.com/images/0583412000tb9ixthC6F5.jpg,https://aw-d.tripcdn.com/images/0583412000tb9ixthC6F5.jpg | https://aw-d.tripcdn.com/images/22030y000000lxato2A98.jpg | https://aw-d.tripcdn.com/images/220a0u000000j9omy5CF8.jpg | https://aw-d.tripcdn.com/images/0222812000ajy8ied7F3A.jpg | https://aw-d.tripcdn.com/images/0585j12000sqa1rk01BCC.jpg | https://aw-d.tripcdn.com/images/0581c12000smfyxil0D22.jpg | https://aw-d.tripcdn.com/images/0583b12000snqez7aB2A9.jpg | https://aw-d.tripcdn.com/images/0582j12000szowo1yD432.jpg | https://aw-d.tripcdn.com/images/0583h12000spgm3bbB22E.jpg | https://aw-d.tripcdn.com/images/fd/hotelintl/g3/M08/40/64/CggYGVX3kS-ARzowAACwZ06BL0s426.jpg | https://aw-d.tripcdn.com/images/0586t12000sh3y5ad6A8D.jpg | https://aw-d.tripcdn.com/images/200p0j000000adsi97D56.jpg | https://aw-d.tripcdn.com/images/0580m12000snk5go68A48.jpg | https://aw-d.tripcdn.com/images/fd/hotelintl/g3/M0A/40/2D/CggYG1X3kTGAal4lAACYC6ovhtQ493.jpg | https://aw-d.tripcdn.com/images/0580y12000snnskrp75DB.jpg | https://aw-d.tripcdn.com/images/0582l12000smx3o5kCAB7.jpg | https://aw-d.tripcdn.com/images/200d0j000000adnz21E8B.jpg | https://aw-d.tripcdn.com/images/200r0j000000adqcj220F.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-701995/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:45:01
319,701995,曼谷尊贵比左特尔酒店,考山皇宫酒店（原考山皇宫旅馆）(Khaosan Palace Hotel),701995,Khaosan Palace Hotel,18077849,Morroc Double Room,1 Double bed,2,12-22m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Minibar | TV | 12-22m² | Has window | Non-smoking | Free Wi-Fi,11,https://aw-d.tripcdn.com/images/0583812000smwgi9a6880.jpg,https://aw-d.tripcdn.com/images/0583812000smwgi9a6880.jpg | https://aw-d.tripcdn.com/images/0580c12000tbsrpi70010.jpg | https://aw-d.tripcdn.com/images/0580n12000tbprny25E95.jpg | https://aw-d.tripcdn.com/images/220u0x000000ku3i7C906.jpg | https://aw-d.tripcdn.com/images/200n0j000000aduto406F.jpg | https://aw-d.tripcdn.com/images/20060j000000aee7r39F1.jpg | https://aw-d.tripcdn.com/images/0582b12000spcr5qd379B.jpg | https://aw-d.tripcdn.com/images/220o0u000000j77d5CFB0.jpg | https://aw-d.tripcdn.com/images/20090j000000ah08c5E3E.jpg | https://aw-d.tripcdn.com/images/200j0j000000aehl91D7E.jpg | https://aw-d.tripcdn.com/images/0583c12000sp8ouql8AFA.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-701995/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:45:01
319,701995,曼谷尊贵比左特尔酒店,考山皇宫酒店（原考山皇宫旅馆）(Khaosan Palace Hotel),701995,Khaosan Palace Hotel,262031363,Splendid Twin Room,2 Single bed,2,18m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Minibar | TV | 18m² | Has window | Non-smoking | Free Wi-Fi,9,https://aw-d.tripcdn.com/images/02052120008765ras4E7B.jpg,https://aw-d.tripcdn.com/images/02052120008765ras4E7B.jpg | https://aw-d.tripcdn.com/images/0204p120008765rf03B14.jpg | https://aw-d.tripcdn.com/images/0584h12000sp8pb9069D8.jpg | https://aw-d.tripcdn.com/images/0586v12000spdlk621C31.jpg | https://aw-d.tripcdn.com/images/0584n12000shf1kc6CC60.jpg | https://aw-d.tripcdn.com/images/0205c120008765u2r7E4E.jpg | https://aw-d.tripcdn.com/images/0582l12000sm7ak3l1A0F.jpg | https://aw-d.tripcdn.com/images/0204b120008764oayE4C1.jpg | https://aw-d.tripcdn.com/images/0582l12000smx3o5kCAB7.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-701995/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:45:01
