酒店ID,房型ID,房型名称,房型价格,币种,房型URL,床型,窗户,面积,楼层,可住人数,加床政策,吸烟政策,网络,剩余数量,房型设施,房型图片数,来源URL
119980315,1547767467,园景俱乐部特大床（高楼）,3391,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=119980315&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,50平方米,,3,,禁烟,Wi-Fi免费,39,清洁服务:每日打扫|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、软饮、酒精饮料、瓶装水、电热水壶、迷你吧|网络与通讯:客房WIFI、客房有线宽带、电话|卫浴设施:浴缸、私人浴室、私人卫生间、智能马桶、吹风机、淋浴、浴室化妆放大镜、浴袍、毛巾、浴巾、24小时热水、拖鞋、深泡浴缸、雨淋花洒喷头|客房设施:空调、手动窗帘、自动窗帘、遮光窗帘、床具：毯子或被子|媒体科技:液晶电视机、卫星频道、视频流服务|室外景观:城景、公园景|厨房用品:冰箱|便利设施:电子秤、房内保险箱、开夜床、衣架、单一规格电源插座、雨伞、行政酒廊待遇,14,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
119980315,1547767470,园景转角俱乐部特大床（高楼）,3651,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=119980315&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,50平方米,,3,,禁烟,Wi-Fi免费,7,清洁服务:每日打扫|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、软饮、酒精饮料、瓶装水、电热水壶、迷你吧|网络与通讯:客房WIFI、客房有线宽带、电话|卫浴设施:浴缸、私人浴室、私人卫生间、智能马桶、吹风机、淋浴、浴室化妆放大镜、浴袍、毛巾、浴巾、24小时热水、拖鞋、深泡浴缸、雨淋花洒喷头|客房设施:空调、手动窗帘、自动窗帘、遮光窗帘、床具：毯子或被子|媒体科技:液晶电视机、卫星频道、视频流服务|室外景观:城景、公园景|厨房用品:冰箱|便利设施:电子秤、房内保险箱、开夜床、衣架、单一规格电源插座、雨伞、行政酒廊待遇,14,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
119980315,1547767471,园景俱乐部转角双床房（高楼）,3651,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=119980315&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张1米单人床,有窗,50平方米,,3,,禁烟,Wi-Fi免费,6,清洁服务:每日打扫|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、软饮、酒精饮料、瓶装水、电热水壶、迷你吧|网络与通讯:客房WIFI、客房有线宽带、电话|卫浴设施:浴缸、私人浴室、私人卫生间、智能马桶、吹风机、淋浴、浴室化妆放大镜、浴袍、毛巾、浴巾、24小时热水、拖鞋、深泡浴缸、雨淋花洒喷头|客房设施:空调、手动窗帘、自动窗帘、遮光窗帘、床具：毯子或被子|媒体科技:液晶电视机、卫星频道、视频流服务|室外景观:城景、公园景|厨房用品:冰箱|便利设施:电子秤、房内保险箱、开夜床、衣架、行政酒廊待遇,15,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
119980315,1547767477,园景俱乐部特大床套房（高楼）,5640,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=119980315&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,100平方米,,3,,禁烟,Wi-Fi免费,4,清洁服务:每日打扫|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅、餐桌、用餐区|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、软饮、酒精饮料、瓶装水、电热水壶、迷你吧|网络与通讯:客房WIFI、客房有线宽带、电话|卫浴设施:浴缸、私人浴室、私人卫生间、智能马桶、吹风机、淋浴、浴室化妆放大镜、浴袍、毛巾、浴巾、24小时热水、拖鞋、深泡浴缸、雨淋花洒喷头|客房设施:空调、手动窗帘、自动窗帘、遮光窗帘、床具：毯子或被子|媒体科技:液晶电视机、卫星频道、视频流服务|室外景观:城景、公园景|厨房用品:冰箱|便利设施:管家服务、电子秤、房内保险箱、开夜床、衣架、单一规格电源插座、雨伞、行政酒廊待遇,11,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
119980315,1870937871,复式套房,13042,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=119980315&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,封闭窗,120平方米,28层,3,,禁烟,Wi-Fi免费,2,清洁服务:每日打扫|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅、餐桌、用餐区|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、软饮、酒精饮料、瓶装水、电热水壶、迷你吧|网络与通讯:客房WIFI、客房有线宽带、电话|卫浴设施:浴缸、私人浴室、私人卫生间、智能马桶、吹风机、淋浴、浴室化妆放大镜、浴袍、毛巾、浴巾、24小时热水、拖鞋、深泡浴缸、雨淋花洒喷头|客房设施:空调、手动窗帘、自动窗帘、遮光窗帘、床具：毯子或被子|媒体科技:液晶电视机、卫星频道、视频流服务|室外景观:城景、公园景|厨房用品:冰箱|便利设施:管家服务、电子秤、房内保险箱、开夜床、衣架、行政酒廊待遇,7,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
119980315,1865039286,拉达那可辛套房,22261,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=119980315&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,封闭窗,150平方米,35层,2,,禁烟,Wi-Fi免费,,清洁服务:每日打扫|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅、餐桌、用餐区|厨房用品:厨房、冰箱|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、软饮、酒精饮料、瓶装水、电热水壶、迷你吧|网络与通讯:客房WIFI、客房有线宽带、电话|卫浴设施:浴缸、私人浴室、私人卫生间、智能马桶、吹风机、淋浴、浴室化妆放大镜、浴袍、毛巾、浴巾、24小时热水、拖鞋、深泡浴缸、雨淋花洒喷头|客房设施:空调、手动窗帘、自动窗帘、遮光窗帘、床具：毯子或被子|媒体科技:液晶电视机、卫星频道、视频流服务|室外景观:城景、公园景|便利设施:管家服务、电子秤、房内保险箱、开夜床、衣架、行政酒廊待遇,7,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
120173729,1597770765,家庭套房（双卧室-带窗户）,201,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120173729&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张大床 及 1张单人床,天窗,60平方米 | 2层,60平方米 | 2层,3,,禁烟,,1,天窗|禁烟|60平方米 | 2层|天窗 禁烟 60平方米 | 2层,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120173729&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
120173729,1602851821,大空间舒适-双大床房,201,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120173729&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张1.51米大床,有窗,40平方米 | 2层,40平方米 | 2层,1,,禁烟,,1,有窗|禁烟|40平方米 | 2层|有窗 禁烟 40平方米 | 2层,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120173729&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
120173729,1607137209,豪华大双床房（大阳台-全视野）,227,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120173729&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张大床,天窗,50平方米 | 3层,50平方米 | 3层,1,,禁烟,,1,天窗|禁烟|50平方米 | 3层|天窗 禁烟 50平方米 | 3层,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120173729&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
120173729,1599386448,家庭大床套房（小阳台楼顶视野+茶室）,265,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120173729&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,3张1.51米大床,有窗,50平方米 | 4层,50平方米 | 4层,1,,禁烟,,1,有窗|禁烟|50平方米 | 4层|有窗 禁烟 50平方米 | 4层,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120173729&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
120173729,1584553058,双床房（阳光房）,179,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120173729&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张1.05米单人床,有窗,25–50平方米,1-3层,2,,禁烟,,0,清洁服务:每日打扫、打扫工具|卫浴设施:浴缸或淋浴、私人浴室、私人卫生间|客房设施:空调、手动窗帘、床具：毯子或被子|厨房用品:冰箱,22,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
120173729,1602845137,家庭套房带3张特大床（两卧室带窗）,341,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120173729&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,3张大床,有窗,50平方米,2层,6,,禁烟,,1,清洁服务:每日打扫、打扫工具|卫浴设施:浴缸或淋浴、私人浴室、私人卫生间|客房设施:空调、手动窗帘、床具：毯子或被子|媒体科技:电视机、卫星频道、视频流服务,14,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
120173729,2256437557,标准双床房（经济特价）,159,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120173729&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张1.05米单人床,有窗,20–35平方米,3-4层,2,,禁烟,,0,清洁服务:每日打扫、打扫工具|卫浴设施:浴缸或淋浴、私人浴室、私人卫生间|客房设施:空调、手动窗帘、床具：毯子或被子|媒体科技:电视机、卫星频道、视频流服务,5,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
122873650,1580895890,一室， 1张特大床， 城景， 阳台,1521,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,43平方米,2-9层,3,,禁烟,Wi-Fi免费,10,厨房用品:厨房、厨房用具、炉灶、烤箱、洗碗机、冰箱|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、餐桌、用餐区、阳台、露台|无障碍设施:无障碍通道、无障碍淋浴、浴缸 - 带扶手、坐便器-带扶手、淋浴座椅、盲文标牌、视觉火灾报警器|网络与通讯:客房WIFI、电话|卫浴设施:浴缸、私人浴室、私人卫生间、吹风机、淋浴、浴袍、毛巾、拖鞋|食品饮品:瓶装水、电热水壶|客房设施:空调、遮光窗帘、床具：毯子或被子|室外景观:游泳池景、花园景、庭院景、城景|媒体科技:有线频道、卫星频道、智能门锁|清洁服务:洗衣机、洗衣用品、熨衣设备、熨裤机|便利设施:房内保险箱,27,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
122873650,1615485451,尊贵特大床单间 - 带城市景观 - 高层 - 带阳台,1196,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,43平方米,10-16层,3,,禁烟,Wi-Fi免费,9,厨房用品:厨房、厨房用具、炉灶、微波炉、烤箱、烤面包机、洗碗机、冰箱|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、书桌、用餐区、阳台、露台|网络与通讯:客房WIFI、电话|卫浴设施:浴缸、私人浴室、吹风机、淋浴、浴袍、毛巾、拖鞋|食品饮品:瓶装水|客房设施:空调、遮光窗帘、床具：毯子或被子|室外景观:游泳池景、花园景、庭院景、城景|媒体科技:有线频道、智能门锁|清洁服务:洗衣机、洗衣用品、熨衣设备|便利设施:房内保险箱,26,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
122873650,1798078350,单卧室套房 - 带一张特大床 - 带城市景观 - 带阳台,1363,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,73平方米,2-16层,3,,禁烟,Wi-Fi免费,9,厨房用品:厨房、厨房用具、炉灶、微波炉、烤箱、烤面包机、洗碗机、冰箱|洗浴用品:牙刷、牙膏、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、书桌、用餐区、阳台、露台|网络与通讯:客房WIFI、电话|卫浴设施:浴缸、私人浴室、吹风机、淋浴、浴袍、毛巾、拖鞋|食品饮品:瓶装水|客房设施:空调、遮光窗帘、床具：毯子或被子|室外景观:城景|媒体科技:有线频道、智能门锁|清洁服务:洗衣机、洗衣用品、熨衣设备|便利设施:房内保险箱,10,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
122873650,1798078482,1 卧室尊贵转角房，1 卧室套房，配备 1 张特大床，享有城市景观，转角房，阳台,1458,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,73平方米,2-14层,3,,禁烟,Wi-Fi免费,9,厨房用品:厨房、厨房用具、炉灶、微波炉、烤箱、烤面包机、洗碗机、冰箱|洗浴用品:牙刷、牙膏、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、书桌、用餐区、阳台、露台|网络与通讯:客房WIFI、电话|卫浴设施:浴缸、私人浴室、吹风机、淋浴、浴袍、毛巾、拖鞋|食品饮品:瓶装水|客房设施:空调、遮光窗帘、床具：毯子或被子|室外景观:游泳池景|媒体科技:有线频道、智能门锁|清洁服务:洗衣机、洗衣用品、熨衣设备|便利设施:房内保险箱,14,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
122873650,1768747816,2 卧室套房，卧室 1：1 张特大床，卧室 2：2 张双床，城市景观,3345,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张特大床 及 2张单人床,有窗,87平方米,2-16层,5,,禁烟,Wi-Fi免费,9,厨房用品:厨房、厨房用具、炉灶、微波炉、烤箱、烤面包机、洗碗机、冰箱|洗浴用品:牙刷、牙膏、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、书桌、用餐区、阳台、露台|网络与通讯:客房WIFI、电话|卫浴设施:浴缸、私人浴室、吹风机、淋浴、浴袍、毛巾、拖鞋|食品饮品:瓶装水|客房设施:空调、遮光窗帘、床具：毯子或被子|室外景观:城景|媒体科技:有线频道、智能门锁|清洁服务:洗衣机、洗衣用品、熨衣设备|便利设施:房内保险箱,11,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
122873650,1607518614,三卧室套房 - 带城市景观 - 带阳台,4470,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张特大床 及 2张单人床,有窗,149平方米,2-14层,7,,禁烟,Wi-Fi免费,9,厨房用品:厨房、厨房用具、炉灶、微波炉、烤箱、烤面包机、洗碗机、冰箱|洗浴用品:牙刷、牙膏、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、书桌、用餐区、阳台、露台|网络与通讯:客房WIFI、电话|卫浴设施:浴缸、私人浴室、吹风机、淋浴、浴袍、毛巾、拖鞋|食品饮品:瓶装水|客房设施:空调、遮光窗帘、床具：毯子或被子|室外景观:游泳池景、城景|媒体科技:有线频道、智能门锁|清洁服务:洗衣机、洗衣用品、熨衣设备|便利设施:房内保险箱,15,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
122873650,1607521725,三卧室顶层套房，城景，高楼层,6860,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张特大床 及 2张单人床,有窗,175平方米,,8,,禁烟,Wi-Fi免费,9,厨房用品:厨房、厨房用具、炉灶、微波炉、烤箱、烤面包机、洗碗机、冰箱|洗浴用品:牙刷、牙膏、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、书桌、用餐区、阳台、露台|网络与通讯:客房WIFI、电话|卫浴设施:浴缸、私人浴室、吹风机、淋浴、浴袍、毛巾、拖鞋|食品饮品:瓶装水|客房设施:空调、遮光窗帘、床具：毯子或被子|室外景观:游泳池景、城景|媒体科技:有线频道、智能门锁|清洁服务:洗衣机、洗衣用品、熨衣设备|便利设施:房内保险箱,22,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
124744018,1636133765,特大床无景客房,873,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124744018&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,封闭窗,22–24平方米,2-14层,2,,禁烟,Wi-Fi免费,19,清洁服务:每日打扫、熨衣设备|食品饮品:速食品、茶包、软饮、瓶装水、电热水壶、迷你吧|无障碍设施:无障碍通道、无障碍淋浴、淋浴座椅、浴室 - 带紧急按钮、杠杆门把手、改造门宽、无障碍客房、视觉火灾报警器、无障碍电话工具|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子|客房布局和家具:衣柜/衣橱、书桌、休闲椅、连通门、挂墙装饰画/字画|网络与通讯:客房WIFI、电话、国际长途电话|卫浴设施:私人浴室、私人卫生间、吹风机、淋浴、浴室化妆放大镜、毛巾、浴巾、24小时热水、拖鞋、雨淋花洒喷头、冲洗器|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|媒体科技:液晶电视机、卫星频道、音响、智能门锁|厨房用品:冰箱|便利设施:房内保险箱、衣架、多种规格电源插座、220V电压插座,6,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
124744018,1818973258,客房无景双人床,873,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124744018&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张1.31米双人床,有窗,22–24平方米,2-14层,2,,禁烟,Wi-Fi免费,18,清洁服务:每日打扫、熨衣设备|食品饮品:速食品、茶包、软饮、瓶装水、电热水壶、迷你吧|无障碍设施:无障碍通道、淋浴座椅、杠杆门把手|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子|客房布局和家具:衣柜/衣橱、书桌、休闲椅、挂墙装饰画/字画|网络与通讯:客房WIFI、电话、国际长途电话|卫浴设施:私人浴室、私人卫生间、吹风机、淋浴、浴室化妆放大镜、毛巾、浴巾、24小时热水、拖鞋、雨淋花洒喷头、冲洗器|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|媒体科技:液晶电视机、卫星频道、音响、智能门锁|厨房用品:冰箱|便利设施:房内保险箱、衣架、多种规格电源插座、220V电压插座,6,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
124744018,1636133654,豪华特大床房,969,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124744018&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,封闭窗,24平方米,2-18层,2,,禁烟,Wi-Fi免费,10,清洁服务:每日打扫、熨衣设备|食品饮品:速食品、茶包、软饮、瓶装水、电热水壶、迷你吧|无障碍设施:无障碍通道、淋浴座椅、杠杆门把手|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子|客房布局和家具:衣柜/衣橱、书桌、休闲椅、挂墙装饰画/字画|网络与通讯:客房WIFI、电话、国际长途电话|卫浴设施:私人浴室、私人卫生间、吹风机、淋浴、浴室化妆放大镜、毛巾、浴巾、24小时热水、拖鞋、雨淋花洒喷头、冲洗器|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|媒体科技:液晶电视机、卫星频道、音响、智能门锁|室外景观:城景|厨房用品:冰箱|便利设施:房内保险箱、衣架、多种规格电源插座、220V电压插座,8,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
124744018,1818973654,豪华双人间,1016,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124744018&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张1.31米双人床,封闭窗,27–28平方米,2-18层,2,,禁烟,Wi-Fi免费,10,清洁服务:每日打扫、熨衣设备|食品饮品:速食品、茶包、软饮、瓶装水、电热水壶、迷你吧|无障碍设施:无障碍通道、淋浴座椅、杠杆门把手|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子|客房布局和家具:衣柜/衣橱、书桌、休闲椅、挂墙装饰画/字画|网络与通讯:客房WIFI、电话、国际长途电话|卫浴设施:私人浴室、私人卫生间、吹风机、淋浴、浴室化妆放大镜、毛巾、浴巾、24小时热水、拖鞋、雨淋花洒喷头、冲洗器|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|媒体科技:液晶电视机、卫星频道、音响、智能门锁|室外景观:城景|厨房用品:冰箱|便利设施:房内保险箱、衣架、多种规格电源插座、220V电压插座,8,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
124744018,1818973285,豪华尊贵特大床房,1064,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124744018&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,封闭窗,24平方米,6-18层,2,,禁烟,Wi-Fi免费,10,清洁服务:每日打扫、熨衣设备|食品饮品:速食品、茶包、软饮、瓶装水、电热水壶、迷你吧|无障碍设施:无障碍通道、无障碍淋浴、浴室 - 带紧急按钮、杠杆门把手、改造门宽、无障碍客房、视觉火灾报警器、无障碍电话工具|洗浴用品:牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子|客房布局和家具:衣柜/衣橱、书桌、休闲椅、连通门、挂墙装饰画/字画|网络与通讯:客房WIFI、电话、国际长途电话|卫浴设施:私人浴室、私人卫生间、吹风机、淋浴、浴室化妆放大镜、毛巾、浴巾、24小时热水、拖鞋、雨淋花洒喷头、冲洗器|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|媒体科技:液晶电视机、卫星频道、音响、智能门锁|室外景观:城景|厨房用品:冰箱|便利设施:房内保险箱、衣架、多种规格电源插座、220V电压插座,5,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
124744018,1612790103,一室套房,1267,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124744018&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,封闭窗,40平方米,6-14层,3,,禁烟,Wi-Fi免费,9,清洁服务:每日打扫、熨衣设备|食品饮品:速食品、咖啡机、茶包、软饮、瓶装水、电热水壶、迷你吧|无障碍设施:无障碍通道、淋浴座椅、杠杆门把手|洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子|客房布局和家具:衣柜/衣橱、书桌、休闲椅、连通门、挂墙装饰画/字画|网络与通讯:客房WIFI、电话、国际长途电话|卫浴设施:浴缸、私人浴室、私人卫生间、吹风机、淋浴、浴室化妆放大镜、浴袍、毛巾、浴巾、24小时热水、拖鞋、深泡浴缸、雨淋花洒喷头、冲洗器|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|媒体科技:液晶电视机、卫星频道、音响、智能门锁|厨房用品:冰箱|便利设施:房内保险箱、衣架、多种规格电源插座、220V电压插座,8,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
