酒店ID,房型ID,售卖方案ID,方案序号,早餐,取消政策,确认政策,支付方式,入住人数,原价,当前价,税费,币种,优惠标签,其他权益,库存提示,来源URL
1027224,1740240088,1740240088_rate_90_quwmgz,90,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_91_quwmgz,91,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_92_quwmgz,92,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_93_2hgodb,93,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_94_2hgodb,94,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_96_89cs9c,96,,,,,,,920,,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_98_c7aht8,98,1份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,1份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,1份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,1份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,1,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_119_quwmgz,119,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_120_quwmgz,120,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_121_quwmgz,121,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_122_2hgodb,122,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_123_2hgodb,123,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_125_89cs9c,125,,,,,,,920,,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_127_f4j65y,127,2份早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,2份早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,2份早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,2份早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,2,,1004,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_149_ork8qp,149,,,,,,,1004,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_150_ork8qp,150,,,,,,,1004,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_151_ork8qp,151,,,,,,,1004,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_152_r05hgf,152,,,,,,,1004,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_153_r05hgf,153,,,,,,,1004,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_155_hutxke,155,,,,,,,1004,,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_157_wmphm1,157,2份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,2份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,2份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,2份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,2,,1004,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_179_ork8qp,179,,,,,,,1004,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_180_ork8qp,180,,,,,,,1004,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_181_ork8qp,181,,,,,,,1004,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_182_r05hgf,182,,,,,,,1004,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_183_r05hgf,183,,,,,,,1004,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_185_hutxke,185,,,,,,,1004,,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_187_80js05,187,无早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,无早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,无早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,无早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,3,,1141,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_210_oqxyfb,210,,,,,,,1141,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_211_oqxyfb,211,,,,,,,1141,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_212_oqxyfb,212,,,,,,,1141,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_213_r05gmd,213,,,,,,,1141,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_214_r05gmd,214,,,,,,,1141,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_216_hutwqc,216,,,,,,,1141,,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_218_zg0pr0,218,无早餐当地时间09月27日 23:59前可免费取消立即确认在线付,无早餐当地时间09月27日 23:59前可免费取消立即确认在线付,无早餐当地时间09月27日 23:59前可免费取消立即确认在线付,无早餐当地时间09月27日 23:59前可免费取消立即确认在线付,3,,1141,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_241_oqxyfb,241,,,,,,,1141,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_242_oqxyfb,242,,,,,,,1141,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_243_oqxyfb,243,,,,,,,1141,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_244_r05gmd,244,,,,,,,1141,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_245_r05gmd,245,,,,,,,1141,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_247_hutwqc,247,,,,,,,1141,,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_249_f66mwt,249,2份早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,2份早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,2份早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,2份早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,3,,1308,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_272_opwrzu,272,,,,,,,1308,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_273_opwrzu,273,,,,,,,1308,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_274_opwrzu,274,,,,,,,1308,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_275_r05f88,275,,,,,,,1308,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_276_r05f88,276,,,,,,,1308,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_278_hutvc7,278,,,,,,,1308,,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_280_wl20v6,280,2份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,2份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,2份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,2份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,3,,1308,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_303_opwrzu,303,,,,,,,1308,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_304_opwrzu,304,,,,,,,1308,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_305_opwrzu,305,,,,,,,1308,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_306_r05f88,306,,,,,,,1308,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_307_r05f88,307,,,,,,,1308,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240088,1740240088_rate_309_hutvc7,309,,,,,,,1308,,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_6_oh5p6x,6,无早餐 当地时间09月27日 23:59前可免费取消 立即确认 到店付 · 需担保,无早餐 当地时间09月27日 23:59前可免费取消 立即确认 到店付 · 需担保,无早餐 当地时间09月27日 23:59前可免费取消 立即确认 到店付 · 需担保,无早餐 当地时间09月27日 23:59前可免费取消 立即确认 到店付 · 需担保,2,,836,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_28_ixwf4b,28,,,,,,,836,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_29_ixwf4b,29,,,,,,,836,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_30_ixwf4b,30,,,,,,,836,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_31_411dpl,31,,,,,,,836,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_32_411dpl,32,,,,,,,836,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_34_89crjo,34,,,,,,,836,,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,2246273507,36,无早餐 当地时间09月27日 23:59前可免费取消 立即确认 在线付,无早餐 当地时间09月27日 23:59前可免费取消 立即确认 在线付,无早餐 当地时间09月27日 23:59前可免费取消 立即确认 在线付,无早餐 当地时间09月27日 23:59前可免费取消 立即确认 在线付,2,,836,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,2246273507,58,,,,,,,836,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_65_411dpl,65,,,,,,,836,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_67_89crjo,67,,,,,,,836,,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_69_ynqskz,69,1份早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,1份早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,1份早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,1份早餐当地时间09月27日 23:59前可免费取消立即确认到店付 · 需担保,1,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_90_quwmgz,90,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_91_quwmgz,91,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_92_quwmgz,92,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_93_2hgodb,93,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_94_2hgodb,94,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_96_89cs9c,96,,,,,,,920,,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_98_c7aht8,98,1份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,1份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,1份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,1份早餐当地时间09月27日 23:59前可免费取消立即确认在线付,1,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
1027224,1740240104,1740240104_rate_119_quwmgz,119,,,,,,,920,税,CNY,,,,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1027224&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
