采集时间,酒店ID,主酒店ID,酒店中文名,酒店英文名,城市ID,城市,区域/商圈,地址,纬度,经度,星级,钻级,开业时间,装修时间,客房数,酒店类型,榜单/排名,评分,评分描述,点评总数,收藏数,图片总数,最低价,币种,交通信息,特色标签,热门设施,评分明细,卫生评分,设施评分,环境评分,服务评分,点评标签,电话,酒店简介,原始详情URL,PC详情URL,移动详情URL
2026-08-31 21:50:14,1712519,1712519,沙吞iCheck酒店公寓(ICheck Inn Residences Sathorn Bangkok),,359,,,,,,,,2014,,53,,,,,310,,,,CNY,,,,,,,,,,0066-2-6742191,邮箱： sathorn@icheckinn.com 沙同 iCheck Inn 住宅酒店坐落于曼谷中心地段，距离泰尼亚广场只有 4 分钟车程，且距离是乐园有 5 分钟车程。 此公寓酒店距离MBK 购物中心 3.4 英里（5.4 公里），距离曼谷中央世界购物中心 3.7 英里（6 公里）。 您可充分利用室内游泳池和健身中心等度假设施。此公寓酒店的其他设施包括免费 WiFi、礼宾服务和公共区电视。 您可以到餐厅享用一顿美餐；也可去公寓酒店的咖啡馆吃些点心。每天 06:30 至 10:30 提供收费的即点即煮早餐。 特色服务/设施包括商务中心、豪华轿车或公务车服务和干洗/洗衣服务。酒店设有收费的24 小时往返机场班车，此外还提供免费自助停车。 53 间空调客房提供备有大冰箱和炉灶的简易厨房；您定能在旅途中找到家的舒适。客房设有私人阳台。带有有线频道的平板电视可满足您的娱乐需求；同时提供免费无线网络，方便您与朋友保持联系。配备独立的浴缸和淋浴的私人浴室提供浸泡浴缸和免费洗浴用品。 订房必读 城市通知 禁止携带榴莲进入酒店。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1712519&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1712519&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1712519.html
2026-09-04 01:53:34,1713796,1713796,维罗妮卡公寓(Veronica Residence),,359,,,,,,,,2021,,42,,,,,256,,,,CNY,,,,,,,,,,0066-2-2779898,装修：2023 邮箱： info@veronicaresidence.com 维罗妮卡公寓酒店位于曼谷拉差达能路，距离水门市场和四面佛不到 10 分钟车程。 此酒店距离曼谷中央世界购物中心 5.6 英里（9 公里），距离拉加曼加拉国家体育场 *** 英里（10.3 公里）。 这个酒店提供指定吸烟区。 每天 07:00 至 13:00 提供收费的欧陆式早餐。 特色服务/设施包括24 小时前台服务和前台保管箱。酒店提供免费自助停车。 有 60 间空调客房提供冰箱；您定能在旅途中找到家的舒适。提供免费无线网络，方便您与朋友保持联系；有线频道可满足您的娱乐需求。配备淋浴设施的私人浴室提供免费洗浴用品和坐浴桶。便利设施包括电话，以及可存放笔记本电脑的保险箱和书桌。 订房必读 城市通知 禁止携带榴莲进入酒店。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1713796&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1713796&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1713796.html
2026-09-04 02:22:19,1716070,1716070,巴昂迪恩斯旅馆(Baan Dinso),,359,,,,,,,,2007,,8,,,4.8,超棒,56,,,,CNY,,,,,,,,,,0066-965659795,装修：2026 邮箱： baandinso@gmail.com 巴恩丁索坐落于曼谷曼谷市中心，距离考山路和大皇宫不到 15 分钟步行路程。 此青年旅馆距离暹逻百丽宫购物中心 2.5 英里（4.1 公里），距离MBK 购物中心 2.7 英里（4.3 公里）。 享受自行车租赁等度假设施，或者到花园欣赏美景。此青年旅馆的其他特色包括免费 WiFi和旅游/票务服务。 每日 07:30 至 10:00 提供免费的英式早餐。 特色服务/设施包括干洗/洗衣服务、24 小时前台服务和行李寄存。设有收费的24 小时往返机场班车。 有 9 间空调客房提供免费迷你吧物品和平板电视；您定能在旅途中找到家的舒适。提供免费无线网络，方便您与朋友保持联系；数码频道可满足您的娱乐需求。浴室提供免费洗浴用品和吹风机。便利设施包括电热水壶和免费瓶装水；而且每天提供客房服务。 订房必读 城市通知 禁止携带榴莲进入酒店。 客房收费 请注意，以下项目可能会产生现场收费，您可以根据需要联系酒店了解具体金额：机场班车。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1716070&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1716070&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1716070.html
2026-08-31 22:22:38,1717909,1717909,曼谷贵都酒店(S Ratchada Hotel Bangkok),,359,,,,,,,,2000,,198,,,,,563,,,,CNY,,,,设施:1,,1,,,,0066-2-2460795,装修：2019 邮箱： info@sratchadahotel.com 素万那普机场（Suvarnabhumi International Airport）离这家酒店有20公里。这家酒店离Khao San Road路有8.8公里，离曼谷大皇宫（Grand Palace）有9.6公里。这家酒店于附近提供免费泊车服务。其他基本设施包括旅游咨询台、足部推拿和干洗。S Ratchada Hotel这家酒店内部提供1间供应国际佳肴的酒店餐厅。私人浴室提供盥洗室、澡盆、电吹风和免费梳洗用品。房间内提供平面有线电视、中央空调、休息区、电冰箱和烧水壶。S Ratchada Hotel这家酒店坐落于曼谷，提供1个酒店的游泳池，配有往返MRT Rama 9轻轨地铁及Central Plaza Rama 9百货公司的免费定时班车，提供免费网络信号连接。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1717909&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1717909&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1717909.html
2026-09-04 02:15:32,1721184,1721184,曼谷康莱德酒店公寓(Conrad Bangkok Residences),,359,,,,,,,,2005,,109,,,,,75,,,,CNY,,,,设施:1,,1,,,,0066-2-6909555,邮箱： residences@conradbangkok.com 康拉德曼谷公寓酒店地处曼谷中心，距离是乐园和娜娜广场不到 15 分钟步行路程。 此家居型酒店距离康民医院 0.8 英里（1.2 公里），距离曼谷中央世界购物中心 1 英里（1.5 公里）。 您可到 SPA 慰劳一下自己，这里提供按摩、身体护理和面部护理。您可以充分利用室外网球场、室外游泳池和热水浴缸等度假设施。此酒店的其他设施包括免费 WiFi、礼宾服务和保姆服务（收费）。 酒店设有 4 间餐厅 ，您不妨选择到Liu享用中国菜；也可以待在房间里，享受 24 小时送餐服务。忙碌了一天后，可以去酒吧/酒廊或池畔酒吧小酌一番，轻松一下。周一至周五 06:00 至 10:30 提供收费的全套早餐。 特色服务/设施包括商务中心、豪华轿车或公务车服务和大堂免费报纸。计划在曼谷举办活动？这家酒店拥有 3536 平方米（38062 平方英尺）的空间，包括会议场地和22 间会议室。酒店设有收费的24 小时往返机场班车，此外还提供免费代客停车。 有 109 间空调客房提供微波炉和存放一些免费物品的迷你吧；您定能在旅途中找到家的舒适。42 英寸液晶电视提供收费电视频道，可满足娱乐需求；另外收费提供有线和无线上网。配备独立的浴缸和淋浴的私人浴室提供浸泡浴缸和免费洗浴用品。便利设施包括电话，以及保险箱和书桌。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1721184&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1721184&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1721184.html
2026-08-31 21:01:36,17284407,17284407,乍都节标志酒店(Iconic Hotel Chatuchak),,359,,,,,,,,,,70,,,,,477,,,,CNY,,,,,,,,,,0066-88-8019000,标志性酒店位于曼谷加都加周末市场，距离曼谷中央拉普劳和泰国农业大学不到 5 分钟车程。 此酒店距离水门市场 6.7 英里（10.7 公里），距离曼谷中央世界购物中心 7.1 英里（11.5 公里）。 享受室外游泳池等度假设施，或者到花园欣赏美景。此酒店的其他设施包括免费 WiFi和自动售货机。 特色服务/设施包括24 小时前台服务、行李寄存和储物柜。酒店提供免费自助停车。 有 70 间客房提供迷你吧；您定能在旅途中找到家的舒适。提供免费无线网络，方便您与朋友保持联系。便利设施包括电话，以及保险箱和免费瓶装水。 订房必读 城市通知 禁止携带榴莲进入酒店。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=17284407&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=17284407&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/17284407.html
2026-09-04 02:29:48,1729988,1729988,欣斯里度假村(Synsiri Resort),,359,,,,,,,,2000,,130,,,,,251,,,,CNY,,,,设施:1,,1,,,,0066-2-5093365,装修：2025 邮箱： rct-resort@synsiri.com 茜茜里度假饭店位于曼谷汗娜姚，距离邦卡皮生活商城和时尚岛购物中心不到 15 分钟车程。 此高尔夫酒店距离拉加曼加拉国家体育场 9.2 英里（14.8 公里），距离Terminal 21 购物中心 14 英里（22.5 公里）。 您可到露台和花园欣赏美景，还可利用免费 WiFi等服务和设施。 在茜茜里度假饭店，您可以去餐厅享用美餐。每天 07:00 至 10:00 提供收费的即点即煮早餐。 特色服务/设施包括商务中心、快速入住和干洗/洗衣服务。酒店提供免费自助停车。 146 间空调客房定能让您在旅途中找到家的舒适。客房设有私人阳台。提供免费无线网络，方便您与朋友保持联系；有线频道可满足您的娱乐需求。便利设施包括电话，以及免费瓶装水和遮光窗帘。 订房必读 城市通知 禁止携带榴莲进入酒店。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1729988&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1729988&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1729988.html
2026-09-04 01:44:30,1734150,1734150,曼谷爵士酒店(Jazzotel Bangkok),,359,,,,,,,,2004,,362,,,,,262,,,,CNY,,,,,,,,,,0066-2-0781000,装修：2015 邮箱： rsvn@jazzotel.com Jazzotel Bangkok 位于曼谷拉抛区，交通便利，前往**拉加曼加拉国家体育场（Rajamangala National Stadium）**十分方便，是前往观看演唱会、体育赛事及各类大型活动宾客的理想选择。酒店靠近曼谷主要购物及商务区域，包括水门市场、暹罗百丽宫购物中心以及中华人民共和国驻泰王国大使馆。酒店提供舒适客房、24小时健身中心、餐厅、酒吧、免费Wi-Fi及免费停车服务，为您的曼谷之旅带来舒适便利的住宿体验。 订房必读 城市通知 禁止携带榴莲进入酒店。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1734150&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1734150&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1734150.html
2026-08-31 01:56:17,1734913,1734913,曼谷皇家酒店 – 靠近大皇宫和考山路(Royal Rattanakosin Hotel - Near Grand Palace & Khaosan Road),,359,,,,,,,,,,301,,,,,4513,,,,CNY,,,,卫生:3.8|设施:3.7|环境:4.3|服务:3.8,3.8,3.7,4.3,3.8,视频(19)|偏好相似(24)|周边方便(459)|泳池干净(253)|泳池很赞(253)|交通便利(227)|近景区(188)|餐食口味棒(60)|有行李寄送(56)|距离大皇宫很近(198)|有异味(82)|差评(656),0066-2-2229115 0066-22229111 0066-22229112,开业：1999 装修：2012 邮箱： rsvn@rattanakosinhotel.com 曼谷皇家酒店位于曼谷老城的中心地带，身处拉查丹农路旁，地理位置优越，交通便捷。从酒店出发，仅需短暂步行即可到达考山路，周围坐落着大皇宫、卧佛寺和黎明寺等知名景点，素万那普国际机场距离酒店仅约30公里路程。酒店距离大皇宫和湄南河步行10分钟，不到1公里，距离素万那普国际机场有45分钟的车程。酒店的建筑外观尽显宏伟大气的独特设计感，颇具特色。 酒店拥有优雅现代的客房，以浅色作为主色调，倾力营造休闲舒适的放松氛围，覆盖无线网络，助您随时与外界保持高效的畅通联系。客房细节考究，提供奢华齐全的设施，部分客房设有浴缸和迷你吧，轻松满足您的多样入住需求。 酒店餐厅提供健康丰盛的早餐，助您开启充满活力的一天。午后时分，您可在装潢现代的咖啡厅内细细品尝美味下午茶，感受惬意轻松的悠闲时光。傍晚时分，您可选择前往独具特色的中餐厅享用中式料理，亦或选择泰式料理及国际美食，让您的味蕾开启一场舌尖上的美妙旅行。 此外，酒店的室外游泳池配备专门的日光浴露台，可供您沐浴阳光，尽享内心的宁静与放松。酒店还提供洗衣服务和24小时前台服务，专业的工作人员也竭诚为您提供周到的贴心服务，如给您曼谷的城市游览建议，让您尽情领略泰式的热情，并感受属于曼谷的城市律动与情怀。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1734913&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1734913&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1734913.html
2026-08-31 01:46:23,1735479,1735479,普洛伊青年旅馆(Ploy Hostel),,359,,,,,,,,2020,,78,,,,,1391,,,22,CNY,,,,卫生:3.1|设施:3.1|环境:3.6|服务:3.3,3.1,3.1,3.6,3.3,有图(475)|视频(3)|有图/视频(477)|偏好相似(3)|体验很棒(30)|性价比高(57)|房东热情(33)|周边方便(20)|交通便利(16)|近景区(9)|距离考山路很近(5)|有异味(22)|差评(261),0066-895310609,邮箱： itmeployhostel@gmail.com 距离考山路（Khao San Road）有600米，距离帕蓬夜市有5公里，距离大皇宫（Grand Palace）有1.8公里装修简洁大方，性价比高，房间温馨舒服，。 订房必读 儿童不能住 该酒店不允许携带儿童入住 城市通知 禁止携带榴莲进入酒店。 设施供应 空调运行时间为下午 6 点至上午 11 点,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1735479&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1735479&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1735479.html
2026-08-31 21:47:24,1735732,1735732,大塔酒店-沙吞(Grand Tower Inn Sathorn Hotel),,359,,,,,,,,2012,,108,,,,,845,,,,CNY,,,,,,,,,,0066-2-8612288 0066-802229194,装修：2014 邮箱： rsvn.gtst@gmail.com 沙吞大塔酒店位于曼谷曼谷河滨，距离暹罗天地购物中心只有 2 分钟车程，且距离大皇宫有 5 分钟车程。 此酒店距离是乐园 3.1 英里（5 公里），距离暹逻百丽宫购物中心 4.3 英里（6.9 公里）。 您可利用免费 WiFi和宴会厅等便利服务和设施。 在沙吞大塔酒店，您可以去餐厅享用美餐。每天 07:30 至 09:30 提供收费的外卖早餐。 特色服务/设施包括商务中心、干洗/洗衣服务和行李寄存。酒店提供免费自助停车。 有 108 间空调客房提供冰箱和液晶电视；您定能在旅途中找到家的舒适。提供免费无线网络，方便您与朋友保持联系；有线频道可满足您的娱乐需求。浴室提供淋浴设施和免费洗浴用品。便利设施包括免费瓶装水，而且每天提供客房服务 订房必读 城市通知 禁止携带榴莲进入酒店。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1735732&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1735732&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1735732.html
2026-09-04 02:34:21,1738393,1738393,曼谷橄榄酒店(Olive Hotel Bangkok),,359,,,,,,,,2014,,47,,,,,115,,,,CNY,,,,设施:1,,1,,,,0066-2-3326464,邮箱： reservation@olivebangkokhotel.com 橄榄曼谷酒店位于曼谷班查克，距离昭披耶河只有 5 分钟车程，且距离是乐园也只有 8 分钟车程。 此酒店距离Terminal 21 购物中心 5.9 英里（9.5 公里），距离曼谷中央世界购物中心 6.5 英里（10.5 公里）。 这个酒店提供指定吸烟区。 特色服务/设施包括干洗/洗衣服务、行李寄存和洗衣设施。酒店提供免费自助停车。 有 47 间空调客房提供冰箱和液晶电视；您定能在旅途中找到家的舒适。提供免费无线网络，方便您与朋友保持联系；有线频道可满足您的娱乐需求。私人浴室提供免费洗浴用品和坐浴桶。便利设施包括电话，以及保险箱和书桌。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1738393&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1738393&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1738393.html
2026-08-31 22:54:51,1740329,1740329,升丽大酒店(Zenith Sukhumvit Hotel),,359,,,,,,,,,,157,,,,,274,,,,CNY,,,,设施:1,,1,,,,0066-2-6554999,"开业：1995 装修：2023 邮箱： reservation@zenith-hotel.com ""该城市酒店坐落于曼谷市中心的 Nana Nua。 酒店邻近使馆和商业区，距曼谷生机勃勃的娱乐和购物区仅几步之遥。 酒店交通便利，机场高架高速公路和轻轨站近在咫尺， 与廊曼机场相距仅 30 公里，与曼谷国际机场相距 35 公里。酒店设计令人惊叹，极具时尚气息，矗立于壮观的曼谷天际线之中，是游览这座活力之都的各类宾客的理想之选。 酒店提供高品质的商务设施、豪华的屋顶泳池、健身房和令人垂涎的餐饮选择，总有您眷顾青睐的地方。""",https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1740329&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1740329&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1740329.html
2026-08-31 22:11:56,1761540,1761540,曼谷京华大酒店(Hotel Royal Bangkok),,359,,,,,,,,2015,,290,,,4.5,很好,1622,,,,CNY,,,,,,,,,,0066-2-2260026,装修：2020 邮箱： info@hotelroyalbangkok.com 曼谷京华大酒店 (SHA Plus+)位于曼谷唐人街，酒店距离华南蓬火车站有500米，距离华南蓬地铁站有600米，距离素万那普机场26公里。客人可以在酒店内的餐厅用餐，也可以在酒店的酒吧享用饮品。 酒店每间空调客房都配备了一台平面电视、保险箱和熨烫设施。冰箱里的迷你吧储备充足。客房还提供一张办公桌和一个电热水壶。部分客房设有一个配有沙发或用餐区的休息区。私人浴室内配有淋浴设施、吹风机和浴袍，也备有免费洗浴用品。 酒店设有一座室外游泳池、一间酒吧和一间餐厅。客人在酒店各处均可使用免费无线网络连接。酒店距离唐人街有500米。酒店还拥有一间健身中心和旅游咨询台，提供行李寄存服务。24小时前台可以安排汽车租赁服务及机场班车服务。酒店还设有免费停车场。 订房必读 城市通知 禁止携带榴莲进入酒店。 其他限制 不允许吸食大麻。 客房收费 酒店会根据当日的实际情况允许客人提前入住，但需要支付额外费用。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1761540&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1761540&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1761540.html
2026-08-31 21:58:00,1827628,1827628,汤姆森华马克酒店(Thomson Hotel Huamark),,359,,,,,,,,2014,,189,,,,,649,,,,CNY,,,,,,,,,,0066-2-3184288,装修：2023 邮箱： rsvn.h@grandliteproperty.com 华马克汤森酒店位于曼谷蓝康恒，距离拉加曼加拉国家体育场只有 2 分钟车程，且距离水门市场也只有 9 分钟车程。 此酒店距离Terminal 21 购物中心 5.8 英里（9.3 公里），距离曼谷中央世界购物中心 7.3 英里（11.7 公里）。 不要错过室外游泳池和健身中心等众多度假设施。此酒店的其他特色包括免费 WiFi和宴会厅。 在华马克汤森酒店，您可以去餐厅享用美餐。 特色服务/设施包括24 小时商务中心、24 小时前台服务和多语言服务。计划在曼谷举办活动？这家酒店拥有 192 平方米（2067 平方英尺）的空间，包括会议场地和3 间会议室。酒店提供免费自助停车。 有 180 间空调客房提供液晶电视；您定能在旅途中找到家的舒适。提供免费无线网络，方便您与朋友保持联系；有线频道可满足您的娱乐需求。浴室提供淋浴设施、免费洗浴用品和吹风机。便利设施包括电话，以及书桌和免费瓶装水。 订房必读 城市通知 禁止携带榴莲进入酒店。 其他限制 出于安全考虑，严禁外来访客进入客房。 婚宴派对限制 酒店客房不接受婚庆/派对/聚会/商业拍摄等用途，多有不便敬请谅解。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1827628&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1827628&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1827628.html
2026-08-31 22:31:37,1883320,1883320,娜娜站皇冠酒店(Crown BTS Nana Hotel),,359,,,,,,,,,,152,,,,,552,,,,CNY,,,,设施:1,,1,,,,0066-2535673 0066-26530800,邮箱： reserve@favstay.com 皇冠Bts Nana酒店坐落于曼谷素坤逸路，距离Terminal 21 购物中心和娜娜广场不到 10 分钟步行路程。 此酒店距离康民医院 0.6 英里（0.9 公里），距离曼谷中央世界购物中心 1.3 英里（2 公里）。 您可利用免费 WiFi和美发沙龙等便利服务和设施。 特色服务/设施包括24 小时前台服务、行李寄存和电梯。酒店提供免费自助停车。 152 间空调客房定能让您在旅途中找到家的舒适。配备淋浴/盆浴组合的私人浴室提供免费洗浴用品和吹风机。便利设施包括电话和免费瓶装水；而且每天提供客房服务。,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1883320&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1883320&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1883320.html
2026-08-31 02:00:57,1965577,1965577,拉查达波茵酒店(Ratchada Point Hotel),,359,,,,,,,,2015,,67,,,,,760,,,,CNY,,,,设施:1,,1,,,,0066-2-6932552,"邮箱： ratchadapoint@gmail.com 拉查达波茵酒店离地铁Sutthisan站仅有步行距离。酒店优越的位置让游人前往市区内的热门景点变得方便快捷。 拉查达波茵酒店提供优质贴心的服务和方便实用的设施，赢得了客人的普遍好评。 酒店内能享受到所有房间设有免费无线网络, 24小时前台, 行李存放服务, 无线网络, 停车场等一系列**设施。 拉查达波茵酒店每间房都可感受到酒店的独有风格。客人还可尽情享受 无线上网(免费), 无线上网, 唤醒服务, 禁烟房, 空调等贴心的设施。 除此之外，酒店各种娱乐设施一定会让您在留宿期间享受更多乐趣。",https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1965577&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1965577&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,https://m.ctrip.com/html5/hotel/hoteldetail/1965577.html
