证据ID,候选ID,问题ID,采集轮次,来源阶段,POI名称,小红书帖子ID,标题,URL,帖子正文,命中名称,帖子类型候选,帖子类型审核,证据片段,证据审核状态,审核备注
EV-8E4194F538562C1B,POICAND-FA94F56A5CE316CF,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,贵厨酸汤牛肉（花果园店/国际中心旗舰店）,6a4f4d160000000021020017,贵阳甲秀楼附近美食大集结｜全程步行不打车,https://www.xiaohongshu.com/explore/6a4f4d160000000021020017?xsec_token_redacted=1&xsec_source=pc_dots,"#记录吧就现在[话题]#
我们从上海✈️贵阳，到达机场后打车到全季酒店(甲秀楼店),地理位置很方便，出去觅食全程都步行可达。
❤️包整·丝娃娃（甲秀楼景观店）
放下行李后直冲这家店，挑了个景观位真的很不错。不知道是不是因为第一顿感觉点的全都好吃，小朋友都吃的停不下来，连辣椒面小朋友都爱😂除了丝娃娃有点吃不惯，但是很好拍，哈哈😄景观位对面就是甲秀楼，但是甲秀楼有点被树挡到了，吃完可以去顶楼，那边可以拍甲秀楼全景。
💙抹山集（青云市集大店）
在青云市集，吃完饭逛完甲秀楼可以去青云市集逛逛，我们大人喝了抹山集的抹茶乌龙，小朋友喝了莓莓茉莉，都很好喝，喜欢抹茶的千万别错过哈。
🩵贵厨酸汤牛肉（甲秀楼店）
在商场2楼，很正宗的贵州火锅，旁边就有瑞幸，冰美式配火锅，棒棒哒[偷笑R]酸汤火锅真的很开胃啊，吃的时候不怎么饿，越吃越想吃😋
🩷花溪牛肉粉店
第二天早上外卖点了这家的“招牌清汤牛肉粉”，很鲜很好吃。然后就去和亲子营的小伙伴们集合参加团体活动啦。
⚠️贵州多雨，地有点滑，一定要给小朋友穿防滑的鞋子，我们小朋友第一天摔了一跤，吓死我了，还好没什么事。总的来说贵州真的很好吃，祝大家吃的痛快，玩得开心呀[飞吻R]
🩷 记得关注我～更多旅行遛娃攻略分享给你们哦🩷
[红色心形R]#舌尖上的小城[话题]# #贵州[话题]# #贵阳[话题]# #贵阳美食[话题]# #贵州美食[话题]# #贵阳探店[话题]# #贵州旅游[话题]# #贵州亲子游[话题]# #贵阳亲子游[话题]#",贵厨酸汤牛肉,混合贴候选,,"💙抹山集（青云市集大店）
在青云市集，吃完饭逛完甲秀楼可以去青云市集逛逛，我们大人喝了抹山集的抹茶乌龙，小朋友喝了莓莓茉莉，都很好喝，喜欢抹茶的千万别错过哈。
🩵贵厨酸汤牛肉（甲秀楼店）
在商场2楼，很正宗的贵州火锅，旁边就有瑞幸，冰美式配火锅，棒棒哒[偷笑R]酸汤火锅真的很开胃啊，吃的时候不怎么饿，越吃越想吃😋
🩷花溪牛肉粉店",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-829B0618FF493A5C,POICAND-FA94F56A5CE316CF,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,贵厨酸汤牛肉（花果园店/国际中心旗舰店）,6a748227000000002500b74a,贵阳人最爱吃的十家酸汤牛肉火锅,https://www.xiaohongshu.com/explore/6a748227000000002500b74a?xsec_token_redacted=1&xsec_source=pc_dots,"1、贵厨酸汤牛肉（花果园国际中心旗舰店）
📍南明区花果园大街109号贵阳国际中心
贵阳必吃连锁必上榜店铺，凯里古法红酸汤酸香醇厚不刺激，牛腩、吊龙、带皮黄牛肉现切鲜嫩无筋。
💰人均65‑75元
2、胡子哥酸汤牛肉（护国路总店）
📍南明区护国路亨特城市广场亨特商圈
十几年老牌老店，老坛毛辣果酸汤木姜子味浓郁，现宰黄牛肉紧实弹牙有嚼劲。
💰人均76元
3、黔诚酸汤牛肉（甲秀楼总店）
📍南明区富水南路186号泰祥国际
高性价比老店，独山毛辣果酸汤酸辣适口，逛甲秀楼顺路吃饭首选。
💰人均60元
4、黔岭苗乡酸汤牛肉（青云路民生路总店）
📍云岩区青云市集民生路美食街区
苗家古法酸汤，红白酸鸳鸯锅可选，关岭小黄牛分量十足。青云市集夜宵好去处。
💰人均59‑68元
5、牛滋味老凯里酸汤牛肉（未来方舟总店）
📍云岩区水东路未来方舟G6组团1栋B2楼
淘米水发酵酸汤酸爽柔和，牛腩吊龙现切鲜嫩入味，环境雅致，适合家庭聚餐、接待游客。
💰人均76元
6、牛刀匠鲜切酸汤牛肉（华润悦府店）
📍观山湖区翠柳路华润悦府H区1035号门面
木桶发酵酸汤涮烤两用，吊龙、匙柄全部位鲜切，停车方便，朋友小聚、商务简餐都合适。
💰人均72元
7、黔牛阁酸汤牛肉（美的林城观山湖店）
📍观山湖区长岭北路8号美的财智中心B座一楼
观山湖夜宵老店，营业到凌晨三点，木姜子酸汤香气浓，牛肉现称现切新鲜。
💰人均68元
8、古粮辰酸汤牛肉（恒大中央公园总店）
📍观山湖区金朱东路恒大中央公园A区46号门面
五谷糯米搭配毛辣果双重发酵酸汤，酸香回甘绵长，观山湖本地人常去。
💰人均66元
9、心有客鲜切酸汤牛肉（朝阳村总店）
📍花溪区清溪街道朝阳村万科大都会底商
三年农家老坛酸汤口感柔和，牛肉明档现切称重，大学城食客最爱。
💰人均62元
10、云雾酸全牛火锅（清溪路云上村桃花寨店）
📍花溪云上村桃花寨新牛马市场临街门面
挨着牲畜交易市场，土黄牛现宰现切，吊龙、五花趾、牛黄金部位齐全。
💰人均55元
#贵阳美食[话题]# #酸汤牛肉火锅[话题]# #贵阳旅游攻略[话题]#",国际中心旗舰店,混合贴候选,,"1、贵厨酸汤牛肉（花果园国际中心旗舰店）
📍南明区花果园大街109号贵阳国际中心
贵阳必吃连锁必上榜店铺，凯里古法红酸汤酸香醇厚不刺激，牛腩、吊龙、带皮黄牛肉现切鲜嫩无筋。",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-FB5C5EF33AEF8565,POICAND-FA94F56A5CE316CF,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,贵厨酸汤牛肉（花果园店/国际中心旗舰店）,6a7d6ba10000000028030aa2,贵阳2天一晚纯吃合集(南明区和观山湖区),https://www.xiaohongshu.com/explore/6a7d6ba10000000028030aa2?xsec_token_redacted=1&xsec_source=pc_dots,"图1 ⭐⭐⭐对的咖啡
这款是冠军咖啡 价格59💰 两杯
我和朋友一致喜欢左边的奶咖
咖啡和牛奶很和谐 喝起来口感丝滑

图2 ⭐⭐⭐⭐物与咖啡
沉“茉""片刻  价格38💰
这杯我更愿意称为咖啡特调
柚汁 茉莉花茶 荔汁打底
既有清新的口感
又不会抢了咖啡豆的风味
是偶最喜欢的一杯
图3 ⭐⭐⭐物与咖啡
树番茄苏打 价格20💰 无咖啡因
番石榴汁风味很明显
配上气泡 一口喝出夏天

图4⭐⭐⭐⭐ 虾酸牛肉
牛肉界的""臭豆腐"" 价格139💰
独特的小河虾和米酒的发酵酸
吃着竟有别样的感觉
最爱里面的豆腐
很值得一试的美味😋
图5⭐⭐⭐ ⭐豆腐局
住了观山湖区的朋友有福了
夜宵不知道点啥
不想吃烧烤的
可以看看他家的铁板烧
一个字香
图6 7 ⭐⭐⭐ 跃进土味
路过中华北路地下通道的宝宝有福了
贵阳老卤味儿炸串
素菜荤菜都可以试试
最推荐鸡皮
图8 ⭐⭐⭐ 贵厨酸汤牛肉
味道正宗 环境舒适
价格人均55💰
适合家庭聚餐和商务宴请
#贵阳美食[话题]# #反复去吃的美食[话题]# #我是旅游吃喝特种兵[话题]# #跟着本地人吃喝[话题]#",贵厨酸汤牛肉,混合贴候选,,"素菜荤菜都可以试试
最推荐鸡皮
图8 ⭐⭐⭐ 贵厨酸汤牛肉
味道正宗 环境舒适
价格人均55💰",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-EB726F8E44BA89D2,POICAND-FA94F56A5CE316CF,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,贵厨酸汤牛肉（花果园店/国际中心旗舰店）,6aa796900000000026023d69,贵阳美食！照着吃不踩雷！,https://www.xiaohongshu.com/explore/6aa796900000000026023d69?xsec_token_redacted=1&xsec_source=pc_dots,"接上篇 贵州美食
🔥 烟火气十足的烧烤烙锅（夜宵/小吃篇）
- 🍳 一烙锅 (luó)
- 推荐理由：“一锅容万物”！老板非常有匠心精神，传统烙锅，土豆片、臭豆腐、五花肉在铁板上滋滋作响，香气扑鼻。
- 🦀 凤凰路何眼镜香辣蟹
- 特色：巨好吃！他家的香辣蟹一绝，要早点去，仅此一家店，卖完的早。
- 🥩 马老三烤鲜牛肉
- 特色：烤肉店，也是本地人爱去的据点。
- 🍖 丫头烤肉
- 特色：便宜又好吃，人很多，就这一家店，不要在意服务。
- 🐚 济明螺蛳
- 特色：只在晚上开门，店很小，螺蛳粉也好吃，跟传统螺蛳粉不一样，老板自己创的，适合去吃夜宵，挨着丫头烤肉，两家店很近。
- 🐔 鸡鸣三生烤鸡店
- 特色：只有一家店，稀缺性拉满！烤鸡皮脆肉嫩，一定要趁热吃。
- 🍗 大头烤鸡
- 特色：也是烤鸡界的实力选手，肉质紧实入味。
- 🐟 巴倒烫烤鱼
- 特色：夜市街的王者，烤鱼外焦里嫩，配菜吸满了汤汁，配上啤酒简直完美。
- 🍳 红牌铁板烧
- 特色：铁板烧做得非常有镬气，食材丰富，调味适中。
- 🐟 周记留一手特色烤鱼（青云路店）
- 特色：就在著名的青云路夜市街！老字号烤鱼店，味道正宗，烤鱼外皮焦脆，肉质鲜嫩，配菜丰富，吃完还能逛逛夜市。
- 🔥 龙门地烤
- 特色：另一种形式的烧烤，地烤更能锁住水分和香味。
- 🌶️ 龙大哥辣子鸡
- 特色：贵阳辣子鸡的代表，鸡肉块大入味，辣椒香而不辣，打包回家拌面也是一绝。
- 🐔 黔布依贵州辣子鸡
- 特色：同样是辣子鸡的好选择，风味独特。
- 🐟 黔渔翁豆花渎鱼
- 特色：豆花鱼鲜嫩滑爽，汤底鲜美，适合不太能吃辣的朋友。

💡 贴心小贴士
1. 关于排队： 像贵厨酸汤牛肉、金牌罗记肠旺面这种网红店，建议错峰前往或者早点去拿号。
2. 关于折耳根： 贵州美食的灵魂伴侣是折耳根（鱼腥草），如果不吃一定要提前说“不要折耳根”，但强烈建议尝试一下，可能会打开新世界的大门！
3. 关于辣度： 贵州的辣是香辣、酸辣，如果你不太能吃辣，记得点餐时备注“微辣”。

#贵阳美食[话题]##贵州美食攻略[话题]# #跟着吃货不踩雷系列[话题]# #酸汤自然发酵的传承者[话题]# #我的宝藏美食集[话题]# #各地特色美食来上分[话题]#",贵厨酸汤牛肉,混合贴候选,,"💡 贴心小贴士
1. 关于排队： 像贵厨酸汤牛肉、金牌罗记肠旺面这种网红店，建议错峰前往或者早点去拿号。
2. 关于折耳根： 贵州美食的灵魂伴侣是折耳根（鱼腥草），如果不吃一定要提前说“不要折耳根”，但强烈建议尝试一下，可能会打开新世界的大门！
3. 关于辣度： 贵州的辣是香辣、酸辣，如果你不太能吃辣，记得点餐时备注“微辣”。",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-F6930FD5AE205014,POICAND-6032DDC39BFED511,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,贵州乌江烤鱼（花果园店）,6a0997f90000000038037432,我在贵阳跟风吃的浅吃锐评（1）,https://www.xiaohongshu.com/explore/6a0997f90000000038037432?xsec_token_redacted=1&xsec_source=pc_dots,"1️⃣贵州乌江烤鱼（花果园店）🌟🌟🌟🌟
2-3人餐💰109
本来打算吃留一手，但很多十点就关门了，就在📕plq翻到了个店去吃。大概晚上12点到的，现杀的鱼，上菜40min左右，三个人完全够吃。
烤鱼很香，皮是酥脆的，吃不了太油的可以拿米饭吸油。
喜欢吃酥脆烤鱼的一定要先把配菜扒开吃烤鱼！！
配菜有黄瓜、魔芋、西葫芦、洋葱、藕片、花菜、年糕，都是另外炒过的，藕片很美味😋，花菜偏软。
凉菜米糕还是米豆腐，沾了辣油还是不太吃得来。
👉整体偏油，点的微辣还是有点辣，出乎意料的会有点淡，烤鱼很香，除了略淡没有其他缺点。

2️⃣贵厨酸汤牛肉（花果园店）🌟🌟🌟
青菜是自助的，两人餐团购💰79➕又点了几个菜，三个人一共吃了💰169。
这家也是开到半夜，位置有点差，打车定位到店，下车是需要坐电梯到b1的餐厅后门，后面发现正门也是需要从外面走楼梯上来。
比较晚到店没有什么水果吃了。
鲜切牛肉半斤以为不够吃，其实分量很足，如果双人食没必要另外加肉，而且很嫩。
点的秘制红酸锅，个人比较会吃酸所以没什么感觉，但锅底浓厚的姜味直接让我差点原地去世。
如果要吃青菜的尽量一开始就加，我们最后捞的青菜全是姜味，每一口都像是青菜形状的生姜。
店员会帮调一个酱料，味道只能说吃一口就很贵州。
自己调酱料的别加锅底汤，味道太霸道了。
野菜糍粑好吃，蘸料是红糖很甜，青岩豆腐主要靠着蘸料吃起来才香，脆哨土豆拿上来就有点凉，而且还腻，没新大新的好吃。
👉团购性价比太高了，双人餐可以吃，鲜切牛肉好吃，锅底姜味偏重，吃不了姜味的不要为难自己。

3️⃣小娴番茄鸡（会展东路店）🌟🌟
2-3人餐💰131
也是现做的一家店，点菜到上菜需要等30min，番茄鸡拿上来就能吃，番茄最好放在下面慢慢煮出汤水来，鸡的新鲜度一般。
感觉是适合边聊天边煮的一个菜。
配菜有金针菇、老豆腐、土豆、面筋和两种青菜。
虾仁就是那种冷冻虾仁。
凉菜很好吃，酱料很像沙县甜辣酱。
👉味道中规中矩，而且番茄味已经很普遍了，像是在自己家旁边也能吃到的饭，没必要特地去吃。

4️⃣但家香酥鸭🌟🌟🌟🌟🌟
半只💰35，一只💰69
这次最惊喜的一家，完美贴合我爱吃麻的口味，麻的味道去除了鸭味，而且作为连锁店到处都有。
最后悔走的时候没有带一只走。
👉不爱吃麻点微麻，喜欢的点中麻，不确定点半只。

#贵州美食[话题]# #跟着大学生吃就对了[话题]#",贵州乌江烤鱼（花果园店,混合贴候选,,"1️⃣贵州乌江烤鱼（花果园店）🌟🌟🌟🌟
2-3人餐💰109
本来打算吃留一手，但很多十点就关门了，就在📕plq翻到了个店去吃。大概晚上12点到的，现杀的鱼，上菜40min左右，三个人完全够吃。",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-41DA21815A45F667,POICAND-5074D947F648DD72,GYTRAVEL-S4-F011,1,20260914_贵阳特色热门美食体验_六区一市,贵州院子糟辣宴（甲秀楼店）,6a9fcab1000000000b037a9b,贵阳糟辣鱼 | 5家地道好店,https://www.xiaohongshu.com/explore/6a9fcab1000000000b037a9b?xsec_token_redacted=1&xsec_source=pc_dots,"1. 贵州院子糟辣宴(甲秀楼店)
人均:80-150元 位置:南明区西湖路54号(甲秀楼正对面)
特色:安顺屯堡古法手工糟辣椒,600年传承

招牌""屯堡古巷酱香糟辣鱼"",鲜活河鱼配手工坛封发酵糟辣椒,鱼肉吸饱糟香,汤汁浓郁。顶楼露台正对甲秀楼,边吃边看夜景。

其他推荐:糟辣猪蹄、鱼香茄夹、老贵阳炝锅鱼。

2. 黔上黔
人均:80-100元 位置:观山湖区阿云朵仓
特色:高级民族风环境,停车便利,免费主题布置

招牌糟辣淡水银鳕鱼,选用优质银鳕鱼搭配传统糟辣椒烹制,鱼肉鲜嫩细腻,糟香醇厚不刺喉。相比传统糟辣鱼的浓烈,黔上黔的糟辣风味更精致柔和,适合追求体面用餐体验的食客。餐厅位于阿云朵仓商圈,环境舒适,提供免费主题场景布置(需预约),适合朋友聚会、家庭聚餐、情侣约会。

其他推荐:野果酸汤火锅、贵阳烤鸡。

3. 镇山村老王农家馆
人均:30-50元 位置:花溪镇山村半山腰(村口问路)
特色:400年布依古村,现捉现杀水库鲤鱼

老板自创做法:鱼炸至金黄,铺自制糟辣椒、蒜末,热油激香。鱼肉嫩到筷子夹住就散,汤汁拌饭一绝。搭配布依血豆腐、素瓜豆、包谷饭。三人四菜不到100元。

4. 黔大叔大牌档
人均:60元 位置:南明区富水南路泰祥国际
特色:外皮酥脆,性价比高

招牌糟辣鱼外皮炸得酥脆,与贵州特色辣子炒制,口感丰富。其他推荐:黔北双椒鸡、西红柿米皮。

5. 黔渔翁豆花渎鱼
人均:50-70元 位置:喷水池店等多分店
特色:糟辣椒底味+泉水豆花

汤汁用糟辣椒做底味,黏厚浓稠。打底豆花软嫩,鱼选黄辣丁现点现杀,肉质鲜嫩。挖一勺豆腐混浓稠汤底拌饭,香到停不下来。
隐藏吃法
糟辣鱼汤汁淋蛋炒饭,是本地人隐藏吃法,香到舔盘。第一次吃别被红油吓到,糟辣椒辣度温和。标签: #贵阳美食[话题]# #糟辣鱼[话题]# #贵州菜[话题]# #地道风味[话题]# #黔上黔[话题]#",贵州院子糟辣宴（甲秀楼店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-8068F416BA51F51D,POICAND-8609A48385403094,GYTRAVEL-S4-F017,1,20260914_贵阳特色热门美食体验_六区一市,贵老怪精酿烙锅,6a9fd3f3000000002b026b2c,贵阳宵夜地图,https://www.xiaohongshu.com/explore/6a9fd3f3000000002b026b2c?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳宵夜地图🌃深夜胃还在疯狂营业
夜幕降临才是贵阳的灵魂时刻！
8家深夜食堂，22点之后越夜越香✨
01⃣️小胖烤肉（文昌阁）
地道炭火烤肉，老城烟火气十足，逛完文昌阁晚上来撸肉刚刚好
02⃣️胖姐臭豆腐（蔡家街）
老牌街头臭豆腐，外酥内里软嫩，闻着上头吃着更香，夜市必打卡
03⃣️火凤凰小豆腐坨坨肉（花果园）
贵阳夜宵顶流🔥焦香坨坨肉，爆浆小豆腐，深夜解馋直接冲
04⃣️贵老怪精酿烙锅（花果园白宫）
烙锅配精酿！食材现场爆炒滋滋作响，喝酒聊天夜宵绝佳选择
05⃣️彝野山野烙锅（会展城店）
山野风味烙锅，食材丰富，朋友聚会，夜晚围锅热闹又过瘾
06⃣️巷子里肥肠鱼（大关村）
深夜也能吃的重口肥肠鱼，肥肠软糯，鱼肉鲜嫩，重口星人深夜快乐
07⃣️姚记恋爱豆腐果（环南路）
一口爆汁的恋爱豆腐果，烤得外皮微焦，蘸上辣椒，贵阳地道深夜小吃
08⃣️厕所馒头（正兴街）
意想不到的宵夜馒头！松软香甜，吃多重口来一个，饱腹感拉满
🌙小贴士：
适合22点之后出动，越晚氛围感越足！
来贵阳，夜晚千万不要早早睡觉！#贵州美食攻略[话题]##贵州美食榜单[话题]##寻美贵阳[话题]##贵州吃货团[话题]#",贵老怪精酿烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-2FD719AC9127828E,POICAND-F9DE73043C8FD235,GYTRAVEL-S4-F016,1,20260914_贵阳特色热门美食体验_六区一市,邱叔叔手搓冰粉,6aa69cca000000000b00cbae,本地人私藏✨青云市集6家硬核美食,https://www.xiaohongshu.com/explore/6aa69cca000000000b00cbae?xsec_token_redacted=1&xsec_source=pc_dots,"第一次来贵阳千万别乱排队📌
这份全天分段逛吃攻略，小吃、茶饮、正餐宵夜全覆盖，都是本地人常吃的店，来贵阳直接抄作业！
🥘【贵阳剪刀卤味｜中午吃】
市集必打卡的剪刀卤🌶️
卤锅里满满炖得油亮的大卤鸡腿，肉质软烂，卤汁深深渗进肉里。选好食材，老板现场剪刀剪碎，搭配脆萝卜丁、葱花一起拌匀。
满满一盒荤素混合，卤香混合萝卜的脆爽，香辣入味，捧着盒子边走边吃，逛市集氛围感直接拉满。
🥔【洋一片｜边走边吃】
贵州本土手工洋芋片🎁
档口摆满各式各样的特色脆片，金黄薄切的洋芋片现炸出来，片片蓬松酥脆，土豆香气特别浓郁。
有花椒、麻辣等特色口味，和普通超市薯片完全不一样。除洋芋片，还有刺梨干、红薯片等特产，牛皮纸袋打包，逛街现吃或者当做伴手礼带走都很合适。
🍵【桥茶｜青云市集店｜下午歇脚】
闹市中的本土贵州茶饮小店🍵
杯子印刷品牌字体辨识度超高，实拍多款饮品，茶汤透亮。
山野木姜子风味很有贵州特色，入口带着独有的山野清新感，还有奶茶、红茶纯茶可选。吃完卤味、烙锅，来上一杯解辣解腻，逛累了可以停下来歇脚。
🧊【邱叔叔手搓冰粉｜下午解辣】
花溪十多年的手搓冰粉老店🧊
坚持手搓冰粉籽，小料台配料满满当当。鲜果多多冰粉堆满西瓜、青提、火龙果等新鲜水果，搭配Q弹小圆子、红豆、花生碎、黑芝麻。还有开心果冰浆、牛奶糍粑冰粉，用料实在，一盒用到整颗蓝莓，冰爽清甜，吃完重口小吃来一碗瞬间降温。
🍲【阿杜江湖菜｜青云市集店｜宵夜首选】
贵阳十余年老牌江湖菜馆👍
实拍尖椒蛙蛙鸡青椒铺满整盘，鲜辣过瘾；酸汤白菜汤色红亮酸爽开胃；爆炒花蛤葱姜加持鲜香味足。地道黔式爆炒烟火气十足，适合朋友聚餐喝酒，地道贵阳宵夜氛围感拉满。
🥩【织金谢氏烙锅｜夜宵收尾】
正宗织金铁锅烙锅🔥
铁锅满满摆满一桌食材，必点土豆丝鸡蛋饼，煎至两面金黄。还有鲜嫩牛肉、五花肉、小肠、韭菜、西葫芦、胡萝卜，洋芋粑金黄软糯。
全部放在铁锅上慢慢煎烤，油脂滋滋作响，蘸上贵州特色干碟，焦香够味，热热闹闹结束一天逛吃。
来贵阳不用费劲做攻略，青云市集这几家闭眼冲💯
来贵阳不用做攻略，青云市集这几家闭眼冲！
#青云市集[话题]# #贵阳旅游[话题]# #贵阳探店[话题]# #贵阳剪刀卤味[话题]# #织金谢氏烙锅[话题]# #阿杜江湖菜[话题]# #邱叔叔冰粉[话题]# #洋一片新店[话题]# #青云步行街[话题]# #桥茶[话题]#",邱叔叔手搓冰粉,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-56EB2455E9F74D88,POICAND-F9DE73043C8FD235,GYTRAVEL-S4-F016,1,20260914_贵阳特色热门美食体验_六区一市,邱叔叔手搓冰粉,6aa7695a000000002901098f,贵阳青云市集别瞎逛😭,https://www.xiaohongshu.com/explore/6aa7695a000000002901098f?xsec_token_redacted=1&xsec_source=pc_dots,"本地人私藏逛吃路线
来贵阳逛青云市集别只顾拍照，吃透这份本地逛吃清单✅
逛累先来杯桥茶，点一杯山野木姜子，独特的山野清香，吃辣之后解辣又清爽🌿，也可以试试遵义红玫瑰奶茶感受贵州原叶茶的魅力。
织金谢氏烙锅烟火气直接拉满！现切现烙的鸡皮、板筋、牛肉、土豆丝鸡蛋饼，在圆底铁锅上滋滋作响，裹上特制辣椒面，妥妥贵阳夜市灵魂。
贵阳剪刀卤味现剪现拌超有仪式感，卤鸡腿、金钱肚、魔芋豆腐、三角豆腐吸饱醇厚老卤，市井氛围感直接拉满✂️。
宵夜就冲阿杜江湖菜！招牌麻辣小龙虾、小炒黄牛肉、擂椒皮蛋、外婆烫饭锅气十足，好友小聚喝酒吃饭再合适不过。
吃完重口美食，安排邱叔叔手搓冰粉，鲜果多多冰粉、牛奶糍粑冰粉、开心果冰浆，手搓冰粉自带细密气泡，鲜果满满一口驱散燥热🧊。
新晋排队王洋一片新店，现炸现拌的花椒口味土豆片，脆感十足，逛街解馋或是当作贵州伴手礼都很合适🥔。
六家宝藏小店齐聚青云市集，茶饮小吃夜宵一站式打卡，来贵阳旅游直接抄作业。
#青云市集[话题]##贵阳旅游[话题]##贵阳探店[话题]##贵阳剪刀卤味[话题]##织金谢氏烙锅[话题]##阿杜江湖菜[话题]##邱叔叔冰粉[话题]##洋一片新店[话题]##青云步行街[话题]##桥茶[话题]#",邱叔叔手搓冰粉,混合贴候选,,"贵阳剪刀卤味现剪现拌超有仪式感，卤鸡腿、金钱肚、魔芋豆腐、三角豆腐吸饱醇厚老卤，市井氛围感直接拉满✂️。
宵夜就冲阿杜江湖菜！招牌麻辣小龙虾、小炒黄牛肉、擂椒皮蛋、外婆烫饭锅气十足，好友小聚喝酒吃饭再合适不过。
吃完重口美食，安排邱叔叔手搓冰粉，鲜果多多冰粉、牛奶糍粑冰粉、开心果冰浆，手搓冰粉自带细密气泡，鲜果满满一口驱散燥热🧊。
新晋排队王洋一片新店，现炸现拌的花椒口味土豆片，脆感十足，逛街解馋或是当作贵州伴手礼都很合适🥔。
六家宝藏小店齐聚青云市集，茶饮小吃夜宵一站式打卡，来贵阳旅游直接抄作业。",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-73CE06F6A6185510,POICAND-6DFF31DA98BDB870,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,都司路李姐家牛肉粉馆,6a915607000000001803d39e,🥔贵阳狂炫六天日记,https://www.xiaohongshu.com/explore/6a915607000000001803d39e?xsec_token_redacted=1&xsec_source=pc_dots,"📍民生路正新街附近：
1.余孃脆皮洋芋粑
2.民生路第一家锅巴糍粑（⭐唯一二刷的，推荐吃包红糖的）
3.杨振侠蛋包洋芋
4.甜院冰浆（感觉就是冰沙，一般）

📍火锅类
1.玉珍酸笋火锅⭐⭐⭐⭐（好吃！一定要提前取号！吃完浑身都很入味）
2.苗乡人缘凯里酸汤鱼威清路店（很一般，小鲶鱼有土腥味，吃过凯里的酸汤以后感觉我不能将就）
3.贵厨酸汤牛肉（酸汤没味道，牛肉也不嫩。全场最佳居然是自助台的水果。）
4.街边地摊火锅威清路店⭐⭐⭐⭐（现炒的锅底，清汤豆米锅底都贼入味，锅底的猪肉超嫩）
5.姐妹酸辣麻辣清水烫文明路店（白酸汤还不错，串串6毛一串）

📍烙锅类
1.大胖刘烙锅（很一般 熟的东西再放烙锅上烤一烤 安顺小肠和脆哨炒饭成为全场最佳）

📍凯里南站附近
⭐⭐⭐⭐⭐皇庭印象红酸
（这家给出满分💯！酸汤还是得在凯里吃啊！汤底巨入味，煮啥都好吃！江团鱼超嫩！🐟会直接在你面前敲晕了再拿去杀）

📍油榨街早市：适合买特产，物价比民生路便宜
1.牛嘎佬牛杂粉（味道不错，称斤的，谨慎不要夹太多了）
2.玉米粑粑（糯叽叽我喜欢）
3.兰红脆哨  （试吃完几家，觉得是最好吃的一家，一斤50）
4.刺梨冻  （10块钱一包，别买贵了）

📍早饭
1.丁家糯米饭⭐⭐⭐ （好吃！去景点可以捏个饭团带去当午饭，超扛饿）
2.正宗都司路李姐家牛肉粉馆（⭐味道还不错，汤底有点油）
3.蒋家肠旺面⭐⭐⭐ （美味，肠和血旺都很新鲜）
4.滋味狮面包（⭐抖音团购两个才5.8，便宜还好吃！）

🥤
1.去茶山（⭐⭐⭐⭐⭐①芭乐生椰贵州铜仁抹茶绝美！ 一定要正常冰，巨清爽巨好喝！👍🏻
②芒果生椰贵州铜仁抹茶一般，像喝杨枝甘露。③招牌的干酪普洱茶味很浓，不适合吃饭的时候一起喝，略腻。）
2.抹山集（也点了芭乐抹茶，感觉不如去茶山的好喝）
3.好一多（就是正常酸奶味）

#贵州[话题]# #贵阳[话题]# #贵阳美食推荐[话题]# #贵阳美食[话题]# #凯里酸汤[话题]# #贵阳火锅[话题]# #豆米火锅[话题]# #贵州美食[话题]#",都司路李姐家牛肉粉馆,混合贴候选,,"📍早饭
1.丁家糯米饭⭐⭐⭐ （好吃！去景点可以捏个饭团带去当午饭，超扛饿）
2.正宗都司路李姐家牛肉粉馆（⭐味道还不错，汤底有点油）
3.蒋家肠旺面⭐⭐⭐ （美味，肠和血旺都很新鲜）
4.滋味狮面包（⭐抖音团购两个才5.8，便宜还好吃！）",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
