行政区,POI业务类型,POI名称,POI细分类型,外文/地图名,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
曼谷,交通服务,素万那普机场,机场,Suvarnabhumi Airport (BKK),主航站楼；1 层 8 号门橙色售票柜台,航班到达/离开,13,本轮定向补采新增,"https://www.xiaohongshu.com/explore/6a776f350000000006005e16?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a81613e00000000330087ca?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6c4cf6000000002500dbc2?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a510504000000002200b54b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f8719b000000002301d704?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：全新曼谷素万那普机场各种公共交通乘坐指引
正文：机场7号门外，素万那普—考山路—皇家田广场（近大皇宫）早6点-晚8点，每60分钟一班，
票价：60铢，空调车

「2*混合贴」
标题：廊曼到素万那普，曼谷转机最划算方案
正文：1️⃣住素万那普机场，从廊曼免费摆渡车过去素万那普，17点花150🐷打车到酒店
2️⃣19点400🐷打车去暹罗天地，堵车20点才到，22点逛完街400🐷打车回酒店

「3*混合贴」
标题：3小时从曼谷素万那普机场到廊曼国际机场
正文：因为到曼谷的机票便宜一些，转机又嫌时间太久，所以思索再三，决定先买到曼谷的，再从曼谷飞清迈，结果！临出发两天才发现落地的是曼谷素万那普机场（BKK），而飞清迈的是廊曼机场（DMK）！！！两个机场之间要开40分钟！而只留了3小时。天塌了，由于退改价格和现场买价格差不多了，就想着赌一把吧
[背包R]为了省时间，我没有托运行李‼️，能省15-20分钟吧。入境的时候人还是挺多的，注意⚠️要找工作人员说明情况，我问有没有更快的通道，要赶飞机，大胆问，工作人员都很好，他们很惊讶我为什么还要去廊曼坐飞机，然后让我去人很少的通道，立省30分钟！
[薯券R]入境很丝滑，核对护照和按手指就行（2分钟），我准备的各种打印单都没用上，不过一定要提前填写电子入境卡❗️

「4*混合贴」
标题：泰国旅游-曼谷机场交通指南（免费巴士🚌）
正文：素万那普机场
[赞R]到达层拿到行李箱之后，1号口旁边klook柜台免费🆓领公交卡（7/11号凌晨开始活动已结束✔️大家不要跑空啦）

「5*混合贴」
标题：7r🇹🇭曼谷2个机场到市区的公共交通指南🚗
正文：廊曼+素万那普",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,交通服务,乍都乍巴士站,汽车与巴士站,Chatuchak Coach Station,,城际交通/到达离开,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/67b2e693000000002503f4b4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6655ea24000000000c01b110?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：泰国🇹🇭曼谷莫奇汽车站坐大巴车到呵叻府！
正文：曼谷莫奇汽车站地址：Chatuchak Coach Station (Mo Chit
2)
呵叻府汽车站地址：Bus Station 2 (NEW)

「2」
标题：曼谷北部汽车站mochit怎么去｜省钱攻略
正文：坐大巴车自由行泰国的小伙伴们，请收好这篇笔记🤍
·
BTS[爆炸R]搭配公交接驳车shuttle bus攻略见⬆️笔记图片
·
曼谷北部汽车客运站/莫奇车站
英文：Bangkok Bus Terminal (Chatuchak) 或Bangkok North/Mo Chit Bus terminal
是曼谷的北部巴士站，运行前往泰国北部（如清迈和素可泰）以及芭提雅等的多条路线。
该车站还有许多其他名称，北部巴士总站、莫奇2、新莫奇、乍都乍巴士站（因为位于乍都乍区，毗邻乍都乍市场）等等
·
前往Mochit巴士总站可选出租车、MRT/BTS、公交车
🚖出租车：最简单有效的方式，适合对路线等不熟悉/行李比较多的小伙伴。缺点是💰相对来说较高以及曼谷很容易堵车必须安排好时间早出发
·
🚇MRT/BTS地铁：最便捷的方式，适合行李不多/自由行能力稍强的伙伴们
缺点是Mochit巴士总站旁边都没有MRT或BTS轻轨站（最近的站点分别为：约2公里处有MRT甘烹碧站，约2.3公里处有Mo Chit BTS站）
出站后，可以乘坐公共巴士或出租车或摩的，如果没有太多行李，也可以步行
·
🚎公交车：最经济的方式，适合行李很少/自由行语言等完全没问题的伙伴们。缺点是线路繁多，站点不好找且容易坐反或坐过站
*[爆炸R]搭配BTS的攻略见⬆️笔记图片
市区出发：胜利纪念碑站：77、157、509、536 路。其他路线：3、5、9、16、77、96、104、122、136、138、145、170、509、517、536和547路
廊曼机场出发：A1机场快线，每20分钟一趟，车程约50分钟，约30🐷有经停站（参见笔记图10）
素万那普机场出发：不推荐。需要坐机场快线 (ARL) 到Phayathai Airportlink站，然后步行到Phaya Thai BTS站转乘轻轨到Mo Chit BTS站，再步行或转公交。总行程时间1.5小时+
·
参考路线图见笔记📒最后一张
·
关注小编，轻松解锁最地道的攻略[两颗心R]惊喜特惠[开箱R]
·
#泰国自由行[话题]# #曼谷大巴车[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,交通服务,站(玛卡珊站),机场,Makkasan,拉差贴威区,航班到达/离开,3,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6a776f350000000006005e16?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a5f46c6000000000402883a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6983923500000000210309e5?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：全新曼谷素万那普机场各种公共交通乘坐指引
正文：🔶换乘蓝色地铁：买票到Makkasan站，35铢/人

「2*混合贴」
标题：素万那普vs廊曼 一篇讲清楚
正文：45泰铢，到Makkasan（转MRT）22分钟

廊曼：没有地铁直达。T1六号门有机场巴士：
· A1：到BTS Mo Chit/MRT Chatuchak，30泰铢

「3*混合贴」
标题：曼谷主要景点公共线络路提示
正文：• 机场快线终点站 (Makkasan)
• 华南蓬火车站 (Hua Lamphong)
• 唐人街 (Chinatown)
· 运营时间：24小时服务
· 票价：全程35泰铢
路线556路 - 廊曼机场专线
· 起终点：廊曼机场 ↔ 考山路
· 途经：乍都乍周末市场 (Chatuchak)",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,交通服务,站(帕亚泰站),机场,Phaya Thai,拉差贴威区,航班到达/离开,6,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6a776f350000000006005e16?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69e0d9ab00000000230257d6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6940cd260000000019024c7b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f5685d000000003502ed7f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a5f46c6000000000402883a?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：全新曼谷素万那普机场各种公共交通乘坐指引
正文：🔷换乘绿色天铁：买票到Phaya Thai 站，45铢/人
买票进站方式：[一R]自助机器，接受100泰铢以下的纸币和硬币，[二R]人工窗口买票[三R]有闪付功能的信用卡，借记卡（需要确认开通国际闪付）

「2*混合贴」
标题：3分钟搞懂曼谷机场快线🚄｜附购票+换乘攻略
正文：我这次的酒店🏨在拉差里威站Ratchathewi，乘坐机场快线🚇到帕亚泰PHAYA THAI终点站，再换乘轻轨天铁skytrain绿线。
出了帕亚泰PHAYA THAI站后沿着BTS标志✅一直走，自助机器上购票（攻略见图1️⃣3️⃣—图1️⃣7️⃣，‼️支持VX和ZFB扫码）。
.

「3」
标题：✈️ 曼谷素万那普机场落地｜最省心进市区方式
正文：第一次来曼谷？不想打车被绕？这条一定要收藏👇

📍 机场快线 City Line（Airport Rail Link）
怎么坐？超简单：
1️⃣ 下飞机取完行李，出来后找「City Line / Airport Rail Link」指示牌
2️⃣ 跟着指引走，到 BFL 层（地下）
3️⃣ 到 City Line 自动售票机
4️⃣ 用现金买票 → 上车就走 🚆

💰 票价信息：
•	全票：45 泰铢
•	⚠️ 只能现金，建议准备 100 泰铢纸币

⏱ 时间 & 站点：
•	全程 7 站
•	大约 25 分钟
•	终点站：Phaya Thai（可换 BTS）

✨ 优点总结：
✔️ 便宜
✔️ 不堵车
✔️ 新手友好
✔️ 行李不多首选

📌 适合人群：
第一次来曼谷｜自由行｜预算党｜不想折腾的人#出境[话题]# #安全到达目的地[话题]##

「4」
标题：素万那普机场丝滑直达市中心攻略🇹🇭仅9r
正文：第一次来🇹🇭，落地素万那普机场怎么快速达市中心，直接坐ARL即可，
📍机场快线全名AirportRailLink（ARL）
💰45泰铢（约9块人民币）
•	一共有 A1–A8 共8个站
•	A1：素万那普机场
•	A8：Phaya Thai（帕亚泰，可换乘BTS轻轨）
图文攻略：
P2：进入到达大厅（2F），留意有红色小列车图标（ARL），跟着指示下电梯
P3：找到扶手电梯入口，下两层楼到B层。
P4–P5：到B层后，继续找红色小列车图标，往右前方走，就能看到机场快线入口，然后去人工口买票，支持面额大的纸币（100泰铢起）（对第一次来泰国没零钱的比较友好。
P6–P7: 跟着指示下电梯即可到达ARL线；
P8：ARL的车票跟我们地铁单程票很像，两枚币
P9: ARL入站口左边就是行李寄存点，比较推Smilelug，100泰🐷/天；
P10：到Phaya Thai（帕亚泰）站可以看到转乘BTS的标示，跟着一直走就根据自己的目的地选站买票就可以啦

#周末去哪儿[话题]##泰国旅行[话题]# #穷游[话题]# #一个人坐飞机[话题]# #哪里可以寄存行李[话题]# #泰国[话题]#

「5*混合贴」
标题：素万那普vs廊曼 一篇讲清楚
正文：素万那普：有机场快线（ARL） ——B1层乘车，到Phaya Thai（转BTS）26分钟

廊曼：没有地铁直达。T1六号门有机场巴士：
· A1：到BTS Mo Chit/MRT Chatuchak，30泰铢",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,交通服务,Asok站,交通节点与游船服务,Asok BTS/MRT Station,,到达/换乘/码头/出海,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/69ac5857000000001600b7f0?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a36921f000000000f0327f2?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：第一次来曼谷教你坐地铁买票换乘保姆级攻略
正文：[向右R]地铁蓝线Sukhumvit素坤逸站可以换乘天铁绿线Asok站，很近，3号出口出站走上来就是BTS站Asok（图13）

「2」
标题：曼谷交通｜BTS天轨vs MRT地铁一次分清楚
正文：[偷笑R]去曼谷出差踩过无数坑，终于搞懂BTS和MRT！好多人刚来分不清，白白绕路浪费时间，一次性给姐妹们说通透～
简单一句话区分：BTS是天上跑的空轨，MRT是地下地铁，两套完全分开，卡不能通用哦
🚈 BTS天轨（逛街跑客户首选）
架在高架桥上，坐车还能顺便看曼谷街景，视野超舒服
[赞R]一共两条主线：素坤逸线、席隆线
市中心热门商圈全覆盖：Siam、Asoke、Phrom Phong全在这条线上
[斜眼R]平时见客户、逛商场、打卡网红餐厅，出门直接冲BTS准没错
🚇 MRT地下地铁（跑展馆专用）
全程在地底，不受路面堵车影响，运行超稳
[得意R]主流是蓝线、紫线，主打穿越老城区和会展区域
要是去QSNCC会展中心，必须坐MRT，BTS到不了这边
✨重中之重换乘站Asok，选酒店直接锁这里！
[得意R]BTS Asok站 ↔ MRT Sukhumvit站
天桥步行就能换乘
[赞R]住这边优势拉满：
见客户坐BTS直达各大写字楼；
参展逛QSNCC换乘MRT超方便；
[色色R]出站就是Terminal21商场，吃饭逛街走路几分钟，商务出行全能兼顾
最后总结下，记牢不迷路
[点赞R]逛街商务见客户=坐BTS天轨
[okR]去展馆、老城区=坐MRT地铁
[鼓掌R]住宿优先Asok，双轨换乘去哪都方便
#曼谷交通[话题]# #曼谷出差攻略[话题]# #曼谷BTS[话题]# #曼谷MRT[话题]# #泰国出行干货[话题]# #曼谷住宿推荐[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,交通服务,Bang Sue站,火车站,Bang Sue Railway Station,,城际交通/到达离开,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/69a470d3000000002603f701?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ac5857000000001600b7f0?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：曼谷中央火车站坐老火车到华南蓬
正文：下车出站找到10号门那一侧（不一定从10号门出去），背对火车站往左走，会看到图4，图4几乎没台阶是平的，然后走去Bang Sue站台买票即可，我早上出发的，看到屏幕上去Bangkok (华南蓬）站都是2号站台，一个人2🐷，上车后没人检票，几乎没看到游客，座位像国内地铁那种，不过车厢没那么新，还是很空，基本上都有座位。

「2*混合贴」
标题：第一次来曼谷教你坐地铁买票换乘保姆级攻略
正文：[向右R]地铁蓝线Bang Sue站 3A出口出站可以换乘廊曼机场线（红线）曼谷中央火车站去大城府，清迈（图15）",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,交通服务,Makkasan站,机场,Makkasan ARL/MRT Station,,航班到达/离开,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/6a776f350000000006005e16?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a5866bf000000000100d286?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ac5857000000001600b7f0?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a86dd4300000000330193c8?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：全新曼谷素万那普机场各种公共交通乘坐指引
正文：🔶换乘蓝色地铁：买票到Makkasan站，35铢/人

「2*混合贴」
标题：曼谷丨素万那普机场到市区交通攻略-实测版
正文：--（换乘MRT蓝线）到Makkasan站：35泰铢（耗时约30分钟）

「3*混合贴」
标题：第一次来曼谷教你坐地铁买票换乘保姆级攻略
正文：[向右R]地铁蓝线Phetchaburi站3号口出站可以换乘机场快线Makkasan站，800米步行10分钟左右，需要出站重新买票，有连廊不晒（图12）

「4*混合贴」
标题：曼谷攻略机场快线，不堵车丝滑进城真的香！
正文：Makkasan站（换乘MRT）
全程大概30分钟就能到市区换乘点，无缝衔接MRT和BTS，去哪儿都方便～

⏰运营时间：05:30-23:50
每10-15分钟一班，基本不用等太久

⚠️缺点也有：",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,交通服务,Mo Chit站,交通节点与游船服务,Mo Chit BTS/MRT Station,,到达/换乘/码头/出海,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/67d092d6000000001203fb0c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ac5857000000001600b7f0?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：🚌曼谷Mochit 2→芭提雅丨2025.3大巴攻略
正文：- BTS：坐到 Mo Chit站，1号出口出站后打车（约50泰铢）。

「2*混合贴」
标题：第一次来曼谷教你坐地铁买票换乘保姆级攻略
正文：[向右R]地铁蓝线Chatuchak Park乍都乍公园站可以换乘天铁绿线Mo Chit站，1出口出站换乘
100米左右，很近，上电梯在BTS站重新买票（图16）

欢迎关注博主以获得最新泰国交通攻略，我的每篇笔记都会定期维护，标注更新时间，确保信息的准确和时效性",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,交通服务,N13 Phra Arthit码头,码头与渡轮,Phra Arthit Pier,考山路,码头换乘/乘船出海,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/69c54a5c00000000210130b4?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：终于有篇笔记能把湄南河游船说清楚了
正文：大家好，我是阿K。
很多人来 Bangkok，一提到夜游 Chao Phraya River，第一反应就是订那种几百块的观光船。
但其实，本地人更常用的一种方式，便宜很多，体验也不差。
———
🚢 湄南河“水上公交”
如果你想试试，可以直接打车到
📍 Phra Arthit Pier
买票的时候说 Blue Line / Blue Flag 就行
💰单程：40泰铢
💰一日票：150泰铢（当天随便坐）
⚠️ 大部分码头是只收现金的
———
⏰ 什么时候坐更值？
别白天去。
白天的河水偏浑，整体观感一般。
建议直接卡 17:30—18:00 左右上船，
一趟下来基本能同时看到：
🌇 日落
🌃 夜景亮灯
这才是湄南河最好看的时间段。
———
📍 上船细节（很多人会忽略）
✔️ 不用太早买票
提前10分钟左右就够了，买太早反而要一直等，还不能退
✔️ 想坐就早点排队
先上船的人更容易有位置，不用全程站着
✔️ 优先去二层露天
视野更开阔，拍照也不会被玻璃反光影响
如果想看重点景观，可以尽量坐右侧
———
🌃 路线会经过哪些地方
这条线基本把河岸经典都串了一遍：
• Wat Arun
晚上亮灯之后很好看，远看像一座浮在水上的金色塔
• Grand Palace 一带
夜晚人少一点，整体氛围更舒服
• ICONSIAM
———
⚠️ 几个容易踩坑的点
1️⃣ 看旗子，不看船
蓝旗才是观光线，橘旗/绿旗很多是通勤船
2️⃣回程不用再花钱
Asiatique The Riverfront 有免费接驳船到
📍 Sathorn Pier
———
其实像这种“便宜但体验不错”的玩法，在 Bangkok 还有很多。
我后来把这些，包括：
✔ 不同区域怎么安排更顺
✔ 夜市 / 餐厅怎么选不踩雷
✔ 哪些体验其实可以直接跳过
都整理进了一份《曼谷实操型旅行攻略》里。
如果你是第一次来，不想自己一点点拼信息、边玩边试错，
👉 这份整理好的版本，会帮你省掉不少时间（入口在笔记左下角）。#曼谷[话题]##曼谷打卡[话题]##曼谷美食[话题]# #曼谷旅游[话题]# #曼谷旅行[话题]# #曼谷探店[话题]# #曼谷拍照[话题]##曼谷购物[话题]# #曼谷咖啡[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,交通服务,Phaya Thai站,机场,Phaya Thai ARL/BTS Station,,航班到达/离开,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/6a776f350000000006005e16?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a5866bf000000000100d286?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a86dd4300000000330193c8?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：全新曼谷素万那普机场各种公共交通乘坐指引
正文：🔷换乘绿色天铁：买票到Phaya Thai 站，45铢/人
买票进站方式：[一R]自助机器，接受100泰铢以下的纸币和硬币，[二R]人工窗口买票[三R]有闪付功能的信用卡，借记卡（需要确认开通国际闪付）

「2*混合贴」
标题：曼谷丨素万那普机场到市区交通攻略-实测版
正文：--（换乘BTS素坤逸线）到Phaya Thai站：45泰铢（耗时约40分钟）

「3*混合贴」
标题：曼谷攻略机场快线，不堵车丝滑进城真的香！
正文：Phaya Thai站（换乘BTS）
全程大概30分钟就能到市区换乘点，无缝衔接MRT和BTS，去哪儿都方便～

⏰运营时间：05:30-23:50
每10-15分钟一班，基本不用等太久

⚠️缺点也有：",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,交通服务,Sala Daeng站,交通节点与游船服务,Sala Daeng BTS/MRT Station,,到达/换乘/码头/出海,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/69ac5857000000001600b7f0?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/699540b3000000000a02d733?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：第一次来曼谷教你坐地铁买票换乘保姆级攻略
正文：[向右R]地铁蓝线Si Lom世隆站换乘BTS天铁绿线Sala Daeng站，有连廊不晒，2号出口出站走600米8分钟左右（图14）

「2」
标题：🚇MRT—BTS｜Silom（是隆）换乘怎么走？
正文：MRT 转 BTS 我最常在 Silom（是隆）换乘
换乘很简单，就是路绕绕的，第一次很容易走懵🥲

✅ MRT Silom 站 → BTS Sala Daeng 站
1）先从 MRT Silom 站 2号出口（Exit 2）出去
2）到出口位置可以看到指示牌— BTS Sala Daeng Station
3）上到出口后直接右转（这个很关键！）
4）右转后，沿着过道走出去，右手边会看到上行电梯
5）坐电梯上去，就看到 BTS Sala Daeng Station 的指示牌
6）跟着牌子一直直走，很快就会看到 BTS 入口啦

🏬 顺便说下：2号口出去也能到Central Park
- 从 2号出口出去：也可以直接到 Central Park 的 1楼（或许是M\G层的，曼谷商场楼层太复杂了🥲）
- 如果你已经坐上行电梯上去：电梯上去后 左手边 还有 Central Park 的另一个入口，也可以直接进去👍

🎫 小贴士
看到自助机可以用微信/支付宝
但自助机有时候真的会：找不到想去的站哈哈哈🤣
👉 找不到就别纠结：直接去人工窗口，把目的站给工作人员看就可以～
#曼谷交通[话题]# #MRT[话题]# #BTS[话题]# #Silom[话题]# #SalaDaeng[话题]# #曼谷攻略[话题]# #换乘攻略[话题]# #地铁[话题]##泰国旅行[话题]#  #泰国[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,交通服务,Siam站,交通节点与游船服务,Siam BTS Station,,到达/换乘/码头/出海,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/6a746d6a000000002402ea30?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：曼谷公共交通攻略
正文：1️⃣Siam 站代码是cen，英文中心的缩写。它是两条bts 换乘站，也是曼谷的中心。以暹罗广场Siam 站为中心，向东第一个站，用E1表示。向北用N1.N2表示。车站代码不仅方便了记忆，而且还能知道车站位于曼谷城市的哪个方位。
2️⃣圆圈中的数字，代表到这一站的价格。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,景点观光,拜约克观景台,自然景观与户外,baiyoke observation deck,拉差贴维区,自然观光/户外体验,0,既有全量候选,https://www.xiaohongshu.com/explore/69204c15000000001e01440b?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：泰国曼谷10大必去景点🤩你到过了吗？
正文：2️⃣ 拜约克观景台｜Baiyoke Observation Deck
简介： 位于曼谷最高摩天楼之一，拥有旋转观景台
时间： 10:00 - 22:00",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
