Google地点ID,地点名称,Google评论ID,评论评分,评论文字,评论语言,发布时间,作者名称,Google评论链接
ChIJnwxKdj6Z4jARV2m_FKTC95I,Wat Saket (Golden Mountain),ChdDSUhNMG9nS0VJQ0FnSURBdTltQXFBRRAB,4.0,美丽、干净，氛围极佳。 白天和夜晚的景色都很美。 泰国人免费入场，外国人每人20泰铢。 开放时间：早上7点至晚上7点。,zh-CN,Thu Mar 30 2017 05:27:33 GMT-0700 (Pacific Daylight Time),nrin f,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURBdTltQXFBRRAB!2m1!1s0x30e2993e764a0c9f:0x92f7c2a414bf6957
ChIJpdAaIBOZ4jAR0Na94xPnyug,Kong Slak,ChdDSUhNMG9nS0VJQ0FnSURnaHRxeTR3RRAB,5.0,考山路特别好！！酒吧一条街！从河北省会石家庄来的，挺好的，很热闹！转了一晚上！,zh,Tue Aug 23 2016 21:34:24 GMT-0700 (Pacific Daylight Time),张伟强,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURnaHRxeTR3RRAB!2m1!1s0x30e29913201ad0a5:0xe8cae713e3bdd6d0
ChIJpdAaIBOZ4jAR0Na94xPnyug,Kong Slak,Ci9DQUlRQUNvZENodHljRjlvT21ObWRsazVXa1ZvYURCcWFrSkhTMUZMTTA4NFpWRRAB,5.0,这里环境干净整洁，没有垃圾。多条公交线路经过，还有工作人员随时提供帮助。白天，树荫蔽日，微风习习，天气宜人，并不炎热。然而，下午3点到5点之间，空气潮湿，阳光直射，会变得非常闷热。,zh-CN,Sat Apr 11 2026 06:34:57 GMT-0700 (Pacific Daylight Time),Nur Lee,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21ObWRsazVXa1ZvYURCcWFrSkhTMUZMTTA4NFpWRRAB!2m1!1s0x30e29913201ad0a5:0xe8cae713e3bdd6d0
ChIJpdAaIBOZ4jAR0Na94xPnyug,Kong Slak,ChdDSUhNMG9nS0VJQ0FnSUNPMDZfUHV3RRAB,4.0,2022年10月：2路和511路公交车班次频繁且方便。空调公交车票价为20泰铢。 途经Phloenchit、Nana、Asoke和Phrom Phong。,zh-CN,Tue Mar 19 2024 22:31:07 GMT-0700 (Pacific Daylight Time),Kasy Wzkt,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNPMDZfUHV3RRAB!2m1!1s0x30e29913201ad0a5:0xe8cae713e3bdd6d0
ChIJpdAaIBOZ4jAR0Na94xPnyug,Kong Slak,ChZDSUhNMG9nS0VJQ0FnSUNENk1hbFB3EAE,5.0,朋友、兄弟姐妹和换乘公交车的乘客工作的地方。,zh-CN,Sat Mar 23 2024 17:59:23 GMT-0700 (Pacific Daylight Time),ple prateep,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNENk1hbFB3EAE!2m1!1s0x30e29913201ad0a5:0xe8cae713e3bdd6d0
ChIJpdAaIBOZ4jAR0Na94xPnyug,Kong Slak,Ci9DQUlRQUNvZENodHljRjlvT2t0RGVtNTJOR28zTXpCNk1XTmpTbU5KUlZBdExXYxAB,3.0,对于旅客而言，以下巴士在此停靠：15 路和 79 路开往暹罗广场，47 路开往 MBK，2 路和 511 路开往素坤逸路，A1 路开往廊曼国际机场，S1 路开往素万那普国际机场。,zh-CN,Sun Jul 13 2025 01:30:29 GMT-0700 (Pacific Daylight Time),THAI SANPO FUJII,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2t0RGVtNTJOR28zTXpCNk1XTmpTbU5KUlZBdExXYxAB!2m1!1s0x30e29913201ad0a5:0xe8cae713e3bdd6d0
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,ChZDSUhNMG9nS0VJQ0FnSUNXeFB2SFJREAE,5.0,2022 年 2 月下午 6 点 Ratchadamnoen 路的天气。,zh-CN,Fri Feb 18 2022 02:49:54 GMT-0800 (Pacific Standard Time),T dack I'm-heart,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNXeFB2SFJREAE!2m1!1s0x30e29913653098c1:0x7ad18640293a2a69
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,ChZDSUhNMG9nS0VJQ0FnSUM3cUtuRUpREAE,5.0,after democracy monument站，對面是before democracy monument,zh-Hant,Sun Aug 11 2024 18:38:24 GMT-0700 (Pacific Daylight Time),河,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUM3cUtuRUpREAE!2m1!1s0x30e29913653098c1:0x7ad18640293a2a69
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,ChZDSUhNMG9nS0VJQ0FnSUNnLWNiSUhREAE,5.0,它是泰国设计最精美的古迹之一。,zh-CN,Fri Jul 13 2018 09:35:26 GMT-0700 (Pacific Daylight Time),Pises P,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNnLWNiSUhREAE!2m1!1s0x30e29913653098c1:0x7ad18640293a2a69
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,ChZDSUhNMG9nS0VJQ0FnSUNReXVYWVZBEAE,5.0,วิวสวย สถานที่กินเที่ยวเยอะ ถ่ายภาพสนุก,th,Thu Aug 23 2018 12:28:38 GMT-0700 (Pacific Daylight Time),เจษฎา รุ่งเครือ (ปาล์ม),https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNReXVYWVZBEAE!2m1!1s0x30e29913653098c1:0x7ad18640293a2a69
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,ChZDSUhNMG9nS0VJQ0FnSURRemVyTlhBEAE,5.0,这里风景优美，而且周围的食物也很美味。,zh-CN,Sat Aug 04 2018 22:03:58 GMT-0700 (Pacific Daylight Time),Nitirat Chimnoi,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURRemVyTlhBEAE!2m1!1s0x30e29913653098c1:0x7ad18640293a2a69
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ChdDSUhNMG9nS0VJQ0FnSUN1cXN2djRRRRAB,5.0,60泰铢即可抵达曼谷机场（Svb BKK）。车厢空间宽敞，方便放置行李。 如果可以，请准备好60泰铢的零钱，或者准备一张100泰铢的钞票。 首班车早上7点发车，之后每30分钟一班，一直运营到晚上9点（我记得是这样）。,zh-CN,Mon Jul 25 2022 17:20:21 GMT-0700 (Pacific Daylight Time),Isabel Bourke,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUN1cXN2djRRRRAB!2m1!1s0x30e29913661e4c5d:0x4111ea98755bb452
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,Ci9DQUlRQUNvZENodHljRjlvT2xkZmNtUmhlRXhqWldSeGNXTndSVlYwTkZNMFoxRRAB,5.0,我们周五乘坐S1路公交车前往曼谷机场，早上8点40分到站。每人60泰铢现金。,zh-CN,Thu Apr 16 2026 18:42:52 GMT-0700 (Pacific Daylight Time),Bart van der elst,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xkZmNtUmhlRXhqWldSeGNXTndSVlYwTkZNMFoxRRAB!2m1!1s0x30e29913661e4c5d:0x4111ea98755bb452
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,Ci9DQUlRQUNvZENodHljRjlvT2pCSk4weDFTbkZFZWt0dFJXSktRbmQwUjNWVlMzYxAB,3.0,这里是搭乘2路和511路公交车前往阿索克和温努特的站点。但是，就像在韩国一样，如果你等，公交车不会停下来，而是会直接开过去。这就像在荒岛上向过往的船只挥手一样。你必须看到公交车就挥手，它才会停下来。,zh-CN,Wed Jul 09 2025 18:29:53 GMT-0700 (Pacific Daylight Time),내 이름은 김봉남이에요,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pCSk4weDFTbkZFZWt0dFJXSktRbmQwUjNWVlMzYxAB!2m1!1s0x30e29913661e4c5d:0x4111ea98755bb452
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ChZDSUhNMG9nS0VJQ0FnSUN6OHRmMUl3EAE,4.0,如果您要从这里去机场，以下几点非常重要： 1. 周末巴士每小时一班！我的S1路巴士是上午11:11到的。 2. 您必须挥手示意巴士，千万别错过！因为如果司机没看到乘客，他们就不会停车。我去廊曼机场（DMK）的巴士看到我拖着行李箱，但因为我没有招手，所以没有停车。 3. 有楼梯。 我认为去这两个机场更好的方式是先打车或坐巴士到轻轨站（BTS），然后再换乘轻轨。因为等一个小时的巴士太让人焦虑了，而且如果巴士过了站，就赶不上下一班了。我的建议是乘坐轻轨，或者预留充足的时间！,zh-CN,Fri May 31 2024 21:41:09 GMT-0700 (Pacific Daylight Time),Russian blonde abroad - YouTuber,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUN6OHRmMUl3EAE!2m1!1s0x30e29913661e4c5d:0x4111ea98755bb452
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ChZDSUhNMG9nS0VJQ0FnSURROHJ5VU13EAE,4.0,历史古迹民主纪念碑始建于1939年，旨在纪念1932年结束君主专制并颁布暹罗第一部宪法的革命。 纪念碑的设计充满象征意义。例如，四翼各高24米，象征着新宪法签署的日期——6月24日。 纪念碑的选址也意义非凡，它位于旧大皇宫和律实宫之间。一份宪法原件被放置在中央基座上。 民主纪念碑由一位意大利移民设计。1924年，拉玛六世国王邀请科拉多·费罗奇来到泰国，发展西式艺术传统。这位雕塑家留在泰国，加入了泰国国籍（在当时，西方人入籍要容易得多），并将名字改为西尔帕·比拉西。 纪念碑两侧翼楼底座的浅浮雕细节颇为精美，但周围车水马龙的交通状况令人望而却步。目前已有计划将拉差达慕路打造成曼谷的“香榭丽舍大街”，其中包括修建地下隧道，以便更便捷、更安全地前往纪念碑。,zh-CN,Thu Jul 12 2018 08:16:44 GMT-0700 (Pacific Daylight Time),Norddin,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURROHJ5VU13EAE!2m1!1s0x30e29913661e4c5d:0x4111ea98755bb452
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),ChZDSUhNMG9nS0VJQ0FnSUNUOU1Ed2R3EAE,5.0,数万名游客参观了玉佛寺（Wat Phra Kaew）首日的插秧仪式。,zh-CN,Sat May 11 2024 08:47:06 GMT-0700 (Pacific Daylight Time),คนชอบเที่ยว,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNUOU1Ed2R3EAE!2m1!1s0x30e2990dc7aeba95:0xcd170d136d7e071b
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),ChZDSUhNMG9nS0VPX2h6TXp1anJxdkZ3EAE,4.0,一个充满乐趣且历史悠久的地方,zh-CN,Sun Jun 01 2025 22:08:20 GMT-0700 (Pacific Daylight Time),حسين القدسي Hussain Alqudsi,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VPX2h6TXp1anJxdkZ3EAE!2m1!1s0x30e2990dc7aeba95:0xcd170d136d7e071b
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),ChdDSUhNMG9nS0VJQ0FnSUNJazRmcnh3RRAB,2.0,从这里到Sirom的47路公交车票价为6.5泰铢，但这是一辆没有空调的公交车。不过，乘坐起来还算舒适。,zh-CN,Wed Dec 05 2018 06:44:48 GMT-0800 (Pacific Standard Time),박길호,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNJazRmcnh3RRAB!2m1!1s0x30e2990dc7aeba95:0xcd170d136d7e071b
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),ChdDSUhNMG9nS0VJQ0FnSUREZzl1bjVBRRAB,5.0,,,Sat Apr 13 2024 06:13:53 GMT-0700 (Pacific Daylight Time),Pattharaphon Khampano,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUREZzl1bjVBRRAB!2m1!1s0x30e2990dc7aeba95:0xcd170d136d7e071b
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),ChZDSUhNMG9nS0VJQ0FnSURtci1hX2RnEAE,3.0,,,Sat Feb 12 2022 22:59:20 GMT-0800 (Pacific Standard Time),Dada Karn,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURtci1hX2RnEAE!2m1!1s0x30e2990dc7aeba95:0xcd170d136d7e071b
ChIJpzyaPQWZ4jARQ9OalYEn4gA,Chao Chetu Garden,Ci9DQUlRQUNvZENodHljRjlvT2xSQk1FMWhkbEpEVUdsTlozaDNNMWMwZEhnMmQwRRAB,1.0,公交车站不存在。应该再往前走一点。,zh-CN,Fri Jan 02 2026 00:01:35 GMT-0800 (Pacific Standard Time),Павел Синица,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xSQk1FMWhkbEpEVUdsTlozaDNNMWMwZEhnMmQwRRAB!2m1!1s0x30e299053d9a3ca7:0xe22781959ad343
ChIJpzyaPQWZ4jARQ9OalYEn4gA,Chao Chetu Garden,ChZDSUhNMG9nS0VJQ0FnSUMyd3U2V1FBEAE,1.0,此标志已被移除。 这里没有公交车站；您需要直走（朝地铁站方向），然后左转才能看到公交车站。,zh-CN,Tue Jun 06 2023 01:09:10 GMT-0700 (Pacific Daylight Time),Phanwasa Sapprasert,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUMyd3U2V1FBEAE!2m1!1s0x30e299053d9a3ca7:0xe22781959ad343
ChIJpzyaPQWZ4jARQ9OalYEn4gA,Chao Chetu Garden,ChZDSUhNMG9nS0VJQ0FnSURWb1BtaEtREAE,1.0,这个公交车站不存在。请往南走，然后往东走到下一个车站（经过射击场）。,zh-CN,Sun Dec 10 2023 01:10:14 GMT-0800 (Pacific Standard Time),Bohumír Zámečník,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURWb1BtaEtREAE!2m1!1s0x30e299053d9a3ca7:0xe22781959ad343
ChIJpzyaPQWZ4jARQ9OalYEn4gA,Chao Chetu Garden,Ci9DQUlRQUNvZENodHljRjlvT2xGaFRIRm9ielJ2TUVGUVYxWXlVMDlzYWpKcVpuYxAB,4.0,去参加会议。,zh-CN,Sat Apr 25 2026 06:05:48 GMT-0700 (Pacific Daylight Time),Pansapong Keawsawat,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xGaFRIRm9ielJ2TUVGUVYxWXlVMDlzYWpKcVpuYxAB!2m1!1s0x30e299053d9a3ca7:0xe22781959ad343
ChIJpzyaPQWZ4jARQ9OalYEn4gA,Chao Chetu Garden,ChdDSUhNMG9nS0VJQ0FnSUN0ME9Lc19BRRAB,5.0,前往昭哲公园： 从三隆出发： 乘坐轻轨（BTS）至阿索克站。 然后换乘地铁（MRT）至沙南猜站，从2号出口出站。,zh-CN,Sat Jan 27 2024 20:09:48 GMT-0800 (Pacific Standard Time),Russarin Nutnitisin,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUN0ME9Lc19BRRAB!2m1!1s0x30e299053d9a3ca7:0xe22781959ad343
ChIJfxhJnhuZ4jARGIqpDLtARIM,Suankularb Wittayalai School,Ci9DQUlRQUNvZENodHljRjlvT2tKTGFYQmhkMVJKVEhBMloxTXdWbkJEVm0xaFpsRRAB,1.0,说实话，我走过来的，这里应该叫 Suankularb wittayalai 校车站之类的。,zh-CN,Mon Dec 22 2025 23:20:48 GMT-0800 (Pacific Standard Time),Rektninja,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tKTGFYQmhkMVJKVEhBMloxTXdWbkJEVm0xaFpsRRAB!2m1!1s0x30e2991b9e49187f:0x834440bb0ca98a18
ChIJfxhJnhuZ4jARGIqpDLtARIM,Suankularb Wittayalai School,ChZDSUhNMG9nS0VJQ0FnSUNIa0x1eUh3EAE,5.0,呜呜呜呜呜呜呜！,zh-CN,Fri Aug 30 2024 20:02:06 GMT-0700 (Pacific Daylight Time),Rueabai Thimasunthon 8,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNIa0x1eUh3EAE!2m1!1s0x30e2991b9e49187f:0x834440bb0ca98a18
ChIJfxhJnhuZ4jARGIqpDLtARIM,Suankularb Wittayalai School,Ci9DQUlRQUNvZENodHljRjlvT21kRlNIWjRXVFkzWlVaZmFtSlhUMUJZZDFoS1VVRRAB,5.0,,,Thu Jul 16 2026 00:04:58 GMT-0700 (Pacific Daylight Time),poonsak poungkijja,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21kRlNIWjRXVFkzWlVaZmFtSlhUMUJZZDFoS1VVRRAB!2m1!1s0x30e2991b9e49187f:0x834440bb0ca98a18
ChIJfxhJnhuZ4jARGIqpDLtARIM,Suankularb Wittayalai School,ChZDSUhNMG9nS0VJQ0FnSUNtbWNDSFZREAE,5.0,,,Sun Jan 02 2022 07:46:51 GMT-0800 (Pacific Standard Time),Phongchai Petsanghan,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNtbWNDSFZREAE!2m1!1s0x30e2991b9e49187f:0x834440bb0ca98a18
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,Ci9DQUlRQUNvZENodHljRjlvT21aWmVtcHZTV051V0VoNmRVcEJTREJmVXpkS2NXYxAB,5.0,这是一个鲜花批发市场，经常有巴士和商贩来这里大量购买鲜花。,zh-CN,Thu Jul 31 2025 04:26:11 GMT-0700 (Pacific Daylight Time),anh phạm,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21aWmVtcHZTV051V0VoNmRVcEJTREJmVXpkS2NXYxAB!2m1!1s0x30e2991b53e035ff:0x70185521f4c36d09
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ChdDSUhNMG9nS0VJQ0FnSURqc18zdnpBRRAB,5.0,谢谢你们提供的香蕉叶。这里的商贩真好。我的香蕉叶用完了，幸好有个小贩卖给了我。,zh-CN,Tue May 07 2024 17:38:05 GMT-0700 (Pacific Daylight Time),PITCHANAN JHONGPHISANPAT (김예지),https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURqc18zdnpBRRAB!2m1!1s0x30e2991b53e035ff:0x70185521f4c36d09
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,Ci9DQUlRQUNvZENodHljRjlvT21wTU5VNXpOV1pUV1dRdFZtZGxYMnhVTFdOSWRWRRAB,5.0,,,Tue Jun 17 2025 07:59:56 GMT-0700 (Pacific Daylight Time),Once upon a time,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21wTU5VNXpOV1pUV1dRdFZtZGxYMnhVTFdOSWRWRRAB!2m1!1s0x30e2991b53e035ff:0x70185521f4c36d09
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ChdDSUhNMG9nS0VJQ0FnSUR6a3RDQXZBRRAB,5.0,,,Sat Jun 08 2024 14:21:37 GMT-0700 (Pacific Daylight Time),MomBig,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUR6a3RDQXZBRRAB!2m1!1s0x30e2991b53e035ff:0x70185521f4c36d09
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ChZDSUhNMG9nS0VJQ0FnSUQ5bXVhZERBEAE,5.0,,,Fri Mar 15 2024 08:42:15 GMT-0700 (Pacific Daylight Time),อษิธนาทัศน์ อภิรันธาดาภรณ์,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQ5bXVhZERBEAE!2m1!1s0x30e2991b53e035ff:0x70185521f4c36d09
ChIJ5Vcp4BKZ4jARj5NkspWqO6U,แยกคอกวัว,ChZDSUhNMG9nS0VJQ0FnSUNpdGFDaFRBEAE,5.0,历史遗址；新旧政权、保守与进步意识形态、威权主义者与民主主义者冲突的地带。 2020年11月8日抗议活动 人民解放运动 人民的讯息 自由青年,zh-CN,Mon Nov 09 2020 23:24:43 GMT-0800 (Pacific Standard Time),chaiyasit maisook,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNpdGFDaFRBEAE!2m1!1s0x30e29912e02957e5:0xa53baa95b264938f
ChIJ5Vcp4BKZ4jARj5NkspWqO6U,แยกคอกวัว,ChdDSUhNMG9nS0VJQ0FnSUQ4bXVqVWt3RRAB,5.0,น่ามาเดินเที่ยว มีอนุสรณ์สถาน 14 ตุลา แผงเสี่ยงโชคมีให้เลือกลานตา ชุมทางความหวังที่อาจเป็นจริง,th,Sat Jul 18 2020 02:40:49 GMT-0700 (Pacific Daylight Time),VNoppadol,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUQ4bXVqVWt3RRAB!2m1!1s0x30e29912e02957e5:0xa53baa95b264938f
ChIJ5Vcp4BKZ4jARj5NkspWqO6U,แยกคอกวัว,ChdDSUhNMG9nS0VJQ0FnSUNDNk9POG93RRAB,4.0,A lot of lottery shops nearby Grand Palace,en,Sun Aug 09 2020 18:21:23 GMT-0700 (Pacific Daylight Time),Khun Mai,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNDNk9POG93RRAB!2m1!1s0x30e29912e02957e5:0xa53baa95b264938f
ChIJ5Vcp4BKZ4jARj5NkspWqO6U,แยกคอกวัว,ChdDSUhNMG9nS0VJQ0FnSUNJOWYzcTZnRRAB,4.0,2018 年 11 月 30 日，在皮肤被切开之前。,zh-CN,Thu Nov 29 2018 22:49:35 GMT-0800 (Pacific Standard Time),Kala Arrom,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNJOWYzcTZnRRAB!2m1!1s0x30e29912e02957e5:0xa53baa95b264938f
ChIJ5Vcp4BKZ4jARj5NkspWqO6U,แยกคอกวัว,ChdDSUhNMG9nS0VJQ0FnSURjM0wteThRRRAB,1.0,前往 Kok Wua 路口。,zh-CN,Sat May 30 2020 01:40:17 GMT-0700 (Pacific Daylight Time),Superlek Thien,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURjM0wteThRRRAB!2m1!1s0x30e29912e02957e5:0xa53baa95b264938f
