酒店ID,政策ID,政策分组,政策分类,政策名称,政策内容,排序,来源URL
122760211,policy_7d92afb550774c072631,酒店政策,入住提示,提前联系,在预订后，若您需要在非入住时间办理入住，请务必提前1天通过电话联系酒店,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122760211&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122760211,policy_99fe639170ef045feac1,酒店政策,客房使用,供应提示,早餐选择取决于酒店当天的供应情况；客人较少时会提供单点菜品。,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122760211&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122760211,policy_154c7bb02dd2f29f204c,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122760211&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122760211,policy_7264d992d79a79747df9,酒店政策,宠物,政策说明,不可携带宠物,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122760211&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122760211,policy_a872fbe25e91472a07b2,酒店政策,服务型动物,政策说明,不可携带服务型动物,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122760211&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122760211,policy_21e2c83c1ed2698092b2,酒店政策,早餐,类型,类型：自助餐,8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122760211&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122760211,policy_af92066435085777b7d0,酒店政策,收费说明,政策说明,住宿方不收取押金,9,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122760211&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122760211,policy_ae0643866a76e062c2c4,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,10,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122760211&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122873650,policy_9e24894eb4777b8d964e,酒店政策,入离时间,入住时间,入住时间： 15:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122873650,policy_c63611ff79d56b11b9b8,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122873650,policy_71ff70fc152b07de6120,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122873650,policy_42b643b4ad0d5ae01ab5,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122873650,policy_a590a7dd63f8bbc550e2,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122873650,policy_43e4b25c834e5737b497,酒店政策,服务型动物,政策说明,不可携带服务型动物,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122873650,policy_1115cf431ae621b70cf8,酒店政策,早餐,类型,类型：自助餐,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122873650,policy_ebc0646ad18af0263291,酒店政策,收费说明,政策说明,"押金收取方式：押金的收取金额取决于您的预订天数，每天收费THB 3,000（约¥609.22）。",8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122873650,policy_f1cd9492a3bf47527e8a,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,9,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122873650&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122873650,policy_ac696d0a611556e822de,酒店政策,儿童及加床,政策说明,3岁及以下儿童,10,https://m.ctrip.com/restapi/soa2/35021/getHotelRoomPopInfoPCOnline
122873650,policy_5fa7d07276901a40372d,酒店政策,儿童及加床,政策说明,"加床 THB 1,765.5/人·晚 （约¥358.27）{break}加婴儿床 {0}免费{/0}",11,https://m.ctrip.com/restapi/soa2/35021/getHotelRoomPopInfoPCOnline
122873650,policy_1da9ebcb7056c2e83bd2,酒店政策,儿童及加床,政策说明,4岁及以上儿童,12,https://m.ctrip.com/restapi/soa2/35021/getHotelRoomPopInfoPCOnline
122873650,policy_dd2c92a771273c1397a9,酒店政策,儿童及加床,政策说明,"加床 THB 1,765.5/人·晚 （约¥358.27）",13,https://m.ctrip.com/restapi/soa2/35021/getHotelRoomPopInfoPCOnline
122873650,policy_d9d9f1de36d6742b9094,酒店政策,早餐,政策说明,如需为同住人追加额外早餐，酒店提供自助餐。,14,https://m.ctrip.com/restapi/soa2/35021/getHotelRoomPopInfoPCOnline
122873650,policy_d5629bcca1e31c546b4a,酒店政策,早餐,菜品,美式、亚洲菜、欧陆菜,15,https://m.ctrip.com/restapi/soa2/35021/getHotelRoomPopInfoPCOnline
122873650,policy_038b3320f84f354eccc6,酒店政策,早餐,营业时间,周一至周日06:00-10:30开放,16,https://m.ctrip.com/restapi/soa2/35021/getHotelRoomPopInfoPCOnline
122873650,policy_981b4cd13178ba905cd2,酒店政策,早餐,政策说明,加婴儿床 {0}免费{/0},17,https://m.ctrip.com/restapi/soa2/35021/getHotelRoomPopInfoPCOnline
122925890,policy_9d9e5e4e231c7bcd96b7,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122925890&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122925890,policy_69f7a656aac8568d9687,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122925890&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122925890,policy_19896f9d0255dbc50655,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122925890&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122925890,policy_7f8ef81b98ae2fbbb55b,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122925890&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122925890,policy_05dd0bad916881ebb8e6,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122925890&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122925890,policy_b1fdd5e097bcb9ecab03,酒店政策,早餐,类型,类型：单点,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122925890&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122925890,policy_f1de63606a236561b2fc,酒店政策,收费说明,政策说明,"押金收取方式：固定收取THB 2,000（约¥407.86）。",7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122925890&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
122925890,policy_0757d820a6546432e9d4,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122925890&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123077027,policy_db479c2a4437ab879f93,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123077027&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123077027,policy_c0be4161ec5d74c71c67,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123077027&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123077027,policy_18efbebc15dccc232953,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123077027&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123077027,policy_f59fdc7122978253832c,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123077027&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123077027,policy_a77f03fdb7e035580efd,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123077027&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123077027,policy_5ab05dfc926433a10e34,酒店政策,早餐,类型,类型：自助餐,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123077027&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123077027,policy_7dbd344f90bc56b8a1a0,酒店政策,收费说明,政策说明,"押金收取方式：固定收取THB 1,000（约¥203.8）。",7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123077027&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123077027,policy_9ec9ba872df7348bc058,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123077027&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123275855,policy_98a76c8528ae147d2edd,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123275855&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123275855,policy_9a6ce2ee4743edf6d5fb,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123275855&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123275855,policy_c7cf9d4bf9825dceffe3,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123275855&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123275855,policy_612e6e0a1499a6b6ec5e,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123275855&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123275855,policy_cdd5a19ed68f46ae79b6,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123275855&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123275855,policy_b99bb5cfab09d5060a07,酒店政策,服务型动物,政策说明,不可携带服务型动物,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123275855&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123275855,policy_07a1d785b68b1805e098,酒店政策,早餐,类型,类型：单点,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123275855&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123275855,policy_918ce2c289b6ae397708,酒店政策,收费说明,政策说明,住宿方不收取押金,8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123275855&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123275855,policy_2039b3a88a30bf6cfa38,酒店政策,儿童及加床,婴儿床及加床政策,部分房型欢迎携带儿童入住,9,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123275855&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123411505,policy_d6cdb9eca9e0cbad8089,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123411505&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123411505,policy_cef8c59984a27072e205,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123411505&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123411505,policy_68ac38119d0da78a5e2b,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123411505&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123411505,policy_479a52caa5c7bae3dcd6,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123411505&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123411505,policy_35229896339f7ebda210,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123411505&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123411505,policy_b22fe82f7f55359aa18e,酒店政策,服务型动物,政策说明,不可携带服务型动物,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123411505&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123411505,policy_d5463afb728fcefa0b5c,酒店政策,早餐,类型,类型：自助餐,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123411505&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123411505,policy_cce29683279cc736a832,酒店政策,收费说明,政策说明,住宿方不收取押金,8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123411505&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123411505,policy_995b036272df5a4dedda,酒店政策,儿童及加床,婴儿床及加床政策,不可携带儿童入住,9,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123411505&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123677180,policy_e7ea1c0fc0aa62c056f8,酒店政策,入离时间,入住时间,入住时间： 12:00至21:00 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123677180&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123677180,policy_5afd8a90ad95f4436986,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123677180&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123677180,policy_eb4cd368aee248b130b6,酒店政策,入住提示,入住方式,钥匙位于隐蔽处，请预订后联系酒店确认,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123677180&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123677180,policy_442a1fa35e4c02912a96,酒店政策,接待提示,年龄限制,入住办理人无年龄限制,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123677180&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123677180,policy_004ac94dafa38f78b797,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123677180&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123677180,policy_0ecf2af74898b80a3ef7,酒店政策,服务型动物,政策说明,不可携带服务型动物,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123677180&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123677180,policy_5cb0254eb28ed14d4b72,酒店政策,早餐,类型,类型：固定套餐,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123677180&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123677180,policy_edb5c6e789c84df6ceca,酒店政策,收费说明,政策说明,住宿方不收取押金,8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123677180&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123677180,policy_41026bd25086445b0f15,酒店政策,客房使用,安静时间,00:00-08:00期间需保持安静,9,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123677180&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123677180,policy_7125c1447785774e8491,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,10,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123677180&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123707817,policy_b1c120d401d96db06f46,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123707817&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123707817,policy_412dfebadf35a7f7f898,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123707817&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123707817,policy_46ee259c9b79c9065b4e,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123707817&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123707817,policy_246d56c7ad8be3310cd7,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123707817&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123707817,policy_7b15923c576c74b97008,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123707817&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123707817,policy_663c80eac5223c2af43d,酒店政策,服务型动物,政策说明,不可携带服务型动物,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123707817&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123707817,policy_97f06b69c30ba5cb54c8,酒店政策,早餐,类型,类型：自助餐,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123707817&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123707817,policy_03df9655ff2df9c32391,酒店政策,收费说明,政策说明,"押金收取方式：固定收取THB 2,000（约¥407.86）。",8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123707817&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123707817,policy_488f8c6783f2f2e96593,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,9,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123707817&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123757837,policy_3139c72f6eb9aef921b8,酒店政策,入离时间,入住时间,入住时间： 14:00至次日02:00 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123757837&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123757837,policy_8c041930995f67e7da87,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123757837&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123757837,policy_1469529395e434037708,酒店政策,入住提示,入住方式,钥匙位于隐蔽处，请预订后联系酒店确认,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123757837&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
123757837,policy_d250d63d1e45caa8946f,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123757837&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
