清单序号,酒店ID,酒店名称,采集状态,缺失模块,房型数量,售卖方案数量,原因代码,原因说明,待补采,补采状态,记录时间,入住日期,离店日期,详情URL
216,122099440,"曼谷拉玛9悦梿酒店(Cassia Rama 9 Bangkok, part of Banyan Group)",部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:09:28,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122099440&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
597,12215324,曼谷素坤逸24巷凯悦嘉轩酒店(Hyatt Place Bangkok Sukhumvit 24),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:50:07,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12215324&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
584,122361567,白色小屋素坤逸44民宿(The White Den Sukhumvit 44),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:46:31,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122361567&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
201,12244128,曼谷索伊松维亚智选假日酒店(Holiday Inn Express BANGKOK SOI SOONVIJAI by IHG),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:02:45,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12244128&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
602,122482670,塔拉曼谷河畔酒店(TARA Bangkok Riverside),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:52:49,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122482670&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
617,122760211,米洛夫素万那普机场酒店(Miloft Suvarnabhumi Airport Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:55:03,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122760211&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
583,123077027,T2特波特尔苏坤蔚(T2 The Portal Sukhumvit),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:45:44,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123077027&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
264,123411505,"乍都乍SimpleStay酒店，最佳西方酒店修尔住宿酒店(SimpleStay Chatuchak, SureStay Collection by Best Western)",部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:31:10,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123411505&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
237,123677180,Chiva 89健康世界(Wellness World Chiva 89),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:21:18,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123677180&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
312,123757837,三岩故事精品酒店(SamYan Story Boutique Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:54:16,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123757837&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
255,124190591,曼谷盛捷素坤逸71号服务公寓(Somerset Sukhumvit 71 Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:28:10,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124190591&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
245,124207515,UHG水牛橋四分之一酒店(The Quarter Saphankhwai by UHG),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:23:41,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124207515&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
542,124225015,里瓦维布霍特尔曼谷由PCL酒店管理(Riva Vibe Hotel Bangkok by PCL),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:58:22,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124225015&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
258,124241131,曼谷素坤逸 1 巷凯悦嘉轩酒店(Hyatt Place Bangkok Sukhumvit 1),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:29:03,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124241131&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
229,124287263,UHG拉姆甘亨区(The Quarter Ramkhamhaeng by UHG),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:19:01,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124287263&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
355,124633081,隆披尼格兰德中心大酒店(Grande Centre Point Lumphini Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:12:14,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124633081&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
271,124793956,曼谷宜喜兰万达锦华公寓(Wanda Jin Residence The Ease Sierra Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:34:46,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124793956&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
327,125123176,自然精品酒店拉差约廷(Nature Boutique Hotel Ratchayothin),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:01:27,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=125123176&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
366,125153726,iCheck塔帕旅馆(iCheck inn Thapra),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:15:33,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=125153726&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
338,125382075,曼谷三季广场酒店(Three Seasons Place Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:06:01,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=125382075&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
247,12617337,宜必思尚品曼谷素坤逸康福酒店(Ibis Styles Bangkok Sukhumvit Phra Khanong),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:25:44,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12617337&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
636,126227255,曼谷酒店(Hotel Bangkokian),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:01:04,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126227255&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
288,126697626,Collection O 曼谷机场快线套房酒店(Collection O The Bangkok Airport Link Suite),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:42:45,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126697626&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
566,126927067,诺玛酒店沙吞(Norma Hotel Sathorn),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:31:54,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126927067&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
275,127164409,Diff 公寓(Diff Apartel Banglamphu),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:36:06,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=127164409&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
194,127329164,U Tor 耀华力(U TOR Yaowarat - Bangkok Chinatown),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:00:47,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=127329164&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
190,127404125,胜利纪念碑SHIN酒店(SHIN Hotel Victory Monument),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 20:59:44,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=127404125&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
650,127417119,靠近廊曼机场酒店(Near Don Mueang Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:04:15,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=127417119&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
352,1280985,曼谷沙通智选假日酒店(Holiday Inn Express BANGKOK SATHORN by IHG),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:11:23,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1280985&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
182,129116699,此刻(The Moment),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 20:56:52,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=129116699&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
672,129179707,美味之家(Yummy House),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:09:48,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=129179707&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
239,129921372,56雅舍精品旅舍(Poshtel 56),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:21:53,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=129921372&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
513,130412121,曼谷安蔚素坤逸酒店(Away Bangkok Sukhumvit),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:47:40,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=130412121&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
529,1306382,曼谷假日酒店(Holiday Inn BANGKOK by IHG),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:53:18,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1306382&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
414,130661256,UTD8酒店住宿(UTD8 Hotel & Residence),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:37:27,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=130661256&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
261,131958741,Ralph Poshtel Sukhumvit,部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:30:02,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=131958741&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
282,131995751,格兰德中心臻尚大酒店(Grande Centre Point Prestige Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:38:23,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=131995751&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
612,132250203,Bangluang Boutique Hotel nearby Wat Arun,部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:54:21,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=132250203&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
477,132405932,Hotel PaPa Ratchada Huaikwang,部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:35:35,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=132405932&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
676,132461702,廊曼机场IU酒店(IU Hotel Don Mueang Airport),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:10:32,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=132461702&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
318,132793909,ZAYN Bangna 酒店(ZAYN Bangna Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:56:45,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=132793909&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
546,132929006,塔拉迪精品(Taradii Boutique),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:59:23,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=132929006&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
643,133036863,Travis Samyan,部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:03:07,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=133036863&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
427,133056542,Bembis Hotel (Charoenakorn 10),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:44:41,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=133056542&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
634,133407226,莱斯顿酒店(Leston Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:00:27,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=133407226&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
568,133480985,阿德尔菲伊萨拉帕普(Adelphi Itsaraphap),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:32:32,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=133480985&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
465,133582103,卡萨勒达穆兹 At MRT Bangphlat - Adult Only(Casa Le Damuz At MRT Bangphlat - Adult Only),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:31:28,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=133582103&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
270,133843163,Urban Vibe Bangkok,部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:34:28,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=133843163&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
284,133851523,曼谷素拉翁艾登酒店(Aiden Surawong Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:39:03,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=133851523&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
291,134006402,Hana Bangkok,部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:43:53,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=134006402&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
459,1340746,曼谷艾萨奴克酒店(ISanook Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:56:55,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1340746&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
616,134161721,全球酒店帕拉塔南曼谷(Global Hotel Pratunam Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:54:55,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=134161721&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
192,134440857,奥斯汀精品住宿帕拉塔纳姆(Austin Boutique Stay Pratunam),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:00:19,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=134440857&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
555,13582190,阿卡拉酒店(Akara Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 03:01:52,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=13582190&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
674,13660499,雷诺酒店曼谷(Reno Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:10:11,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=13660499&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
290,13670867,素万那普东方度假村(Suvarnabhumi Oriental Resort),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:43:29,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=13670867&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
505,1386680,沃拉布里素坤逸酒店(Woraburi Sukhumvit Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:45:30,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1386680&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
652,13998953,曼谷中城酒店(Bangkok Midtown Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:04:36,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=13998953&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
293,14475191,绿茵旅馆(Greenery Hostel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:44:59,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=14475191&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
