酒店ID,地点ID,地点分类,地点类型,地点名称,距离,交通时间,排序,来源URL
126727341,156368408,景点,5,泰国曼谷 · Lomosonic & Bedroom Audio 拼盘演出,直线距离1.9公里,,13,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,155039771,景点,5,泰国曼谷 · The Parkinson & Atom 拼盘演出,直线距离1.9公里,,14,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,155089465,景点,5,泰国曼谷 · MILLI 2026《JAA EHH!》亚洲巡演,直线距离1.7公里,,15,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,156422172,景点,5,泰国曼谷 · MSIG FAN FEST 2026 拼盘演唱会,直线距离1.7公里,,16,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,155055459,景点,5,泰国曼谷 · BE:FIRST 2026 世界巡演,直线距离1.7公里,,17,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,24648969,景点,5,彩虹云霄拜约克摩天塔,直线距离1.5公里,,18,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,77030,景点,5,伦披尼公园,直线距离2.5公里,,19,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,77015,景点,5,金佛寺,直线距离2公里,,20,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,55804704,景点,5,奈乐庄园,直线距离2.1公里,,21,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,10524190,景点,5,唐人街 (耀华力路),直线距离2.2公里,,22,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,150881302,景点,5,LV The Place Bangkok - Louis Vuitton Visionary Journeys,直线距离1.6公里,,23,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,18687606,景点,5,那那夜间娱乐城,直线距离2.9公里,,24,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,28197784,景点,5,敕赐龙莲禅寺,直线距离2.1公里,,25,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,153994917,景点,5,湄南河游船,直线距离4.3公里,,26,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,31981223,景点,5,曼谷射击场,直线距离3公里,,27,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,36932169,景点,5,王权大京都大厦,直线距离2.8公里,,28,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,70090064,景点,5,曼谷美食观光巴士,直线距离2.5公里,,29,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,33589785,景点,5,白玉兰号夜游湄南河,直线距离2.6公里,,30,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,141800940,美食,10,Som Som Seafood,直线距离490米,,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,13588286,美食,10,Ban Khun Mae,直线距离470米,,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,17040909,美食,10,建兴酒家 (班塔通),直线距离560米,,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,56732534,美食,10,Jeh O Chula,直线距离900米,,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,17040551,美食,10,Inter Restaurants,直线距离820米,,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,17040556,美食,10,芒果探戈,直线距离690米,,6,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,10354988,美食,10,Somtam Nua,直线距离880米,,7,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,52552588,美食,10,建兴酒家 (尚泰世界店),直线距离1.3公里,,8,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,27528407,美食,10,YenlyYours # Central World,直线距离1.3公里,,9,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,10354987,美食,10,Red Sky,直线距离1.2公里,,10,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,17041458,美食,10,Paste Bangkok,直线距离1.5公里,,11,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,129754634,美食,10,IGNIV Bangkok,直线距离1.6公里,,12,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,149906224,美食,10,紫桂轩,直线距离1.6公里,,13,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,145743975,美食,10,朱拉50巷泰国厨房,直线距离1.6公里,,14,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,123011400,美食,10,曼谷彩虹云宵酒店·斯特拉宫殿,直线距离1.5公里,,15,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,13588278,美食,10,四面佛茶室,直线距离1.5公里,,16,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,31116165,美食,10,上味泰餐厅,直线距离1.9公里,,17,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,82989013,美食,10,Baan Suriyasai,直线距离2.2公里,,18,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,13588302,美食,10,红大哥水门鸡饭,直线距离1.6公里,,19,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,17046019,美食,10,Icedea Idea In Icecream,直线距离390米,,20,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,10567642,购物,12,暹罗百丽宫,直线距离820米,,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,136007426,购物,12,暹罗中心,直线距离620米,,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,10567634,购物,12,尚泰世界购物中心,直线距离1.3公里,,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,30767686,购物,12,暹罗一号广场,直线距离820米,,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,10567669,购物,12,群侨商业中心,直线距离520米,,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,31938453,购物,12,Tops market（Marboonkrong）,直线距离520米,,6,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,10567704,购物,12,暹罗探索购物中心,直线距离460米,,7,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,78730702,购物,12,สวนชั้น 1 'it's going green',直线距离390米,,8,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,18687635,购物,12,Siam Exchange,直线距离390米,,9,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,136624758,购物,12,伯爵（暹罗百丽宫）,直线距离700米,,10,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,38331529,购物,12,Loft,直线距离460米,,11,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,136750493,购物,12,暹罗景苑,直线距离600米,,12,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,137119411,购物,12,Karun Thai Tea Siam Paragon,直线距离750米,,13,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,10567246,购物,12,Lemon Grass House（曼谷店）,直线距离580米,,14,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,18170181,购物,12,Toy Studio（Central World店）,直线距离710米,,15,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,55692714,购物,12,看步（暹罗广场）,直线距离740米,,16,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,102862,购物,12,泰国王权免税店（曼谷市区店）,直线距离1.7公里,,17,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,38107038,购物,12,Daddy and the Muscle Academy(Siam Square soi 11),直线距离640米,,18,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,97505815,购物,12,宝格丽（Siam Paragon）,直线距离780米,,19,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,10354854,购物,12,Big C超市（Rajdamri路店）,直线距离1.5公里,,20,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,18170111,购物,12,Boots @CentralWorld,直线距离840米,,21,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,153979565,购物,12,Nextopia Siam Paragon,直线距离760米,,22,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,37885556,购物,12,Power Mall,直线距离830米,,23,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,32052341,购物,12,THANN（暹罗百丽宫）,直线距离750米,,24,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,144313522,购物,12,蒂芙尼（暹罗百丽宫店）,直线距离830米,,25,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,61191032,购物,12,"Gourmet Market, Siam Paragon",直线距离840米,,26,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,23964909,购物,12,Naraya （Siam Paragon）,直线距离810米,,27,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,88876873,购物,12,三洋中心,直线距离1.7公里,,28,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,137253523,购物,12,Central @centralwOrld,直线距离1.3公里,,29,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126727341,136007551,购物,12,铂金潮流广场,直线距离1.3公里,,30,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
126910332,dom_place_1eoedk,周边,,地铁 : 挽节地铁站,1.7千米,,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_s71j4v,周边,,地铁 : 布纳威提地铁站,2.7千米,,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_p5aifw,周边,,火车站 : 华玛站,6.8千米,,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_b826jm,周边,,火车站 : 素坤逸71巷,6.9千米,,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_rvblg0,周边,,机场 : 曼谷廊曼国际机场,32.2千米,,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_yfgelh,周边,,Onga Artful Light,384米,,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_tum8sd,周边,,Phueng Mi Market,483米,,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_e2f37q,周边,,"Garden Center Co.,Ltd.",816米,,8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_qgp6bo,周边,,ตี๋อ้วน ป.ปลา สาขาอ่อนนุช (Tee Auan Po Pla),649米,,9,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_ble3st,周边,,mini big c,424米,,10,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_80pjvf,周边,,bunny bloom bkk,748米,,11,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_hxibcs,周边,,Karaket,725米,,12,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_g4ss9s,周边,,Nama Denim,814米,,13,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_3ezzwx,周边,,GUSSY CAMP,570米,,14,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_aq77kd,周边,,Boon Sport Outlet,793米,,15,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_p0zdf8,周边,,BR CARE,644米,,16,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_oj4eih,周边,,吉姆·汤姆逊工厂巷93商铺,1.2千米,,17,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_rr4scc,周边,,Books & Belongings,1.1千米,,18,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_pc5ncu,周边,,VD Bakery,1.1千米,,19,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_me4v2k,周边,,BOT Garden,1.3千米,,20,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_1i934e,周边,,KRBB The Boutique Butcher,1.8千米,,21,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_ufeeuy,周边,,Boots（Habito）,1.8千米,,22,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_jw86h8,周边,,ร้านดอกไม้ Love Link Flower,2千米,,23,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_93bs5f,周边,,Liber Bookstore,1.8千米,,24,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_hw7utm,周边,,Street Fruit Market,1.6千米,,25,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_i8ltfu,周边,,The Castle Pickadaily-Pickadaily Bangkok,2.3千米,,26,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_6k9skf,周边,,素坤逸 54 菲尔社区生活馆,1.5千米,,27,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_stbt81,周边,,素坤逸世纪电影广场,1.5千米,,28,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_1qedtb,周边,,JK STREET,2.3千米,,29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_hzjawt,周边,,LACO MALL,2千米,,30,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_u2vd5v,周边,,Joet Jam Rat Market,1.5千米,,31,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_fk0ito,周边,,RACHAYA plus size ชุดสาวอวบ สาวอ้วน ไซส์ใหญ่ สั่งตัด,2.2千米,,32,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_uvdnh2,周边,,拍昆仑巴刹,2.1千米,,33,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_5oi1fo,周边,,101 True Digital Park,2.2千米,,34,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_ax146a,周边,,Mybaddlookbadd Online Shop and Sports Massage ชมสินค้านัดวันและเวลาล่วงหน้านะครับ,2千米,,35,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_zhjqte,周边,,大福寺,1.5千米,,36,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_smavqb,周边,,"ICE HOUSE The Original - Ice Bath and Sauna, Phra Khanong",2.1千米,,37,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_6tdhyx,周边,,泰国曼谷 · Melt Livehouse Cloud 11 Hall: FLURE vs PRU,2.4千米,,38,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_hki9o7,周边,,泰国曼谷 · LOSO 二轮专场演出,2.4千米,,39,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_x64wds,周边,,泰国曼谷 · Dr.Fuu 二轮专场演出,2.4千米,,40,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_a9voab,周边,,泰国曼谷 · Melt Livehouse Cloud 11 Hall: Silly Fools vs Paradox,2.4千米,,41,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_k6ddrb,周边,,泰国曼谷 · PREP 2026 演唱会,2.4千米,,42,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_7op6dt,周边,,泰国曼谷 · Melt Livehouse Cloud 11 Hall: The Parkinson vs Whal & Dolph Round 2,2.4千米,,43,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_xe65wy,周边,,泰国曼谷 · AYLA's vs FREEHAND 拼盘演出,2.4千米,,44,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_rgstzz,周边,,泰国曼谷 · The Parkinson vs Whal & Dolph 拼盘演出,2.4千米,,45,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_r9bg7q,周边,,泰国曼谷 · MELT 音乐节,2.4千米,,46,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_ydkrr,周边,,甘蒙坤寺,2千米,,47,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_f0s1v7,周边,,BEAT Discovery,2.9千米,,48,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_8ezdyo,周边,,素坤逸42巷高尔夫球场,3.2千米,,49,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_q9aod7,周边,,BRADBURY,3.9千米,,50,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_n91fm3,周边,,曼谷国际贸易展览中心,4千米,,51,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_azlef,周边,,曼谷海军射击场,4.5千米,,52,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_ryj8hz,周边,,泰国曼谷 · Jason Mraz 2026 亚洲巡演,4千米,,53,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
126910332,dom_place_isej6w,周边,,泰国曼谷 · LOSO 专场演出,4.5千米,,54,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
