Google地点ID,地点名称,服务属性,是否支持
ChIJ6SSUJjWZ4jARyjvExNi3YDg,Piccolo Vicolo Café at Wang Burapha-Samyot,供应咖啡,是
ChIJ6SSUJjWZ4jARyjvExNi3YDg,Piccolo Vicolo Café at Wang Burapha-Samyot,供应甜品,是
ChIJ6SSUJjWZ4jARyjvExNi3YDg,Piccolo Vicolo Café at Wang Burapha-Samyot,供应啤酒,否
ChIJ6SSUJjWZ4jARyjvExNi3YDg,Piccolo Vicolo Café at Wang Burapha-Samyot,供应鸡尾酒,否
ChIJ6SSUJjWZ4jARyjvExNi3YDg,Piccolo Vicolo Café at Wang Burapha-Samyot,供应葡萄酒,否
ChIJ6SSUJjWZ4jARyjvExNi3YDg,Piccolo Vicolo Café at Wang Burapha-Samyot,现场音乐,否
ChIJ6SSUJjWZ4jARyjvExNi3YDg,Piccolo Vicolo Café at Wang Burapha-Samyot,无障碍入口,否
ChIJ6SSUJjWZ4jARyjvExNi3YDg,Piccolo Vicolo Café at Wang Burapha-Samyot,无障碍停车,否
ChIJ6SSUJjWZ4jARyjvExNi3YDg,Piccolo Vicolo Café at Wang Burapha-Samyot,无障碍座位,否
ChIJ6SSUJjWZ4jARyjvExNi3YDg,Piccolo Vicolo Café at Wang Burapha-Samyot,适合团体,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,适合儿童,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,适合观看体育,否
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,有洗手间,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,户外座位,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,外带,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,配送,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,堂食,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,路边取餐,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,供应咖啡,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,供应甜品,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,供应啤酒,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,供应鸡尾酒,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,供应葡萄酒,否
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,现场音乐,否
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,无障碍入口,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,无障碍停车,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,无障碍座位,否
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,可预约,是
ChIJ_8BVUo6Z4jAR6f8C6Kyg4uo,发咖啡,适合团体,是
ChIJ-02bsJCZ4jARh2Dw3GPPkp0,Chester's Mega Plaza,无障碍入口,是
ChIJe6ztfxSZ4jARWYd83i6dv3k,Mr Jiu's Hainanese Chicken Rice,无障碍入口,否
ChIJe6ztfxSZ4jARWYd83i6dv3k,Mr Jiu's Hainanese Chicken Rice,无障碍停车,否
ChIJe6ztfxSZ4jARWYd83i6dv3k,Mr Jiu's Hainanese Chicken Rice,无障碍座位,否
ChIJBZ4lFQCZ4jAR_kEKWPvgMWM,Tanbo Chicken Rice,无障碍入口,否
ChIJBZ4lFQCZ4jAR_kEKWPvgMWM,Tanbo Chicken Rice,无障碍停车,否
ChIJBZ4lFQCZ4jAR_kEKWPvgMWM,Tanbo Chicken Rice,无障碍座位,否
ChIJj2AqaVCZ4jARTC_E0sJIJQ0,ข้าวมันไก่จักรวรรดิ,无障碍停车,否
ChIJS6Kh4haZ4jARE9V2zwJJvVM,Ching Ki Hor Fun,无障碍入口,否
ChIJS6Kh4haZ4jARE9V2zwJJvVM,Ching Ki Hor Fun,无障碍停车,否
ChIJS6Kh4haZ4jARE9V2zwJJvVM,Ching Ki Hor Fun,无障碍座位,否
ChIJealvHxqZ4jARhzx7y4wvrcQ,Daeng Pochana,无障碍入口,否
ChIJealvHxqZ4jARhzx7y4wvrcQ,Daeng Pochana,无障碍停车,否
ChIJvU1YHBqZ4jAR6i_A-NGx9B4,Jae Phom beef noodle,无障碍入口,否
ChIJvU1YHBqZ4jAR6i_A-NGx9B4,Jae Phom beef noodle,无障碍停车,否
ChIJvU1YHBqZ4jAR6i_A-NGx9B4,Jae Phom beef noodle,无障碍座位,否
ChIJvU1YHBqZ4jAR6i_A-NGx9B4,Jae Phom beef noodle,无障碍洗手间,否
ChIJxakkSyKZ4jARucDMuA8lxZ4,Lak Tee Egg Noodles,无障碍入口,否
ChIJxakkSyKZ4jARucDMuA8lxZ4,Lak Tee Egg Noodles,无障碍停车,否
ChIJxakkSyKZ4jARucDMuA8lxZ4,Lak Tee Egg Noodles,无障碍座位,否
ChIJ2QLyYT2Z4jARMveR38QlKXo,MUI Yen Tafo,无障碍入口,否
ChIJ2QLyYT2Z4jARMveR38QlKXo,MUI Yen Tafo,无障碍停车,否
ChIJ5YLm8faZ4jAR2l_gpkU65d0,Soi Lang Bot Phram Hakka Noodles,无障碍停车,否
ChIJl098LFGZ4jARFTLAtFm8Pdg,Tim Dumpling,无障碍入口,否
ChIJl098LFGZ4jARFTLAtFm8Pdg,Tim Dumpling,无障碍停车,否
ChIJl098LFGZ4jARFTLAtFm8Pdg,Tim Dumpling,无障碍座位,否
ChIJl098LFGZ4jARFTLAtFm8Pdg,Tim Dumpling,可预约,否
ChIJXwNAXxaZ4jARL7N2L7YCQrM,Toh Kway Chap,无障碍入口,否
ChIJXwNAXxaZ4jARL7N2L7YCQrM,Toh Kway Chap,无障碍停车,否
ChIJXwNAXxaZ4jARL7N2L7YCQrM,Toh Kway Chap,无障碍座位,否
ChIJe-qqLBOZ4jARkgHxp2gJenQ,กิมเซี้ย ก๋วยเตี๋ยวลูกชิ้นปลา,无障碍入口,否
ChIJ3yN_HRiZ4jARGZiQ7rjxTsA,ก๋วยเตี๋ยวแคระ พยุงแอนด์ปลาคาร์พ,无障碍入口,否
ChIJ3yN_HRiZ4jARGZiQ7rjxTsA,ก๋วยเตี๋ยวแคระ พยุงแอนด์ปลาคาร์พ,无障碍停车,否
ChIJ4zH_kX-Z4jARQUMdn1CWF5c,ก๋วยเตี๋ยวแคะ (นายอ้วนเจ้าเก่า) ตั้งหวังเจ๊ง,无障碍入口,否
ChIJ4zH_kX-Z4jARQUMdn1CWF5c,ก๋วยเตี๋ยวแคะ (นายอ้วนเจ้าเก่า) ตั้งหวังเจ๊ง,无障碍停车,否
ChIJ897zuSOZ4jARvoTyZapxlns,นิวยืนยง 昇永 (บะหมี่ลูกชิ้นปลา) New Yuen Yong,无障碍入口,否
ChIJ897zuSOZ4jARvoTyZapxlns,นิวยืนยง 昇永 (บะหมี่ลูกชิ้นปลา) New Yuen Yong,无障碍停车,否
ChIJ897zuSOZ4jARvoTyZapxlns,นิวยืนยง 昇永 (บะหมี่ลูกชิ้นปลา) New Yuen Yong,无障碍座位,是
ChIJ8a_uziOZ4jARGO0z_ruk5Bs,傳奇雜工麵,无障碍入口,否
ChIJ8a_uziOZ4jARGO0z_ruk5Bs,傳奇雜工麵,无障碍停车,否
ChIJ8a_uziOZ4jARGO0z_ruk5Bs,傳奇雜工麵,无障碍座位,否
ChIJ8a_uziOZ4jARGO0z_ruk5Bs,傳奇雜工麵,可预约,否
ChIJJVOyjRmZ4jARIH5Bmq5QIWo,致中和,无障碍入口,否
ChIJJVOyjRmZ4jARIH5Bmq5QIWo,致中和,无障碍停车,否
ChIJvwAMYvGZ4jARbwnXhe7dbiY,黄炳春魚丸,无障碍入口,否
ChIJvwAMYvGZ4jARbwnXhe7dbiY,黄炳春魚丸,无障碍停车,否
ChIJvwAMYvGZ4jARbwnXhe7dbiY,黄炳春魚丸,无障碍座位,否
ChIJdZCBnxqZ4jARfYJH99Q4af8,26容易渌,无障碍入口,否
ChIJdZCBnxqZ4jARfYJH99Q4af8,26容易渌,无障碍停车,否
ChIJdZCBnxqZ4jARfYJH99Q4af8,26容易渌,无障碍座位,是
ChIJdZCBnxqZ4jARfYJH99Q4af8,26容易渌,可预约,是
ChIJ0X4rpNSZ4jARqOFD2zdjaOg,Chop Chop Cook Shop,无障碍入口,是
ChIJ0X4rpNSZ4jARqOFD2zdjaOg,Chop Chop Cook Shop,无障碍停车,否
ChIJ0X4rpNSZ4jARqOFD2zdjaOg,Chop Chop Cook Shop,无障碍座位,是
ChIJ0X4rpNSZ4jARqOFD2zdjaOg,Chop Chop Cook Shop,可预约,是
ChIJ0X4rpNSZ4jARqOFD2zdjaOg,Chop Chop Cook Shop,无障碍洗手间,否
ChIJiUaDJxWZ4jAR6umi48bdcQk,FA Mui,无障碍入口,否
ChIJiUaDJxWZ4jAR6umi48bdcQk,FA Mui,无障碍停车,否
ChIJiUaDJxWZ4jAR6umi48bdcQk,FA Mui,无障碍座位,否
ChIJ3_6_HiKZ4jARHt5Pc13DTaA,Ginpao Phochana,无障碍入口,是
ChIJ3_6_HiKZ4jARHt5Pc13DTaA,Ginpao Phochana,无障碍停车,是
ChIJ3_6_HiKZ4jARHt5Pc13DTaA,Ginpao Phochana,无障碍座位,是
ChIJ3_6_HiKZ4jARHt5Pc13DTaA,Ginpao Phochana,可预约,是
ChIJg_OawsSZ4jARhar1F01_csQ,HAGOW Yaowarat,无障碍入口,否
ChIJg_OawsSZ4jARhar1F01_csQ,HAGOW Yaowarat,无障碍停车,否
ChIJg_OawsSZ4jARhar1F01_csQ,HAGOW Yaowarat,无障碍座位,否
ChIJg_OawsSZ4jARhar1F01_csQ,HAGOW Yaowarat,可预约,是
ChIJDbAtghiZ4jARsF59tS3LGD0,Hakka Laemthong Phochana Restaurant,无障碍入口,否
ChIJDbAtghiZ4jARsF59tS3LGD0,Hakka Laemthong Phochana Restaurant,无障碍停车,否
ChIJDbAtghiZ4jARsF59tS3LGD0,Hakka Laemthong Phochana Restaurant,无障碍座位,否
ChIJDbAtghiZ4jARsF59tS3LGD0,Hakka Laemthong Phochana Restaurant,可预约,是
ChIJDbAtghiZ4jARsF59tS3LGD0,Hakka Laemthong Phochana Restaurant,无障碍洗手间,否
ChIJBcieNCeZ4jAR868kzkaqnHw,Hua Seng Hong Restaurant @Yaowarat Road,无障碍停车,否
ChIJBcieNCeZ4jAR868kzkaqnHw,Hua Seng Hong Restaurant @Yaowarat Road,可预约,是
ChIJBcieNCeZ4jAR868kzkaqnHw,Hua Seng Hong Restaurant @Yaowarat Road,无障碍洗手间,是
ChIJB6taHcCZ4jARwVGY20Vy5dI,Jok One Table,无障碍入口,否
ChIJB6taHcCZ4jARwVGY20Vy5dI,Jok One Table,无障碍停车,否
ChIJB6taHcCZ4jARwVGY20Vy5dI,Jok One Table,可预约,是
ChIJJ03QjGOZ4jARdUW-bCQ2u2s,Laoteng,无障碍入口,否
ChIJJ03QjGOZ4jARdUW-bCQ2u2s,Laoteng,无障碍停车,否
ChIJJ03QjGOZ4jARdUW-bCQ2u2s,Laoteng,可预约,是
ChIJb73JxSOZ4jARHgl4zhyCrLE,Nai Mong Fry Oyster,无障碍入口,否
ChIJb73JxSOZ4jARHgl4zhyCrLE,Nai Mong Fry Oyster,无障碍停车,是
ChIJb73JxSOZ4jARHgl4zhyCrLE,Nai Mong Fry Oyster,无障碍座位,否
ChIJb73JxSOZ4jARHgl4zhyCrLE,Nai Mong Fry Oyster,可预约,是
ChIJaf_D9yGZ4jARMX51rNIHrNE,Siang Ping Loh,无障碍入口,是
ChIJaf_D9yGZ4jARMX51rNIHrNE,Siang Ping Loh,无障碍停车,是
ChIJaf_D9yGZ4jARMX51rNIHrNE,Siang Ping Loh,无障碍座位,是
ChIJaf_D9yGZ4jARMX51rNIHrNE,Siang Ping Loh,可预约,是
ChIJaf_D9yGZ4jARMX51rNIHrNE,Siang Ping Loh,无障碍洗手间,是
ChIJtwrwmSGZ4jARYyX9da5yieI,Tang Jai Yoo Restaurant,可预约,是
ChIJV2kpBxmZ4jARauvERbm3ypA,Werng Crab Fried Rice,无障碍入口,否
ChIJV2kpBxmZ4jARauvERbm3ypA,Werng Crab Fried Rice,无障碍停车,否
ChIJV2kpBxmZ4jARauvERbm3ypA,Werng Crab Fried Rice,无障碍座位,否
ChIJU9dtgiGZ4jARpnfgLngULm0,Xie Lao Yee Hor,无障碍入口,否
ChIJU9dtgiGZ4jARpnfgLngULm0,Xie Lao Yee Hor,无障碍停车,否
ChIJU9dtgiGZ4jARpnfgLngULm0,Xie Lao Yee Hor,无障碍座位,否
ChIJU9dtgiGZ4jARpnfgLngULm0,Xie Lao Yee Hor,可预约,否
ChIJwd96UTyZ4jARmX3mJy_ul9E,ทวีชัยโภชนา | Thaveechai Pochana สาขาสวนมะลิ,无障碍入口,是
ChIJwd96UTyZ4jARmX3mJy_ul9E,ทวีชัยโภชนา | Thaveechai Pochana สาขาสวนมะลิ,无障碍停车,否
ChIJwd96UTyZ4jARmX3mJy_ul9E,ทวีชัยโภชนา | Thaveechai Pochana สาขาสวนมะลิ,可预约,是
ChIJETlSoT-Z4jARqtpNrTUT2M8,เนื้อหอม คาเฟ่ (Nuahom cafe),无障碍座位,是
ChIJETlSoT-Z4jARqtpNrTUT2M8,เนื้อหอม คาเฟ่ (Nuahom cafe),可预约,是
ChIJGe7l7BmZ4jARycjfxl0XuLw,三皇府酒楼,无障碍入口,是
ChIJGe7l7BmZ4jARycjfxl0XuLw,三皇府酒楼,无障碍座位,是
ChIJGe7l7BmZ4jARycjfxl0XuLw,三皇府酒楼,可预约,是
ChIJJ4G-uBGZ4jARt2OV6-NKVfY,二老陈泉利,无障碍入口,否
ChIJJ4G-uBGZ4jARt2OV6-NKVfY,二老陈泉利,无障碍停车,否
ChIJJ4G-uBGZ4jARt2OV6-NKVfY,二老陈泉利,可预约,是
ChIJxbN5QiKZ4jARiNErde3xNTE,和成豐,无障碍入口,否
ChIJxbN5QiKZ4jARiNErde3xNTE,和成豐,无障碍停车,否
ChIJxbN5QiKZ4jARiNErde3xNTE,和成豐,可预约,是
ChIJV86kGiKZ4jARiztrBlcWYIs,泰興,无障碍入口,否
ChIJV86kGiKZ4jARiztrBlcWYIs,泰興,无障碍停车,否
ChIJuWWzCyKZ4jARwtOPCu-etAI,炳記菜館,可预约,是
ChIJw2ehxyGZ4jAR11ODeFQq_HA,笑笑酒樓,无障碍入口,是
ChIJw2ehxyGZ4jAR11ODeFQq_HA,笑笑酒樓,无障碍座位,是
ChIJw2ehxyGZ4jAR11ODeFQq_HA,笑笑酒樓,可预约,是
ChIJXY-etxaZ4jAR49bUvonbBaI,荣华酒楼,可预约,是
ChIJ10KYMCKZ4jARWAb6-yiaiYE,陳點心,无障碍入口,否
ChIJ10KYMCKZ4jARWAb6-yiaiYE,陳點心,无障碍停车,否
ChIJeSVexzyZ4jAR7IwPp0TJ6TU,Ayatana Charoen Krung,适合观看体育,否
ChIJeSVexzyZ4jAR7IwPp0TJ6TU,Ayatana Charoen Krung,有洗手间,是
ChIJeSVexzyZ4jAR7IwPp0TJ6TU,Ayatana Charoen Krung,户外座位,否
ChIJeSVexzyZ4jAR7IwPp0TJ6TU,Ayatana Charoen Krung,外带,是
ChIJeSVexzyZ4jAR7IwPp0TJ6TU,Ayatana Charoen Krung,堂食,是
ChIJeSVexzyZ4jAR7IwPp0TJ6TU,Ayatana Charoen Krung,供应咖啡,是
ChIJeSVexzyZ4jAR7IwPp0TJ6TU,Ayatana Charoen Krung,供应甜品,是
ChIJeSVexzyZ4jAR7IwPp0TJ6TU,Ayatana Charoen Krung,供应啤酒,否
ChIJeSVexzyZ4jAR7IwPp0TJ6TU,Ayatana Charoen Krung,供应鸡尾酒,否
ChIJeSVexzyZ4jAR7IwPp0TJ6TU,Ayatana Charoen Krung,供应葡萄酒,否
ChIJeSVexzyZ4jAR7IwPp0TJ6TU,Ayatana Charoen Krung,现场音乐,否
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,适合观看体育,否
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,有洗手间,是
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,户外座位,是
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,外带,是
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,配送,是
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,堂食,是
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,供应咖啡,是
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,供应甜品,是
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,供应啤酒,否
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,供应鸡尾酒,否
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,供应葡萄酒,否
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,现场音乐,否
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,无障碍座位,否
ChIJ9_nuUWyZ4jARQuuGZ160fPc,BEANS Coffee Roaster Songwat,适合团体,是
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,适合儿童,是
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,适合观看体育,否
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,有洗手间,是
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,户外座位,是
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,外带,是
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,堂食,是
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,供应早餐,是
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,供应早午餐,是
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,供应午餐,是
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,供应咖啡,是
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,供应甜品,是
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,供应啤酒,否
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,供应鸡尾酒,否
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,供应葡萄酒,否
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,现场音乐,否
ChIJIx_SRTiZ4jARjx7Hv9QMrmw,Bite and Bond,适合团体,是
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,适合观看体育,否
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,有洗手间,是
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,外带,是
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,配送,是
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,堂食,是
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,供应早午餐,是
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,供应咖啡,是
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,供应甜品,是
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,供应啤酒,是
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,供应素食,是
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,现场音乐,否
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,允许携带宠物,是
ChIJlaHpMpKZ4jARF6mlIwCPXgI,Craftsman Roastery at Old Town,适合团体,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,适合观看体育,否
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,有洗手间,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,户外座位,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,配送,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,堂食,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,供应早午餐,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,供应咖啡,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,供应甜品,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,供应啤酒,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,供应鸡尾酒,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,现场音乐,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,无障碍入口,否
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,无障碍停车,否
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,可预约,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,允许携带宠物,是
ChIJM8aSiw6Z4jAR4D1VRAr6kqs,JEDI Café & Bar,适合团体,是
ChIJHdQm8CKZ4jARSeplrVUwAtg,PAULETTE BKK,适合观看体育,否
ChIJHdQm8CKZ4jARSeplrVUwAtg,PAULETTE BKK,有洗手间,是
ChIJHdQm8CKZ4jARSeplrVUwAtg,PAULETTE BKK,户外座位,是
ChIJHdQm8CKZ4jARSeplrVUwAtg,PAULETTE BKK,外带,是
ChIJHdQm8CKZ4jARSeplrVUwAtg,PAULETTE BKK,配送,是
ChIJHdQm8CKZ4jARSeplrVUwAtg,PAULETTE BKK,堂食,是
ChIJHdQm8CKZ4jARSeplrVUwAtg,PAULETTE BKK,路边取餐,是
ChIJHdQm8CKZ4jARSeplrVUwAtg,PAULETTE BKK,供应咖啡,是
ChIJHdQm8CKZ4jARSeplrVUwAtg,PAULETTE BKK,供应甜品,是
ChIJHdQm8CKZ4jARSeplrVUwAtg,PAULETTE BKK,现场音乐,否
ChIJHdQm8CKZ4jARSeplrVUwAtg,PAULETTE BKK,可预约,是
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,适合儿童,是
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,适合观看体育,否
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,有洗手间,是
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,户外座位,是
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,外带,是
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,配送,是
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,堂食,是
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,路边取餐,否
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,供应早餐,否
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,供应早午餐,否
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,供应午餐,否
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,供应甜品,是
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,供应啤酒,否
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,供应鸡尾酒,否
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,供应葡萄酒,否
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,供应素食,否
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,现场音乐,否
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,无障碍入口,是
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,无障碍停车,是
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,无障碍座位,是
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,可预约,否
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,允许携带宠物,是
ChIJA5odpJGZ4jARVE5a7dk0NNU,ติ๋มนมสด ประตูผี TimNomSod,供应晚餐,是
ChIJn1V7zAWZ4jAR6jYIe2mEPVs,Make Me Mango Tha Tian,无障碍入口,否
ChIJn1V7zAWZ4jAR6jYIe2mEPVs,Make Me Mango Tha Tian,无障碍停车,否
ChIJn1V7zAWZ4jAR6jYIe2mEPVs,Make Me Mango Tha Tian,无障碍座位,否
ChIJJTRV01eZ4jARKgSTdyHmgXM,Namtaohuu Pu Pla (Pratu Phee),无障碍入口,否
ChIJJTRV01eZ4jARKgSTdyHmgXM,Namtaohuu Pu Pla (Pratu Phee),无障碍停车,否
ChIJJTRV01eZ4jARKgSTdyHmgXM,Namtaohuu Pu Pla (Pratu Phee),无障碍座位,否
ChIJJTRV01eZ4jARKgSTdyHmgXM,Namtaohuu Pu Pla (Pratu Phee),可预约,否
ChIJJTRV01eZ4jARKgSTdyHmgXM,Namtaohuu Pu Pla (Pratu Phee),无障碍洗手间,否
ChIJaSwJ-ROZ4jARdf-uaXhXerk,Sister Ni's Glazed Taro,无障碍入口,否
ChIJaSwJ-ROZ4jARdf-uaXhXerk,Sister Ni's Glazed Taro,无障碍停车,否
ChIJaSwJ-ROZ4jARdf-uaXhXerk,Sister Ni's Glazed Taro,无障碍座位,否
ChIJMf5R3fKZ4jAR2u3T8ESth9k,The Gingerbread House,无障碍入口,否
ChIJMf5R3fKZ4jAR2u3T8ESth9k,The Gingerbread House,无障碍停车,否
ChIJMf5R3fKZ4jAR2u3T8ESth9k,The Gingerbread House,无障碍座位,否
ChIJMf5R3fKZ4jAR2u3T8ESth9k,The Gingerbread House,可预约,是
ChIJ9T_9n6KZ4jARN7IQrBZfU4Q,YONG THONG MUAN,无障碍停车,否
ChIJ9T_9n6KZ4jARN7IQrBZfU4Q,YONG THONG MUAN,无障碍座位,否
ChIJGQFqrZmZ4jARwwHduPbYON0,บรรพชน Bun Bar Chon,无障碍入口,否
ChIJGQFqrZmZ4jARwwHduPbYON0,บรรพชน Bun Bar Chon,无障碍停车,否
ChIJa0NEkBGZ4jARK8fGc1AlX4k,ร้านลุงแดง,无障碍入口,否
ChIJa0NEkBGZ4jARK8fGc1AlX4k,ร้านลุงแดง,无障碍停车,否
ChIJwRAK_ROZ4jARWU9_PMXsGxc,清心丸,无障碍入口,否
