源行号,酒店ID,标准平台ID,原始平台名称,是否官网,URL链接,记录哈希,采集批次ID,源文件,源文件SHA256,酒店主键存在,平台映射状态,审计结果,问题说明
426,ChIJ_zP3fy-Z4jARWYaBArPXGAg,trip,Trip.com,否,https://us.trip.com/hotels/redirect?hotelid=703132&city=359&shoppingid=MAOaYYtaC33j&adult=2&children=0&ages=&checkin=2026-09-07&checkout=2026-09-08&curr=USD&Allianceid=15214&Sid=1209572&prid=LANG_US&trip_sub1=07_09_2026_1_mapresults_703132_US_desktop_default___0_0-LANG_US-landing&hpaopts=stand[H4sIAAAAAAAA_-Ny5WKSYBJi4mCUsuZo71k7ic1ir1QAxwzGOV-1djAyXWSM6T_0VSPG1uEhYxoIuDk6vGA81TRnM-MCFsaFrIeBcv2HPtpL8fg6-idGRpYkOhsbZykwahy5_-QKmwdjEJu5sZG5q1GUDBdziIeT4I_um5NCBU_ZSzGHBrsoPhGRPfn0vpRDEmtqnm5ocMY30S5GJg_GVYzsXMwGRkYCTJ8Y-ZHNjTe1nMTEaAgA7kI5q7QAAAA]fgt[1]&br=34.55&tf=5.19&display=exavg&locale=en_us&crn=1&roomid=1649100295&allianceid=15214&sid=1209572,c9ef0f2366b333127f753044bab2e82eed1ac439925b947dbaf934dbd9702d65,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
427,ChIJ_zP3fy-Z4jARWYaBArPXGAg,klook,klook,否,https://api.klktech.com/v1/meta/hotels/detail/423364/?hotelid=423364&check_in=2026-09-07&check_out=2026-09-08&aid=28539&campaignid=&adult_num=2&lead_time=4&child_num=0&childages=&room_num=1&google_site=mapresults&length_of_stay=1&partner_currency=USD&click_type=hotel&click_price_total=34.15&price_tax=5.13&price_fees=0.00&rate_key_redacted=1&user_country=US&click_currency=USD&_currency=USD&device=desktop&partner_hotelid=423364&language=en&audience_list=&verification=false&booking_source=cpc&isPromoted=0&utm_source=MSE&utm_medium=Google&utm_campaign=28539&utm_term=423364&utm_content=USD&isAdClick=0&prid=Foreign-Other&arrival_fees=0.000&lowest=true&mse_trace_id=NGZjMTQwZS1iM2JjNzM3LTE3ODg0MjE5NTAuZi5vOjE6MDoyOjA6MToyNDk6MjUwOlRX&mse_search_token=NGZjMTQwZS1iM2JjNzM3LTE3ODg0MjE5NTAuZi5vOjE6MDoyOjA6MToyNDk6MjUwOlRX&price_total=USD-34.150&price_type=Inbound-desktop&klc_l1=MSE&klc_l2=Google&age=,57abe1d3bb5b7d43e0a116f72e11fa83aa532cb99d1896714c78818f82c6fb4c,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
428,ChIJ_zP3fy-Z4jARWYaBArPXGAg,kayak,KAYAK.com,否,https://www.kayak.com/semi/ha/hotel_ads/14523/en.html?utm_source=google&utm_medium=cpc&utm_term=14523&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-09-07&co=2026-09-08&gs=mapresults&l=1&pc=USD&rid=&pdtax=5.19&pdtotal=34.55&rpid=&uc=US&ucuc=USD&d=desktop&lc=en&v=false&rrid=Q1RSSVBIT1RFTEVOSEM&k_pc=~Q1RSSVBIT1RFTEVOSEM&k_rt=&k_sid=uJEEWmVLXS&k_kct=1788423294&k_gct=1788424390&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=,f2df39bf57200d1bd1c6390220c7aafdca0cde4bf6eae6df532424a3c5618b03,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
429,ChIJ_zP3fy-Z4jARWYaBArPXGAg,vio,Vio.com,否,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-07%26checkOut%3D2026-09-08%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D1196734%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D34.55%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1196734%2526day%253D07%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D34.55%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DK5u0Vh6UYP5A4AKOChEI9xYQugIYzgEiA1VTRFIBMhIaFRUeqLwaC3BoenNLU2ttdHRvKAIwpbvk1AY,7719a20847c27968294e02e7872b124577f0826cb54484f954ff524e00365d95,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
430,ChIJ_zP3fy-Z4jARWYaBArPXGAg,bluepillow,Bluepillow.com,否,"https://www.bluepillow.com/search/6480863e1f174c2170a2099c?begin=2026-09-07&end=2026-09-08&block_id=-b,Ws8OhOPskPwC8Qg3GSpBtY_CUTm9-KTMbV6rzctbVhEwX7ydnJQYXILa5ndGgfC5,-bpctrip-Hotel&fees=5.19&tax=5.19&total=34.55&adults=2&childs=0&infants=0&childrens=0&country=US&currency=USD&language=en&source=mapresults&utm_campaign=hotel&prid=foreign",068de35424530cdd3ac67fbd77993afa09f72d39fe12feb0343d95e7a27523a5,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
431,ChIJ_zP3fy-Z4jARWYaBArPXGAg,momondo,momondo.com,否,https://www.momondo.com/semi/ha/hotel_ads/14523/en.html?utm_source=google&utm_medium=cpc&utm_term=14523&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-09-07&co=2026-09-08&gs=mapresults&l=1&pc=USD&rid=&pdtax=5.19&pdtotal=34.55&rpid=&uc=US&ucuc=USD&d=desktop&lc=en&v=false&rrid=Q1RSSVBIT1RFTEVOSEM&k_pc=~Q1RSSVBIT1RFTEVOSEM&k_rt=&k_sid=1IAkRAiyfZ&k_kct=1788423294&k_gct=1788423802&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=,3b8f3d9fabf3e7af5e14fde73f07a6bb7c1b0e1d8559002a15348d90de0ed208,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
432,ChIJ_zP3fy-Z4jARWYaBArPXGAg,agoda,Agoda,否,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay=07&CkInMonth=09&CkInYear=2026&CkOutDay=08&campaignid=&CkOutMonth=09&CkOutYear=2026&SearchDateType=default&NumberOfAdults=2&LT=4&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los=1&PartnerCurrency=THB&hid=10702&RoomID=&masterRoomId=3217540&PriceTotal=42.20&PriceTax=6.35&PriceFee=3.58&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=US_pull&audience_list=&mcid=27996&booking_source=cpc&adType=0&mpt=MEpONWJEM0VCVFI2eWVHaHJFNi9QaU5LQ05PajdYUnd4Yllnd2pCQnBIS2Uwa2szUlFKMW1ndnJVNWtBdG93M2Q1MER0cHFwdEt4RA&original_rr=US_pull&gaClickSrc=&clickType=hotel&lang=en&pkgId=,a26cd1a4142885c695ef593b26531ffe8779958290bd99638b4a6582a53c7424,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
433,ChIJ_zP3fy-Z4jARWYaBArPXGAg,evendo,Evendo,否,"https://evendo.com/stays/twin-towers-hotel/02371617?check_in=2026-09-07&check_out=2026-09-08&who=%5B%7B%22adults%22:2,%22children%22:%5B%5D%7D%5D&currency=USD&language=en&country=US&utm_source=google&utm_medium=googlehotels&utm_campaign=mapresults&pdtax=5.44&pdtotal=36.18&prid=",b15a0153e9edd416118338c482c922c106a406da1ad20c83d76da4abb2026552,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
434,ChIJ_zP3fy-Z4jARWYaBArPXGAg,expedia,Expedia.com,否,https://www.expedia.com/Hotel-Search?selected=525776&startDate=2026-09-07&endDate=2026-09-08&MDPCID=US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.525776.20260907.20260908.DDT.4.CID..AUDID..RRID.bex_us_desktop&mctc=10&ct=hotel&mpg=USD&mpf=47.50&mpj=7.91&mpr=4.47&mpl=USD&exp_pg=google&langid=en&ad=2&tp=&utm_source=google&utm_medium=cpc&utm_term=525776&utm_content=mapresults&utm_campaign=HotelAds&langid=1033&adults=2&children=&rrid=bex_us_desktop&rateplanid=2140428&mpm=24&mpn=419546&mpo=EC&mpp=1,d9229f6068f2921bed5516a9bedca81837c1d00469a730dfada4e30a269bef02,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
435,ChIJ_zP3fy-Z4jARWYaBArPXGAg,travelup,TravelUP,否,https://www.travelup.com/en-us/thailand/bangkok/twin-towers-hotel?prp=3835&cur=USD&lan=en&CI=2026-09-07&CO=2026-09-08&rm1_a=2&rm1_c=null&ref=google_en-us&utm_campaign=en-us&utm_content=/thailand/bangkok/twin-towers-hotel&utm_medium=metasearch_hotel&utm_source=google_en-us&utm_term=3835,b0266a138c6d420a3ce08f114285c8d2a4ad413f11e5c340c95bed10898c4cd4,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
436,ChIJ_zP3fy-Z4jARWYaBArPXGAg,hotels,Hotels.com,否,https://www.hotels.com/Hotel-Search?selected=525776&startDate=2026-09-07&endDate=2026-09-08&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.525776.20260907.20260908.DDT.4.CID..AUDID.&adults=2&children=&mctc=10&mpf=46.56&mpg=USD&mpl=USD&mpj=7.91&mpr=4.47&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd=GGMETA.525776USen-20260907-D-ABW=4-camp=-aud=-N&rateplanid=2140428&mpm=24&mpn=419546&mpo=EC&mpp=1&locale=en_US&siteid=300000001,b0efdea453e471afebc67af13c10e38d3d58ba470b68952c7ddbd777ef381841,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
437,ChIJ_zP3fy-Z4jARWYaBArPXGAg,stayforlong,Stayforlong.com,否,https://www.stayforlong.com/hotel-detail/22466?checkin=2026-09-07&checkout=2026-09-08&adults=2&metadevice=desktop&aid=gha&market=us&lang=en&total=42&query_type=pull&ch=0&adclick=free&defaultdate=true&googlesite=mapresults&p=d5f31db37e629924f98da415261725b8&rate_token=v2.z6a992b4600b478c9a5a4c5e33e837d43&source=meta,f129753c7ca6e9861bebe81b383c9b23e422af3eb43cec40f5d677889b4291e2,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
438,ChIJ_zP3fy-Z4jARWYaBArPXGAg,priceline,Priceline,否,https://www.priceline.com/r/?channel=meta&product=hotel&theme=Google-L&refid=PLGOOGLEMSS&refclickid=US_HP%7C3056505_mapresults_1%7C20260907%7Cdesktop%7Cdefaultdate|public|||4%7C2%7C0|0|EN&hotelid=3056505&checkin=20260907&checkout=20260908&rooms=1&cur=USD&POSCountryCode=US&taxDisplayMode=BP&cityID=3000040033&adults=2&land=L&metaid=BBAgeE73OBvc9V2hRDiJ017PdyjZoErJ3BQ8j3rIEcdLPNYMweU6rgY5RMEotPRJUohlXHRmEiGLT06j_-mh8A3Be8ImG9OtsYbLQsIddF2xIO2Tic_qzwcs5-Sv0xuYCsmMbzRFaFcNPWKJUK-_sdSPPITYOPD-xIIOjeiC036p5ArSvZ_4v8oSmKfO7zaa_sTQItTZKrFrOKc2AdmnZxj9nGFusx05xOEbDk7O5J558no8mj8t4svOm8v51bNIHqUYklTYMIL01vnb0NipRSPjPBNzNy-15po49Ymh_8qJLs8yKwZGDUAebnmtZS5148rc7e-pwW2Eg-24BTLh1vxvxmLYvSKuU2ic3ICnd1mepGlddA9c_P-zJ76zJO9c__5doMhX5HmDNAVKbEc-lNnAOowiFv6rU9eQRoTv0C5CBIsq3LFL5Cd2qH4c78Jq&dblcnt=true&hc=1&pdtax=9.54&pdf=5.77&pdt=63.47&locale=en-us&ad-src=&numChild=0&aid=&selAdults=2,f033033ae05cafd80fd48ca70bf6a771a0c64c8598b7674e44a732e2c71509bb,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
439,ChIJ_zP3fy-Z4jARWYaBArPXGAg,clicktrip,Clicktrip.com,否,https://clicktrip.com/hotels/details/TbgfjOkySXrNUE2V0KXGSeGfUbiJQPWpbsjWjdjPy2PzFh8vO5YW2-YN1w-WLHJ29gjuvTtO4Tdnq9tA-uRiVNt4YAFdVGo9GAFDUlP0Pm7uSqVLn1OgDdRhMMKrUhAL0?locale=en&currency=USD&pos=US&date_type=default&taf=sh-4YdYKZx55HcOF-ul0V6sVcGQGHL5sPpKwMxXG4AmwYnSJaMX7us4ew_V2EHpr0&verification=false&clk_src=&utm_source=gha&rate_rule_id=,23aa9df5d4e81c00b2fad7015761322719d7c456e68def65743dcdd1ffe7ca8b,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
440,ChIJ_zP3fy-Z4jARWYaBArPXGAg,ascend_travel,Ascend Travel,否,https://hotel.ascendtravel.com/partner/google?hotelId=267&checkin=07-09-2026&nights=1&checkout=08-09-2026&adult=2&children=0&currency=THB&device=desktop&lang=en&country=US&utm_campaign=google_hotel&utm_source=google_free_link&utm_medium=mapresults,bd1d54690736f2bf42faeffab56289535de459752b7e4977c0ce1a46812a4784,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
441,ChIJ_zP3fy-Z4jARWYaBArPXGAg,kiwi,Kiwi.com,否,https://hotels-tracker.kiwi.com/?sig=863672d43279b952b5170ed2c3497011c1cf2b4bb2c02e0599107fa8b3d0ad44333737&turl=https%3A%2F%2Fhotels.kiwi.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-07%26checkOut%3D2026-09-08%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dkiwi%26utm_medium%3Dcpc%26utm_referrer%3Dgha%26hotelId%3D1196734%26userCountry%3DUS%26profile%3DH9wkf23b1j%26preferredRate%3D49.59%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D1196734%2526day%253D07%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D49.59%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DGmPUDMQYMUxA4AKOChEIhSIQywIYjwIiA1VTRFIBMhIaFQPVmDwaC2hYZlRHczRpWnYwKAIw7tzk1AY,ff22d37ca5d82ca1a3da7e9ab01547302ba554a7bb627792f173a41ce21f2394,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
442,ChIJ_zP3fy-Z4jARWYaBArPXGAg,hutchgo,hutchgo (Hutchison Travel Limited),否,https://www.hutchgo.com/affiliate/r.aspx?region=CA&lang_id=1&product=RH&currency=USD&check_in=07/09/2026&check_out=08/09/2026&affiliate_id=210034&banner_id=860018&u_id=&room=2_0_0&searchtype=HOTEL-PROPERTY&code=1410899&tid=48a21b42-b5c1-4ea9-a216-ed06613bb30a,b06e057d9bf32031d4f16242e6ed1f29da51d37306d067da45b61d293718a02f,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
443,ChIJ_zP3fy-Z4jARWYaBArPXGAg,orbitz,Orbitz.com,否,https://www.orbitz.com/Hotel-Search?selected=525776&startDate=2026-09-07&endDate=2026-09-08&adults=2&children=&MDPCID=ORBITZ-US.META.HPA.ORGANIC-desktop.HOTEL&MDPDTL=htl.525776.20260907.20260908.DDT.4.CID..AUDID..mapresults&mpg=USD&mpf=47.50&mpj=7.91&mpr=4.47&mctc=10&rateplanid=2140428&mpm=24&mpn=419546&mpo=EC&mpp=1,397375398da5c739ca7ff842554569332d6eaceb3ccb1423e7c8ae6d8a149176,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
444,ChIJ_zP3fy-Z4jARWYaBArPXGAg,travelocity,Travelocity.com,否,https://www.travelocity.com/Hotel-Search?selected=525776&startDate=2026-09-07&endDate=2026-09-08&adults=2&children=&MDPCID=travelocity-US.META.HPA.ORGANIC.HOTEL&MDPDTL=HTL.525776.20260907.20260908.DDT.4.CID..AUDID..mapresults&mpg=USD&mpf=47.50&mpj=7.91&mpr=4.47&mctc=10&rateplanid=2140428&mpm=24&mpn=419546&mpo=EC&mpp=1,1c06bf10a60d0f9f35cba6fc7e5527e97fbc3011ca55ee80e5ba8f9be40096bf,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
445,ChIJ_zP3fy-Z4jARWYaBArPXGAg,edreams,eDreams,否,https://accommodation.edreams.net/Hotel-Search?selected=525776&startDate=2026-09-07&endDate=2026-09-08&adults=2&children=&mpf=48.11&cur=USD&mpj=7.91&MDPCID=eDreams-US.DPS.Edreams.MetaSearch-GHA.HOTEL&mpl=USD&numberOfRooms=1&locale=en_US&rffrid=h4p.hcom.US.ghaodigeo.000.000.kwrd=&pos=EDREAMS_US&rateplanid=2140428&mctc=10&utm_medium=metasearch&utm_campaign=130649&utm_term=hotel&utm_source=FREEBOOKING,4c69e6185ee892ce20736a57635faf7b2698fb4fd5368c6e52cc879ae7dc0b44,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
446,ChIJ_zP3fy-Z4jARWYaBArPXGAg,catchit,Catchit.com,否,https://www.catchit.com/tracking/A6-6524-HO-27678_0709202608092026_3400_1500_850_3700_31_payclick/hoteles/27678-0_x?atoken=n6c1ex997x998xax0x2zzzzzzzzzzzzzz&utoken=1%3A0%3A77778020%3A0%3Aea37a&chash=92fa6bb45ac60e69a5c6014d8d129740&odata=r4jrrqs06913jbv71zrk1gtz71m5c973kjvgprAtq4hfy29w07xys75lc9r5dhcvh010d1mlppmk0m7A4bcy6bd775rq6d8pzlh6nky&craw=MzEqKjEyNTg0MSoqMl8yMDBfMF8wXzBfMF8wKipTQSoqTyoqTioqZDViZmFiOWU3MDUyMWEwZjUyN2UwYWM3YTU4M2UxZmEqKlk=&fco=us&mcc=usd&utm_source=google_hotel&utm_medium=metabuscadores&utm_campaign=hoteles-afiliacion&hotelID=27678&hotel_campaign=,2b895a3d7ff13c762bb1906d3b2890f4d5c062672170fd3782946abe91d87f9c,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
447,ChIJ_zP3fy-Z4jARWYaBArPXGAg,cheaptickets,CheapTickets.com,否,https://www.cheaptickets.com/Hotel-Search?selected=525776&startDate=2026-09-07&endDate=2026-09-08&MDPCID=CHEAPTICKETS-US.META.HPA.ORGANIC-desktop.HOTEL&langid=1033&adults=2&children=&MDPDTL=htl.525776.20260907.20260908.DDT.4.CID..AUDID..mapresults&mpg=USD&mpf=47.50&mpj=7.91&mpr=4.47&mctc=10&rateplanid=2140428&rateplanid=2140428&mpm=24&mpn=419546&mpo=EC&mpp=1,0a58a835d323071959fd23ec20991cb1549e942d59b94368a606a540247262dd,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
448,ChIJ_zP3fy-Z4jARWYaBArPXGAg,tripening,Tripening Hotels,否,https://www.tripening.com/hotels/-/4661897-twin-towers-hotel?checkin-date=2026-09-07&checkout-date=2026-09-08&adults=2&currency=USD&lang=en&google-package-id=&rate-rule-id=&google-displayed-price=68.90&children=0&google-displayed-tax=0.00&google-displayed-currency=USD&utm_source=google_hotel_ads&utm_medium=free&utm_campaign=gha_property,a7c5571ab26bf471290a97bada0aedf422ac44a94ef4645edeb09f63f703ba04,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
449,ChIJ_zP3fy-Z4jARWYaBArPXGAg,asiayo,AsiaYo,否,https://asiayo.com/en-US/v/60805/?check_in_date=2026-09-07&check_out_date=2026-09-08&adult=2&currency=TWD&aff_id=269&utm_source=google_hotelads&utm_medium=cpc&utm_campaign=&click_source=freelinks,72c110ed9c2989ae15837795f5c15b1d9bc28d01eccf81152958f12e33cf3e3b,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
450,ChIJ_zP3fy-Z4jARWYaBArPXGAg,hotelscombined,Hotelscombined.com,否,https://www.hotelscombined.com/semi/ha/hotel_ads/14523/en.html?utm_source=google&utm_medium=cpc&utm_term=14523&adType=0&utm_content=mapresults&utm_campaign=HotelAds&ci=2026-09-07&co=2026-09-08&gs=mapresults&l=1&pc=USD&rid=&pdtax=9.46&pdtotal=62.95&rpid=&uc=US&ucuc=USD&d=desktop&lc=en&v=false&rrid=UFJJQ0VMSU5FQ09SRQ&k_pc=~UFJJQ0VMSU5FQ09SRQ&k_rt=&k_sid=1GAEI49FZj&k_kct=1788407258&k_gct=1788419640&g=2&r=1&ac=2&k_cc=us&dt=default&cmpid=&cmptrack=,b9ddb20e5450e20f07f69a514ac9210ecb5f7b372b1318b7a7499fd36327281e,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
