采集任务ID,酒店ID,酒店名称,热度等级,标准平台ID,平台名称,原始平台名称,是否官网,平台酒店ID,详情URL模板,入住日期,离店日期,间夜数,成人数,儿童数,房间数,币种,POS,语言,采集通道,采集优先级,刷新周期小时,模板口径状态,模板口径问题,任务状态,不可执行原因,生成批次ID,任务哈希
task_ea0f1bf5bc76ee14b0786a4d,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,booking,Booking.com,Booking.com,否,3264546,https://www.booking.com/searchresults.en.html?dest_id=3264546&highlighted_hotels=3264546&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=29.85&ext_price_tax=2.20&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788422522&edgtid=nlU7F-SKT-O2t_e-h8pp_w&efpc=mEuCqYS4KnY&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-3264546&utm_content=dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB&aid=2127489&label=metagha-link-MRUS-hotel-3264546_dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB,2026-09-06,2026-09-07,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,ea0f1bf5bc76ee14b0786a4d51c35709eacdd89515eb6eb92eaca41062e80773
task_d0cd132a110ed8a031bcc6f3,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,booking,Booking.com,Booking.com,否,3264546,https://www.booking.com/searchresults.en.html?dest_id=3264546&highlighted_hotels=3264546&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=29.85&ext_price_tax=2.20&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788422522&edgtid=nlU7F-SKT-O2t_e-h8pp_w&efpc=mEuCqYS4KnY&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-3264546&utm_content=dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB&aid=2127489&label=metagha-link-MRUS-hotel-3264546_dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB,2026-09-08,2026-09-09,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,d0cd132a110ed8a031bcc6f314b0582e2677ae885246172b436c525a21585c30
task_f64dd2999f86f5ca5e1b7870,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,booking,Booking.com,Booking.com,否,3264546,https://www.booking.com/searchresults.en.html?dest_id=3264546&highlighted_hotels=3264546&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=29.85&ext_price_tax=2.20&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788422522&edgtid=nlU7F-SKT-O2t_e-h8pp_w&efpc=mEuCqYS4KnY&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-3264546&utm_content=dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB&aid=2127489&label=metagha-link-MRUS-hotel-3264546_dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB,2026-09-12,2026-09-13,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,f64dd2999f86f5ca5e1b7870a750c6e1fc7538fee23a90863ebd35a6a37bff87
task_cb973ae90e0e0d9e7dd2c0e4,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,booking,Booking.com,Booking.com,否,3264546,https://www.booking.com/searchresults.en.html?dest_id=3264546&highlighted_hotels=3264546&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=29.85&ext_price_tax=2.20&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788422522&edgtid=nlU7F-SKT-O2t_e-h8pp_w&efpc=mEuCqYS4KnY&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-3264546&utm_content=dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB&aid=2127489&label=metagha-link-MRUS-hotel-3264546_dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB,2026-09-19,2026-09-20,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,cb973ae90e0e0d9e7dd2c0e4cc12f207b732b4023ab958a0360a990536fcbea5
task_67e1ef80e5c26fb947a7fd04,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,booking,Booking.com,Booking.com,否,3264546,https://www.booking.com/searchresults.en.html?dest_id=3264546&highlighted_hotels=3264546&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=29.85&ext_price_tax=2.20&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788422522&edgtid=nlU7F-SKT-O2t_e-h8pp_w&efpc=mEuCqYS4KnY&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-3264546&utm_content=dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB&aid=2127489&label=metagha-link-MRUS-hotel-3264546_dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB,2026-09-26,2026-09-27,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,67e1ef80e5c26fb947a7fd04ebd36616e9bdff53118c063c0d50d34e8a793686
task_34ca8096653db4b4eea3be56,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,booking,Booking.com,Booking.com,否,3264546,https://www.booking.com/searchresults.en.html?dest_id=3264546&highlighted_hotels=3264546&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=29.85&ext_price_tax=2.20&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788422522&edgtid=nlU7F-SKT-O2t_e-h8pp_w&efpc=mEuCqYS4KnY&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-3264546&utm_content=dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB&aid=2127489&label=metagha-link-MRUS-hotel-3264546_dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB,2026-10-05,2026-10-06,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,34ca8096653db4b4eea3be5601498676891992d0de83ad2f087302823fa2d2c2
task_ef1c6794ff84c1d1fd6a0864,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,booking,Booking.com,Booking.com,否,3264546,https://www.booking.com/searchresults.en.html?dest_id=3264546&highlighted_hotels=3264546&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=29.85&ext_price_tax=2.20&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788422522&edgtid=nlU7F-SKT-O2t_e-h8pp_w&efpc=mEuCqYS4KnY&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-3264546&utm_content=dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB&aid=2127489&label=metagha-link-MRUS-hotel-3264546_dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB,2026-10-20,2026-10-21,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,ef1c6794ff84c1d1fd6a086441867d25fe26662df36f75f62f540c364814983d
task_eea1bb1c0375c939469e9af6,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,booking,Booking.com,Booking.com,否,3264546,https://www.booking.com/searchresults.en.html?dest_id=3264546&highlighted_hotels=3264546&dest_type=hotel&checkin={checkin}&checkout={checkout}&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=29.85&ext_price_tax=2.20&xfc=THB&hca=m&group_children=0&req_children=0&no_rooms=1&ts=1788422522&edgtid=nlU7F-SKT-O2t_e-h8pp_w&efpc=mEuCqYS4KnY&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-3264546&utm_content=dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB&aid=2127489&label=metagha-link-MRUS-hotel-3264546_dev-desktop_los-1_bw-7_dow-Thursday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-ADHQIg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260910_ppt-GBdB,2026-11-04,2026-11-05,1,2,0,1,THB,TH,en,precision,first,6,待适配,"URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:aid,edgtid,efpc,label,ts,utm_campaign,utm_content,utm_medium,utm_source,utm_term",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,eea1bb1c0375c939469e9af666c031e43bf181e833697863680ee02fd82a2cdb
task_068ab038728265326310d466,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,trip,Trip.com,Trip.com,否,22085565,https://us.trip.com/hotels/redirect?hotelid=22085565&city=359&shoppingid=MtgvfD73LTk3&adult=2&children=0&ages=&checkin={checkin}&checkout={checkout}&curr=USD&Allianceid=15214&Sid=1209572&prid=LANG_US&trip_sub1=10_09_2026_1_mapresults_22085565_US_desktop_default___0_0-LANG_US-landing&hpaopts=stand[H4sIAAAAAAAA_-Ny42KSYBJi4mCUsuHYsfTTN1aL34IBHDMY9_4_zLWDkekio2ZM_6GvL-wdHjKmgcAxJ4cXjH--3rjLuICFcSErUE4jpl_aQYrHtyS9LM3F3NgnJNtYgVFjwqMnV9g8GIPYLJ2MzM2co2S4mEM8nAR_dN-cFCp4yl6KOTTYRfGJiOzJp_elHJJYU_N0Q4Mzfop2MTJ5MK5iZPjEyI9sYLyZySQmRkMA-9HHN64AAAA]fgt[1]&br=37.55&tf=5.64&display=exavg&locale=en_us&crn=1&roomid=1591513784&allianceid=15214&sid=1209572,2026-09-06,2026-09-07,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,068ab038728265326310d46648aac52b94b3c30de203f1c2d472e2a8d0b7738d
task_2d98ca1bd4fdb7683550506d,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,trip,Trip.com,Trip.com,否,22085565,https://us.trip.com/hotels/redirect?hotelid=22085565&city=359&shoppingid=MtgvfD73LTk3&adult=2&children=0&ages=&checkin={checkin}&checkout={checkout}&curr=USD&Allianceid=15214&Sid=1209572&prid=LANG_US&trip_sub1=10_09_2026_1_mapresults_22085565_US_desktop_default___0_0-LANG_US-landing&hpaopts=stand[H4sIAAAAAAAA_-Ny42KSYBJi4mCUsuHYsfTTN1aL34IBHDMY9_4_zLWDkekio2ZM_6GvL-wdHjKmgcAxJ4cXjH--3rjLuICFcSErUE4jpl_aQYrHtyS9LM3F3NgnJNtYgVFjwqMnV9g8GIPYLJ2MzM2co2S4mEM8nAR_dN-cFCp4yl6KOTTYRfGJiOzJp_elHJJYU_N0Q4Mzfop2MTJ5MK5iZPjEyI9sYLyZySQmRkMA-9HHN64AAAA]fgt[1]&br=37.55&tf=5.64&display=exavg&locale=en_us&crn=1&roomid=1591513784&allianceid=15214&sid=1209572,2026-09-08,2026-09-09,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,2d98ca1bd4fdb7683550506deb7f0886ae111852100b3b11e8ea5847b04f0214
task_a48a1ecbebd2ee897c1dceac,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,trip,Trip.com,Trip.com,否,22085565,https://us.trip.com/hotels/redirect?hotelid=22085565&city=359&shoppingid=MtgvfD73LTk3&adult=2&children=0&ages=&checkin={checkin}&checkout={checkout}&curr=USD&Allianceid=15214&Sid=1209572&prid=LANG_US&trip_sub1=10_09_2026_1_mapresults_22085565_US_desktop_default___0_0-LANG_US-landing&hpaopts=stand[H4sIAAAAAAAA_-Ny42KSYBJi4mCUsuHYsfTTN1aL34IBHDMY9_4_zLWDkekio2ZM_6GvL-wdHjKmgcAxJ4cXjH--3rjLuICFcSErUE4jpl_aQYrHtyS9LM3F3NgnJNtYgVFjwqMnV9g8GIPYLJ2MzM2co2S4mEM8nAR_dN-cFCp4yl6KOTTYRfGJiOzJp_elHJJYU_N0Q4Mzfop2MTJ5MK5iZPjEyI9sYLyZySQmRkMA-9HHN64AAAA]fgt[1]&br=37.55&tf=5.64&display=exavg&locale=en_us&crn=1&roomid=1591513784&allianceid=15214&sid=1209572,2026-09-12,2026-09-13,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,a48a1ecbebd2ee897c1dceac76c571aac6daf10bc51e234f3984d0439abb484b
task_c204c05e4cb5dbf349a805fd,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,trip,Trip.com,Trip.com,否,22085565,https://us.trip.com/hotels/redirect?hotelid=22085565&city=359&shoppingid=MtgvfD73LTk3&adult=2&children=0&ages=&checkin={checkin}&checkout={checkout}&curr=USD&Allianceid=15214&Sid=1209572&prid=LANG_US&trip_sub1=10_09_2026_1_mapresults_22085565_US_desktop_default___0_0-LANG_US-landing&hpaopts=stand[H4sIAAAAAAAA_-Ny42KSYBJi4mCUsuHYsfTTN1aL34IBHDMY9_4_zLWDkekio2ZM_6GvL-wdHjKmgcAxJ4cXjH--3rjLuICFcSErUE4jpl_aQYrHtyS9LM3F3NgnJNtYgVFjwqMnV9g8GIPYLJ2MzM2co2S4mEM8nAR_dN-cFCp4yl6KOTTYRfGJiOzJp_elHJJYU_N0Q4Mzfop2MTJ5MK5iZPjEyI9sYLyZySQmRkMA-9HHN64AAAA]fgt[1]&br=37.55&tf=5.64&display=exavg&locale=en_us&crn=1&roomid=1591513784&allianceid=15214&sid=1209572,2026-09-19,2026-09-20,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,c204c05e4cb5dbf349a805fd49229acc922b1ec89583d04661234085a0962bcd
task_adb84db12ad6ca4a3f10bbaf,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,trip,Trip.com,Trip.com,否,22085565,https://us.trip.com/hotels/redirect?hotelid=22085565&city=359&shoppingid=MtgvfD73LTk3&adult=2&children=0&ages=&checkin={checkin}&checkout={checkout}&curr=USD&Allianceid=15214&Sid=1209572&prid=LANG_US&trip_sub1=10_09_2026_1_mapresults_22085565_US_desktop_default___0_0-LANG_US-landing&hpaopts=stand[H4sIAAAAAAAA_-Ny42KSYBJi4mCUsuHYsfTTN1aL34IBHDMY9_4_zLWDkekio2ZM_6GvL-wdHjKmgcAxJ4cXjH--3rjLuICFcSErUE4jpl_aQYrHtyS9LM3F3NgnJNtYgVFjwqMnV9g8GIPYLJ2MzM2co2S4mEM8nAR_dN-cFCp4yl6KOTTYRfGJiOzJp_elHJJYU_N0Q4Mzfop2MTJ5MK5iZPjEyI9sYLyZySQmRkMA-9HHN64AAAA]fgt[1]&br=37.55&tf=5.64&display=exavg&locale=en_us&crn=1&roomid=1591513784&allianceid=15214&sid=1209572,2026-09-26,2026-09-27,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,adb84db12ad6ca4a3f10bbafc7d03bd166fb706d96563eef26b3590d168e73aa
task_d39be0ea08e8bf2ad62e189e,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,trip,Trip.com,Trip.com,否,22085565,https://us.trip.com/hotels/redirect?hotelid=22085565&city=359&shoppingid=MtgvfD73LTk3&adult=2&children=0&ages=&checkin={checkin}&checkout={checkout}&curr=USD&Allianceid=15214&Sid=1209572&prid=LANG_US&trip_sub1=10_09_2026_1_mapresults_22085565_US_desktop_default___0_0-LANG_US-landing&hpaopts=stand[H4sIAAAAAAAA_-Ny42KSYBJi4mCUsuHYsfTTN1aL34IBHDMY9_4_zLWDkekio2ZM_6GvL-wdHjKmgcAxJ4cXjH--3rjLuICFcSErUE4jpl_aQYrHtyS9LM3F3NgnJNtYgVFjwqMnV9g8GIPYLJ2MzM2co2S4mEM8nAR_dN-cFCp4yl6KOTTYRfGJiOzJp_elHJJYU_N0Q4Mzfop2MTJ5MK5iZPjEyI9sYLyZySQmRkMA-9HHN64AAAA]fgt[1]&br=37.55&tf=5.64&display=exavg&locale=en_us&crn=1&roomid=1591513784&allianceid=15214&sid=1209572,2026-10-05,2026-10-06,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,d39be0ea08e8bf2ad62e189e41dde08697207c16a8795c0b203af8ac7bf93e34
task_3748414122ef4ebc17d57973,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,trip,Trip.com,Trip.com,否,22085565,https://us.trip.com/hotels/redirect?hotelid=22085565&city=359&shoppingid=MtgvfD73LTk3&adult=2&children=0&ages=&checkin={checkin}&checkout={checkout}&curr=USD&Allianceid=15214&Sid=1209572&prid=LANG_US&trip_sub1=10_09_2026_1_mapresults_22085565_US_desktop_default___0_0-LANG_US-landing&hpaopts=stand[H4sIAAAAAAAA_-Ny42KSYBJi4mCUsuHYsfTTN1aL34IBHDMY9_4_zLWDkekio2ZM_6GvL-wdHjKmgcAxJ4cXjH--3rjLuICFcSErUE4jpl_aQYrHtyS9LM3F3NgnJNtYgVFjwqMnV9g8GIPYLJ2MzM2co2S4mEM8nAR_dN-cFCp4yl6KOTTYRfGJiOzJp_elHJJYU_N0Q4Mzfop2MTJ5MK5iZPjEyI9sYLyZySQmRkMA-9HHN64AAAA]fgt[1]&br=37.55&tf=5.64&display=exavg&locale=en_us&crn=1&roomid=1591513784&allianceid=15214&sid=1209572,2026-10-20,2026-10-21,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,3748414122ef4ebc17d5797333a02eccb72093a6fcbfba18528a67982a8dc42d
task_918adf11cd49538cf9ba9854,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,trip,Trip.com,Trip.com,否,22085565,https://us.trip.com/hotels/redirect?hotelid=22085565&city=359&shoppingid=MtgvfD73LTk3&adult=2&children=0&ages=&checkin={checkin}&checkout={checkout}&curr=USD&Allianceid=15214&Sid=1209572&prid=LANG_US&trip_sub1=10_09_2026_1_mapresults_22085565_US_desktop_default___0_0-LANG_US-landing&hpaopts=stand[H4sIAAAAAAAA_-Ny42KSYBJi4mCUsuHYsfTTN1aL34IBHDMY9_4_zLWDkekio2ZM_6GvL-wdHjKmgcAxJ4cXjH--3rjLuICFcSErUE4jpl_aQYrHtyS9LM3F3NgnJNtYgVFjwqMnV9g8GIPYLJ2MzM2co2S4mEM8nAR_dN-cFCp4yl6KOTTYRfGJiOzJp_elHJJYU_N0Q4Mzfop2MTJ5MK5iZPjEyI9sYLyZySQmRkMA-9HHN64AAAA]fgt[1]&br=37.55&tf=5.64&display=exavg&locale=en_us&crn=1&roomid=1591513784&allianceid=15214&sid=1209572,2026-11-04,2026-11-05,1,2,0,1,THB,TH,en,precision,first,6,待适配,URL模板缺少可规范化的POS参数；执行时将币种参数规范化为THB,待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,918adf11cd49538cf9ba9854069b7f007b48356f963fa19fb55197f7208e0d11
task_3a9b5f72daa6a78748c2b56e,ChIJC2p0yBSZ4jARHwDpLqMF-eA,Phranakorn Nornlen,S,vio,Vio.com,Vio.com,否,1694504,https://www.vio.com/Hotel/Search?checkIn={checkin}&checkOut={checkout}&currency=USD&forceCurrencyChange=1&lang=en&forceLanguageChange=1&rooms=2:&utm_source=gha&utm_medium=cpc&hotelId=1694504&userCountry=US&profile=r2d2m73kn8&preferredRate=22.55&deviceType=desktop&label=src%3Dgha&cltype=hotel&datype=default&gsite=mapresults&vf=0&ucountry=US&udevice=desktop&hotel=1694504&day=10&month=09&year=2026&los=1&price=22.55&currency=USD&cid=&listid=&rateid=US_D&closerateid=&promo=0&isPrivateRate=0&isAudienceUser=0&isPaidClick=0&cp=BaHdDelqZo0fMu-bChcI_A4QvwEYlAEiA1VTRCiAlOjUBlIBMhIaFQldd20aC1hfV1FWYlpCRGV3KAIwg7zk1AY,2026-09-06,2026-09-07,1,2,0,1,THB,TH,en,precision,first,6,通过,"执行时将币种参数规范化为THB；执行时将POS参数规范化为TH；存在易失参数，仅用于本次跳转，不作为身份稳定性依据:cid,label,preferredrate,utm_medium,utm_source",待补身份,平台身份卡尚未同时通过平台酒店ID、日期模板和可达性检查,20260904-093453-csv-761aec95,3a9b5f72daa6a78748c2b56ef6ecb9ed62b06a0c25afa612da8ca8bd19919668
