酒店ID,标准平台ID,原始平台名称,是否官网,采集通道,采集优先级,URL解析状态,房型采集状态,房型数量,售卖方案数量,结构核验状态,可达性核验状态,身份核验状态,机器质量等级,是否可进入比价,阻断原因,最近采集时间,采集批次ID,记录哈希
ChIJ5XEFa-uZ4jARrKVmBNZ6hH8,booking,Booking.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,db16e9f12e81547f94aa5c4fa62cfcd0ee328015f5e179c04a2300d4502710ae
ChIJ5XEFa-uZ4jARrKVmBNZ6hH8,tripadvisor,Tripadvisor.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e7bebf71beede99521f306b42e1ab445e8a226dbdcc440f541eaf5ee13b54f76
ChIJ5Z5q-tGZ4jAR2lZEDXE0b3Q,bluepillow,Bluepillow.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,322aabd462e67cd0123e4ec6b362bc16e35464f057d4afe848285f2d084cccb8
ChIJ5ff_MwCZ4jARVSpz4zr0uis,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,19bea288940c0064dfcb35c1ca921881f1d487ad3594cf9fbd72e2f4eedc7beb
ChIJ5ff_MwCZ4jARVSpz4zr0uis,cheaptickets,CheapTickets.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,74167678cfcee128d9f5d5d8705308223f46c1125eb3d4afca49c34d7f26de2c
ChIJ5ff_MwCZ4jARVSpz4zr0uis,edreams,eDreams,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,07d14a78825c7e6db26468de349cc9035a02bb1fd9715be0677fe293d6b11618
ChIJ5ff_MwCZ4jARVSpz4zr0uis,expedia,Expedia.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,d4c66c793c3c8ea5b3efcc2bb042fc847d77e7710a7893b2c97713c1cedc76f1
ChIJ5ff_MwCZ4jARVSpz4zr0uis,hotels,Hotels.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,b26f234dbf64e8dc0fc538cce1e32fb128b9f87f010fa400bd3ceb261ce1c74b
ChIJ5ff_MwCZ4jARVSpz4zr0uis,orbitz,Orbitz.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,ad2633792ef1cd669301f67337f5a0389a1d95f8491d1f564feaf5d287f0b7b2
ChIJ5ff_MwCZ4jARVSpz4zr0uis,travelocity,Travelocity.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,0ed58bba2b2f5b0e5d669288fce0779a8cd919d74ba053d5ab3a395475767905
ChIJ5xqZ9riZ4jARfSW_S4qkiFs,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,5f3064b30d19ed38dd0b23390de27ae55367ffd2778a8a0d4f20f9f2cf7c6174
ChIJ5xqZ9riZ4jARfSW_S4qkiFs,bluepillow,Bluepillow.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,29f4eed4fd91e3da07fb96a95b05b228901b363e2f70edb971049daba023d1e1
ChIJ5xqZ9riZ4jARfSW_S4qkiFs,booking,Booking.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,b94511c7f03851e7849123ff64972291c8dd8da99bad613f307ecca302c98519
ChIJ5xqZ9riZ4jARfSW_S4qkiFs,priceline,Priceline,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,f663b5c5c2584de4fd31efad1ea060622ab958d50deea81165926fe7e3e1a975
ChIJ5xqZ9riZ4jARfSW_S4qkiFs,wego,Wego,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,c39672e8d2eba979613916a1183cabfddf6330bd8d1ade557ecbcdf7b626ad14
ChIJ6-LqgxSZ4jAR-Qer9LuO1w8,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,2a7e224722349d03b3de8d8e0c2ddf9eb6d17732565ebd02e43438168986124d
ChIJ6-LqgxSZ4jARzN1GEmzcjJw,bluepillow,Bluepillow.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,a8f59ea9cfcbebb6e069c03572dd6daeefa7ad48f01151764999e5f21abbfaf4
ChIJ66l-JwCZ4jARR5Q_wgHwF70,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,d59d5df457118694b8ba15261913a8f62006de4f699b87ec6624deaabc08c8f1
ChIJ66l-JwCZ4jARR5Q_wgHwF70,booking,Booking.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,935f2559a257cb83b0d7d470f42906c837fbc1ffa44065feefb89ec4ab1404c8
ChIJ66l-JwCZ4jARR5Q_wgHwF70,cheaptickets,CheapTickets.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,974a0b136ae906226ec7172eba8ce328378718e0b3df564c81008dcf48cd3e91
ChIJ66l-JwCZ4jARR5Q_wgHwF70,easemytrip,EaseMyTrip.com,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e2530edecd2d253923d9c726a1ac3cdc185c9bc4f86ecf8a2c2cddcacbabf2a9
ChIJ66l-JwCZ4jARR5Q_wgHwF70,edreams,eDreams,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,2c7f75fca084bcbf49ac275b6d3b174f496817d631faa2a088db5bcfb081131a
ChIJ66l-JwCZ4jARR5Q_wgHwF70,expedia,Expedia.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,3334d11cfe0638696e8e244fe4a6591f8dd45ff26d8058d43146cf81af6d1a50
ChIJ66l-JwCZ4jARR5Q_wgHwF70,hotels,Hotels.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,fb79062c278371e1c92bd4a02b12f08331892b96f856014abfb9b24e021a67df
ChIJ66l-JwCZ4jARR5Q_wgHwF70,klook,klook,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,59502559eef92997b44026e10abbe0cfef8ecad5ccf60a3152b4a43760e83527
ChIJ66l-JwCZ4jARR5Q_wgHwF70,official_other,OneDeves,是,precision,official,待浏览器解析,尚未采集,0,0,待补齐,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,2d0cc375dc997745e811e20a0c41834e2c152ed9f25e6a1c0ec6c6269d3a83fb
ChIJ66l-JwCZ4jARR5Q_wgHwF70,orbitz,Orbitz.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,b26b49a8eec09dbc34cf7265c81632e91a7b3978ccbad05eecb503661a876ba3
ChIJ66l-JwCZ4jARR5Q_wgHwF70,priceline,Priceline,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,ad528bd4c32aab45754585488f437a663149da1cebdd6fb67df1625db2ab4381
ChIJ66l-JwCZ4jARR5Q_wgHwF70,travelocity,Travelocity.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,917a3d5fb7d3e8b6cd1183073f05e1c0d2af2b46e0fa79a3280539977bafbdb0
ChIJ66l-JwCZ4jARR5Q_wgHwF70,traveloka,Traveloka.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,5ae1da4f91edf6b45fe1003d0d81bbb571feaf4bc298b42e799458172d2b1259
ChIJ66l-JwCZ4jARR5Q_wgHwF70,trip,Trip.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,b701686582be26c375cfb78d5ce1ecf329bf5ed02fae57c25fdcf8381818e948
ChIJ69UzUM-e4jARwyvJBkeTbr0,agoda,Agoda,否,precision,first,跳转完成但详情层级待复核,页面未解析到房型,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-04T02:43:55-07:00,20260904-093453-csv-761aec95,0c1206d92812f1cebd30d0e06c87882619a64d5335bba551bf2f73bde1377769
ChIJ69UzUM-e4jARwyvJBkeTbr0,bluepillow,Bluepillow.com,否,probe,probe,末级详情URL已确认,页面未解析到房型,0,0,待补齐,已确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T18:36:39-07:00,20260904-093453-csv-761aec95,aef2cd5ade93c3e03d6c0e224b86fc1b2529532032f6c0360e3b1331486b290b
ChIJ69UzUM-e4jARwyvJBkeTbr0,booking,Booking.com,否,precision,first,末级详情URL已确认,页面未解析到房型,0,0,待补齐,已确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T20:59:49-07:00,20260904-093453-csv-761aec95,ba0f39dd511ec3c4c1ac7d787ef0a0e1f50d9cb94c89c3d5f2e31e827d8945f5
ChIJ69UzUM-e4jARwyvJBkeTbr0,clicktrip,Clicktrip.com,否,none,none,跳转完成但详情层级待复核,页面未解析到房型,0,0,待补齐,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T18:37:47-07:00,20260904-093453-csv-761aec95,3f315bd0f423d2782d86ecd656d33498138ae9a04b379bfa5047de6391d8c279
ChIJ69UzUM-e4jARwyvJBkeTbr0,closest_hotel,Closest Hotel,否,none,none,跳转完成但详情层级待复核,页面未解析到房型,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T18:27:11-07:00,20260904-093453-csv-761aec95,0ef2815f6bcd030932ef273e7d9a11a4ff245bfcb1d897f926e5395e708e098b
ChIJ69UzUM-e4jARwyvJBkeTbr0,easemytrip,EaseMyTrip.com,否,precision,second,跳转完成但详情层级待复核,页面未解析到房型,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T21:00:49-07:00,20260904-093453-csv-761aec95,6810e58292aea6f411c0cb4db0d4782fc2235ee6072f2c0c0df4c6f2b26821c0
ChIJ69UzUM-e4jARwyvJBkeTbr0,edreams,eDreams,否,none,none,跳转完成但详情层级待复核,页面未解析到房型,0,0,待补齐,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T18:37:35-07:00,20260904-093453-csv-761aec95,2fb65c5948ee0a0d9afa17de65921c58792f0427aaec4955f764f19a60e61bbf
ChIJ69UzUM-e4jARwyvJBkeTbr0,etrip,Etrip.net,否,none,none,末级详情URL已确认,页面未解析到房型,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,2026-09-03T18:39:46-07:00,20260904-093453-csv-761aec95,bbbf01c307e7101c82ac481b612c87ea8b5f16c83520c3dbb2cf381983e75198
ChIJ69UzUM-e4jARwyvJBkeTbr0,evendo,Evendo,否,none,none,需要登录或人工验证,需要登录或人工验证,0,0,通过,受限,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T18:35:45-07:00,20260904-093453-csv-761aec95,40b8481840d6feb3c6918bb7d554d620f79cc6aa64bf9d13ee8d324c2933c1a8
ChIJ69UzUM-e4jARwyvJBkeTbr0,hotels,Hotels.com,否,precision,first,跳转完成但详情层级待复核,页面未解析到房型,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T21:00:00-07:00,20260904-093453-csv-761aec95,0445dfed983b34a9ef6db9583efc2559536961b5bc3e103cda75a066f43c6d4f
ChIJ69UzUM-e4jARwyvJBkeTbr0,hutchgo,hutchgo (Hutchison Travel Limited),否,precision,second,跳转完成但详情层级待复核,页面未解析到房型,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T18:37:08-07:00,20260904-093453-csv-761aec95,118ee504778c8bfb181578fcc2b3dec1fb75cb3740334a1b7a0d01ec37c7ab3f
ChIJ69UzUM-e4jARwyvJBkeTbr0,klook,klook,否,precision,first,跳转完成但详情层级待复核,页面未解析到房型,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T20:58:08-07:00,20260904-093453-csv-761aec95,f200c383080ddd92cf5ec701e5eb57ed0a667781fca937b94ae54c6f7cff63f2
ChIJ69UzUM-e4jARwyvJBkeTbr0,momondo,momondo.com,否,none,none,跳转完成但详情层级待复核,页面未解析到房型,0,0,待补齐,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T18:37:59-07:00,20260904-093453-csv-761aec95,48dae92b75106147b6d9caa89295e6566ebcfd712be82256cd60fae4d39b681a
ChIJ69UzUM-e4jARwyvJBkeTbr0,muv,müv AI,否,none,none,末级详情URL已确认,页面未解析到房型,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,2026-09-03T18:39:09-07:00,20260904-093453-csv-761aec95,461b51b21032d14c8c1088d6d69994718392136ed6c791d3adb400795321a64e
ChIJ69UzUM-e4jARwyvJBkeTbr0,official_derbysoft,Amari Bangkok,是,precision,official,跳转完成但详情层级待复核,页面未解析到房型,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T18:25:43-07:00,20260904-093453-csv-761aec95,07491dd165f839758204b3773e09e35b64f6b42ba0c41294ad7371768fc8a866
ChIJ69UzUM-e4jARwyvJBkeTbr0,pilot,Pilot,否,none,none,末级详情URL已确认,页面未解析到房型,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,2026-09-03T18:38:37-07:00,20260904-093453-csv-761aec95,6605cdd5d9dcacda287e8b0b6eecadc80eb0387e3448fad62d5fe2450b3b0f9d
ChIJ69UzUM-e4jARwyvJBkeTbr0,qantas,Qantas Hotels,否,precision,second,末级详情URL已确认,页面未解析到房型,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,2026-09-03T18:35:38-07:00,20260904-093453-csv-761aec95,49beae8d9a9419bac9b03a024780d658ed5df4bc28bcde2b46f58e873a13fe49
ChIJ69UzUM-e4jARwyvJBkeTbr0,stayforlong,Stayforlong.com,否,precision,second,末级详情URL已确认,页面未解析到房型,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,2026-09-03T20:58:36-07:00,20260904-093453-csv-761aec95,22df7d6bff24f54b41b0deb988ec496ad4383f543e3c6e6f2208f1af4e9fc6a3
ChIJ69UzUM-e4jARwyvJBkeTbr0,tripening,Tripening Hotels,否,none,none,末级详情URL已确认,房型已采集但售卖方案未解析,13,0,通过,已确认,待核验,R,否,已知P0语义误采；平台专属规则修复前禁止升级,2026-09-03T18:38:08-07:00,20260904-093453-csv-761aec95,561f0a53504c2a992d9872772e2aad10e15c76e9111ed4b9c4e7247a8ad8a3c3
ChIJ69UzUM-e4jARwyvJBkeTbr0,vio,Vio.com,否,precision,first,末级详情URL已确认,采集成功,3,3,通过,已确认,待核验,T3,否,仅机器结构化采集通过；尚未完成T4人工复核,2026-09-04T02:58:45-07:00,20260904-093453-csv-761aec95,6f9135089fe9512c823b24cde9235e10f0c684de4559341f1bcabe49828a6b8e
ChIJ69UzUM-e4jARwyvJBkeTbr0,wego,Wego,否,probe,probe,跳转完成但详情层级待复核,页面未解析到房型,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,2026-09-03T18:27:19-07:00,20260904-093453-csv-761aec95,1b22654e66d096a7361cbbce54bd68f64221420ddc0d42ef8d8d87087e538b7d
ChIJ6WBn626Z4jARt9PtM_Csclo,bluepillow,Bluepillow.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,d54f42cee01935d032cd1549a709105601bcaeed60db36856de09804ffa23e53
ChIJ6WBn626Z4jARt9PtM_Csclo,wego,Wego,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,769fd048787bc8e41a16f3b267e64f0360b918fcc1ae22b4c21933388ace732e
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,17861a27a43080f8e378a102c2afc857c7faa5ff21ae58016e22c50704fa1f44
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,bluepillow,Bluepillow.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,992e25ea40fe3dc4b2fb82cdab5c3cd242a5011f3c81ef12c9bea12e95ad4174
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,booking,Booking.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,6ba3f91b764ca50c943324686087d8f614260dba41ba7f57d36364e2bc715b40
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,cheaptickets,CheapTickets.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,c76f12e84c3b4e4ac33985f69cbcff7c378bb0ac66c24163dd35303cca47bc4f
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,dealbase,dealbase.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,6a116fb9a910ac938ca3642d2eab8d3839cf7539ee9e5f0d508b3816062abdce
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,easemytrip,EaseMyTrip.com,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,aec83cf6ddbd3baf610d2a19ed76b2eda67ac748438eb90be40a2879694d64dd
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,edreams,eDreams,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,5fac3341bd78387a7b1b241f70f7c9ade99daaa8ed94ec602f8a508f89541da1
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,expedia,Expedia.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e3a0afe45e89f839b339d323574a988b6603c9e4e272f104a816c32e5c96893f
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,goseek,goseek.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,dc4cbb53728a44bdfdfde864616a1eab5de2aa0090b1a7154f917c89dcc9be36
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,hotels,Hotels.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,2501d88589251502dbe462eb267ef5d0828631306de6664e28b9d467a1870a89
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,hutchgo,hutchgo (Hutchison Travel Limited),否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,6995adc5b77171913852d0ac87e3fb28044bea75e54bd674c73523a0ec909e70
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,official_other,Baan Tuk Din Hotel,是,precision,official,待浏览器解析,尚未采集,0,0,待补齐,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,f731ab06578b354e0ff3355f72c124add8bfdff7aec352b17d77195649cb543a
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,orbitz,Orbitz.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,6e0fb4f15b6201a95b9e706d78b98b401341c18216aa22ae662ae371e85582b9
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,priceline,Priceline,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e7419e6077187f559ee6f5c03c5a8a3e39bd636a33fcc26cbbef63c502f49f83
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,qantas,Qantas Hotels,否,precision,second,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,0c4b845756720d83ef400ae4e24352d4f3935e2080031fc3b5ec75bb767b52fe
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,travelocity,Travelocity.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,86bc4070d888dc83e3dcaa7f23d765b495bf23f9df112b4fd4b5e6bbef0f87fc
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,traveloka,Traveloka.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,4d6c2995b5c3a008635a262f8b2074d1d765793a48cc830ac9cdf693331e99a1
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,trip,Trip.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,cd84cdc49e7f4b50206ef3839e5bff8da5eafc016329cb8b53b8440a8a86d633
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,tripening,Tripening Hotels,否,none,none,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,d3b40d7cd298fd17f162152d1c6ccd0135dee22bb645a2b2d1fa4e50421594ae
ChIJ6dak6lCZ4jARG4hlT0UB-WQ,vio,Vio.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,8396ce1ae27e6eafe6b2729a663ed380dbb4e61f1ddffd07bd1e96ad73a5b660
ChIJ6eU-TACZ4jARnfTiHPQe_Rs,cheaptickets,CheapTickets.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,1d09e4c27f9e0f6e47d1cfc1c7e9381481914adf2f5a584021590215af395865
ChIJ6eU-TACZ4jARnfTiHPQe_Rs,edreams,eDreams,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,a1132c893d0738c56609e1b7e93a9ee2e1a6b17d3c726e7a91ff80d0fc8390f0
ChIJ6eU-TACZ4jARnfTiHPQe_Rs,expedia,Expedia.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e1d43729958809384f35aa9ca8caf110b7772c6806b87205b02d52d27e238f77
ChIJ6eU-TACZ4jARnfTiHPQe_Rs,hotels,Hotels.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,1048099832ca08404d22cf1d6c9a45ff17e7156c0347a76542dbd5e3a5d2a41f
ChIJ6eU-TACZ4jARnfTiHPQe_Rs,official_other,"Roxx Social Hostel, Cafe & Bistro",是,precision,official,待浏览器解析,尚未采集,0,0,待补齐,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,8d61704f2a5ffe0736914669d7b06351173d6607136399cb71891107cc01de1b
ChIJ6eU-TACZ4jARnfTiHPQe_Rs,orbitz,Orbitz.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,ac91cbb27f3e4f945aaebf794459307ba0d0dc87127907362a3e51f8ae9c721d
