问题ID,图谱实体ID,目标实体类型,POI名称,行政区,小红书帖子ID,标题,作者,发布日期,URL,时间窗口,距离核查日天数,名称直接命中,名称弱锚点,名称弱锚点命中,分店或位置上下文命中,游客语境线索,本地日常线索,攻略清单风险,商家营销风险,经营状态风险,跨区行程上下文,异地同名风险,行政区冲突,空间冲突词,旧业务地域污染,疑似协同营销,近重复组ID,同作者多帖,正文字符数,机器分流状态,待审核原文上下文,正文SHA256
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,6aaaa135000000000b003380,"贵阳42家店从夯到拉实测,避雷!
#贵阳美食[话题]# #贵阳美食推荐[话题]#",芋圆吸吸吸,2026-09-16,https://www.xiaohongshu.com/explore/6aaaa135000000000b003380?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,1,否,毛辣果,否,否,是,是,是,否,否,否,否,否,,否,否,,否,136,排除_正文未直接命中名称,,79e8a609016e65ec430db7d59b1c4622b851503185e2dde4e34d644d6af1c471
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,6899fd1500000000050069e5,爽爽贵阳我们喜欢你(附老鼠人攻略),少点烦心柿,2025-08-11,https://www.xiaohongshu.com/explore/6899fd1500000000050069e5?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,402,是,毛辣果,是,是,是,否,是,否,否,否,否,否,,否,否,,否,977,待语义审核,"测32桌排队65分钟)本酸汤脑袋太爱了,牛肉嫩嫩的,好开胃,对面有家巧八角冰浆,打包火锅后吃即刻降温
* 民生街:4点半到达,人山人海,要用摩肩接踵来形容,打卡了蛋包洋芋、彩航现炸土豆片、王记香酥鸭...
* 一烙锅:离酒店不远,步行过去当晚饭,有点油,这家菜品基本上是熟的,环境一般,可以选择其他环境更好的

第二天:黔灵山公园青云市集毛辣果虾酸牛肉甲秀楼华珍烤肉、光头烤鸡
* 黔灵山公园:对不热衷于爬山的来说,路线一定要选择东门进南门出!路线:东门入-熊猫馆-动物园-寺庙-坐缆车下山-南门出,我愿称之为避开人流绝佳路线,能看到很多,我们7点半到达,9点半离开,对熊猫馆动物园兴趣缺缺就跳过了。(南门缆车下山未排队,看到南门缆车入口上山广播提示要排队2小时惊呆了...)
* 青云",0f001c3af2dad5c746963a6476969d3c2113afc94792e93793f3a19e44029508
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,6a7daa660000000022010c5d,别再乱跑!甲秀楼附近好吃的酸汤牛肉在这,小滚滚,2026-08-13,https://www.xiaohongshu.com/explore/6a7daa660000000022010c5d?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,35,否,毛辣果,是,是,是,是,是,否,否,否,否,否,,否,否,,否,256,待审核_别名或改名,"别再乱跑!甲秀楼附近好吃的酸汤牛肉在这
逛完甲秀楼肚子咕咕叫,吃点牛肉补充能量
旁边这家酸汤牛肉真的可以试试
锅底是毛辣果自然发酵的,是很纯粹的果酸,越煮香味越浓郁,汤泡饭我都愿意多吃两碗。
牛肉都是现场现切的,下锅涮几下就熟,肉质很嫩。沾上贵阳的糊辣椒蘸水,一口下去特别香。
店里本地人跟游客都挺多,位置就在甲秀楼边上,吃完饭直接就可以溜达溜达。
来贵阳玩",41af9715692a7f521235d39080a6400b405321e2331d237f6cdc3d69571a792f
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,6a769e910000000028033c53,贵阳胡子哥·酸汤牛肉,果冻,2026-08-08,https://www.xiaohongshu.com/explore/6a769e910000000028033c53?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,40,否,毛辣果,是,是,否,是,否,否,否,否,否,否,,否,否,,否,88,待审核_别名或改名,"贵阳胡子哥·酸汤牛肉
地址:南明区护国路42号(离甲秀楼很近)
贵阳本地人吃了13年的酸汤牛肉老店!

锅底|红酸汤/五谷发酵白酸汤
毛辣果自然发酵,酸香浓郁不呛口,上桌可以先喝汤,木姜子香气超正宗",f09b44e8a4b8b7f2a64447f5bd33134dc550b21a37ae6c368e283756ab146fac
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,684d5ca100000000120079b0,避雷!!毛辣果虾酸牛肉火锅实在是太不好吃了,我要吃火锅,2025-06-14,https://www.xiaohongshu.com/explore/684d5ca100000000120079b0?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,460,是,毛辣果,是,否,是,否,否,否,否,否,否,否,,否,否,,否,213,待审核_分店上下文不足,"避雷!!毛辣果虾酸牛肉火锅实在是太不好吃了
第一次来贵阳旅游啊,也是看的小红书推荐去打卡的,想着评论里说闻着臭吃着香,且我过去就剩我最后一桌,我寻思这么火热应该很好吃,结果!!
事与愿违,上来一锅大杂烩,依稀可以看出有肉丝和丢丢肥肠,尝了几筷子,入口就是微臭微酸,最难以忽视的就是咸,辣是没有觉得多辣,翻了翻底下的料,有很少的莴苣,全是萝卜丝,越尝越咸,最后把肉",e1b5b85709bd63340c8fedd93cccd7947c2eb52734de7b2d42bae40d1963db2f
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,68a6e15e000000001c031d8c,甲秀楼这家虾酸火锅香得简直不摆了!!,重庆金泰亨v,2025-08-21,https://www.xiaohongshu.com/explore/68a6e15e000000001c031d8c?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,392,否,毛辣果,否,是,是,是,否,否,否,是,否,否,,否,否,,否,243,排除_正文未直接命中名称,"甲秀楼这家虾酸火锅香得简直不摆了!!
家人们,落地第一顿就吃上好的了!
甲秀楼这家都匀兄弟酸汤虾酸直接拿捏我和朋友的胃[色色R][色色R][色色R]
虾酸牛肉好吃到跺脚!料超足,配菜也多,裹着汤汁一口封神!
素酸汤解腻绝了,还能无限续,喝到爽~
服务员小哥哥热情又能聊,体验感拉满!
而且交通超方便,吃完还能逛景区
#贵阳美食[话题]##虾酸[话题]#",ff18a285dd4271167073a706db30d3deae508b965d5bd5c2429b5ed4b7dbef4a
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,69045f55000000000301d815,"贵阳的喷水池真好看,下次不来了。",做人最重要是开心,2025-10-31,https://www.xiaohongshu.com/explore/69045f55000000000301d815?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,321,是,毛辣果,是,否,是,否,否,是,否,是,否,否,,否,否,,否,663,待审核_跨区行程上下文,"炸热乎乎吃得很满足 饼酥肉鲜
5社会牛肉粉•8分:
还行 汤属于原味鲜清汤那种
6小娴番茄鸡(8.5分):
酸甜咸口开胃,但里面大部分都是番茄,鸡肉较少
7玉珍酸笋火锅(5.5分):
味道还行,但性价比低,份量很迷你,一百多元一个人也吃不饱,肉很碎,倒锅后夹不起来。店里火锅煤气灶很热很热,风扇吹的都是热风,体验感很差
8毛辣果虾酸牛肉(9.5分):
晚8点取号,9点吃上。就是发酵的虾酱炒牛肉锅,咸香浓郁独特口味,一口爱上。建议单点虾酱牛肉锅就行,我们团购点的套餐,配的杂七杂八零食和汤吃不惯。
9贵厨 9.5分:排队1小时吃上,目前个人吃过牛肉火锅界里性价比最高的店。肉新鲜且份量大,酒酿汤圆、米饭、水果和多种蔬菜自助。
10济明螺蛳9分:麻辣鲜香,吃",a4fa6328907dab6f4e37e25dde40e054de16121f8317060821daeb579bbd5a3d
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,664b1f32000000001303e0b4,【毛辣果】虾酸牛肉,啊杨灬七七,2024-05-20,https://www.xiaohongshu.com/explore/664b1f32000000001303e0b4?xsec_token_redacted=1&xsec_source=pc_dots,24至36个月,850,是,毛辣果,是,否,是,否,是,否,否,否,否,否,,否,否,,否,389,待审核_分店上下文不足,"【毛辣果】虾酸牛肉
- 【毛辣果】虾酸牛肉一直早有耳闻,前段时间抽了个空去刷了一下,味道还是蛮不错的,闻着味儿就知道是正中的虾酸味儿。
整个门店不算大在路边上的二楼,装修风格算是古朴一些的,我们点的美团的套餐是128现在好像是138了,套餐里面有一份小锅的【虾酸牛肉】一份西红柿米皮还送了一份素酸汤。整体味型还是把控的比较不错的不过于咸酸,味道上也不会太呛人,属于中辣。
【芒果冰浆】我是在他家楼下买的味道一般不推荐,2-3人餐的小锅整体量不大里面配菜会多一些,2个人吃只能算刚刚好吧,人多建议还是点个大份的比较划算些。
虾酸,作为我们贵州的传统美食之一不管是外地游客还是本地朋友都还是值得前去尝尝的~
#必吃榜[话题]# #吃吃喝喝[话题",22897160645defb211337bd6092fd9755ba37b061fb7f23c12f7f7f498b8952c
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,680b0221000000001c028044,酸臭刺客!!贵阳两大虾酸牛肉该吃哪家???,momo（一天八顿五香嘴版）,2025-04-25,https://www.xiaohongshu.com/explore/680b0221000000001c028044?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,510,是,毛辣果,是,否,是,否,否,否,否,是,否,否,,否,否,,否,788,待审核_跨区行程上下文,"酸臭刺客!!贵阳两大虾酸牛肉该吃哪家???
说到贵州特色美食,又香又臭的虾酸必须出席!酸酸臭臭辣辣,爱的爱死恨的恨死。目前贵阳最火的两家,一家是毛辣果,一家是都匀兄弟,两家都经常要小排一下队。
我的标准:必须搭配素酸汤,解腻解咸解辣!

1毛辣果虾酸牛肉(p1 p2)
虾酸牛肉最爱的搭配是加肥肠,毛辣果套餐里肥肠是包含得有的,不需要另加,配菜是青菜莴笋豆干魔芋丝,不喜欢青菜莴笋的可以沟通一下更换(这点很好!)虾酸的口味对本人较淡的口味来说一般情况下咸淡、辣度都刚刚好(指可以下饭吃)偶尔过咸也可以找店家调整一下口味。
毛辣果的素酸汤不摆了喝一口真的超清爽,酸味刚刚好!我",24d396dafc004eef104a36a19aee57c562b562368cbe14afaee15a10c6cec961
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,6a2b52b7000000001603fed0,解锁新口味之虾酸牛肉,是我呀,2026-06-12,https://www.xiaohongshu.com/explore/6a2b52b7000000001603fed0?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,97,是,毛辣果,是,否,是,是,否,否,否,是,否,否,,否,否,,否,153,待审核_跨区行程上下文,"解锁新口味之虾酸牛肉
位置在护国路,毛辣果虾酸牛肉火锅,黔南特色。不知道本地人吃的多不多,外地游客还是慎选。
确实臭,没觉得好吃,也说不上难吃,我一个北方人吃着都咸。吃完是必须洗澡的程度,比螺蛳粉味道还大。好奇的可以来尝尝,也算是解锁新体验。[笑哭了R]
#贵阳美食[话题]# #毛辣果虾酸牛肉[话题]# #美食新体验[话题]#",911ca77a67309e71e8563d7bb0d6b3d37ed8425c7b3f76beedf6f5d9e21154e4
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,67ed3085000000001c001f81,"贵阳最爱的虾酸牛肉火锅,就是毛辣果",素✨,2025-04-02,https://www.xiaohongshu.com/explore/67ed3085000000001c001f81?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,533,是,毛辣果,是,否,否,是,否,否,否,是,否,否,,否,否,,否,744,待审核_跨区行程上下文,"贵阳最爱的虾酸牛肉火锅,就是毛辣果
一直想写它家,上周同学从北京回来,赶紧把吃饭地点选在了这里——毛辣果虾酸牛肉火锅(护国路店)。虾酸不酸,虾酸臭。贵阳的臭火锅当家必需是豆豉火锅、虾酸火锅、酸笋火锅,虽然虾酸和酸笋是外来户,一个源自独山,一个源自兴义,但是丝毫不影响它们刺激我的唾液分泌。而且这次又了解了它家的一个新规——可以加臭,简直对我的俘获又上升了一个等级。
这次8个人吃,所以菜品丰富一些,P1是大当家虾酸牛肉肥肠火锅(加臭),",f0f43e258d16b6101852add6a075820846c7db842dfd95a55f15955ed2a9a7b6
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,691532d70000000005002b53,第332弹:毛辣果虾酸牛肉(护国路),去冰少糖,2025-11-13,https://www.xiaohongshu.com/explore/691532d70000000005002b53?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,308,是,毛辣果,是,否,是,否,否,否,否,否,否,否,,否,否,,否,391,待审核_分店上下文不足,"第332弹:毛辣果虾酸牛肉(护国路)
俺的宝藏小店
两个人聊天强烈推荐1号桌!!
虽然位置略小
但随手一拍都特别出片
私密又方便!!!
来这么多次第一次发现这个位置还有个桌哈哈

他家玻璃装饰好像换过了
套餐也升级了
乍一眼看不多
但是吃不完哈哈哈哈
无敌很下饭
想尝试虾酸牛肉可以来试试

搭配的几个菜都很好吃
最惊艳的是图5锅巴脆
里面的哨子",cbadd7ea3a0fed362b7dbd7e7e3b2cc83bf0ccbb8474b5a8578081e4c6c535fd
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,68ca629e000000001203e8d4,贵阳虾酸牛肉|酸爽直冲天灵盖,小可儿,2025-09-17,https://www.xiaohongshu.com/explore/68ca629e000000001203e8d4?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,365,否,毛辣果,是,否,是,是,是,是,否,否,否,否,,否,否,,否,649,排除_正文未直接命中名称,,0a6f3fcee746065d96ce18ce3b443663f59305b5c539f79e6e6b26e87eddb9bd
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,6820a5c20000000021002552,敢问贵阳市是不是只有毛辣果一家虾酸牛肉?,一只噗通🐑,2025-05-11,https://www.xiaohongshu.com/explore/6820a5c20000000021002552?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,494,否,毛辣果,是,否,是,否,否,是,否,否,否,否,,否,否,,否,418,排除_正文未直接命中名称,,90cd77cb73685b32a0771310e548f426f7f4086d13caa0e4f716f1713a4045a2
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,600c1dbd000000000100a3fe,贵阳探店 护国路“毛辣果”超下饭虾酸牛肉,夏月,2021-01-23,https://www.xiaohongshu.com/explore/600c1dbd000000000100a3fe?xsec_token_redacted=1&xsec_source=pc_dots,超过36个月,2063,否,毛辣果,是,否,是,否,是,否,否,否,否,否,,否,否,,否,477,排除_时间窗口,,394e417cc9b0722f6ee52f7531af97cc840ad1f66058f2ac3056f3c4b27eed3e
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,5ebd662b000000000100369a,毛辣果|贵阳超级好吃的特色虾酸火锅小,我是喵陈（装修版）,2020-05-14,https://www.xiaohongshu.com/explore/5ebd662b000000000100369a?xsec_token_redacted=1&xsec_source=pc_dots,超过36个月,2317,是,毛辣果,是,否,否,否,否,否,否,否,否,否,,否,否,,否,403,排除_时间窗口,"毛辣果|贵阳超级好吃的特色虾酸火锅小
推荐|特色菜
店名:毛辣果虾酸牛肉火锅
地址:护国路50号 (指月街上来右转 水果摊左边)
人均:60+

『特色』这家是我会时不时去吃的小馆子,他们家「主打」牛肉虾酸火锅,是独山那边的特色,贵阳也有两三家,这家是我觉得最好吃哒!!也有酸汤火锅,值得一试。
『口味』虾酸的「味道」有点臭臭的,但是我觉得大部分贵州人都能接受,里面是牛肉,还有肥肠,配菜有豆腐萝",424a57675007708957af692f6dcdfff455dd88c230fd70a2d4260d64fc935585
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,67ca44a40000000006028149,"不要轻易打包虾酸火锅回家,不然会哭",木木享享,2025-03-07,https://www.xiaohongshu.com/explore/67ca44a40000000006028149?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,559,是,毛辣果,是,否,否,否,否,否,否,是,否,否,,否,否,,否,568,待审核_跨区行程上下文,"不要轻易打包虾酸火锅回家,不然会哭
#护国路毛辣果虾酸牛肉火锅[话题]#
上周六从荔波回来,去吃了声名在外的护国路毛辣果虾酸牛肉火锅。
我们不知道他家可以在大众点评上取号,到店才取的号,排了一个多小时的队(等待的间隙,去对面的巧八角买了两碗冰粥。开心果的有点腻,黄瓜的比较清新。边吃边等,时间总算没那么难捱)。
我们两个人团了一个138的双人餐。额外点了魔芋,他家的魔芋比较有嚼劲,",58ac12e84b157e1be94b0ea76b148d68413c392d85a6ac9575cf3611de064994
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,5fa2af510000000001004c86,"贵阳必吃【贵州特色虾酸火锅,爱到上头",夜猫子二,2020-11-04,https://www.xiaohongshu.com/explore/5fa2af510000000001004c86?xsec_token_redacted=1&xsec_source=pc_dots,超过36个月,2143,是,毛辣果,是,否,是,否,是,否,否,是,否,否,,否,否,,否,657,排除_时间窗口,"虾酸牛肉】就好,吃到后面都可以点其他配菜煮~
-
记得点碗【素酸汤】,清清爽爽,解辣解腻,喝起来特别舒服~
还有【锅巴】,可以单吃,酥酥脆脆的,爱不释口!还可以把虾酸牛肉放上面一起吃,又是不一样的口感!
【毛辣果米皮】【小土豆】都是常点菜!好吃~
一般下午饭点时间都会排队,下午想吃建议早点去~
-
| 店名:毛辣果 #毛辣果虾酸牛肉火锅(上护国路店)[地点]#
| 地址: #贵阳[地点]#护国路83号(二十一中斜对面)
| 人均消费:50
-
-
-
贵阳探店 | 贵阳旅行 | 贵阳美食
贵州旅行 | 美食探店 | 贵州特色
周末吃啥 | 探探网红店 | 当地必打卡
贵阳旅游攻略 | 本地小众美食",aff681f32c5ffa35d8c89c779465a107cdc952ba4655c14681855677ee000e1a
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,608bfebe00000000210396d8,贵阳探店|来自黔东南的“重”口味火锅,洋芋盖饭_,2021-04-30,https://www.xiaohongshu.com/explore/608bfebe00000000210396d8?xsec_token_redacted=1&xsec_source=pc_dots,超过36个月,1966,是,毛辣果,是,否,是,否,否,是,否,是,否,否,,否,否,,否,372,排除_时间窗口,"贵阳探店|来自黔东南的“重”口味火锅
在遍地都是美食的护国路,
有这样一家每天排长队的“重”口味火锅店,
他家就是 #毛辣果虾酸牛肉火锅(上护国路店)[地点]#
毛辣果在贵阳话里意为西红柿
而虾酸则是与螺狮粉不相上下的美味佳肴[偷笑R]
.
关于店铺位置:
贵阳市南明区护国路83号(二十一中斜对面)
.
关于打卡建议:
1绝配组合=虾酸+素酸汤
2他家有团购,团购更划算哦[赞R]
3牛肉肥肠虾酸锅底味道不是特别重,加起配菜吃起来麻辣鲜香,绝大部分人都能",d0b93809b15ec2ed6969832e7db0a92a76e820ed44284ddea2f729a7caa58a99
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,65a8ebf30000000028021db0,贵阳美食|毛辣果虾酸牛肉(护国路店),睡着一夏吧,2024-01-18,https://www.xiaohongshu.com/explore/65a8ebf30000000028021db0?xsec_token_redacted=1&xsec_source=pc_dots,24至36个月,973,是,毛辣果,是,否,否,否,否,否,否,是,否,否,,否,否,,否,128,待审核_跨区行程上下文,"贵阳美食|毛辣果虾酸牛肉(护国路店)
毛辣果大名鼎鼎,第一次吃黔南派的虾酸,个人觉得没有在黔东南凯里吃的好吃,不过还算不错啦。

这家店生意很好,工作日排队,虾酸牛肉味道不够突出、辣度不够,小土豆很香,米皮还可以,鱼有点偏甜了,建议多点酸味。

会展城新开了一家分店,离家不远,以后会去分店吃。",52a7a3439aae7e34f384ea4f55e0994aafb8404506c2f9aa57c2e0f9f0e2c9e8
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,6388ca49000000001c005f19,100样美味【7】吃了就爱上的虾酸牛肉火锅!,Cristina_Zz,2022-12-01,https://www.xiaohongshu.com/explore/6388ca49000000001c005f19?xsec_token_redacted=1&xsec_source=pc_dots,超过36个月,1386,否,毛辣果,是,否,否,否,否,否,否,否,否,否,,否,否,,否,278,排除_时间窗口,,d277d9c6d3b2fdc6b4122f44cd523770c869c8a4cb7cb0bc253ea68a96b53468
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,5e7f1e7b000000000100983b,【贵州必吃虾酸锅】闻起来臭吃起来停不下,- Ciel十十十,2020-03-28,https://www.xiaohongshu.com/explore/5e7f1e7b000000000100983b?xsec_token_redacted=1&xsec_source=pc_dots,超过36个月,2364,否,毛辣果,是,否,否,是,否,否,否,是,否,否,,否,否,,否,500,排除_时间窗口,,bc0062d4cc27c94fd41101dbcd3ba243c588cdfc74974ad7b0904ea1a1fd41fc
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,6a7c1df40000000033032bd9,58 毛辣果虾酸牛肉火锅,Eyernity,2026-08-12,https://www.xiaohongshu.com/explore/6a7c1df40000000033032bd9?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,36,是,毛辣果,是,否,否,否,否,否,否,否,否,否,,否,否,,否,7,待审核_分店上下文不足,"58 毛辣果虾酸牛肉火锅
南明区·护国路",eead362a648313843018090e08ca3656a9cf03d156f0c8c20b87bab0d1dff8fe
GYTRAVEL-HV-20260916-0008,food_53bbe12f-08cf-463c-85da-b5c3b5978159,FoodAndBeverage,毛辣果虾酸牛肉(甲秀楼店),南明区,66ff64ca000000001a02221e,来贵阳吃上虾酸牛肉肥肠锅辣!,小殊子,2024-10-04,https://www.xiaohongshu.com/explore/66ff64ca000000001a02221e?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,713,否,毛辣果,否,否,是,否,否,否,否,否,否,否,,否,否,,否,250,排除_正文未直接命中名称,,6b18af080a1079e881eed41f9a4b13660a1c1d291102f51f64c3a92e0de533ad
GYTRAVEL-HV-20260916-0009,food_5ed05f5c-2152-4a67-a714-f3e80775eef6,FoodAndBeverage,煮意现舂鲜货火锅(南浦路店),南明区,691095890000000004029ef2,贵阳南明河畔这家酸汤在我心中排第一!!!,泡泡鱼--,2025-11-09,https://www.xiaohongshu.com/explore/691095890000000004029ef2?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,312,是,煮意现,是,是,是,否,否,否,否,否,否,否,,否,否,,否,405,待语义审核,",油脂香混着酸汤特别搭
刺梨虾滑-手打虾滑里揉进刺梨果肉,很适合配酸汤
素菜推荐炸腐皮和当季野菜,腐皮炸得蓬松,吸汤一!野菜肉眼看得见的新鲜,鲜嫩清爽,还能免费续加!

服务员非常热情主动,一入座就耐心介绍锅底和菜品,而且主动帮我们下菜、涮肉,还会提醒火候和时间。这种贴心服务直接愉悦心情,体验感拉满,值得再来!!

:煮意现舂鲜货火锅(南浦路店)

#贵阳酸汤[话题]##味味熊探店[话题]#@味味熊小助手 #贵阳探店[话题]##贵阳美食[话题]##贵阳吃喝玩乐[话题]##贵阳旅游[话题]##贵阳现舂火锅[话题]##贵阳旅游[话题]# #煮意现舂鲜货火锅[话题]#",ad00e5788fce54dd2372e4052fc156d6e5c7aa40d004e149e07fcd27ff047b2d
GYTRAVEL-HV-20260916-0009,food_5ed05f5c-2152-4a67-a714-f3e80775eef6,FoodAndBeverage,煮意现舂鲜货火锅(南浦路店),南明区,694ce7bf000000002200a8dc,"煮意现舂鲜货火锅,吃一次就上瘾的傣味",顺心淇遇,2025-12-25,https://www.xiaohongshu.com/explore/694ce7bf000000002200a8dc?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,266,是,煮意现,是,是,是,是,是,否,否,否,否,否,,否,否,,否,789,待语义审核,"煮意现舂鲜货火锅,吃一次就上瘾的傣味
无意间打卡了南浦路这家现舂火锅,体验感直接拉满,吃完满脑子都是下次什么时候再来!
环境真的很让人舒服,走进去就是满满的雅致感,不是那种嘈杂的火锅店,木质元素搭配着淡淡的民族风装饰,不管是朋友小聚还是家人聚餐都很合适,坐着吃饭特别放松。
服务必须重点夸!店员全程都是笑眯眯的,态度特别好,有什么需求喊",66ee62309e2e3d002dc7946144f094af65fcd23a8393d7e5381a843114b2d69e
GYTRAVEL-HV-20260916-0009,food_5ed05f5c-2152-4a67-a714-f3e80775eef6,FoodAndBeverage,煮意现舂鲜货火锅(南浦路店),南明区,6911ee010000000007008289,在胡同里找到了火锅界的慈善家!,豌豆,2025-11-10,https://www.xiaohongshu.com/explore/6911ee010000000007008289?xsec_token_redacted=1&xsec_source=pc_dots,近24个月,311,是,煮意现,是,是,是,否,否,否,否,否,否,否,,否,否,,否,371,待语义审核,"还给你搭配了辣椒面、酸萝卜、脆哨三件套!虾滑也是能看得出来一颗颗完整的小料台 炸折耳根小零食和盐酸菜居然随便拿 本贵州人疯狂输出
他家的自制冰粉我真的连喝了三碗 (一点都不吹牛)解腻还可以冰,小料也巨多!最后抱着肚子出门 满脑子都是:老板是不是家里有矿啊??这么实在的店求求一直开下去吧!!
位置就在南明区南浦路17号(煮意现舂鲜货火锅)
#胡同美食[话题]# #现舂火锅[话题]# #贵州特色火锅[话题]##贵阳美食[话题]##贵阳火锅[话题]##贵州旅游[话题]##贵阳必打卡[话题]#",49160a0ceebfbbebedf9c2b9a0ee76c8daa82f9718b3c3cf0911ae0f30dd4e9a
