交通类型代码,交通类型中文,route_id,stop_id,最小stop_sequence,最大stop_sequence,经过行程数
3,公交车,1186,2035,13,13,2
3,公交车,1186,2036,14,14,2
3,公交车,1186,2685,53,53,2
3,公交车,1186,2686,54,54,2
3,公交车,1186,2687,56,56,2
3,公交车,1186,2690,52,52,2
3,公交车,1186,3213,23,23,2
3,公交车,1186,3214,22,22,2
3,公交车,1186,3215,21,21,2
3,公交车,1186,3217,17,17,2
3,公交车,1186,3226,16,16,2
3,公交车,1186,3229,18,18,2
3,公交车,1186,3417,60,60,2
3,公交车,1186,3418,62,62,2
3,公交车,1186,3419,63,63,2
3,公交车,1186,3420,64,64,2
3,公交车,1186,376,19,19,2
3,公交车,1186,4154,67,67,2
3,公交车,1186,4156,65,65,2
3,公交车,1186,4157,66,66,2
3,公交车,1186,4223,61,61,2
3,公交车,1186,4256,55,55,2
3,公交车,1186,4670,4,4,2
3,公交车,1186,4680,11,11,2
3,公交车,1186,5013,7,7,2
3,公交车,1186,5014,10,10,2
3,公交车,1186,5379,44,44,2
3,公交车,1186,5396,42,42,2
3,公交车,1187,12354,1,1,2
3,公交车,1187,1261,13,13,2
3,公交车,1187,1262,18,18,2
3,公交车,1187,1610,24,24,2
3,公交车,1187,1617,22,22,2
3,公交车,1187,1618,23,23,2
3,公交车,1187,1620,25,25,2
3,公交车,1187,1621,26,26,2
3,公交车,1187,1673,3,3,2
3,公交车,1187,1674,4,4,2
3,公交车,1187,1695,27,27,2
3,公交车,1187,1696,28,28,2
3,公交车,1187,1697,29,29,2
3,公交车,1187,1698,30,30,2
3,公交车,1187,1699,31,31,2
3,公交车,1187,1701,32,32,2
3,公交车,1187,1702,33,33,2
3,公交车,1187,1703,34,34,2
3,公交车,1187,1704,35,35,2
3,公交车,1187,1705,36,36,2
3,公交车,1187,1706,37,37,2
3,公交车,1187,1720,38,38,2
3,公交车,1187,2032,6,6,2
3,公交车,1187,2033,7,7,2
3,公交车,1187,2034,10,10,2
3,公交车,1187,2035,11,11,2
3,公交车,1187,2036,12,12,2
3,公交车,1187,2223,43,43,2
3,公交车,1187,2224,44,44,2
3,公交车,1187,2225,45,45,2
3,公交车,1187,2226,46,46,2
3,公交车,1187,2227,47,47,2
3,公交车,1187,2228,48,48,2
3,公交车,1187,2229,49,49,2
3,公交车,1187,2230,50,50,2
3,公交车,1187,2231,51,51,2
3,公交车,1187,2232,53,53,2
3,公交车,1187,2233,55,55,2
3,公交车,1187,2234,56,56,2
3,公交车,1187,2235,57,57,2
3,公交车,1187,2236,59,59,2
3,公交车,1187,2237,60,60,2
3,公交车,1187,2238,61,61,2
3,公交车,1187,2239,62,62,2
3,公交车,1187,2240,63,63,2
3,公交车,1187,2386,52,52,2
3,公交车,1187,3213,21,21,2
3,公交车,1187,3214,20,20,2
3,公交车,1187,3215,19,19,2
3,公交车,1187,3217,15,15,2
3,公交车,1187,3226,14,14,2
3,公交车,1187,3229,16,16,2
3,公交车,1187,3419,76,76,2
3,公交车,1187,3420,77,77,2
3,公交车,1187,3576,39,39,2
3,公交车,1187,3577,41,41,2
3,公交车,1187,366,64,64,2
3,公交车,1187,376,17,17,2
3,公交车,1187,382,42,42,2
3,公交车,1187,3893,66,66,2
3,公交车,1187,3894,69,69,2
3,公交车,1187,3895,72,72,2
3,公交车,1187,3896,74,74,2
3,公交车,1187,4154,80,80,2
3,公交车,1187,4156,78,78,2
3,公交车,1187,4157,79,79,2
3,公交车,1187,4186,67,67,2
3,公交车,1187,4187,68,68,2
3,公交车,1187,4188,70,70,2
3,公交车,1187,4192,75,75,2
3,公交车,1187,4225,65,65,2
3,公交车,1187,4227,73,73,2
3,公交车,1187,4257,58,58,2
3,公交车,1187,4670,2,2,2
3,公交车,1187,4680,9,9,2
3,公交车,1187,5013,5,5,2
3,公交车,1187,5014,8,8,2
3,公交车,1187,5332,54,54,2
3,公交车,1187,5401,40,40,2
3,公交车,1187,780,71,71,2
3,公交车,1188,12370,83,83,2
3,公交车,1188,1456,81,81,2
3,公交车,1188,1609,58,58,2
3,公交车,1188,1611,60,60,2
3,公交车,1188,1612,61,61,2
3,公交车,1188,1619,59,59,2
3,公交车,1188,1721,42,42,2
3,公交车,1188,1722,44,44,2
3,公交车,1188,1723,45,45,2
3,公交车,1188,1724,46,46,2
3,公交车,1188,1725,47,47,2
3,公交车,1188,1726,48,48,2
3,公交车,1188,1727,49,49,2
3,公交车,1188,1728,50,50,2
3,公交车,1188,1729,51,51,2
3,公交车,1188,1730,53,53,2
3,公交车,1188,1731,55,55,2
3,公交车,1188,1732,56,56,2
3,公交车,1188,1756,52,52,2
3,公交车,1188,1766,54,54,2
3,公交车,1188,2016,70,70,2
3,公交车,1188,2017,71,71,2
3,公交车,1188,2018,72,72,2
3,公交车,1188,2019,75,75,2
3,公交车,1188,2020,76,76,2
3,公交车,1188,2387,26,26,2
3,公交车,1188,2474,77,77,2
3,公交车,1188,2475,80,80,2
3,公交车,1188,2663,27,27,2
3,公交车,1188,2842,19,19,2
3,公交车,1188,3216,66,66,2
3,公交车,1188,3227,69,69,2
3,公交车,1188,3228,67,67,2
3,公交车,1188,3442,3,3,2
3,公交车,1188,3443,4,4,2
3,公交车,1188,3528,20,20,2
3,公交车,1188,3529,21,21,2
3,公交车,1188,3530,23,23,2
3,公交车,1188,3531,24,24,2
3,公交车,1188,3532,25,25,2
3,公交车,1188,3533,28,28,2
3,公交车,1188,3534,29,29,2
3,公交车,1188,3535,30,30,2
3,公交车,1188,3536,31,31,2
3,公交车,1188,3537,32,32,2
3,公交车,1188,3538,33,33,2
3,公交车,1188,3539,34,34,2
3,公交车,1188,3540,35,35,2
3,公交车,1188,3541,36,36,2
3,公交车,1188,3542,37,37,2
3,公交车,1188,3543,38,38,2
3,公交车,1188,3544,39,39,2
3,公交车,1188,3545,40,40,2
3,公交车,1188,3546,41,41,2
3,公交车,1188,381,22,22,2
3,公交车,1188,388,82,82,2
3,公交车,1188,3897,5,5,2
3,公交车,1188,3898,6,6,2
3,公交车,1188,3899,7,7,2
3,公交车,1188,3900,8,8,2
3,公交车,1188,3901,9,9,2
3,公交车,1188,3902,11,11,2
3,公交车,1188,3903,13,13,2
3,公交车,1188,3904,16,16,2
3,公交车,1188,3905,18,18,2
3,公交车,1188,400,43,43,2
3,公交车,1188,4155,2,2,2
3,公交车,1188,4206,12,12,2
3,公交车,1188,4228,14,14,2
3,公交车,1188,4229,17,17,2
3,公交车,1188,4230,15,15,2
3,公交车,1188,4231,57,57,2
3,公交车,1188,4263,62,62,2
3,公交车,1188,4266,63,63,2
3,公交车,1188,4270,64,64,2
3,公交车,1188,4271,65,65,2
3,公交车,1188,4446,78,78,2
3,公交车,1188,4672,79,79,2
3,公交车,1188,4676,68,68,2
3,公交车,1188,4677,73,73,2
3,公交车,1188,4678,74,74,2
3,公交车,1188,781,10,10,2
3,公交车,1188,9306,1,1,2
3,公交车,1189,1037,11,11,2
3,公交车,1189,11662,1,1,2
3,公交车,1189,2461,3,3,2
3,公交车,1189,2462,4,4,2
3,公交车,1189,2463,5,5,2
3,公交车,1189,2682,2,2,2
3,公交车,1189,2698,12,12,2
3,公交车,1189,2699,13,13,2
3,公交车,1189,2700,14,14,2
3,公交车,1189,2701,15,15,2
3,公交车,1189,2702,16,16,2
3,公交车,1189,2705,7,7,2
3,公交车,1189,2706,8,8,2
3,公交车,1189,2707,9,9,2
3,公交车,1189,2708,10,10,2
3,公交车,1189,2750,17,17,2
3,公交车,1189,2751,18,18,2
3,公交车,1189,2752,19,19,2
3,公交车,1189,2753,20,20,2
3,公交车,1189,2754,21,21,2
3,公交车,1189,2755,22,22,2
3,公交车,1189,3672,24,24,2
3,公交车,1189,3744,6,6,2
3,公交车,1189,4706,23,23,2
3,公交车,1189,4707,25,25,2
3,公交车,1189,4708,26,26,2
3,公交车,1190,1037,8,8,2
3,公交车,1190,2698,9,9,2
3,公交车,1190,2699,10,10,2
3,公交车,1190,2700,11,11,2
3,公交车,1190,2701,12,12,2
3,公交车,1190,2702,13,13,2
3,公交车,1190,2705,4,4,2
3,公交车,1190,2706,5,5,2
3,公交车,1190,2707,6,6,2
3,公交车,1190,2708,7,7,2
3,公交车,1190,2750,14,14,2
3,公交车,1190,2751,15,15,2
3,公交车,1190,2752,16,16,2
3,公交车,1190,2753,17,17,2
3,公交车,1190,2754,18,18,2
3,公交车,1190,2755,19,19,2
3,公交车,1190,3672,21,21,2
3,公交车,1190,4328,3,3,2
3,公交车,1190,4335,2,2,2
3,公交车,1190,4706,20,20,2
3,公交车,1190,4707,22,22,2
3,公交车,1190,4708,23,23,2
3,公交车,1190,7566,1,1,2
3,公交车,1191,11666,8,8,2
3,公交车,1191,1994,7,7,2
3,公交车,1191,2000,4,4,2
3,公交车,1191,3837,2,3,2
3,公交车,1191,404,6,6,2
3,公交车,1191,4285,5,5,2
3,公交车,1191,9748,1,1,2
3,公交车,1192,1013,1,1,2
3,公交车,1192,3793,2,2,2
3,公交车,1193,1995,25,25,2
3,公交车,1193,2152,3,3,2
3,公交车,1193,2153,6,6,2
3,公交车,1193,2154,8,8,2
3,公交车,1193,2155,9,9,2
3,公交车,1193,2156,10,10,2
3,公交车,1193,2157,12,12,2
3,公交车,1193,2158,13,13,2
3,公交车,1193,2159,14,14,2
3,公交车,1193,2423,1,1,2
3,公交车,1193,2424,2,2,2
3,公交车,1193,2625,16,16,2
3,公交车,1193,2626,18,18,2
3,公交车,1193,2627,19,19,2
3,公交车,1193,2628,20,20,2
3,公交车,1193,2629,21,21,2
3,公交车,1193,2721,26,26,2
3,公交车,1193,3441,27,27,2
3,公交车,1193,3790,22,22,2
3,公交车,1193,3791,23,23,2
3,公交车,1193,3792,24,24,2
3,公交车,1193,391,17,17,2
3,公交车,1193,3982,29,29,2
3,公交车,1193,3983,30,30,2
3,公交车,1193,4154,31,31,2
3,公交车,1193,4822,28,28,2
3,公交车,1193,502,4,4,2
3,公交车,1193,503,7,7,2
3,公交车,1193,5335,11,11,2
3,公交车,1193,621,5,5,2
3,公交车,1193,964,15,15,2
3,公交车,1194,2144,13,13,2
3,公交车,1194,2145,14,14,2
3,公交车,1194,2146,15,15,2
3,公交车,1194,2147,18,18,2
3,公交车,1194,2148,19,19,2
3,公交车,1194,2149,20,20,2
3,公交车,1194,2150,21,21,2
3,公交车,1194,2151,24,24,2
3,公交车,1194,2411,25,25,2
3,公交车,1194,2412,26,26,2
3,公交车,1194,2633,4,4,2
3,公交车,1194,2634,5,5,2
3,公交车,1194,2635,6,6,2
3,公交车,1194,2636,8,8,2
3,公交车,1194,2637,9,9,2
3,公交车,1194,2638,10,10,2
3,公交车,1194,2639,11,11,2
3,公交车,1194,2640,12,12,2
3,公交车,1194,3839,2,2,2
3,公交车,1194,4154,1,1,2
3,公交车,1194,504,22,22,2
3,公交车,1194,5195,17,17,2
3,公交车,1194,5377,7,7,2
3,公交车,1194,5475,3,3,2
3,公交车,1194,619,16,16,2
3,公交车,1194,620,23,23,2
3,公交车,1195,1270,10,10,2
3,公交车,1195,3161,3,3,2
3,公交车,1195,3162,4,4,2
3,公交车,1195,3163,5,5,2
3,公交车,1195,3164,6,6,2
3,公交车,1195,3165,7,7,2
3,公交车,1195,3166,8,8,2
3,公交车,1195,3167,9,9,2
3,公交车,1195,3168,11,11,2
3,公交车,1195,3169,12,12,2
3,公交车,1195,3839,2,2,2
3,公交车,1195,4154,1,1,2
3,公交车,1195,9636,13,13,2
3,公交车,1196,10088,7,7,2
3,公交车,1196,10091,8,8,2
3,公交车,1196,10093,6,6,2
3,公交车,1196,10096,5,5,2
3,公交车,1196,10099,4,4,2
3,公交车,1196,10102,3,3,2
3,公交车,1196,10107,2,2,2
3,公交车,1196,10109,1,1,2
3,公交车,1196,1995,31,31,2
3,公交车,1196,2153,12,12,2
3,公交车,1196,2154,14,14,2
3,公交车,1196,2155,15,15,2
3,公交车,1196,2156,16,16,2
3,公交车,1196,2157,18,18,2
3,公交车,1196,2158,19,19,2
3,公交车,1196,2159,20,20,2
3,公交车,1196,2625,22,22,2
3,公交车,1196,2626,24,24,2
3,公交车,1196,2627,25,25,2
3,公交车,1196,2628,26,26,2
3,公交车,1196,2629,27,27,2
3,公交车,1196,2721,32,32,2
3,公交车,1196,3441,33,33,2
3,公交车,1196,3790,28,28,2
3,公交车,1196,3791,29,29,2
3,公交车,1196,3792,30,30,2
3,公交车,1196,391,23,23,2
3,公交车,1196,3982,35,35,2
3,公交车,1196,3983,36,36,2
3,公交车,1196,4154,37,37,2
3,公交车,1196,4822,34,34,2
3,公交车,1196,503,13,13,2
3,公交车,1196,5335,17,17,2
3,公交车,1196,9549,11,11,2
3,公交车,1196,9552,10,10,2
3,公交车,1196,9555,9,9,2
3,公交车,1196,964,21,21,2
3,公交车,1197,10087,25,25,2
3,公交车,1197,10090,24,24,2
3,公交车,1197,10092,26,26,2
3,公交车,1197,10095,27,27,2
3,公交车,1197,10098,28,28,2
3,公交车,1197,10101,29,29,2
3,公交车,1197,10107,30,30,2
3,公交车,1197,10110,31,31,2
3,公交车,1197,2144,13,13,2
3,公交车,1197,2145,14,14,2
3,公交车,1197,2146,15,15,2
3,公交车,1197,2147,18,18,2
3,公交车,1197,2148,19,19,2
3,公交车,1197,2149,20,20,2
3,公交车,1197,2633,4,4,2
3,公交车,1197,2634,5,5,2
3,公交车,1197,2635,6,6,2
3,公交车,1197,2636,8,8,2
3,公交车,1197,2637,9,9,2
3,公交车,1197,2638,10,10,2
3,公交车,1197,2639,11,11,2
3,公交车,1197,2640,12,12,2
3,公交车,1197,3839,2,2,2
3,公交车,1197,4154,1,1,2
3,公交车,1197,5195,17,17,2
3,公交车,1197,5377,7,7,2
3,公交车,1197,5475,3,3,2
3,公交车,1197,619,16,16,2
3,公交车,1197,9548,21,21,2
3,公交车,1197,9551,22,22,2
3,公交车,1197,9554,23,23,2
3,公交车,1198,10282,1,1,2
3,公交车,1198,10283,2,2,2
3,公交车,1198,10297,3,3,2
3,公交车,1198,10298,4,4,2
3,公交车,1198,1305,5,5,2
3,公交车,1198,1306,6,6,2
3,公交车,1198,1307,7,7,2
3,公交车,1198,1308,8,8,2
3,公交车,1198,1309,9,9,2
3,公交车,1198,1310,10,10,2
3,公交车,1198,1311,11,11,2
3,公交车,1198,1312,12,12,2
3,公交车,1198,1313,13,13,2
3,公交车,1198,1314,14,14,2
3,公交车,1198,1315,15,15,2
3,公交车,1198,1316,16,16,2
3,公交车,1198,1588,20,20,2
3,公交车,1198,1986,18,18,2
3,公交车,1198,1987,19,19,2
3,公交车,1198,1988,21,21,2
3,公交车,1198,1989,22,22,2
3,公交车,1198,1990,23,23,2
3,公交车,1198,1991,25,25,2
3,公交车,1198,1992,26,26,2
3,公交车,1198,1993,27,27,2
3,公交车,1198,1995,28,28,2
3,公交车,1198,2721,29,29,2
3,公交车,1198,3441,30,30,2
3,公交车,1198,3982,32,32,2
3,公交车,1198,3983,33,33,2
3,公交车,1198,4154,34,34,2
3,公交车,1198,416,17,17,2
3,公交车,1198,4822,31,31,2
3,公交车,1198,4893,24,24,2
3,公交车,1199,10282,27,27,2
3,公交车,1199,10283,26,26,2
3,公交车,1199,10297,25,25,2
3,公交车,1199,10298,24,24,2
3,公交车,1199,1317,12,12,2
3,公交车,1199,1318,13,13,2
3,公交车,1199,1319,14,14,2
3,公交车,1199,1320,15,15,2
3,公交车,1199,1321,16,16,2
3,公交车,1199,1322,17,17,2
3,公交车,1199,1323,18,18,2
3,公交车,1199,1324,19,19,2
3,公交车,1199,1325,20,20,2
3,公交车,1199,1326,21,21,2
3,公交车,1199,1327,22,22,2
3,公交车,1199,1328,23,23,2
3,公交车,1199,1641,10,10,2
3,公交车,1199,2001,2,2,2
3,公交车,1199,2002,3,3,2
3,公交车,1199,2003,4,4,2
3,公交车,1199,2004,6,6,2
3,公交车,1199,2005,7,7,2
3,公交车,1199,2006,8,8,2
3,公交车,1199,2007,11,11,2
3,公交车,1199,4154,1,1,2
3,公交车,1199,4892,9,9,2
3,公交车,1199,5318,5,5,2
3,公交车,1200,12531,6,6,2
3,公交车,1200,12535,4,4,2
3,公交车,1200,12537,5,5,2
3,公交车,1200,3835,1,1,2
3,公交车,1200,3836,2,2,2
3,公交车,1200,3837,3,3,2
3,公交车,1201,12531,4,4,2
3,公交车,1201,12535,2,2,2
3,公交车,1201,12537,3,3,2
3,公交车,1201,4154,1,1,2
3,公交车,1202,1377,11,11,2
3,公交车,1202,1378,12,12,2
3,公交车,1202,1379,13,13,2
3,公交车,1202,1380,14,14,2
3,公交车,1202,1381,15,15,2
3,公交车,1202,1382,16,16,2
3,公交车,1202,1383,17,17,2
3,公交车,1202,1384,18,18,2
3,公交车,1202,13901,19,19,2
3,公交车,1202,3442,5,5,2
3,公交车,1202,3443,6,6,2
3,公交车,1202,4154,3,3,2
3,公交车,1202,4155,4,4,2
3,公交车,1202,4156,1,1,2
3,公交车,1202,4157,2,2,2
3,公交车,1202,4193,7,7,2
3,公交车,1202,4194,8,8,2
3,公交车,1202,4936,10,10,2
3,公交车,1202,5370,9,9,2
3,公交车,1203,2461,2,2,2
3,公交车,1203,2462,3,3,2
3,公交车,1203,2463,4,4,2
3,公交车,1203,2682,1,1,2
3,公交车,1203,3673,6,6,2
3,公交车,1203,3744,5,5,2
3,公交车,1203,3873,8,8,2
3,公交车,1203,3874,9,9,2
3,公交车,1203,3875,13,13,2
3,公交车,1203,4367,12,12,2
3,公交车,1203,4650,7,7,2
3,公交车,1203,4714,10,10,2
3,公交车,1203,4721,11,11,2
3,公交车,1204,1578,9,9,2
3,公交车,1204,3067,1,1,2
3,公交车,1204,3068,2,2,2
3,公交车,1204,3069,3,3,2
3,公交车,1204,3070,5,5,2
3,公交车,1204,368,7,7,2
3,公交车,1204,3793,10,10,2
3,公交车,1204,3794,11,11,2
3,公交车,1204,4049,6,6,2
3,公交车,1204,4050,8,8,2
3,公交车,1204,4817,4,4,2
3,公交车,1205,1641,10,10,2
3,公交车,1205,2001,2,2,2
3,公交车,1205,2002,3,3,2
3,公交车,1205,2003,4,4,2
3,公交车,1205,2004,6,6,2
3,公交车,1205,2005,7,7,2
3,公交车,1205,2006,8,8,2
3,公交车,1205,2007,11,11,2
3,公交车,1205,3775,15,15,2
3,公交车,1205,3849,12,12,2
3,公交车,1205,3850,13,13,2
3,公交车,1205,3851,14,14,2
3,公交车,1205,4154,1,1,2
3,公交车,1205,4892,9,9,2
3,公交车,1205,5318,5,5,2
3,公交车,1206,3025,1,1,2
3,公交车,1206,3026,2,2,2
3,公交车,1206,3027,3,3,2
3,公交车,1206,3028,5,5,2
3,公交车,1206,3029,6,6,2
3,公交车,1206,3030,8,8,2
3,公交车,1206,3031,9,9,2
3,公交车,1206,3300,31,31,2
3,公交车,1206,3301,32,32,2
3,公交车,1206,366,10,10,2
3,公交车,1206,3748,22,22,2
3,公交车,1206,3749,23,23,2
3,公交车,1206,3750,24,24,2
3,公交车,1206,3751,25,25,2
3,公交车,1206,3752,26,26,2
3,公交车,1206,3753,27,27,2
3,公交车,1206,3754,28,28,2
3,公交车,1206,3755,29,29,2
3,公交车,1206,3756,30,30,2
3,公交车,1206,3893,12,12,2
3,公交车,1206,3894,15,15,2
3,公交车,1206,3895,18,18,2
3,公交车,1206,3896,20,20,2
3,公交车,1206,4177,4,4,2
3,公交车,1206,4178,7,7,2
3,公交车,1206,4186,13,13,2
3,公交车,1206,4187,14,14,2
3,公交车,1206,4188,16,16,2
3,公交车,1206,4192,21,21,2
3,公交车,1206,4225,11,11,2
3,公交车,1206,4227,19,19,2
3,公交车,1206,780,17,17,2
3,公交车,1207,10867,12,12,2
3,公交车,1207,10877,13,13,2
3,公交车,1207,10879,14,14,2
3,公交车,1207,10885,15,15,2
3,公交车,1207,11949,1,1,2
3,公交车,1207,2630,6,6,2
3,公交车,1207,2631,7,7,2
3,公交车,1207,3818,3,3,2
3,公交车,1207,3819,4,4,2
3,公交车,1207,3820,5,5,2
3,公交车,1207,4998,8,8,2
3,公交车,1207,5000,9,9,2
3,公交车,1207,5002,10,10,2
3,公交车,1207,5004,11,11,2
3,公交车,1207,5188,2,2,2
3,公交车,1208,11306,27,27,2
3,公交车,1208,11319,25,25,2
3,公交车,1208,11322,24,24,2
3,公交车,1208,11324,23,23,2
3,公交车,1208,11325,22,22,2
3,公交车,1208,11328,21,21,2
3,公交车,1208,11331,20,20,2
3,公交车,1208,11333,19,19,2
3,公交车,1208,11335,18,18,2
3,公交车,1208,11949,1,1,2
3,公交车,1208,2556,8,8,2
3,公交车,1208,2557,9,9,2
3,公交车,1208,2558,10,10,2
3,公交车,1208,2559,11,11,2
3,公交车,1208,2560,12,12,2
3,公交车,1208,2561,13,13,2
3,公交车,1208,2562,14,14,2
3,公交车,1208,2563,15,15,2
3,公交车,1208,2564,16,16,2
3,公交车,1208,2565,17,17,2
3,公交车,1208,2567,26,26,2
3,公交车,1208,2630,6,6,2
3,公交车,1208,2631,7,7,2
3,公交车,1208,3818,3,3,2
3,公交车,1208,3819,4,4,2
3,公交车,1208,3820,5,5,2
3,公交车,1208,5188,2,2,2
3,公交车,1209,11949,1,1,2
3,公交车,1209,1811,9,9,2
3,公交车,1209,1812,10,10,2
3,公交车,1209,1813,11,11,2
3,公交车,1209,1814,13,13,2
3,公交车,1209,1815,15,15,2
3,公交车,1209,1816,16,16,2
3,公交车,1209,2079,4,4,2
3,公交车,1209,2080,5,5,2
3,公交车,1209,2081,6,6,2
3,公交车,1209,2082,7,7,2
3,公交车,1209,2304,31,31,2
3,公交车,1209,2305,34,34,2
3,公交车,1209,2306,35,35,2
3,公交车,1209,2307,36,36,2
3,公交车,1209,2308,38,38,2
3,公交车,1209,2309,39,39,2
3,公交车,1209,2310,40,40,2
3,公交车,1209,2311,41,41,2
3,公交车,1209,2312,42,42,2
3,公交车,1209,2313,43,43,2
3,公交车,1209,2314,44,44,2
3,公交车,1209,2315,45,45,2
3,公交车,1209,2316,46,46,2
3,公交车,1209,2376,32,32,2
3,公交车,1209,2703,2,2,2
3,公交车,1209,2704,3,3,2
3,公交车,1209,2944,18,18,2
3,公交车,1209,2945,19,19,2
3,公交车,1209,2946,20,20,2
3,公交车,1209,2947,21,21,2
3,公交车,1209,2948,22,22,2
3,公交车,1209,2949,23,23,2
3,公交车,1209,2950,24,24,2
3,公交车,1209,3326,17,17,2
3,公交车,1209,384,33,33,2
3,公交车,1209,3936,27,27,2
3,公交车,1209,3938,30,30,2
3,公交车,1209,3971,29,29,2
3,公交车,1209,3974,26,26,2
3,公交车,1209,402,14,14,2
3,公交车,1209,405,8,8,2
3,公交车,1209,4424,12,12,2
3,公交车,1209,4428,25,25,2
3,公交车,1209,4993,28,28,2
3,公交车,1209,5135,37,37,2
3,公交车,1209,9166,47,47,2
3,公交车,1210,1609,10,10,2
3,公交车,1210,1732,8,8,2
3,公交车,1210,3176,2,2,2
3,公交车,1210,3177,3,3,2
3,公交车,1210,3178,4,4,2
3,公交车,1210,3179,5,5,2
3,公交车,1210,3587,6,6,2
3,公交车,1210,375,1,1,2
3,公交车,1210,4231,9,9,2
3,公交车,1210,4292,7,7,2
3,公交车,1211,12326,37,37,2
3,公交车,1211,12327,36,36,2
3,公交车,1211,12328,35,35,2
3,公交车,1211,12329,34,34,2
3,公交车,1211,12330,38,38,2
3,公交车,1211,12331,39,39,2
3,公交车,1211,12332,40,40,2
3,公交车,1211,12334,42,42,2
3,公交车,1211,12335,41,41,2
3,公交车,1211,12336,33,33,2
3,公交车,1211,12337,32,32,2
3,公交车,1211,12338,31,31,2
3,公交车,1211,12339,30,30,2
3,公交车,1211,12340,29,29,2
3,公交车,1211,12342,28,28,2
3,公交车,1211,12365,1,1,2
3,公交车,1211,12454,19,19,2
3,公交车,1211,12456,20,20,2
3,公交车,1211,12459,21,21,2
3,公交车,1211,12461,22,22,2
3,公交车,1211,12463,23,23,2
3,公交车,1211,12465,25,25,2
3,公交车,1211,12466,27,27,2
3,公交车,1211,12467,26,26,2
3,公交车,1211,12468,24,24,2
3,公交车,1211,1456,2,2,2
3,公交车,1211,2023,6,6,2
3,公交车,1211,2478,8,8,2
3,公交车,1211,2480,9,9,2
3,公交车,1211,2481,10,10,2
3,公交车,1211,2482,11,11,2
3,公交车,1211,2483,12,12,2
3,公交车,1211,2484,13,13,2
3,公交车,1211,2485,14,14,2
3,公交车,1211,2486,15,15,2
3,公交车,1211,2487,16,16,2
3,公交车,1211,2488,17,17,2
3,公交车,1211,2489,18,18,2
3,公交车,1211,388,3,3,2
3,公交车,1211,4614,4,4,2
3,公交车,1211,4615,5,5,2
3,公交车,1211,493,7,7,2
3,公交车,1212,1513,9,9,2
3,公交车,1212,1514,10,10,2
3,公交车,1212,1515,11,11,2
3,公交车,1212,1516,12,12,2
3,公交车,1212,1517,13,13,2
3,公交车,1212,1518,14,14,2
3,公交车,1212,1519,15,15,2
3,公交车,1212,1520,16,16,2
3,公交车,1212,1521,17,17,2
3,公交车,1212,1522,19,19,2
3,公交车,1212,1523,20,20,2
3,公交车,1212,3469,18,18,2
3,公交车,1212,3696,1,1,2
3,公交车,1212,3697,2,2,2
3,公交车,1212,3698,3,3,2
3,公交车,1212,3699,4,4,2
3,公交车,1212,3700,5,5,2
3,公交车,1212,3701,6,6,2
3,公交车,1212,3702,7,7,2
3,公交车,1212,3703,8,8,2
3,公交车,1212,3853,22,22,2
3,公交车,1212,4651,29,29,2
3,公交车,1212,4687,21,21,2
3,公交车,1212,4688,24,24,2
3,公交车,1212,4689,25,25,2
3,公交车,1212,4690,26,26,2
3,公交车,1212,4716,23,23,2
3,公交车,1212,4722,28,28,2
3,公交车,1212,4726,27,27,2
3,公交车,1213,1940,36,36,2
3,公交车,1213,2303,1,1,2
3,公交车,1213,2304,2,2,2
3,公交车,1213,2305,5,5,2
3,公交车,1213,2306,6,6,2
3,公交车,1213,2307,7,7,2
3,公交车,1213,2308,9,9,2
3,公交车,1213,2309,10,10,2
3,公交车,1213,2310,11,11,2
3,公交车,1213,2311,12,12,2
3,公交车,1213,2312,13,13,2
3,公交车,1213,2313,14,14,2
3,公交车,1213,2314,15,15,2
3,公交车,1213,2315,16,16,2
3,公交车,1213,2316,17,17,2
3,公交车,1213,2318,18,18,2
3,公交车,1213,2319,20,20,2
3,公交车,1213,2320,21,21,2
3,公交车,1213,2376,3,3,2
3,公交车,1213,2377,22,22,2
3,公交车,1213,2378,23,23,2
3,公交车,1213,384,4,4,2
3,公交车,1213,386,30,30,2
3,公交车,1213,4392,24,24,2
3,公交车,1213,4393,25,25,2
3,公交车,1213,4394,26,26,2
3,公交车,1213,4395,27,27,2
3,公交车,1213,4396,28,28,2
3,公交车,1213,4397,29,29,2
3,公交车,1213,4398,31,31,2
3,公交车,1213,4399,32,32,2
3,公交车,1213,4400,33,33,2
3,公交车,1213,4401,34,34,2
3,公交车,1213,5135,8,8,2
3,公交车,1213,5247,35,35,2
3,公交车,1213,5341,37,37,2
3,公交车,1213,9140,19,19,2
3,公交车,1214,3442,3,3,2
3,公交车,1214,3443,4,4,2
3,公交车,1214,4154,1,1,2
3,公交车,1214,4155,2,2,2
3,公交车,1214,912,5,5,2
3,公交车,1214,913,6,6,2
3,公交车,1215,3442,2,2,2
3,公交车,1215,3443,3,3,2
3,公交车,1215,4155,1,1,2
3,公交车,1215,4184,6,6,2
3,公交车,1215,843,7,7,2
3,公交车,1215,844,8,8,2
3,公交车,1215,845,9,9,2
3,公交车,1215,846,10,10,2
3,公交车,1215,847,11,11,2
3,公交车,1215,876,12,12,2
3,公交车,1215,877,13,13,2
3,公交车,1215,910,4,4,2
3,公交车,1215,911,5,5,2
3,公交车,1216,12581,20,20,2
3,公交车,1216,1591,7,7,2
3,公交车,1216,1592,8,8,2
