酒店ID,详情URL,失败原因,尝试次数,时间
133036863,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=133036863&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 05:59:30
1306258,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1306258&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 05:59:37
23513875,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=23513875&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 05:59:44
702288,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702288&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 05:59:52
7295728,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=7295728&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 05:59:58
118879141,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=118879141&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:00:07
117149724,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=117149724&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:00:15
127417119,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=127417119&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:00:30
702533,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702533&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:07:37
13998953,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=13998953&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:07:45
86224380,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=86224380&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:07:55
996735,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996735&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:08:01
703041,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=703041&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:08:07
701445,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701445&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:23:42
133326968,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=133326968&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:23:51
112950210,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=112950210&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:24:01
996352,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996352&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:24:07
86087437,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=86087437&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:24:16
701901,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701901&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 06:39:48
4123564,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=4123564&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:08:44
702125,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702125&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:08:52
996725,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996725&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:09:02
8147849,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=8147849&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:09:09
1708512,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1708512&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:09:16
14968718,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=14968718&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:24:49
44127673,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=44127673&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:24:59
91723108,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=91723108&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:25:06
996716,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996716&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:25:38
702114,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702114&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:25:45
129179707,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=129179707&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:25:53
81067775,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=81067775&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:26:01
13660499,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=13660499&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:26:09
7303749,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=7303749&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:41:43
132461702,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=132461702&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:41:51
701990,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701990&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:42:00
703036,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=703036&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:42:07
996754,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996754&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:42:15
82085191,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=82085191&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:42:24
700739,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=700739&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 07:57:59
90957672,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=90957672&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:26:06
24738513,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=24738513&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:26:15
3003104,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=3003104&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:26:24
4661916,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=4661916&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:26:31
7703208,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=7703208&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:42:06
702901,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702901&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:42:12
703053,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=703053&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:42:18
120171671,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120171671&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:42:25
25657104,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=25657104&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:42:33
12143984,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12143984&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:42:40
700748,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=700748&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:58:15
996700,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996700&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:58:24
702297,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702297&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:58:32
1721184,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1721184&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:58:40
1549991,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1549991&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:58:49
107850091,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=107850091&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 08:58:58
96528078,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=96528078&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 09:10:43
101005795,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=101005795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 09:10:51
711098,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=711098&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 09:11:00
1703230,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1703230&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 09:11:09
996638,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996638&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 09:44:09
78191292,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=78191292&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 09:44:18
24218148,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=24218148&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 09:44:28
89775157,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=89775157&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:00:00
701933,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701933&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:00:06
3930490,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=3930490&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:00:13
8379299,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=8379299&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:00:23
701106,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701106&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:00:31
1497043,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1497043&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:11:35
703108,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=703108&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:11:42
996661,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996661&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:11:52
1508346,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1508346&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:11:58
104572299,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=104572299&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:12:07
702910,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702910&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:12:15
996769,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996769&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:27:48
702782,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702782&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:27:55
9669896,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=9669896&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:28:04
7281575,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=7281575&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:28:13
86185640,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=86185640&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:36:25
700734,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=700734&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 10:36:34
2326889,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=2326889&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:09:02
