行政区,POI业务类型,POI名称,POI细分类型,外文/地图名,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
曼谷,购物商业,FOUNDbkk,商场市场与夜市街区,FOUNDbkk,Bangkhunnon 区,购物/夜市/伴手礼,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/6a7aaef300000000220309ce?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：曼谷探店｜新隐藏🧳废弃大楼变身文青聚落✨
正文：曼谷真有挖不完隐藏！
这次发现一个超有特色的社区空间 FOUNDbkk，
就在 MRT Bangkhunnon 附近🚈
.
原本是废弃大楼，经过当地设计师和创意人改造后💪，摇身一变成为 Charun 区最潮的人文聚落！整栋一共集合 7 间特色店铺，每间都超有个性～
:
来逛逛有哪些亮点👇
.
🌟By Myself Handcrafted｜
皮革工坊，可以亲手体验皮革工艺的魅力，还能客制化刻字，送礼超有心
.
🌟Korapin Studio｜
香氛与家居设计工作室，氛围像朋友家一样温暖舒服
.
🌟Table Talk Café｜
特色咖啡厅，结合设计感跟社区氛围，超适合坐下来慢活一下午
.
🌟LooP64｜
材料工作室，提供艺术、工艺课程，喜欢手作的你一定会爱
.
🌟Wanas Workspace｜
共享空间，结合 food styling 跟创意工作坊
.
🌟Palarb｜
家居摆设选物店，满满生活美学，随便拍都好看
.
🌟Sun Moto & Film Station Lab｜
餐厅＋底片冲晒工作室，饮食跟摄影文化一次满足！
.
这里不是普通逛街或泡咖啡厅，而是一个真正的 community hub🤩 可以吃美食、逛设计、参加 workshop，还能感受老建筑重新活过来的生命力！
.
手工商品每一件都有自己的故事，店内氛围温暖又充满创意灵感，而且不分男女都能找到喜欢的东西～
.
🚇交通：MRT Bangkhunnon (Exit 3) 出站右转
.
#曼谷景点[话题]# #曼谷文青[话题]# #曼谷自由行[话题]# #FOUNDbkk[话题]# #泰国手作[话题]# #曼谷社区空间[话题]##曼谷新景点[话题]# #曼谷文青地图[话题]# #泰国旅游[话题]# #曼谷咖啡厅[话题]# #曼谷探店[话题]# #曼谷自由行[话题]# #隐藏版景点[话题]# #老城区散步[话题]# #100家探店计划[话题]# #CafeHoppingBKK[话题]#
#小红书冲浪新发现[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,Gaysorn Amarin,商场与购物中心,gaysorn amarin,巴吞旺区,购物/餐饮/休闲,0,既有全量候选,https://www.xiaohongshu.com/explore/6a81d1a200000000220310f8?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：曼谷CentralWorld商圈citywalk指南
正文：◾️Gaysorn Amarin
LV旗舰店背靠的一间小众商场 聚集了很多泰国独立设计师品牌的柜台 推荐4楼的漂亮自助餐
🍴Copper Beyond Buffet（需预约 固定时段用餐）
◾️四面佛
只想看一眼的话推荐直接在Gaysorn商场2楼上天桥 直接从天桥上观摩也很有意思
◾️centralwOrld
从天桥苹果旗舰店方向直接进入 曼谷最大的购物中心 基本泰国的网红品牌都可以在里面找到吃到
◾️爱神
超多本地人拿着玫瑰花在供奉的神像 曾经和tinder联名的神像有爱情魔法
◾️Let‘s Relax Spa-Platnum POP
Let‘ relax是我最常去的泰国按摩连锁品牌 店非常多很适合购物累了休息回血
◾️BigC Supercenter
这家开在曼谷宇宙中心的bigC货很全 还有针对游客的特产大包装 用买特产结束一整天快乐行程",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,Happitat,商场与购物中心,Happitat Bangkok,素坤逸,购物/餐饮/休闲,2,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6a8d2adf000000000f03e4be?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8ecd27000000002a03b952?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：曼谷都市休闲图鉴，主打一个松弛感！
正文：Happitat：2026年8月21日新开幕，直接连通4.8公顷都市森林，美食区有超过100间餐厅，还有Art Toy专区。

「2*混合贴」
标题：2026年曼谷最新商场｜一篇搞掂！🛍️🇹🇭
正文：4️⃣ Happitat
🌳 都市森林系新地标",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,HARDCOVER 书店,商场市场与夜市街区,HARDCOVER Bookstore,Phloen Chit 区,购物/夜市/伴手礼,3,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/69cc29cc0000000022026556?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9311c1000000002c03d54c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6927b6d1000000000d0385a7?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：曼谷｜GalileOasis 艺术园区“伽利略绿洲” 🌿
正文：📖 Spacebarzine · 独立艺术书店：
文创、插画、小物超治愈🛋️满满一墙独立杂志、zine、艺术画册、插画集，主打泰国、日本、韩国小众创作；还有复古玩具、小众文创、艺术家手作小物，每一件都独一无二

🎐 Galerie des Amis · 法式复古买手店：
名字自带浪漫滤镜，园区最有格调的法式复古集合店
主打自主品牌服饰+泰国设计师款+精选Vintage
亚麻、棉麻材质，简约法式剪裁，温柔又高级
挑了一件设计感十足的褶皱背心跟戒指，整体价格不贵

🪇 中央广场周末限定市集
有玩具、绘画、手作、戏服道具……每周主题都不同
逛市集、淘好物、和艺术家聊天，感受最鲜活的曼谷文艺脉搏

「2」
标题：Galile Oasis | 伽利略绿洲
正文：🌿 废墟里的艺术花园
🪻被艺术家们盘活的贫民窟
🌻慢生活➕文化艺术碰撞的新商业

它的前身是一片有近50年历史的工人聚居区，后来由一位朱拉隆功大学的戏剧教授和一群艺术家联手改造。 没有大拆大建，保留了老房子斑驳的墙面、裸露的梁柱，并融入了大量的绿植，营造出一个既有废墟感又充满生机的松弛空间。

🍃热带风格废墟加绿植风，以创始人在这里排演的第一部戏《伽利略》命名。暗喻物质越丰富精神越匮乏，青年们需要在商业空间里找到精神绿洲。

🍷咖啡、酒馆、冰激凌店、餐厅、零售、画廊、剧院、民宿等业态组合在一起形成浓郁的社区感。
- Piccolo Vicolo Café： 园区里的标志性咖啡馆，半开放式的庭院设计，绿植环绕，非常适合坐下来喝杯东西发呆。咖啡和甜品口碑不错，推荐拿铁。
- BOYS： 一家泰国本土潮牌店，衣服版型宽松，面料舒适，很好穿。
- Lamrim： 禅意十足的生活家居店，主打自然、平静的香氛产品，很适合挑选伴手礼。
- Spacebarzine： 独立艺术书店，有很多泰国、日本、韩国的小众杂志和文创小物。
- Galerie des Amis： 法式复古买手店，集合了自主品牌服饰和泰国设计师款，风格简约温柔。
- Galile Oasis Gallery/Theatre： 园区里有画廊和小剧场，会不定期举办艺术展览和实验性戏剧表演，艺术氛围很浓。

🎨艺术家打造的商业自带审美和创意，把普通商业变成艺术小镇。画廊、策展、演出、图书展览、手作市集、小型音乐节等活动日常举行。

这里的空间和业态本身富有内容生产能力，赋予商业独特内容力。

Tips:有些店铺空间很小，人多时会很拥挤。
周二大部分店铺会休息，只有酒店住客可以进入。

#曼谷[话题]#
#新商业模式[话题]#

「3」
标题：艺术 + 绝版书的曼谷HARDCOVER书店
正文：在曼谷 Central Embassy 的 6 楼，藏着家 2017 年开业的全球知名艺术书店 ——HARDCOVER：艺术书店，是文艺爱好者的私藏打卡点。

进店就被天花板的手绘热带叶壁画戳中，双层空间铺着温润木质书架：满架是艺术、设计、摄影类精品书，连旅行、烹饪书都带着艺术装帧感，珍稀绝版书藏在专属区域，懂行的能挖到宝藏。

这里像 “书店 + 画廊” 的融合体，逛累了坐旁边咖啡区歇脚，逛完还能在商场逛奢侈品，把文艺与精致揉进曼谷日常。

📍地址：泰国曼谷 Phloen Chit 路 1030 号 Central Embassy 6 楼

💡Tips：站在手绘叶天花板下方拍照，艺术氛围感直接拉满！
.
.
.
#值得待上一整天的书店[话题]# #治愈系书店[话题]# #栖纸艺术书店[话题]# #竹川书店[话题]##书籍推荐[话题]# #我的私人书单[话题]#  #旅行[话题]##曼谷[话题]# #泰国[话题]# #就爱逛书店[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,HIDE.Selected,商场市场与夜市街区,HIDE.Selected,Phaya Thai 区,购物/夜市/伴手礼,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/67c53b7e000000000302a239?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：曼谷| 新网红街区Ari&時尚买手店清单🛍️
正文：🛍️ HIDE.Selected
泰国本土买手店，主打设计感十足的服饰、鞋履和银饰，每一件都精挑细选，时髦又不容易撞款，选品真的 YYDS‼️",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,ICONSIAM(暹罗天地),商场与购物中心,iconsiam,湄南河畔；空讪县,购物/餐饮/休闲,16,既有全量候选,"https://www.xiaohongshu.com/explore/6a84ae37000000002403d581?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a75b044000000002c00210f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6a2f7d000000000401e701?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6794392e000000001801855b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/698f4033000000001d011964?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：别只知道暹罗天地❗摩天轮夜市坐船逛湄南河
正文：来曼谷夜游湄南河坐船有两大码头可选：暹罗天地码头
这次体验银河号，取票地点记好👉3号仓库，别跑错！
💡本地游玩忠告：
买票一定要选露天甲板票！
一楼、二楼船舱室内位置基本没什么人，玻璃窗会挡风景，拍照也受限。

「2」
标题：Iconsiam遛娃
正文：#iconsiam[话题]# 7F #曼谷泡泡玛特[话题]# 买完东西，旁边电梯下到6F，就可以看到#harborland[话题]#，看其他人笔记说是亚洲最大室内场馆，一个人带娃来曼谷，必须要消耗她的能量，就选择来了这里。
进门已经快16:00了，我们现在还在室内淘气堡部分，一会儿晚饭后去打卡充气城堡部分😊
我们一个Bigkid一个大人，买了他家的淘气堡+充气堡的Combo，一双大人袜子，一双儿童特别版袜子，说可以无限进出到21点，共消费1480泰铢。
#曼谷iconsiam[话题]#
#曼谷Harborland游乐园[话题]#

「3*混合贴」
标题：曼谷 暹罗天地
正文：个人觉得如果第一次来曼谷，这个商场还是挺值得来的。它算是泰国最有代表性的高端商场之一，国际大牌基本都有，环境也很好，不会觉得无聊。

「4*混合贴」
标题：带父母自由行泰国第1天-曼谷
正文：⭕行程：大皇宫-blue flag（坐船）-iconsiam-马杀鸡

「5*混合贴」
标题：Day 2 泰兰德曼谷
正文：后来才知道我住的这个地方最好逛的是河对面的iconsiam，应该翻译成暹罗世界，我们步行去渡口坐船也就15分钟，渡船过河也很快。为啥曼谷这么多暹罗……
出来先在楼下解决了早餐，就是路边餐，但是真的经济实惠，这里还是grab的点，我觉得超值。而且最后付款居然可以扫微信！
吃饱喝足，走出发！很容易找到了BTS站，而且无障碍很不错。然后残疾人我还享受了免票。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,JJ Mall Chatuchak,商场与购物中心,jj mall chatuchak,乍都乍区,购物/餐饮/休闲,0,既有全量候选,https://www.xiaohongshu.com/explore/6a75d30b0000000005020f1a?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：曼谷必逛！乍都乍夜市🎡吃喝玩乐
正文：• JJ Mall（谷歌搜 JJ Mall Chatuchak）｜老牌室内商场，冷气足

💡 定位别搜错：导航主入口搜 Chatuchak Night Market / Chatuchak Weekend Market，商场单独搜上面英文名更准
p
🗺️ 夜市分区不是非常明确，吃喝玩乐摊位有点混合，但整体分类：",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,JODD Fairs(乔德夜市),夜市与市集,jodd fairs ratchada,拉差达,夜市逛吃/本地体验,6,既有全量候选,"https://www.xiaohongshu.com/explore/6a8c6d24000000000b027640?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6923d000000000001e022437?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a795a36000000002800909c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a5b2d3e000000000401f9cc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68bae296000000001c035385?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：曼谷Jodd Fairs新夜市 辉煌附近
正文：Jodd Fairs新夜市感觉都是原来的老火车夜市搬过来的，但是规划的更好一些，有一点像河滨夜市的风格了。
新的地址：Jodd Fairs Ratchada（MRT：蓝线坐到Thailand Cultural Centre 4️⃣号口出来就是了）

就在Big c 边上， 这个big c 也重新装修了，买伴手礼很方便。

我感觉价格偏贵，但不离谱吧，可惜忘了拍照，我们点了
一条泰式烤鱼：200泰铢
一串烤鱿鱼 挺大的 100泰铢
一份脆皮猪肉鸡蛋饭 100泰铢
一份小份火山排骨+一大杯冰啤酒 299泰铢+120泰铢
一杯水果冰沙80泰铢
一只活小鱿鱼 150泰铢（生吃，这个贵，且没啥味道，嚼不烂，最后还吐掉了，想猎奇的伙伴最好打消这个念头 呵呵）
一块榴莲 240泰铢  今年国内的榴莲太便宜了，可以划掉）
#曼谷攻略howto[话题]# #曼谷夜市小吃[话题]# #泰国旅行[话题]#

「2」
标题：曼谷Jodd Fairs 2.0版探店攻略🔥
正文：泰國最大夜市逛吃玩全攻略

谁懂啊！占地13万㎡的Jodd Fairs新址也太绝了😭 前身是废弃游乐园，1200+摊位藏着欧式城堡和复古氛围，比老夜市好逛10倍，这才是曼谷夜生活天花板！

🌍 分区解锁新玩法（避开人潮路线）

• 市集区：美食+购物核心区，白色帐篷搭配宽敞通道，完全不挤人

• 怀旧区：保留游乐园欧式建筑，城堡地标拍照超出片，傍晚时分逆光拍氛围感拉满

• 两侧货柜区：酒吧+手作小店聚集地，逛累了坐下来喝杯鸡尾酒，听着Live音乐超chill

🍤 必吃美食清单（新晋爆款+经典老店）

✅ 双辣椒火山排骨：原拉差达火车夜市传奇老店！排骨堆成火山状，酸辣汤底鲜到跺脚，M号够2人分，配冰镇椰子水解辣绝了
✅ 手打猪肉丸：现做现卖超弹牙，50泰铢11粒，淋上泰式辣酱和罗望子酱，酸甜酸辣超开胃
✅ 迷你海鲜煎饼：50泰铢6粒，可选青口、鲜虾、蟹柳口味，外酥里嫩像泰式蚝饼，一口一个停不下来
✅ 流心咸蛋黄酥：外皮Q弹有嚼劲，内馅咸香流心，趁热吃口感最佳，甜食爱好者必冲
✅ 开海蜇海鲜串：30泰铢一串的烤虎虾，炭火现烤锁鲜，鲜甜弹牙不踩雷，明码标价放心点

🛍️ 宝藏店铺推荐

✅ 经文汉堡店（MU Burger）：超有特色的符咒汉堡！面包上印着健康符、招财符，颜值与口感双在线，打卡发圈必火
✅ 泰式手作香薰铺：柠檬草、青柠味香包超治愈，3个100泰铢，挂行李箱当伴手礼还能驱虫
✅ 复古服饰摊：货柜区藏着超多古着店，80-200泰铢就能淘到复古衬衫、牛仔裙，款式独特不撞款
✅ Little P斑兰蛋糕：现蒸斑兰味蛋糕仔，松软香甜带着独特清香，10泰铢一个，吃着完全不腻

📍地址：Phahonyothin Rd, Chom Phon（BTS Ha Yaek Lat Phrao站4号口）
⏰时间：16:00-24:00（17点前到避开高峰，拍照更出片）
💡Tips：带足现金（多数摊位只收泰铢），穿舒服的鞋子，逛3小时都逛不完；美食区价格略高于本地夜市，可适量砍价～#泰国[话题]# #joddfair美食[话题]# #复古市集[话题]# #泰国夜市[话题]# #曼谷攻略[话题]# #网红夜市[话题]# #超好逛的夜市[话题]# #探店攻略[话题]#

「3*混合贴」
标题：泰国芭提雅+曼谷7天实测行程🔥不绕路！
正文：新乔德夜市Jodd Fair
曼谷Day5
冠军咖啡+zeed station黄色太阳打抛饭
胜利纪念碑河边船面街｜网红船面Baan Kuay Tiew Ruathong
傍晚Phra Arthit码头坐湄南河渡船
直达Asiatique摩天轮夜市，18:30-19:00看日落绝佳
百丽宫负一楼美食随便吃
曼谷Day6
✅四面佛【免费】
✅水门寺大佛【免费】
大皇宫（门票102泰铢｜8:30-16:30入园，必须长袖长裤）
暹罗宫闲逛
可选湄南河银河号游轮
曼谷Day7 返程
中午退房，顺路王权免税店采购
素万那普机场飞回合肥
💡亲身总结小Tips

「4」
标题：曼谷Jodd Fairs 乔德夜市逛吃购物攻略
正文：2026曼谷JODD FAIR乔德夜市保姆级逛吃攻略！
乘车路线:坐蓝色MRT地铁，到泰国文化中心站下车，4号口出来左转就是
营业时间:17:00～凌晨
#泰国旅游[话题]##泰国旅行[话题]##曼谷旅行[话题]##曼谷夜市[话题]# #泰国美食[话题]# #乔德夜市[话题]# #joddfairs[话题]##水果西施[话题]#
#旅行中的yesbut[话题]# #一种很新的旅行记录方式[话题]#

「5*混合贴」
标题：泰国夜市打卡✅
正文：1️⃣ 乔德夜市JODD
❌不推荐
游客多，新地方面积小，产品同质化！旁边有个bigc，可以逛🍖 主要吃：火山排骨（酸辣的）、水果西施（无人问津了）
🚇 交通：MRT Phra Ram9站3号口",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,MADBACON,商场市场与夜市街区,MADBACON,Phaya Thai 区,购物/夜市/伴手礼,2,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6a6cb9c1000000002402d8df?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67c53b7e000000000302a239?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：🇹🇭 曼谷，年轻人都在逛的宝藏街区
正文：- Madbacon
- Hide
- Club luminaries

「2*混合贴」
标题：曼谷| 新网红街区Ari&時尚买手店清单🛍️
正文：🛍️ MADBACON
这家店风格偏美式，店内有许多创意联名周边，还有泰国特色的糖果、零食、线香，是个很好挑选伴手礼的小店！
⚠️ 店内禁止人像拍摄",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,MBK Center,商场与购物中心,mbk center,巴吞旺区,购物/餐饮/休闲,0,既有全量候选,"https://www.xiaohongshu.com/explore/6a887a8a00000000160218ae?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a67133a00000000110187b5?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a65cbbb00000000110120e1?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：曼谷10个商场怎么选？一次讲清楚👇
正文：5️⃣ MBK Center｜手机配件
电子产品、手机配件、行李箱、纪念品比较集中。

「2」
标题：🇹🇭泰国女友私藏购物天堂MBK正确打开方式
正文：听泰国本地女友的话准没错！
以前来曼谷只会死磕暹罗商圈
这次被拉去逛MBK，直接打开新世界大门😭
平价好逛还不用人挤人，本地人爱来不是没道理的

📍MBK Center
⏰ 10:00-22:00
🚇 BTS国家体育场站直达，出站走有顶连廊直接进商场，全程不晒太阳，曼谷夏天真的救大命

✅ 游客专属隐藏福利（别错过！）

1. 先领券再逛街
去G层A区咨询台，凭护照就能领游客欢迎礼包，里面是各家店铺的折扣券，很多店都能用，直接省一笔

2. 满额领购物袋
全场累计消费满3000泰铢，回同一个咨询台就能领MBK限定购物袋
👉 最多累计5张小票，同一店铺最多2张，当日小票就可以兑

📝 楼层逛吃指南（不迷路版）
▫️G层：Tops Market、EVEANDBOY、AT FIRST
本土美妆、零食伴手礼一站式搞定
▫️2楼：Donki、Fruit Cottage
24小时唐吉诃德超好逛，零食熟食买完直接吃
▫️3楼：D区旅游纪念品
大象裤、草编包、泰式手信，价格比游客区香太多
▫️4楼：手机&电子产品区
曼谷有名的数码一条街，手机壳、配件巨便宜
▫️5楼：水疗按摩区 + Ochaya
逛累了直接躺平做按摩，顺便来杯抹茶续个命
▫️6楼：餐饮美食区
泰餐、日料、小吃都有，逛饿了随时干饭
▫️7楼：ChaTraMue + 动漫娱乐区
老牌泰式奶茶超正宗，还有手办店、游戏厅，逛一下午都不腻

整整7层楼，吃喝玩乐买全覆盖
性价比拉满，逛一天都不无聊
来曼谷别再只挤暹罗啦，MBK真的可以冲！

#曼谷旅行[话题]# #MBK购物中心[话题]# #中泰情侣[话题]# #泰国旅游[话题]# #曼谷逛吃[话题]# #泰兰德的夏天永不停歇[话题]##曼谷购物[话题]##曼谷按摩[话题]# #曼谷旅游攻略[话题]# #曼谷购物攻略[话题]#

「3」
标题：Sea Life Bangkok Ocean World 🐠🦀🐙
正文：Sea Life Bangkok Ocean World（曼谷暹罗海洋世界） 位于 Siam Paragon（暹罗百丽宫） 地下楼层，是东南亚规模最大的水族馆之一，也是亲子家庭、情侣及海洋生物爱好者不可错过的热门景点。

馆内拥有数千种海洋生物，包括五彩缤纷的热带鱼、优雅的魟鱼、可爱的企鹅、神秘的水母、海马、鲨鱼以及巨型水獭等。最受欢迎的景点之一就是壮观的海底隧道，游客可以漫步其中，近距离欣赏鲨鱼和魟鱼从头顶悠游而过，仿佛置身于真正的海洋世界。

这里不仅充满趣味，也具有教育意义。孩子们可以参与互动体验和观赏喂食表演，成年人则能了解海洋保育知识，认识保护海洋生态的重要性。此外，还可选择参加玻璃底船体验、幕后导览及鲨鱼近距离体验等特别活动。

无论是炎热的天气还是雨天，曼谷暹罗海洋世界都是一个舒适又精彩的室内旅游景点，非常适合安排半天行程。

地址：
泰国曼谷 Pathum Wan 区 Rama I 路 991 号 Siam Paragon 购物中心 B1-B2 层，邮编 10330。

游玩小贴士：

* 建议上午或下午较晚时间前往，人潮较少。
* 提前在线购票通常更优惠，也能节省排队时间。
* 建议预留 2–3 小时参观整个水族馆。
* 可与 Siam Paragon、CentralWorld 及 MBK Center 安排同一天游玩。
* 不要错过每日喂食秀及动物表演时间，让旅程更加精彩。#曼谷暹罗海洋世界[话题]# #曼谷暹罗海洋世界平价酒店推荐[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,MINISO LAND曼谷,商场市场与夜市街区,MINISO LAND Siam Square,Siam Square,购物/夜市/伴手礼,0,20260831小红书点点AI增量采集,,,小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,Mixt Chatuchak,商场与购物中心,mixt chatuchak,乍都乍区,购物/餐饮/休闲,0,既有全量候选,https://www.xiaohongshu.com/explore/6a75d30b0000000005020f1a?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：曼谷必逛！乍都乍夜市🎡吃喝玩乐
正文：• Mixt Chatuchak（谷歌搜这个）｜室内版乍都乍，3楼美食广场能俯瞰夜市，美食/玩具/伴手礼/奈良屋/仿真花/服装/泰式按摩都有，每天10:00–22:00。按摩价格，我特意看了一眼：最低价30分钟150泰铢，最高价90分钟750泰铢！价格还是实惠的！挺多中国人在那享受😎",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,Onion,商场市场与夜市街区,Onion,Watthana 区,购物/夜市/伴手礼,4,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6a92e707000000002501eef2?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65937016000000001d0142ab?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/666af3a4000000001c037c11?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66becadd000000001e01992a?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：曼谷小众solo trip🇹🇭 | citywalk逛街攻略
正文：小憩。附近还有TRUFFLE BKK/Badroom/Onion/the commons 可逛[买爆R]

「2*混合贴」
标题：曼谷City Walk必逛路线｜🇹🇭
正文：🌟Onion

「3*混合贴」
标题：泰兰德购物分享🇹🇭
正文：3️⃣Onion买手店
同位于素坤逸Thonglor/Ekkamai街区。男女装都有，偏中性风。有不少时尚品牌，例如APC，多数都不便宜（2w铢以上吧）购入一件logo T，1290铢

「4」
标题：曼谷逛街日记
正文：随机游走 没做什么攻略四处逛逛就很漂亮
按照地理位置划分谷歌地图mark了几家店
Day 1先是含日量极高的Ekkamai街区：
onion➡️paya shop➡️truffle➡️wwa chooseless
依次逛下去这一天就累够呛啦～
1⃣️最爱onion，算是选品比较好的精品买手店，去的时候赶上打折可以捡个漏～GL墨镜算是蛮惊喜，好看是真好看但十分夹脸不舒服…
2⃣️Paya并列最爱hhhh 逛进去完全出不来系列，好看的手工刺绣面料直戳心窝，但米数很少 可以耐心寻觅自己喜欢的捡捡漏，主打有多少收多少再慢慢琢磨做点啥～
一天总结下来没有太大消费欲望 还是多翻翻小红薯逛街攻略找自己喜欢的店铺有目的性穿梭。这几个店虽说在一个街区但还是有一定距离，推荐grab打摩的！太阳火辣 能坐着还是不要走着节省体力，若1-2km短途 出租车慎用堵车堵的贼闹心！摩的师傅驾驶速度彪悍一定注意安全，除了发型凌乱以外法令纹也吹出两道沟的速度哈哈哈哈
#曼谷旅行[话题]# #每日穿搭[话题]# #Ootd[话题]# #泰兰德的夏天永不停歇[话题]# #度假穿什么[话题]# #曼谷旅游[话题]# #日常生活里的快乐瞬间[话题]# #fitcheck[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,Open House,商场市场与夜市街区,Open House@Central Embassy,Phloen Chit 区,购物/夜市/伴手礼,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/69659a1c000000001a031683?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：🇹🇭为什么曼谷的Open House，国内还抄不来？
正文：✨名字：Open House
📍地址：Central Embassy 6F
⏰时间：10:00-22:00",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
曼谷,购物商业,POP MART ICONSIAM,商场市场与夜市街区,POP MART ICONSIAM Bangkok,ICONSIAM 7楼,购物/夜市/伴手礼,0,20260831小红书点点AI增量采集,,,小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
