Google地点ID,地点名称,入住日期,退房日期,入住人数,供应商,是否官方,当前价格数值,原价数值,含税价格数值,币种,价格说明,预订链接
ChIJp4OFe-Ge4jAReN6WJOFzqvQ,曼谷素坤逸10巷格乐丽雅酒店,2026-09-01,2026-09-02,2,Travelocity.com,否,44,,48,USD,,https://www.google.com/travel/lodging/clk?pc=AA80OsyJPyNeofEyYPIO-M2kTt8qwwYUYHFrCUaNfuNVeKETvz0BJfehdnPJNa5oygyAnsm31XrmxZfks05URkljPacPAJ33PCiFpjNWwfvOQ2e5y4GnRn1ZCSDp7WV8UpCe6eIfb5UJzE_Reb8RpDno3oAAz8vvcWxnQfaY6d9xrpeMKbavZl7WLjErJkdvOjEG&pcurl=https://www.travelocity.com/Hotel-Search?selected%3D4167067%26startDate%3D2026-09-01%26endDate%3D2026-09-02%26adults%3D2%26children%3D%26MDPCID%3Dtravelocity-US.META.HPA.ORGANIC.HOTEL%26MDPDTL%3DHTL.4167067.20260901.20260902.DDT.4.CID..AUDID..mapresults%26mpg%3DUSD%26mpf%3D48.00%26mpj%3D8.27%26mpr%3D4.67%26mctc%3D10%26rateplanid%3D204662511%26mpm%3D24%26mpn%3D200319196%26mpo%3DEC%26mpp%3D1&s=AD1XQnnWsp44eQS6JRNPj_ij4JpM
ChIJp4OFe-Ge4jAReN6WJOFzqvQ,曼谷素坤逸10巷格乐丽雅酒店,2026-09-01,2026-09-02,2,Tripening Hotels,否,48,,48,USD,,https://www.google.com/travel/lodging/clk?pc=AA80OsyIpVY_8c5SqCoUa2_9kzFPxZOXUI_4XWDzihqqOJdJGuUuE_gqvYfn7P5qCaXcmJOT--OZzPGuUOMrNi7dPPfithWw8znD6Vz1IEZMLgG5oae6s6sgQH3MbZfky7K8JKBW-eIpd4F_elUQy0OVoy7iJF0pjIaE_n0vQpdgqIgx634T_QK1bxljBPpVHQ&pcurl=https://www.tripening.com/hotels/-/4662000-galleria-10-hotel-bangkok?checkin-date%3D2026-09-01%26checkout-date%3D2026-09-02%26adults%3D2%26currency%3DUSD%26lang%3Dzh%26google-package-id%3D%26rate-rule-id%3D%26google-displayed-price%3D47.58%26children%3D0%26google-displayed-tax%3D0.00%26google-displayed-currency%3DUSD%26utm_source%3Dgoogle_hotel_ads%26utm_medium%3Dfree%26utm_campaign%3Dgha_property&s=AD1XQnl_Y9F8MV6tNmNiVR2Cquxf
ChIJp4OFe-Ge4jAReN6WJOFzqvQ,曼谷素坤逸10巷格乐丽雅酒店,2026-09-01,2026-09-02,2,EaseMyTrip.com,否,42,,50,USD,,https://www.google.com/travel/lodging/clk?pc=AA80OszzSehF0QTy2IJfAZQ7RSWJDhRfa-C_l8sXR35eG0TkGDrSUcldkvb4TwI6NEk2l3RZyLZDCVF5kqekM6j9CTMUJIQ7LUQ7VTX64QM7bEw2rf06P_67KCyk1KlaW6mW3iCk7MDp0fEQZdc1Mae8q8Vk0uTEu8r1EhvFK8rZXgoj8mPazDzr0FgSYg&pcurl=https://www.easemytrip.com/hotels/metasearch.aspx?hotelID%3DEMTHOTEL-21346%26checkinDay%3D01%26checkinMonth%3D09%26checkinYear%3D2026%26nights%3D1%26adlts%3D2%26p%3D50.35%7C8.28%7CUSD%26pl%3DUS%7Cdesktop%26curr%3DUSD%26clickId%3D%26wlcode%3DGoogle%26children%3D0&s=AD1XQnkn0EAgqwq1AGK-7zfmfurU
ChIJp4OFe-Ge4jAReN6WJOFzqvQ,曼谷素坤逸10巷格乐丽雅酒店,2026-09-01,2026-09-02,2,Traveloka.com,否,36,,42,USD,,https://www.google.com/travel/lodging/clk?pc=AA80OsysY6TEDKkSjlnszz5cZH233eZQnW7y15xjZ9m6lF7SIJbkhp8FThxoncEIcmeRvJ-_lF0bajU0RZZQJctiHdpLR2HBvxAFisNM38WRfEHgCvJfzkBPZHuayaQXFLwapIeYqnTH36O68JzmVx0GVfnUv9zZ-VxCFwoQc0-q2mWXPMk4U6-pEC6Y&pcurl=https://www.traveloka.com/en-en/hotel/search?spec%3D01-09-2026.02-09-2026.1.1.HOTEL_GEO.10000045.Bangkok.2%26hotelId%3D1000000370787%26contexts%3D%257B%2522accessCode%2522:%252290975GHAD1305desktop%2522%252C%2522metasearchRequestId%2522%253A%2522a6af092c-8355-4814-b73d-0b8e8d5f6c91%2522%252C%2522dateSelectionType%2522%253A%2522default%2522%252C%2522plc%2522%253A%2522gWcrQ9haiYqq%252FGxnAzLA2kQOrkDu0rMw0CCfB3C1KlLBPK9ulY9gM09ubj3rEqJkM3oTq8xGuSUbuhIqSiSuOw%253D%253D%2522%252C%2522pvlc%2522%253A%2522cB0%252BUQ%252Ffs9tBtJRreq1bBSdm5yBP59UBp5rT2kr3cRR2%252BbsTinmKHjFxI3ErQ5X1%2522%257D%26metasearchId%3DGoogleHotelAdsUser%26metasearchRateId%3Ddesktop%26metasearchRatekey%3DsgyUU2M0LrnnpXh1LPwoI%26priceDisplay%3DTOTAL%26metasearchRefid%3D12345678910abcdefghijk@-%26adType%3D0%26PPA%3D0%26hotelCampaign%3D1%26cur%3DUSD&s=AD1XQnlsywvTHZ0jIr30Jw2UXY4R
ChIJp4OFe-Ge4jAReN6WJOFzqvQ,曼谷素坤逸10巷格乐丽雅酒店,2026-09-01,2026-09-02,2,Hotelscombined.com,否,42,,44,USD,,https://www.google.com/travel/lodging/clk?pc=AA80OsxfOX8JauyS3u5UgcR2XUzZ_eR3tuPaD8URnE76fhEOVzM2EAJ7CP2GiLcndBc0M8mHDWZFQjYWGQbXFNFwOazwxYSdmjK8zdkOnILbstTe3KDtDoDFlU8798EZrdFKC5pUOPCtSikfJMDHvYPrOyScYNC8e8jdrBqm9Q7VB_jDlRhr4S6r0MQ6Xnvu9PcMDhkVsw&pcurl=https://www.hotelscombined.com/semi/ha/hotel_ads/392063/en.html?utm_source%3Dgoogle%26utm_medium%3Dcpc%26utm_term%3D392063%26adType%3D0%26utm_content%3Dmapresults%26utm_campaign%3DHotelAds%26ci%3D2026-09-01%26co%3D2026-09-02%26gs%3Dmapresults%26l%3D1%26pc%3DUSD%26rid%3D%26pdtax%3D9.74%26pdtotal%3D44.24%26rpid%3D%26uc%3DUS%26ucuc%3DUSD%26d%3Ddesktop%26lc%3Dzh%26v%3Dfalse%26rrid%3DUFJJQ0VMSU5FQ09SRQ%26k_pc%3D~UFJJQ0VMSU5FQ09SRQ%26k_rt%3D%26k_sid%3D1GDkSEtpRs%26k_kct%3D1787899369%26k_gct%3D1787901036%26g%3D2%26r%3D1%26ac%3D2%26k_cc%3Dus%26dt%3Ddefault%26cmpid%3D%26cmptrack%3D&s=AD1XQnkjBRdAMo2YlQEouevENb07
ChIJp4OFe-Ge4jAReN6WJOFzqvQ,曼谷素坤逸10巷格乐丽雅酒店,2026-09-01,2026-09-02,2,dealbase.com,否,39,,41,USD,,https://www.google.com/travel/lodging/clk?pc=AA80OsylzHe1xkwg7i7L3kPOyhEh-Dis01BySldpNXEuDOSM292UV2NuLFFGFu_4hI2_a2O6H4o81rVNPQrwZRP7T2t5W-fmm2dnQkpqbMmACr7WzXGEkveGKMQ5pzQX5es5wlXC3d9HttrfgtxIi6K1gqYEGQercLrjfc1WjRst549dHbJNUSAo54Efx_IXkY0EAIy_1A&pcurl=https://deals.dealbase.com/?sig%3Dd24b78db5ff27b2a7633c125e8c1eb65fcdd29bfbe8d2468da3702f8e475011131373338383435313339%26turl%3Dhttps%253A%252F%252Fwww.dealbase.com%252FHotel%252FSearch%253FcheckIn%253D2026-09-01%2526checkOut%253D2026-09-02%2526currency%253DUSD%2526forceCurrencyChange%253D1%2526lang%253Dzh%2526forceLanguageChange%253D1%2526rooms%253D2%253A%2526utm_source%253Dgha%2526utm_medium%253Dcpc%2526hotelId%253D1638457%2526userCountry%253DUS%2526profile%253Dr2d2m73kn8%2526preferredRate%253D41.34%2526deviceType%253Ddesktop%2526label%253Dsrc%25253Dgha%252526cltype%25253Dhotel%252526datype%25253Ddefault%252526gsite%25253Dmapresults%252526vf%25253D0%252526ucountry%25253DUS%252526udevice%25253Ddesktop%252526hotel%25253D1638457%252526day%25253D01%252526month%25253D09%252526year%25253D2026%252526los%25253D1%252526price%25253D41.34%252526currency%25253DUSD%252526cid%25253D%252526listid%25253D%252526rateid%25253DUS_D%252526closerateid%25253D%252526promo%25253D0%252526isPrivateRate%25253D0%252526isAudienceUser%25253D0%252526isPaidClick%25253D0%252526%2526cp%253D6Dz4Ml9QaXDZPlslChEIkhsQkAMYhAIiA1VTRFIBMhIaFaGHz-saC3FwczVkckNwZHFZKAIw6OrE1AY&s=AD1XQnklgY5lVuhpgstcGMdtSPWp
ChIJp4OFe-Ge4jAReN6WJOFzqvQ,曼谷素坤逸10巷格乐丽雅酒店,2026-09-01,2026-09-02,2,Evendo,否,44,,48,USD,,"https://www.google.com/travel/lodging/clk?pc=AA80OsxTBI9ryU8_wHXVicp8B6XHTYoVOtsLkoAs7pZ7o_Jk2inWj5JXULx0dheWJDVr4V4azEw_fGb4OdMKakX1SfUrxDj550wdkJF4o5C5aX8G2YFiY64-zmsgC8mLiRr6Kj_jram7ndW_0m_pRB4nLt6-6UPwlSEUFSNG15DsfqBVe-qLy4zdMxicXZGZhwVvvQ&pcurl=https://evendo.com/stays/galleria-10-bangkok-hotel-by-compass-hospitality-hotel/00140585?check_in%3D2026-09-01%26check_out%3D2026-09-02%26who%3D%255B%257B%2522adults%2522:2,%2522children%2522:%255B%255D%257D%255D%26currency%3DUSD%26language%3Dzh%26country%3DUS%26utm_source%3Dgoogle%26utm_medium%3Dgooglehotels%26utm_campaign%3Dmapresults%26pdtax%3D7.15%26pdtotal%3D47.57%26prid%3D&s=AD1XQnmdNgpbE5m5tIQtlo7Nu-aL"
ChIJp4OFe-Ge4jAReN6WJOFzqvQ,曼谷素坤逸10巷格乐丽雅酒店,2026-09-01,2026-09-02,2,müv AI,否,45,,48,USD,,https://www.google.com/travel/lodging/clk?pc=AA80OsxJgLtJhmJjaVf_LJ59Y3-_oGPiifSOEb_ky3WCwb5zUTh00RAkhNUG6z55tBLycfX14NDlFuUilSBOvuHPZQxeV_A0QRki1NR8eVqjXryVyN57wC0ILDyt1phIvU7wpw7jNz5JV0Jmr9h0nhQzymMcviCb8vv5RLdywkANVkZEndayKs-h4Yp4xu4btA&pcurl=https://muvtravel.com/muv-hotel?hotelID%3D107236175%26checkinDay%3D01%26checkinMonth%3D09%26checkinYear%3D2026%26nights%3D1%26num-guests%3D2%26checkoutDay%3D02%26checkoutMonth%3D09%26checkoutYear%3D2026%26SUP%3DPL%26RATE%3DMER%26PROMO-CODE%3D98010&s=AD1XQnkMEtYr920CraRyy5qvmu3x
ChIJp4OFe-Ge4jAReN6WJOFzqvQ,曼谷素坤逸10巷格乐丽雅酒店,2026-09-01,2026-09-02,2,Qantas Hotels,否,50,,50,USD,,https://www.google.com/travel/lodging/clk?pc=AA80Osxysov5a6lBbC4OhZTagw6bKE1IPyc4_n0O5T-0Zx7CxMYGG4bG0SnxUEObFL6chVNHIbKpMC4qhaEq84M4OnaK7FHd1A_5UAz2c70WnBk7G3cNxMJV7iimFzWbWYQwwh_gt1QOKkQC89nBZQAo9hF6skFuvffG81pbXuVaEXsgRiGSoY-5&pcurl=https://www.qantas.com/hotels/properties/28176?adults%3D2%26children%3D0%26infants%3D0%26checkIn%3D2026-09-01%26checkOut%3D2026-09-02%26utm_campaign%3DGoogleHotels%26adType%3D0%26utm_medium%3Dorganic-search%26utm_source%3DGoogle-Hotels%26utm_term%3D28176%26hotelID%3D28176%26hotel_campaign%3D&s=AD1XQnn8eymim5RDolZMClfdQZNj
ChIJp4OFe-Ge4jAReN6WJOFzqvQ,曼谷素坤逸10巷格乐丽雅酒店,2026-09-01,2026-09-02,2,Reserving,否,49,,49,USD,,"https://www.google.com/travel/lodging/clk?pc=AA80Osx_67rcBQWeRfwUMmyCTYTol_E50rG-g_SlCxJdLUzkYNSDZdQ3WNNcBqI4cL0JxXQf9aayfNXxd33MEOSmXrWKQexDnUNSVUOwlQFOlGg25LLMXN8rzkvVLRHsk0JAoL3WEQKGIxcsCp4wdiXCKuQFMXDfE842Dtgp1p8YSGSV-HDEuOfz3zbZ3rZyu_n7Rw&pcurl=https://h-en.reserving.com/search?i%3D7103%26rf%3DGOOGLEHOTELS%26portal%3Drsvcom%26lang%3Dzh%26auto%3D1%26tipo%3DS%26id%3D91610%26numero_habs%3D1%26no_adultos_hab1%3D2%26no_ninos_hab1%3D0%26fecha_entrada%3D01%252F09%252F2026%26fecha_salida%3D02%252F09%252F2026%26refp%3D49.12%26campaing-id%3D%26tp%3D%26moneda%3DUSD%26device%3Ddesktop%26pais_dom%3DUS%26sg%3Db%3D42.18,bclx%3D1,bhab%3D345,big%3D2026-08-28T07:17:00%2B02:00,bmid%3D100,bpd%3Des,bpt%3D2.76,breg%3D12,bwp%3DDhZ8FocnIq8,ts%3D2026-08-28T08:39:38%2B02:00/B:C80DB9E49BF925C83B320AC675EEC87F95B7586DD4FD9A2390186C3D%26c3%3Dmode%3DP,d%3D2,ts_id%3D899178440318241%26r%3DCAMPAIGN-ID%3D;TRACKING-PARAM%3D;CUSTOM1%3D;PRICE-DISPLAYED-TOTAL%3D49.12;DEFAULT-DATE%3D1;CLICK-TYPE%3Dhotel;USER-COUNTRY%3DUS;DEVICE%3Ddesktop;SITE%3Dmapresults;USER-LANGUAGE%3Dzh;USER-CURRENCY%3DUSD;POS%3DALL-ALL-ALL-RSVCOM;AD-CLICK%3D0;PAYMENT-ID%3Dfree;C2%3Db%3D42.18,bclx%3D1,bhab%3D345,big%3D2026-08-28T07:17:00%2B02:00,bmid%3D100,bpd%3Des,bpt%3D2.76,breg%3D12,bwp%3DDhZ8FocnIq8,ts%3D2026-08-28T08:39:38%2B02:00/B:C80DB9E49BF925C83B320AC675EEC87F95B7586DD4FD9A2390186C3D;C3%3Dmode%3DP,d%3D2,ts_id%3D899178440318241&s=AD1XQnln0sQUpZCjPAND6RLoXT-E"
ChIJp4OFe-Ge4jAReN6WJOFzqvQ,曼谷素坤逸10巷格乐丽雅酒店,2026-09-01,2026-09-02,2,eDreams,否,47,,50,USD,,https://www.google.com/travel/lodging/clk?pc=AA80OsxJoREzOIGJDkLtvKIWO_yu8eclJNKXIPMb-Wx__Z_p8jpDWYsLZW5vhWLm3vxi9EvHl6_aXXCzCNjKRQs_718gnbq38YHbuK7xunqMUb2FAIlik4b0FKA5XzVW5BtcjpYcslNC-YvOD7w6i8Cagqmtt1JFEg64e1sXmKjmAbjN9lhDlILx&pcurl=https://accommodation.edreams.net/Hotel-Search?selected%3D4167067%26startDate%3D2026-09-01%26endDate%3D2026-09-02%26adults%3D2%26children%3D%26mpf%3D50.34%26cur%3DUSD%26mpj%3D8.27%26MDPCID%3DeDreams-US.DPS.Edreams.MetaSearch-GHA.HOTEL%26mpl%3DUSD%26numberOfRooms%3D1%26locale%3Den_US%26rffrid%3Dh4p.hcom.US.ghaodigeo.000.000.kwrd%3D%26pos%3DEDREAMS_US%26rateplanid%3D204662511%26mctc%3D10%26utm_medium%3Dmetasearch%26utm_campaign%3D370787%26utm_term%3Dhotel%26utm_source%3DFREEBOOKING&s=AD1XQnkBk_-tMCzth4NM82olkj49
ChIJF41Gxqyf4jARbUM2nainGDo,Grande Centre Point Sukhumvit 55,2026-09-29,2026-09-30,2,Grande Centre Point Sukhumvit 55,是,97,,104,USD,,https://www.google.com/travel/lodging/clk?pc=AA80OsxIRCsv-WRGdedCq0g8Rs2jZh03zti8M853nmZcKHxm_etmQQ0WsRODbMJQqYvGIgUj7LnXVtA60NYj9-WJlf5PfIlmO87rCaGQryT7G-98l9sLnfgusG16durEs130CDWJbZtAsqhqTAKSIk_TkGMKB0O2HM4uLs9kQiFF69DHM8yvDjdVD_MY2Sc&pcurl=https://reservation.travelanium.net/propertyibe2/rates?propertyId%3D1015%26onlineId%3D28%26checkin%3D2026-09-29%26checkout%3D2026-09-30%26numofadult%3D2%26numofchild%3D0%26numofroom%3D1%26accesscode%3D%26lang%3Dzh%26currency%3DUSD%26uc%3DUS%26hrid%3D%26hpid%3D%26utm_source%3Dghotelads%26gh_cfg%3D%26gh_advbookingw%3D32%26gh_campaignid%3D%26gh_clicktype%3Dhotel%26gh_closerateruleids%3D%26gh_datetype%3Ddefault%26gh_googlesite%3Dmapresults%26gh_partnercurrency%3DTHB%26gh_pricedisplayedtax%3D15.61%26gh_pricedisplayedtotal%3D103.78%26gh_userdevice%3Ddesktop%26gh_userlistid%3D%26gh_verification%3Dfalse%26gh_adtype%3D0&s=AD1XQnkm7bEndY6vB8Urq5yka3gF
ChIJF41Gxqyf4jARbUM2nainGDo,Grande Centre Point Sukhumvit 55,2026-09-29,2026-09-30,2,klook,否,73,,86,USD,,https://www.google.com/travel/lodging/clk?pc=AA80OszaKjUCjsfsR3-qVbwQsPwQHzNesVMfrrIr6EfAOwxHyDoVreYkgf-ZK4Xs_8ezzgpEizARK729oBJhwFyO8mWIId2xQNiO1_InacL0zw4GjN46D3jI-MEnH9_z-aQw_abKdSa2PW0nv76IjkeQFpuFoil4yXWKJdpErsTlTQ-iu5Qu_5Y&pcurl=https://api.klktech.com/v1/meta/hotels/detail/281684/?hotelid%3D281684%26check_in%3D2026-09-29%26check_out%3D2026-09-30%26aid%3D28539%26campaignid%3D%26adult_num%3D2%26lead_time%3D32%26child_num%3D0%26childages%3D%26room_num%3D1%26google_site%3Dmapresults%26length_of_stay%3D1%26partner_currency%3DUSD%26click_type%3Dhotel%26click_price_total%3D85.75%26price_tax%3D12.89%26price_fees%3D0.00%26rate_key%3D1-22-2026-09-29%257C2026-09-30%257C10300894%257C11072603%257CV0_1030089%26user_country%3DUS%26click_currency%3DUSD%26_currency%3DUSD%26device%3Ddesktop%26partner_hotelid%3D281684%26language%3Dzh%26audience_list%3D%26verification%3Dfalse%26booking_source%3Dcpc%26isPromoted%3D0%26utm_source%3DMSE%26utm_medium%3DGoogle%26utm_campaign%3D28539%26utm_term%3D281684%26utm_content%3DUSD%26isAdClick%3D0%26prid%3DForeign-Other%26arrival_fees%3D0.000%26lowest%3Dtrue%26mse_trace_id%3DZjJiNmFjOC0xNDMxNzQ2LTE3ODc4OTkzMDcuZi5vOjE6MDoyOjA6MToyNzE6MjcyOlRX%26mse_search_token%3DZjJiNmFjOC0xNDMxNzQ2LTE3ODc4OTkzMDcuZi5vOjE6MDoyOjA6MToyNzE6MjcyOlRX%26price_total%3DUSD-85.750%26price_type%3DInbound-desktop%26klc_l1%3DMSE%26klc_l2%3DGoogle%26age%3D&s=AD1XQnkjtgRfIYR5fLDpLjG1Wpbb
ChIJF41Gxqyf4jARbUM2nainGDo,Grande Centre Point Sukhumvit 55,2026-09-29,2026-09-30,2,Bluepillow.com,否,81,,81,USD,免费取消截止日期：6月15日,"https://www.google.com/travel/lodging/clk?pc=AA80Oswa-8dTzURgJ5uHiOYszU7L8ba6d5Y2SVfc84p4zhU_KDKS4KtPIR6U0QwyUUuCzvE-hQUdPBUYLNLCmxVcqziW9PgXMKas_fgF_5Vk0Duuy_wL8SZrp5pog1bnj7ag6M7U3eDCCQNmEkrxWyyd77xGnnK5mArptfHPGdIvb0cIyAy3_BBOZaaUTA&pcurl=https://www.bluepillow.com/search/618288869e3163a56a250b79?begin%3D2026-09-29%26end%3D2026-09-30%26block_id%3D-b,97YazNfNM_pgNR5qb3ZxciV-VMcPUfjy1PRgokUyTeA,-bpag-Hotel%26fees%3D12.22%26tax%3D12.22%26total%3D81.27%26adults%3D2%26childs%3D0%26infants%3D0%26childrens%3D0%26country%3DUS%26currency%3DUSD%26language%3Dzh%26source%3Dmapresults%26utm_campaign%3Dhotel%26prid%3Dforeign&s=AD1XQnkBG6Vk2NQ5nbmqAxGLdcvo"
ChIJF41Gxqyf4jARbUM2nainGDo,Grande Centre Point Sukhumvit 55,2026-09-29,2026-09-30,2,Agoda,否,80,,86,USD,免费取消截止日期：6月15日,https://www.google.com/travel/lodging/clk?pc=AA80OszB5mWBR7bPthRUorKi8-uv8JUCLwmuD51s8f8uW9-8dQtOfCogdzb5XHnQjXGSRTe9cptws8v-qYzkJqzT3HTDTRtpN6nPAOpVFPeQZF6zjdxiSlTVaV0q-BmXju5WFOl8odpQI7yetI76JGPPqVgjBFBf1R8uwdz3BJbHt1TaC4DPxsfZMuyuF0oYmA&pcurl=https://www.agoda.com/zh-zh/partners/partnersearch.aspx?site_id%3D1917614%26CkInDay%3D29%26CkInMonth%3D09%26CkInYear%3D2026%26CkOutDay%3D30%26campaignid%3D%26CkOutMonth%3D09%26CkOutYear%3D2026%26SearchDateType%3Ddefault%26NumberOfAdults%3D2%26LT%3D32%26NumberOfChildren%3D0%26childages%3D%26NumberOfRooms%3D1%26gsite%3Dmapresults%26los%3D1%26PartnerCurrency%3DTHB%26hid%3D1274214%26RoomID%3D%26masterRoomId%3D468299686%26PriceTotal%3D85.98%26PriceTax%3D12.93%26PriceFee%3D7.31%26RatePlan%3D%26UserCountry%3DUS%26Currency%3DUSD%26UserDevice%3Ddesktop%26Verif%3Dfalse%26rr%3DUS%26audience_list%3D%26mcid%3D332%26booking_source%3Dcpc%26adType%3D0%26mpt%3DdnNCMWZnZVBtVmxJdzAzTUpFd01sU0JTamJJSmNvZGhVbitWSFR0OWNpL0hXSmt0MU9VakF0MWhPYmtQVkdJamNDdEE0c1k1ZlZjZmdnPT0%26original_rr%3DUS%26gaClickSrc%3D%26clickType%3Dhotel%26lang%3Dzh%26pkgId%3D&s=AD1XQnlx2Cn-a1cfYMHuuHUKFdN1
ChIJF41Gxqyf4jARbUM2nainGDo,Grande Centre Point Sukhumvit 55,2026-09-29,2026-09-30,2,KAYAK.com,否,86,,91,USD,,https://www.google.com/travel/lodging/clk?pc=AA80OsyimCIAFJG2gm4NfvvmAFlXdoQEZhvRD7o-rf3cqNs5REpAchA_ra68ndno4I9Sbkive05j6VlSrENSRGFxeTv4JRiHLtHvsGWFSxnC7jXZSte1nCIpS0zVjv2ZldHj7xxXd8hDsK5VveyCk82T9ukarQc_0c4B-r9wc2cBoNx9kOkVslamyw1tbg&pcurl=https://www.kayak.com/semi/ha/hotel_ads/2603797/en.html?utm_source%3Dgoogle%26utm_medium%3Dcpc%26utm_term%3D2603797%26adType%3D0%26utm_content%3Dmapresults%26utm_campaign%3DHotelAds%26ci%3D2026-09-29%26co%3D2026-09-30%26gs%3Dmapresults%26l%3D1%26pc%3DUSD%26rid%3D%26pdtax%3D16.95%26pdtotal%3D91.09%26rpid%3D%26uc%3DUS%26ucuc%3DUSD%26d%3Ddesktop%26lc%3Dzh%26v%3Dfalse%26rrid%3DUFJJQ0VMSU5FQ09SRQ%26k_pc%3D~UFJJQ0VMSU5FQ09SRQ%26k_rt%3D%26k_sid%3D1AAkStwaJr%26k_kct%3D1787877369%26k_gct%3D1787890657%26g%3D2%26r%3D1%26ac%3D2%26k_cc%3Dus%26dt%3Ddefault%26cmpid%3D%26cmptrack%3D&s=AD1XQnkMSVS9AO8wg9VLhreB3BOy
ChIJF41Gxqyf4jARbUM2nainGDo,Grande Centre Point Sukhumvit 55,2026-09-29,2026-09-30,2,Expedia.co.th,否,87,,94,USD,免费取消截止日期：6月15日,https://www.google.com/travel/lodging/clk?pc=AA80OszLz5J2qXr0Lx9n5fcVHxj1t9tEdJPZooS_UDBAQTLRLA-mR17dtj3K4cb-NxTZ7AtvDbVK_YolLsI-prdXLPfUNE76OWj9PkpwSKSiqqTFSmD9jWNF7e6rEqBfVQqcWArnmjHcEkHOZmfVjseFwquKHAu5H1NVmOZJX12MxgbwLpr3r47lhCidHn7s7Tl0&pcurl=https://www.expedia.co.th/Hotel-Search?selected%3D15800656%26startDate%3D2026-09-29%26endDate%3D2026-09-30%26MDPCID%3DUS.META.HPA.HOTEL-ORGANIC-desktop.HOTEL%26MDPDTL%3DHTL.15800656.20260929.20260930.DDT.32.CID..AUDID..RRID.bex_us_desktop%26adults%3D2%26children%3D%26mctc%3D10%26ct%3Dhotel%26mpg%3DUSD%26mpf%3D94.39%26mpj%3D16.11%26mpr%3D9.10%26mpl%3DUSD%26exp_pg%3Dgoogle%26langid%3Dzh%26ad%3D2%26tp%3D%26utm_source%3Dgoogle%26utm_medium%3Dcpc%26utm_term%3D15800656%26utm_content%3Dmapresults%26utm_campaign%3DHotelAds%26rateplanid%3D208097361%26mpm%3D24%26mpn%3D201616507%26mpo%3DEC%26mpp%3D1&s=AD1XQnnq4hY-BzujZNkhAO9pM1Ob
ChIJF41Gxqyf4jARbUM2nainGDo,Grande Centre Point Sukhumvit 55,2026-09-29,2026-09-30,2,Vio.com,否,84,,90,USD,免费取消截止日期：6月15日,https://www.google.com/travel/lodging/clk?pc=AA80Osw2lELMOvYoxTnIlFMK1EoKrn7XGsPdJnNtNMWmkeSf5bJqOvUydSTdzmjo71v22MTLw3zNbrLHP5fplNgyAzKwOrCHl3nTFvgVb6JG-sBVyKcDH5c5RbeVirFkqgMlTkE_Wbbn-9Y2Sx55Q-MfMJv7pcvLjNi_zd1SAu7vgyM74P5vVowK0KG_&pcurl=https://deals.vio.com/?sig%3D73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233%26turl%3Dhttps%253A%252F%252Fwww.vio.com%252FHotel%252FSearch%253FcheckIn%253D2026-09-29%2526checkOut%253D2026-09-30%2526currency%253DUSD%2526forceCurrencyChange%253D1%2526lang%253Dzh%2526forceLanguageChange%253D1%2526rooms%253D2%253A%2526utm_source%253Dgha%2526utm_medium%253Dcpc%2526hotelId%253D3009246%2526userCountry%253DUS%2526profile%253Dr2d2m73kn8%2526preferredRate%253D90.44%2526deviceType%253Ddesktop%2526label%253Dsrc%25253Dgha%252526cltype%25253Dhotel%252526datype%25253Ddefault%252526gsite%25253Dmapresults%252526vf%25253D0%252526ucountry%25253DUS%252526udevice%25253Ddesktop%252526hotel%25253D3009246%252526day%25253D29%252526month%25253D09%252526year%25253D2026%252526los%25253D1%252526price%25253D90.44%252526currency%25253DUSD%252526cid%25253D%252526listid%25253D%252526rateid%25253DUS_D%252526closerateid%25253D%252526promo%25253D0%252526isPrivateRate%25253D0%252526isAudienceUser%25253D0%252526isPaidClick%25253D0%252526%2526cp%253DK5MOUJiI_TRXyQpRChcIhDwQyAUYiAUiA1VTRCiAltzVBlIBMhIaFRbzZIIaC3BxQUs5MXc5WG4wKAIw4cHE1AY&s=AD1XQnlNWFy6jKjW5oYRHJqFbBR0
